segment_id,track_id,group,split,scale_seconds,local_l2_norm,phase_l2_norm,focus_logit,focus_probability,focus_band_loss,predicted_group
classical_musicnet_2157__180s,classical_musicnet_2157,classical,holdout,180.0,0.9771863588331098,0.47022093230913786,-3.539089051930989,0.028220258963549988,23.649977196945173,classical
classical_musicnet_2157__300s,classical_musicnet_2157,classical,holdout,300.0,0.9620065650695789,0.4421618083283987,-4.595953574161217,0.009991749503146654,35.046266729794354,classical
classical_musicnet_2158__180s,classical_musicnet_2158,classical,holdout,180.0,0.6970134032409723,0.3503296359707739,-2.4386162004626417,0.08027502007300488,14.157545334880965,classical
classical_musicnet_2158__300s,classical_musicnet_2158,classical,holdout,300.0,0.8554847953328275,0.40092368867996153,-2.303551201026827,0.09082927882003967,13.159382878523557,classical
classical_musicnet_2159__180s,classical_musicnet_2159,classical,holdout,180.0,0.8958130106947336,0.2863898726707254,-1.6329988394098798,0.16341996432704514,8.744050132206697,classical
classical_musicnet_2159__300s,classical_musicnet_2159,classical,holdout,300.0,0.756639352956118,0.6832442954266686,-2.11775329783854,0.10738323166395379,11.845907856648036,classical
classical_musicnet_2160__180s,classical_musicnet_2160,classical,holdout,180.0,0.9342364033425059,0.3488331752850744,-1.3955616635436203,0.19852135311508573,7.39620693646869,classical
classical_musicnet_2160__300s,classical_musicnet_2160,classical,holdout,300.0,0.9392303645136267,0.3275825893121533,-1.284557992238575,0.21677535137278484,6.804758285548574,classical
classical_musicnet_2161__180s,classical_musicnet_2161,classical,holdout,180.0,0.7319925092590545,0.6708571541177363,-2.768796053650417,0.059033855816981645,16.75126742445735,classical
classical_musicnet_2161__300s,classical_musicnet_2161,classical,holdout,300.0,0.7446494746775835,0.3808136128362365,-2.469561611164012,0.07801976378029128,14.391376537288247,classical
classical_musicnet_2166__180s,classical_musicnet_2166,classical,holdout,180.0,0.7615230636664084,0.3693350417526092,-4.01325870618285,0.01775351585875325,28.486705919656035,classical
classical_musicnet_2166__300s,classical_musicnet_2166,classical,holdout,300.0,0.8518710881779548,0.36162812186294224,-3.009773762852864,0.0469862752149128,18.781899865595967,classical
classical_musicnet_2167__180s,classical_musicnet_2167,classical,holdout,180.0,0.7498740965193447,0.41708844429086145,-3.5600330584289273,0.027651533469405944,23.854122458957917,classical
classical_musicnet_2167__300s,classical_musicnet_2167,classical,holdout,300.0,0.7178886202512507,0.6645883016969307,-3.6274768171845575,0.025894807882374853,24.517470958227722,classical
classical_musicnet_2168__180s,classical_musicnet_2168,classical,holdout,180.0,0.717457700755219,0.5665421256821492,-3.990411460034215,0.01815635459885743,28.24334298240374,classical
classical_musicnet_2168__300s,classical_musicnet_2168,classical,holdout,300.0,0.8211578750660478,0.3656701807170251,-3.5818969243085803,0.02706971316858787,24.068169712971574,classical
classical_musicnet_2169__180s,classical_musicnet_2169,classical,holdout,180.0,0.7071823552218667,0.7419250513649072,-5.577213102738659,0.003768836074401781,47.627227720578084,classical
classical_musicnet_2169__300s,classical_musicnet_2169,classical,holdout,300.0,0.8318950901444153,0.290056630133021,-4.144571631673537,0.01560291453722637,29.905660350200503,classical
classical_musicnet_2177__180s,classical_musicnet_2177,classical,holdout,180.0,0.6934612870392409,0.6908198116697923,-3.427064137471656,0.03146026655113988,22.572944628493666,classical
classical_musicnet_2177__300s,classical_musicnet_2177,classical,holdout,300.0,0.7475860749332848,0.47812607224312703,-3.4799765832947123,0.02988735874256297,23.07852892481902,classical
classical_musicnet_2178__180s,classical_musicnet_2178,classical,holdout,180.0,0.788121366941961,0.7973802602450447,-3.7771355578720844,0.022376013655940708,26.021942793864003,classical
classical_musicnet_2178__300s,classical_musicnet_2178,classical,holdout,300.0,0.9732246998371139,0.36943695985780145,-3.3298338037284383,0.0345617753713758,21.658496423687932,classical
classical_musicnet_2179__180s,classical_musicnet_2179,classical,holdout,180.0,1.0277273731424774,0.42993942784640066,-2.858773904080932,0.054229550996048335,17.495891749365107,classical
classical_musicnet_2179__300s,classical_musicnet_2179,classical,holdout,300.0,0.8818107193657827,0.2547218676652034,-2.837030152959312,0.055355630278741796,17.314464621090217,classical
classical_musicnet_2180__180s,classical_musicnet_2180,classical,holdout,180.0,0.6059579078170442,0.6646598709353249,-4.4076263952279335,0.012037399736408518,32.85194429714819,classical
classical_musicnet_2180__300s,classical_musicnet_2180,classical,holdout,300.0,0.922631313498944,0.47654084858098567,-4.2126925286898285,0.014590415605540778,30.655353608315778,classical
classical_musicnet_2186__180s,classical_musicnet_2186,classical,discovery,180.0,0.6304625936674025,0.256052677082601,-2.1451255089339543,0.1047876051917827,12.035075815557615,classical
classical_musicnet_2186__300s,classical_musicnet_2186,classical,discovery,300.0,1.1649550133819557,0.34212139549961396,-0.8543030403346945,0.29853097637338644,4.7451573581621815,classical
classical_musicnet_2191__180s,classical_musicnet_2191,classical,discovery,180.0,1.1179568529511483,0.693759620113287,-0.581004967384266,0.3587013834809563,3.6291779246585367,classical
classical_musicnet_2191__300s,classical_musicnet_2191,classical,discovery,300.0,1.1179568529511483,0.693759620113287,-0.581004967384266,0.3587013834809563,3.6291779246585367,classical
classical_musicnet_2194__180s,classical_musicnet_2194,classical,discovery,180.0,0.9543272537396826,1.8250007696831643,-5.055058431884846,0.00633658576144325,40.69283518031388,classical
classical_musicnet_2194__300s,classical_musicnet_2194,classical,discovery,300.0,0.9543272537396826,1.8250007696831643,-5.055058431884846,0.00633658576144325,40.69283518031388,classical
classical_musicnet_2195__180s,classical_musicnet_2195,classical,discovery,180.0,0.8701495790506992,0.907602247769028,-2.8861994402388533,0.05284000568621305,17.72607547239887,classical
classical_musicnet_2195__300s,classical_musicnet_2195,classical,discovery,300.0,0.8701495790506992,0.907602247769028,-2.8861994402388533,0.05284000568621305,17.72607547239887,classical
classical_musicnet_2196__180s,classical_musicnet_2196,classical,discovery,180.0,0.8887114497695822,0.8715993805496935,-1.672991671934547,0.1580257187937172,8.982169890668079,classical
classical_musicnet_2196__300s,classical_musicnet_2196,classical,discovery,300.0,0.8887114497695822,0.8715993805496935,-1.672991671934547,0.1580257187937172,8.982169890668079,classical
classical_musicnet_2198__180s,classical_musicnet_2198,classical,discovery,180.0,0.9569959286390306,0.661448378504361,-4.330160832515461,0.01299435363878354,31.969932433714604,classical
classical_musicnet_2198__300s,classical_musicnet_2198,classical,discovery,300.0,1.31780849826064,0.2967690127450526,-3.575980688616721,0.02722596546852342,24.010155413701167,classical
classical_musicnet_2200__180s,classical_musicnet_2200,classical,discovery,180.0,0.9867506362974009,1.8391071679937545,-4.55659818273157,0.01038865250356083,34.58184862806578,classical
classical_musicnet_2200__300s,classical_musicnet_2200,classical,discovery,300.0,0.9867506362974009,1.8391071679937545,-4.55659818273157,0.01038865250356083,34.58184862806578,classical
classical_musicnet_2201__180s,classical_musicnet_2201,classical,discovery,180.0,1.0291917718117387,0.5262269593072723,-2.9188555791320074,0.0512292967693666,18.0021219082091,classical
classical_musicnet_2201__300s,classical_musicnet_2201,classical,discovery,300.0,1.0291917718117387,0.5262269593072723,-2.9188555791320074,0.0512292967693666,18.0021219082091,classical
classical_musicnet_2202__180s,classical_musicnet_2202,classical,discovery,180.0,0.741053533263262,0.2873436095383582,-4.203218359555523,0.014727259106938681,30.550531578862522,classical
classical_musicnet_2202__300s,classical_musicnet_2202,classical,discovery,300.0,0.8767219826182409,0.5006410595194604,-3.9517715193587257,0.018858156400158595,27.834136222411832,classical
classical_musicnet_2203__180s,classical_musicnet_2203,classical,discovery,180.0,0.5996189454695638,0.5969197886573233,-3.771358116026566,0.02250274644903057,25.96303273825077,classical
classical_musicnet_2203__300s,classical_musicnet_2203,classical,discovery,300.0,0.5996189454695638,0.5969197886573233,-3.771358116026566,0.02250274644903057,25.96303273825077,classical
classical_musicnet_2204__180s,classical_musicnet_2204,classical,discovery,180.0,0.7036050173830357,0.7854451109625057,-3.625150729902471,0.025953546479626,24.49444107078926,classical
classical_musicnet_2204__300s,classical_musicnet_2204,classical,discovery,300.0,0.7036050173830357,0.7854451109625057,-3.625150729902471,0.025953546479626,24.49444107078926,classical
classical_musicnet_2207__180s,classical_musicnet_2207,classical,discovery,180.0,1.799377538093289,1.0812996577092349,-5.6475884306847774,0.003513620686224789,48.60353562821046,classical
classical_musicnet_2207__300s,classical_musicnet_2207,classical,discovery,300.0,1.799377538093289,1.0812996577092349,-5.6475884306847774,0.003513620686224789,48.60353562821046,classical
classical_musicnet_2208__180s,classical_musicnet_2208,classical,discovery,180.0,0.7062240672377446,0.6882063538710241,-3.9064759761492756,0.019714760398237503,27.358246848930552,classical
classical_musicnet_2208__300s,classical_musicnet_2208,classical,discovery,300.0,0.7062240672377446,0.6882063538710241,-3.9064759761492756,0.019714760398237503,27.358246848930552,classical
classical_musicnet_2209__180s,classical_musicnet_2209,classical,discovery,180.0,0.8274989642998081,0.5872648900871965,-3.7614974134749084,0.022720670459276903,25.86264165655314,classical
classical_musicnet_2209__300s,classical_musicnet_2209,classical,discovery,300.0,0.8274989642998081,0.5872648900871965,-3.7614974134749084,0.022720670459276903,25.86264165655314,classical
classical_musicnet_2210__180s,classical_musicnet_2210,classical,discovery,180.0,0.856411559990571,0.7093618450535969,-2.40156057010795,0.083053772604546,13.880063617954592,classical
classical_musicnet_2210__300s,classical_musicnet_2210,classical,discovery,300.0,0.856411559990571,0.7093618450535969,-2.40156057010795,0.083053772604546,13.880063617954592,classical
classical_musicnet_2211__180s,classical_musicnet_2211,classical,discovery,180.0,1.6601682011824879,0.3583663504439171,-3.5949496679829824,0.026728057694945,24.19641183530842,classical
classical_musicnet_2211__300s,classical_musicnet_2211,classical,discovery,300.0,1.2032355287051852,0.4470956986763508,-3.268080208423541,0.03668260762905611,21.087523647822255,classical
classical_musicnet_2212__180s,classical_musicnet_2212,classical,discovery,180.0,0.8169357698077816,0.5342793092793492,-4.098849008423323,0.016320967790070945,29.40767281149371,classical
