track_id,group,source_url,license_type,downloaded_at,redistribution_allowed,notes
classical_musicnet_1727,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Piano Quintet; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_1818,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Pairs Clarinet-Horn-Bassoon; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_1819,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Pairs Clarinet-Horn-Bassoon; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_1828,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Piano Trio; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_1829,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Piano Trio; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_1835,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: String Quartet; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_1859,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: String Quartet; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_1872,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Piano Trio; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_1873,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Piano Trio; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_1876,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Piano Trio; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_1893,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Piano Trio; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2075,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Wind Quintet; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2076,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Wind Quintet; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2077,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Wind Quintet; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2078,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Wind Quintet; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2079,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Wind Quintet; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2080,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Wind Quintet; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2081,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Wind Quintet; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2082,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Wind Quintet; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2083,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Wind Quintet; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2112,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Accompanied Cello; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2113,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Accompanied Cello; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2114,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Accompanied Cello; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2116,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Accompanied Clarinet; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2117,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Accompanied Clarinet; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2118,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Accompanied Clarinet; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2119,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Accompanied Clarinet; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2127,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Wind and Strings Octet; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2131,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Wind and Strings Octet; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2138,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: String Quartet; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2140,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: String Quartet; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2147,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: String Sextet; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2148,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Piano Quartet; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2149,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Piano Quartet; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2150,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Piano Quartet; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2151,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Piano Quartet; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2154,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: String Sextet; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2155,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: String Sextet; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2156,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: String Sextet; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2157,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: String Sextet; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2158,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Horn Piano Trio; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2159,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Horn Piano Trio; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2160,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Horn Piano Trio; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2161,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Horn Piano Trio; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2166,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Piano Quartet; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2167,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Piano Quartet; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2168,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Piano Quartet; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2169,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Piano Quartet; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2177,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: String Quartet; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2178,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: String Quartet; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2179,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: String Quartet; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2180,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: String Quartet; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2186,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Solo Violin; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2191,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Solo Violin; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2194,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Solo Piano; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2195,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Solo Piano; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2196,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Solo Piano; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2198,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Solo Piano; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2200,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Solo Piano; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2201,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Solo Piano; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2202,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Solo Flute; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2203,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Solo Flute; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2204,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Solo Flute; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2207,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Solo Piano; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2208,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Solo Piano; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2209,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Solo Piano; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2210,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Solo Piano; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2211,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Solo Piano; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2212,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Solo Piano; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2213,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Solo Piano; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2214,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Solo Piano; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2215,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Solo Piano; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2217,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Solo Cello; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2218,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Solo Cello; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2219,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Solo Cello; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2220,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Solo Cello; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2221,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Solo Cello; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2222,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Solo Cello; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2224,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Solo Piano; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2225,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Solo Piano; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2227,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Solo Piano; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2228,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Solo Piano; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2229,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Solo Piano; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2230,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Solo Piano; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2231,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Solo Piano; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2232,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Solo Piano; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2234,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Solo Piano; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2237,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Solo Piano; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2238,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Solo Piano; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2239,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Solo Piano; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2240,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Solo Piano; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2241,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Solo Violin; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2242,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Solo Violin; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2243,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Solo Violin; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2244,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Solo Violin; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2247,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Solo Piano; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2248,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Solo Piano; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2282,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Violin and Harpsichord; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2283,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Violin and Harpsichord; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2284,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Violin and Harpsichord; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2285,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Violin and Harpsichord; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2288,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Solo Violin; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2289,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Solo Violin; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2292,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Solo Piano; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2293,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Solo Cello; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2294,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Solo Cello; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2295,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Solo Cello; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2296,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Solo Cello; license: https://creativecommons.org/licenses/by/4.0/
classical_musicnet_2297,classical,https://zenodo.org/records/5120004,Creative Commons Attribution 4.0 International,2026-07-17,true,musicnet-zenodo-5120004; MusicNet classical metadata: Solo Cello; license: https://creativecommons.org/licenses/by/4.0/
