segment_id,track_id,group,split,scale_seconds,input_relative_path,input_sha256,acoustic_relative_path,acoustic_sha256,chroma_relative_path,chroma_sha256,rhythm_relative_path,rhythm_sha256,modulation_relative_path,modulation_sha256,structure_relative_path,structure_sha256,sidecar_relative_path,config_sha256,model_sha256,acoustic_windows,pitch_steps,rhythm_windows,modulation_windows,structure_blocks,structure_boundaries,invalid_acoustic_windows,uncertain_pitch_steps,invalid_rhythm_values,invalid_modulation_windows,status,processed_at,error
classical_musicnet_1742__180s,classical_musicnet_1742,classical,validation,180.0,features/audio_symmetric_holdout_v2/180s/classical/validation/classical_musicnet_1742__180s.wav,24082bb8ece36265cfea3ae792a41767057f1f832f1fe24e9febd9a1d0b0b1c8,features/acoustic/180s/classical/validation/classical_musicnet_1742__180s.npz,346067dc98819289217e7ed3618c09fb9cfce030fa0b4afd50ce6758a446655f,features/chroma/180s/classical/validation/classical_musicnet_1742__180s.npz,ce2a1c7eb80275996bf6bbd36dc185ac07d69c7404b3ceeba5459ed84cccd0c5,features/rhythm/180s/classical/validation/classical_musicnet_1742__180s.npz,007a59781aec7e8a75a39c665ac9d68a4b2bba97168afe0d839e7ae9e32d8aee,features/modulation/180s/classical/validation/classical_musicnet_1742__180s.npz,ed71511474e2fc24540bf2ae3a9032382eca1788d560093fe50044fe1e6f9310,features/structure/180s/classical/validation/classical_musicnet_1742__180s.npz,ca0998d7545773bd871b5faef476e630eea9ae0ada2aa05c1b88d2e7c10358b9,features/manifests/180s/classical/validation/classical_musicnet_1742__180s.json,173d85773941ec82ea1a596895ffc9530c08837d66c0782102d660781d90d13c,a0dc5f846e8f7121293a9ff7e9386aad9d5c9377b5e76ae48bd67da2d5322b0d,359,361,359,88,8,9,0,69,201,0,transformed,2026-08-02,
classical_musicnet_1742__300s,classical_musicnet_1742,classical,validation,300.0,features/audio_symmetric_holdout_v2/300s/classical/validation/classical_musicnet_1742__300s.wav,218548a7b4ddaca9decec94e3ec953bf06e82d689de4164ff4ef5406f681ad4e,features/acoustic/300s/classical/validation/classical_musicnet_1742__300s.npz,1dfa3dc27cb8811b0e1bb2f4d1f5a275f175ee3c19ef803f9766c32ebaa433d3,features/chroma/300s/classical/validation/classical_musicnet_1742__300s.npz,ae34528badef9b69ba36a5f896d93c9b3e352bd829d1f13ee3af2b226a2e7a55,features/rhythm/300s/classical/validation/classical_musicnet_1742__300s.npz,16d9c3b314314b71bd44c694fa2732d7953c1f2f9f758b0eea0e7c6d90b1c5a4,features/modulation/300s/classical/validation/classical_musicnet_1742__300s.npz,c1814a52e6cef6718d9b1b3c57ea49f325a7487274cbb6ec491371e274dd1851,features/structure/300s/classical/validation/classical_musicnet_1742__300s.npz,0683aa8a3ef190473c8cafc0612dfa09930285d9e3155e62c9a8e527ad723dcc,features/manifests/300s/classical/validation/classical_musicnet_1742__300s.json,173d85773941ec82ea1a596895ffc9530c08837d66c0782102d660781d90d13c,a0dc5f846e8f7121293a9ff7e9386aad9d5c9377b5e76ae48bd67da2d5322b0d,599,598,599,148,11,12,0,104,296,0,transformed,2026-08-02,
classical_musicnet_1763__180s,classical_musicnet_1763,classical,validation,180.0,features/audio_symmetric_holdout_v2/180s/classical/validation/classical_musicnet_1763__180s.wav,0934c5e9bad4581a2e1f83396850f1ff77f1e3e1c12dfcbb2d24b7f881dfa73a,features/acoustic/180s/classical/validation/classical_musicnet_1763__180s.npz,c031788299a8838c71a06999f29a6b9759689487457e11f769d8ca01c776ddab,features/chroma/180s/classical/validation/classical_musicnet_1763__180s.npz,1ccdc2a9319843b5904517ea48aa09c4ce9f689f0a55a62960b3062a474d33c3,features/rhythm/180s/classical/validation/classical_musicnet_1763__180s.npz,00ce609209d4c914fed5680dbe84a944ad84cf17cdf5a35711ca6d79c4f23bbd,features/modulation/180s/classical/validation/classical_musicnet_1763__180s.npz,935ba573063f15a49c5c996d76d66078c2308fb68ec7aea355719d30ea266b26,features/structure/180s/classical/validation/classical_musicnet_1763__180s.npz,8786b4f5688ff210a37b8a3403e006d347bdbdce1ce82ea19d7a883eda3f9487,features/manifests/180s/classical/validation/classical_musicnet_1763__180s.json,173d85773941ec82ea1a596895ffc9530c08837d66c0782102d660781d90d13c,a0dc5f846e8f7121293a9ff7e9386aad9d5c9377b5e76ae48bd67da2d5322b0d,359,369,359,88,7,8,0,77,156,0,transformed,2026-08-02,
classical_musicnet_1763__300s,classical_musicnet_1763,classical,validation,300.0,features/audio_symmetric_holdout_v2/300s/classical/validation/classical_musicnet_1763__300s.wav,191d14209cdf19995bd21593be9e438ec3a6488166f6a2d559f1242f5ab0f78b,features/acoustic/300s/classical/validation/classical_musicnet_1763__300s.npz,4c6e71a0d0af45d537939d624f1fcdcec71f59120c7315bba26a309003d67cd2,features/chroma/300s/classical/validation/classical_musicnet_1763__300s.npz,83781d670d58f6fc1a22187fbfef31da40fd6ec64a24adb519952289b1a25abf,features/rhythm/300s/classical/validation/classical_musicnet_1763__300s.npz,2984711a4ba1533288457ae1188bee0e2c2d8ca2bbdf9ab0023447aa63b32809,features/modulation/300s/classical/validation/classical_musicnet_1763__300s.npz,8f03d8ff49647a02257e223897954802e75f0c30000f9d8a7d505b8512178e7a,features/structure/300s/classical/validation/classical_musicnet_1763__300s.npz,0f5f16d60f62f464e7476917048e7c39b5951b2b754eb9415c3f49194c652175,features/manifests/300s/classical/validation/classical_musicnet_1763__300s.json,173d85773941ec82ea1a596895ffc9530c08837d66c0782102d660781d90d13c,a0dc5f846e8f7121293a9ff7e9386aad9d5c9377b5e76ae48bd67da2d5322b0d,599,613,599,148,12,13,0,126,285,0,transformed,2026-08-02,
classical_musicnet_1764__180s,classical_musicnet_1764,classical,validation,180.0,features/audio_symmetric_holdout_v2/180s/classical/validation/classical_musicnet_1764__180s.wav,c5af9a1e8a8c091158c23b668eadf6c5db75816940c78f7ae2a1affb598da101,features/acoustic/180s/classical/validation/classical_musicnet_1764__180s.npz,96fc5e41b49942375c3277985c8726b82503c8ee9dfcfea591893b22d47930fe,features/chroma/180s/classical/validation/classical_musicnet_1764__180s.npz,e9427b8059ce409eff0baa8509993bd02c36e87fe37e7022861e5eec7cff166e,features/rhythm/180s/classical/validation/classical_musicnet_1764__180s.npz,a2a14eaa8c0c644620efae7d1d9cd012bdec6c10a88bf683e12389fc7763cf2c,features/modulation/180s/classical/validation/classical_musicnet_1764__180s.npz,ebbe496ebb3eb816ae755d060bcd2efa354ea4bd154eb0b97921037768d3933f,features/structure/180s/classical/validation/classical_musicnet_1764__180s.npz,b68f850973aadd1b639a0e639dee561d466c2198486006b38d4c4d93ac7f754b,features/manifests/180s/classical/validation/classical_musicnet_1764__180s.json,173d85773941ec82ea1a596895ffc9530c08837d66c0782102d660781d90d13c,a0dc5f846e8f7121293a9ff7e9386aad9d5c9377b5e76ae48bd67da2d5322b0d,359,407,359,88,8,9,0,84,242,0,transformed,2026-08-02,
classical_musicnet_1764__300s,classical_musicnet_1764,classical,validation,300.0,features/audio_symmetric_holdout_v2/300s/classical/validation/classical_musicnet_1764__300s.wav,94488ec739bfbad1609a04aed764d96f078583f5001bcb764b16f2874e7bda87,features/acoustic/300s/classical/validation/classical_musicnet_1764__300s.npz,4daa5af435ff158ad8cb87f2d6f161c5721fe1b7defe90de8abc387248870265,features/chroma/300s/classical/validation/classical_musicnet_1764__300s.npz,d3becc6f47861c91d2bd97b2b74a18f5017ec786db5045f0558b5403e9d7acfb,features/rhythm/300s/classical/validation/classical_musicnet_1764__300s.npz,fd45e4ba441cef4d6d09eb39f62deb37663d244c268663538019cd946a378ac5,features/modulation/300s/classical/validation/classical_musicnet_1764__300s.npz,0d9b904920d7f59e718ef65de12b0c7c751461857ccf247603d02ca856408c03,features/structure/300s/classical/validation/classical_musicnet_1764__300s.npz,611a720756bb464bd17476842cbb7348da52799f66c21b3bd7d7412bdc0badf6,features/manifests/300s/classical/validation/classical_musicnet_1764__300s.json,173d85773941ec82ea1a596895ffc9530c08837d66c0782102d660781d90d13c,a0dc5f846e8f7121293a9ff7e9386aad9d5c9377b5e76ae48bd67da2d5322b0d,599,623,599,148,14,15,0,117,578,0,transformed,2026-08-02,
classical_musicnet_1765__180s,classical_musicnet_1765,classical,validation,180.0,features/audio_symmetric_holdout_v2/180s/classical/validation/classical_musicnet_1765__180s.wav,891d644dae481c5369a768eb2fa8a2e9f2ef98e015c89d347751c44a6267d98c,features/acoustic/180s/classical/validation/classical_musicnet_1765__180s.npz,05f9596c6eb5d364bcc56830aa6e19402ab5d73ce998e721d6585a8962b598c8,features/chroma/180s/classical/validation/classical_musicnet_1765__180s.npz,9a538c39e8c0d2f7641a266d9283c3aefc7a97cb637905f95d50bad145c8ad30,features/rhythm/180s/classical/validation/classical_musicnet_1765__180s.npz,0d6a2826da1ddcbcfeee9a25c2ef15fef1b5b52ef25b11437d0b01bae0424ff5,features/modulation/180s/classical/validation/classical_musicnet_1765__180s.npz,2f9924c7e63a25e3c4a5e4e9894ee3d4e0efcd7e45437cf8082e79c30d527b51,features/structure/180s/classical/validation/classical_musicnet_1765__180s.npz,0ba07c785b872e3ddaec1d4a0505f932770aca50cf52960519c7ec0902f05988,features/manifests/180s/classical/validation/classical_musicnet_1765__180s.json,173d85773941ec82ea1a596895ffc9530c08837d66c0782102d660781d90d13c,a0dc5f846e8f7121293a9ff7e9386aad9d5c9377b5e76ae48bd67da2d5322b0d,359,349,359,88,9,10,0,75,115,0,transformed,2026-08-02,
classical_musicnet_1765__300s,classical_musicnet_1765,classical,validation,300.0,features/audio_symmetric_holdout_v2/300s/classical/validation/classical_musicnet_1765__300s.wav,00c12e497afda048198629b343447f38a8736ac66385260fc477ddba2a020db5,features/acoustic/300s/classical/validation/classical_musicnet_1765__300s.npz,b79c07a96096dbc5fc5503180e51c36ab84e0eab8967dad50ed6278bfd718eac,features/chroma/300s/classical/validation/classical_musicnet_1765__300s.npz,8d937ad3683200e2927c50e7a2a2059473d72365a741bfa2f840f37c2394945e,features/rhythm/300s/classical/validation/classical_musicnet_1765__300s.npz,6bc0490a951d6688fa3d249ff02e045bdd2625f14db06ca957bac397251616b4,features/modulation/300s/classical/validation/classical_musicnet_1765__300s.npz,2cc9a5e39eb678c6ab76b2568bfa70c0ac62378fcd1bc6c41027d901a001fdc6,features/structure/300s/classical/validation/classical_musicnet_1765__300s.npz,f0157de4a95655c262f36303baefe6453ee5219c054057fdaabb82fc841258f7,features/manifests/300s/classical/validation/classical_musicnet_1765__300s.json,173d85773941ec82ea1a596895ffc9530c08837d66c0782102d660781d90d13c,a0dc5f846e8f7121293a9ff7e9386aad9d5c9377b5e76ae48bd67da2d5322b0d,599,564,599,148,16,17,0,102,287,0,transformed,2026-08-02,
classical_musicnet_1766__180s,classical_musicnet_1766,classical,validation,180.0,features/audio_symmetric_holdout_v2/180s/classical/validation/classical_musicnet_1766__180s.wav,55d0c554491a5bddb5db6cff703973a878ad06fa43913a74e9cf05d529f1c813,features/acoustic/180s/classical/validation/classical_musicnet_1766__180s.npz,f64068c6de9e07a5b73b70ed7e0da205d104f3f5abe20ed413245a7b49473288,features/chroma/180s/classical/validation/classical_musicnet_1766__180s.npz,bbf0c0e95460d61c110d4bb753f903f75e161b084baedfa6d8515080f4f724fd,features/rhythm/180s/classical/validation/classical_musicnet_1766__180s.npz,2977d95c560dfdb89ae42a5af5cdb114842e63ef79312d1cf2d9c19c4dd8ff5e,features/modulation/180s/classical/validation/classical_musicnet_1766__180s.npz,157e0c7faca70f8b09a48cdd664a8803550a07048ed5031579061666a176d7c7,features/structure/180s/classical/validation/classical_musicnet_1766__180s.npz,d3fe4ec26367c587f7f9b9160c826edd1f33344b67e5dd5cfabbc233b9ab53e8,features/manifests/180s/classical/validation/classical_musicnet_1766__180s.json,173d85773941ec82ea1a596895ffc9530c08837d66c0782102d660781d90d13c,a0dc5f846e8f7121293a9ff7e9386aad9d5c9377b5e76ae48bd67da2d5322b0d,359,387,359,88,9,10,0,93,117,0,transformed,2026-08-02,
classical_musicnet_1766__300s,classical_musicnet_1766,classical,validation,300.0,features/audio_symmetric_holdout_v2/300s/classical/validation/classical_musicnet_1766__300s.wav,4e4fafda0225a7dbc549ad42db22332af672526b8445716efc9674039c50b984,features/acoustic/300s/classical/validation/classical_musicnet_1766__300s.npz,89460b5d789eca6e242ed5a47c8cd9405d3ab46a38f0d716324a6f80300dfb79,features/chroma/300s/classical/validation/classical_musicnet_1766__300s.npz,44220556a73fea1223c4f971cadb16c08eb8c0858e46daa8299cfbf74ba144da,features/rhythm/300s/classical/validation/classical_musicnet_1766__300s.npz,3d03450f54070bf9671ffddd816cd54b4a7380c1f57e06b4d1604ac180daea61,features/modulation/300s/classical/validation/classical_musicnet_1766__300s.npz,c5de4fcd753e7bc9828de111a9396e2fbaefe056aad20efa84bae417d8a2898f,features/structure/300s/classical/validation/classical_musicnet_1766__300s.npz,b720933fbb89624dffffe3b8d0c4561af44058f9f2a769402ed69b067acc99f9,features/manifests/300s/classical/validation/classical_musicnet_1766__300s.json,173d85773941ec82ea1a596895ffc9530c08837d66c0782102d660781d90d13c,a0dc5f846e8f7121293a9ff7e9386aad9d5c9377b5e76ae48bd67da2d5322b0d,599,680,599,148,14,15,0,156,178,0,transformed,2026-08-02,
classical_musicnet_1805__180s,classical_musicnet_1805,classical,validation,180.0,features/audio_symmetric_holdout_v2/180s/classical/validation/classical_musicnet_1805__180s.wav,892b4e0902f9f5dc80fbdcb84925406ce6db311fa4ca128df82221e3ec2ef78b,features/acoustic/180s/classical/validation/classical_musicnet_1805__180s.npz,2da4637efec139ecd85355011cb9796291d95e0ddb797c59e2f7b5af5a06c558,features/chroma/180s/classical/validation/classical_musicnet_1805__180s.npz,dade1866319e5fbd0f4c6dad7d93b9b4dbe5088932106ddb1755d975eddf253f,features/rhythm/180s/classical/validation/classical_musicnet_1805__180s.npz,ce139894a931025061798214f0b7d93458cd9fbe799d7c40bc910d9a6ab4e65c,features/modulation/180s/classical/validation/classical_musicnet_1805__180s.npz,3b3f5855f32141c14a0f6d473a9187c3b5f3b6e88672b75b7d5536cc879b5e92,features/structure/180s/classical/validation/classical_musicnet_1805__180s.npz,a5ec180c592ddde8160aac0a573f2749d6f7efc5151d592eec1fcd19f4f406e6,features/manifests/180s/classical/validation/classical_musicnet_1805__180s.json,173d85773941ec82ea1a596895ffc9530c08837d66c0782102d660781d90d13c,a0dc5f846e8f7121293a9ff7e9386aad9d5c9377b5e76ae48bd67da2d5322b0d,359,373,359,88,8,9,0,165,6,0,transformed,2026-08-02,
