segment_id,track_id,group,split,scale_seconds,modality,scale_bars,scale_label,eligible_scales,effective_seconds,h1_max_persistence,h1_total_persistence,h1_dominance,h1_gap,h1_count,h1_prominent_count,distance_scale,h1_surrogate_excess,null_h1_max_median,null_h1_dominance_median,null_h1_gap_median,surrogate_percentile,period_seconds,period_frames,delay_frames,embedding_span_seconds,available_cycles,point_count,landmark_count
classical_musicnet_1739__300s,classical_musicnet_1739,classical,discovery,300.0,rhythm,8,8_bars,1,299.5,0.08842885494232178,1.684349775314331,0.05250029194548935,0.003597259521484375,55.0,0.0,9.4429578980556,-0.005698263645172119,0.0941271185874939,0.041625891623594986,0.006596028804779053,0.4,19.3193359375,39.0,5.0,17.5,15.35897435897436,564.0,64.0
classical_musicnet_1739__300s,classical_musicnet_1739,classical,discovery,300.0,rhythm,16,16_bars,1,299.5,0.10091859102249146,2.9923649430274963,0.03372536202766366,0.0014208555221557617,80.0,1.0,9.388452187893648,0.0032118558883666992,0.09770673513412476,0.04585840801849921,0.012838006019592285,0.7,38.638671875,77.0,10.0,35.0,7.779220779220779,529.0,64.0
classical_musicnet_1739__300s,classical_musicnet_1739,classical,discovery,300.0,rhythm,32,32_bars,1,299.5,0.08708363771438599,2.110862135887146,0.04125500961614756,0.007453501224517822,65.0,0.0,9.114026625935871,-0.011728525161743164,0.09881216287612915,0.04299575637110754,0.013891935348510742,0.2,77.27734375,155.0,19.0,66.5,3.8645161290322583,466.0,64.0
classical_musicnet_1765__300s,classical_musicnet_1765,classical,discovery,300.0,acoustic,0,multiscale_mean,4,299.5,0.09128996729850769,1.9413592219352722,0.047390438613221605,0.0036092400550842285,60.75,0.75,9.126119934592944,-0.0004621148109436035,0.0917520821094513,0.04710285921068617,0.010283201932907104,0.525,,,,,,544.75,64.0
classical_musicnet_1765__300s,classical_musicnet_1765,classical,discovery,300.0,acoustic,4,4_bars,1,299.5,0.10326504707336426,1.7592159509658813,0.058699471782681104,0.00866001844406128,57.0,1.0,9.08898434616908,0.015075504779815674,0.08818954229354858,0.05064310530816631,0.01190042495727539,0.9,8.544921875,17.0,2.0,7.0,35.23529411764706,585.0,64.0
classical_musicnet_1765__300s,classical_musicnet_1765,classical,discovery,300.0,acoustic,8,8_bars,1,299.5,0.07808881998062134,2.078811824321747,0.037564160000917515,0.0016841888427734375,63.0,0.0,9.12310081840782,-0.012091457843780518,0.09018027782440186,0.04297669590214554,0.00957953929901123,0.2,17.08984375,34.0,4.0,14.0,17.61764705882353,571.0,64.0
classical_musicnet_1765__300s,classical_musicnet_1765,classical,discovery,300.0,acoustic,16,16_bars,1,299.5,0.10402578115463257,2.1595027446746826,0.048171173392189175,0.0025032758712768555,67.0,2.0,9.253197555302556,0.009720146656036377,0.09430563449859619,0.05161806632632017,0.010729730129241943,0.8,34.1796875,68.0,8.0,28.0,8.808823529411764,543.0,64.0
classical_musicnet_1765__300s,classical_musicnet_1765,classical,discovery,300.0,acoustic,32,32_bars,1,299.5,0.0797802209854126,1.767906367778778,0.045126949277098635,0.0015894770622253418,56.0,0.0,9.039197018492326,-0.014552652835845947,0.09433287382125854,0.04317356930611263,0.008923113346099854,0.2,68.359375,137.0,17.0,59.5,4.372262773722627,480.0,64.0
classical_musicnet_1765__300s,classical_musicnet_1765,classical,discovery,300.0,rhythm,0,multiscale_mean,4,299.5,0.09130750596523285,2.031680628657341,0.04520851900563314,0.007736697793006897,67.0,0.0,10.24452687967083,-0.0013855993747711182,0.09269310534000397,0.0487408602748977,0.008181855082511902,0.5,,,,,,544.75,64.0
classical_musicnet_1765__300s,classical_musicnet_1765,classical,discovery,300.0,rhythm,4,4_bars,1,299.5,0.08917415142059326,1.7878478169441223,0.049877931765475496,0.007313847541809082,62.0,0.0,10.055577383852757,0.002326071262359619,0.08684808015823364,0.04634979528595138,0.008242487907409668,0.6,8.544921875,17.0,2.0,7.0,35.23529411764706,585.0,64.0
classical_musicnet_1765__300s,classical_musicnet_1765,classical,discovery,300.0,rhythm,8,8_bars,1,299.5,0.09925490617752075,2.0532578825950623,0.04834020461768539,0.01267862319946289,56.0,0.0,10.478106334325446,-0.0017594695091247559,0.10101437568664551,0.04828775260240309,0.010781466960906982,0.5,17.08984375,34.0,4.0,14.0,17.61764705882353,571.0,64.0
classical_musicnet_1765__300s,classical_musicnet_1765,classical,discovery,300.0,rhythm,16,16_bars,1,299.5,0.07933521270751953,1.8989760279655457,0.041777890578489685,0.008801400661468506,75.0,0.0,10.170525883074632,-0.004909396171569824,0.08424460887908936,0.05013927839386579,0.006746053695678711,0.4,34.1796875,68.0,8.0,28.0,8.808823529411764,543.0,64.0
classical_musicnet_1765__300s,classical_musicnet_1765,classical,discovery,300.0,rhythm,32,32_bars,1,299.5,0.09746575355529785,2.386640787124634,0.04083804906088201,0.0021529197692871094,75.0,0.0,10.273897917430489,-0.0011996030807495117,0.09866535663604736,0.050186614817370544,0.006957411766052246,0.5,68.359375,137.0,17.0,59.5,4.372262773722627,480.0,64.0
classical_musicnet_1811__300s,classical_musicnet_1811,classical,discovery,300.0,acoustic,0,multiscale_mean,4,299.5,0.122611403465271,1.3893790394067764,0.08941449240512596,0.024515211582183838,44.25,1.0,8.873206674894313,0.034561872482299805,0.08804953098297119,0.049214364127003474,0.0099477618932724,0.925,,,,,,550.0,64.0
classical_musicnet_1811__300s,classical_musicnet_1811,classical,discovery,300.0,acoustic,4,4_bars,1,299.5,0.09670960903167725,1.555242121219635,0.062182992417821534,0.010704517364501953,49.0,0.0,8.606868307458173,0.00592571496963501,0.09078389406204224,0.05781950153954538,0.01437145471572876,0.7,7.430419921875,15.0,2.0,7.0,39.93333333333333,585.0,64.0
classical_musicnet_1811__300s,classical_musicnet_1811,classical,discovery,300.0,acoustic,8,8_bars,1,299.5,0.1016228199005127,1.3613111972808838,0.07465068979341138,0.03354448080062866,51.0,1.0,8.793327576978832,0.008602380752563477,0.09302043914794922,0.044738420481341405,0.007325947284698486,1.0,14.86083984375,30.0,4.0,14.0,19.966666666666665,571.0,64.0
classical_musicnet_1811__300s,classical_musicnet_1811,classical,discovery,300.0,acoustic,16,16_bars,1,299.5,0.16027092933654785,1.3525860905647278,0.11849222053557568,0.01864635944366455,39.0,2.0,9.092112321635181,0.07769036293029785,0.08258056640625,0.04273106724870918,0.006777763366699219,1.0,29.7216796875,59.0,7.0,24.5,10.152542372881356,550.0,64.0
classical_musicnet_1811__300s,classical_musicnet_1811,classical,discovery,300.0,acoustic,32,32_bars,1,299.5,0.1318422555923462,1.2883767485618591,0.10233206687369523,0.035165488719940186,38.0,1.0,9.000518493505066,0.04602903127670288,0.08581322431564331,0.051568467238417945,0.011315882205963135,1.0,59.443359375,119.0,15.0,52.5,5.033613445378151,494.0,64.0
classical_musicnet_1811__300s,classical_musicnet_1811,classical,discovery,300.0,rhythm,0,multiscale_mean,4,299.5,0.07948456704616547,1.2172201722860336,0.06498136722652892,0.011419892311096191,43.75,0.0,12.762827354610593,-0.004713520407676697,0.08419808745384216,0.06559930901453265,0.008545875549316406,0.55,,,,,,550.0,64.0
classical_musicnet_1811__300s,classical_musicnet_1811,classical,discovery,300.0,rhythm,4,4_bars,1,299.5,0.08987486362457275,1.200165569782257,0.07488538738940705,0.01945674419403076,47.0,0.0,12.555347296836572,0.008755266666412354,0.0811195969581604,0.06471910011908466,0.011366069316864014,0.8,7.430419921875,15.0,2.0,7.0,39.93333333333333,585.0,64.0
classical_musicnet_1811__300s,classical_musicnet_1811,classical,discovery,300.0,rhythm,8,8_bars,1,299.5,0.07289588451385498,1.2130470871925354,0.060093202715291553,0.014666974544525146,41.0,0.0,12.60260026032445,-0.020472824573516846,0.09336870908737183,0.07435836132962817,0.010172605514526367,0.4,14.86083984375,30.0,4.0,14.0,19.966666666666665,571.0,64.0
classical_musicnet_1811__300s,classical_musicnet_1811,classical,discovery,300.0,rhythm,16,16_bars,1,299.5,0.060963213443756104,1.0732896327972412,0.05680033756114075,0.009320855140686035,43.0,0.0,12.801344209657529,-0.016859889030456543,0.07782310247421265,0.05971964019266626,0.007295370101928711,0.2,29.7216796875,59.0,7.0,24.5,10.152542372881356,550.0,64.0
classical_musicnet_1811__300s,classical_musicnet_1811,classical,discovery,300.0,rhythm,32,32_bars,1,299.5,0.09420430660247803,1.3823783993721008,0.06814654124027632,0.0022349953651428223,44.0,0.0,13.09201765162382,0.009723365306854248,0.08448094129562378,0.0636001344167515,0.005349457263946533,0.8,59.443359375,119.0,15.0,52.5,5.033613445378151,494.0,64.0
classical_musicnet_2081__300s,classical_musicnet_2081,classical,discovery,300.0,acoustic,0,multiscale_mean,4,298.5,0.09535807371139526,1.8368136435747147,0.05211093069727009,0.013478890061378479,63.5,0.25,9.466177781132622,0.01154986023902893,0.08380821347236633,0.05113989398394612,0.007958337664604187,0.75,,,,,,548.0,64.0
classical_musicnet_2081__300s,classical_musicnet_2081,classical,discovery,300.0,acoustic,4,4_bars,1,298.5,0.08606511354446411,1.5902553796768188,0.05412030963350979,0.004936814308166504,54.0,0.0,9.548424822593585,-0.002059638500213623,0.08812475204467773,0.0552708889743778,0.007698535919189453,0.4,7.430419921875,15.0,2.0,7.0,39.8,583.0,64.0
classical_musicnet_2081__300s,classical_musicnet_2081,classical,discovery,300.0,acoustic,8,8_bars,1,298.5,0.09666848182678223,1.9631224274635315,0.049242207451974114,0.017548978328704834,67.0,0.0,9.561905106445286,0.010841608047485352,0.08582687377929688,0.053297419214161576,0.007228076457977295,1.0,14.86083984375,30.0,4.0,14.0,19.9,569.0,64.0
classical_musicnet_2081__300s,classical_musicnet_2081,classical,discovery,300.0,acoustic,16,16_bars,1,298.5,0.09239804744720459,1.9565594792366028,0.04722475775858132,0.015544116497039795,71.0,0.0,9.290474304001613,0.011751115322113037,0.08064693212509155,0.04745578961397897,0.005285024642944336,0.6,29.7216796875,59.0,7.0,24.5,10.11864406779661,548.0,64.0
classical_musicnet_2081__300s,classical_musicnet_2081,classical,discovery,300.0,acoustic,32,32_bars,1,298.5,0.10630065202713013,1.8373172879219055,0.05785644794501514,0.015885651111602783,62.0,1.0,9.463906891490002,0.025666356086730957,0.08063429594039917,0.048535478133266106,0.011621713638305664,1.0,59.443359375,119.0,15.0,52.5,5.016806722689076,492.0,64.0
classical_musicnet_2081__300s,classical_musicnet_2081,classical,discovery,300.0,rhythm,0,multiscale_mean,4,298.5,0.08767138421535492,1.541065275669098,0.056667299565480916,0.016692757606506348,57.25,0.5,10.499384824739842,-0.002484142780303955,0.09015552699565887,0.05962404532615967,0.008354172110557556,0.525,,,,,,548.0,64.0
classical_musicnet_2081__300s,classical_musicnet_2081,classical,discovery,300.0,rhythm,4,4_bars,1,298.5,0.063662588596344,1.2649379968643188,0.05032862381726101,0.004812955856323242,52.0,0.0,10.242478457202646,-0.025902628898620605,0.0895652174949646,0.07085631058748791,0.009250819683074951,0.1,7.430419921875,15.0,2.0,7.0,39.8,583.0,64.0
classical_musicnet_2081__300s,classical_musicnet_2081,classical,discovery,300.0,rhythm,8,8_bars,1,298.5,0.10389363765716553,1.5318685173988342,0.06782151110043082,0.030694544315338135,58.0,1.0,10.356354026156417,0.01667308807373047,0.08722054958343506,0.05492980159557161,0.00612872838973999,0.8,14.86083984375,30.0,4.0,14.0,19.9,569.0,64.0
classical_musicnet_2081__300s,classical_musicnet_2081,classical,discovery,300.0,rhythm,16,16_bars,1,298.5,0.08195501565933228,1.5572705268859863,0.05262734652996647,0.006850600242614746,56.0,0.0,10.814451062029264,-0.005463778972625732,0.08741879463195801,0.05343042948875498,0.0049225687980651855,0.4,29.7216796875,59.0,7.0,24.5,10.11864406779661,548.0,64.0
classical_musicnet_2081__300s,classical_musicnet_2081,classical,discovery,300.0,rhythm,32,32_bars,1,298.5,0.10117429494857788,1.8101840615272522,0.05589171681426536,0.024412930011749268,63.0,1.0,10.584255753571043,0.004756748676300049,0.09641754627227783,0.05927963963282417,0.013114571571350098,0.8,59.443359375,119.0,15.0,52.5,5.016806722689076,492.0,64.0
classical_musicnet_2131__300s,classical_musicnet_2131,classical,discovery,300.0,acoustic,0,multiscale_mean,4,273.5,0.0882253646850586,1.881200835108757,0.04693958737439227,0.009748145937919617,66.0,0.25,9.362050021800453,0.00866749882698059,0.079557865858078,0.05307178595927206,0.009329408407211304,0.7500000000000001,,,,,,494.5,64.0
classical_musicnet_2131__300s,classical_musicnet_2131,classical,discovery,300.0,acoustic,4,4_bars,1,273.5,0.07882225513458252,1.7887824773788452,0.044064751377754466,0.004264473915100098,60.0,0.0,9.422947213997428,0.002599358558654785,0.07622289657592773,0.05611439660271858,0.004164695739746094,0.8,8.17333984375,16.0,2.0,7.0,34.1875,533.0,64.0
classical_musicnet_2131__300s,classical_musicnet_2131,classical,discovery,300.0,acoustic,8,8_bars,1,273.5,0.10444998741149902,1.988290786743164,0.05253255112778998,0.01734912395477295,65.0,1.0,9.429248741195972,0.027855396270751953,0.07659459114074707,0.04666356494524562,0.007339179515838623,0.9,16.3466796875,33.0,4.0,14.0,16.575757575757574,519.0,64.0
classical_musicnet_2131__300s,classical_musicnet_2131,classical,discovery,300.0,acoustic,16,16_bars,1,273.5,0.08421117067337036,1.7104241847991943,0.04923408556881277,0.0021331310272216797,67.0,0.0,9.35415190386777,0.0006267428398132324,0.08358442783355713,0.05615260089322537,0.01094895601272583,0.7,32.693359375,65.0,8.0,28.0,8.415384615384616,491.0,64.0
classical_musicnet_2131__300s,classical_musicnet_2131,classical,discovery,300.0,acoustic,32,32_bars,1,273.5,0.08541804552078247,2.0373058915138245,0.04192696142321191,0.01524585485458374,72.0,0.0,9.241852228140637,0.0035884976387023926,0.08182954788208008,0.053356581395898675,0.014864802360534668,0.6,65.38671875,131.0,16.0,56.0,4.175572519083969,435.0,64.0
classical_musicnet_2131__300s,classical_musicnet_2131,classical,discovery,300.0,rhythm,0,multiscale_mean,4,273.5,0.09412305057048798,1.421055182814598,0.06685112723456864,0.01758211851119995,48.5,0.25,11.245385447433677,0.004410192370414734,0.08971285820007324,0.07366647130332211,0.014169096946716309,0.55,,,,,,494.5,64.0
classical_musicnet_2131__300s,classical_musicnet_2131,classical,discovery,300.0,rhythm,4,4_bars,1,273.5,0.0880475640296936,1.1552996039390564,0.07621188800679121,0.012270331382751465,43.0,0.0,11.61739411275196,0.0031595826148986816,0.08488798141479492,0.07260691627086424,0.011065185070037842,0.6,8.17333984375,16.0,2.0,7.0,34.1875,533.0,64.0
classical_musicnet_2131__300s,classical_musicnet_2131,classical,discovery,300.0,rhythm,8,8_bars,1,273.5,0.11022579669952393,1.5610202550888062,0.07061138146042391,0.023925364017486572,49.0,1.0,11.096324824356536,0.026000022888183594,0.08422577381134033,0.07382575601694932,0.00953221321105957,0.8,16.3466796875,33.0,4.0,14.0,16.575757575757574,519.0,64.0
classical_musicnet_2131__300s,classical_musicnet_2131,classical,discovery,300.0,rhythm,16,16_bars,1,273.5,0.08252125978469849,1.5380250811576843,0.05365404036362271,0.01434260606765747,58.0,0.0,11.115284162997616,-0.01067429780960083,0.09319555759429932,0.0739356864523539,0.02388596534729004,0.3,32.693359375,65.0,8.0,28.0,8.415384615384616,491.0,64.0
classical_musicnet_2131__300s,classical_musicnet_2131,classical,discovery,300.0,rhythm,32,32_bars,1,273.5,0.09569758176803589,1.4298757910728455,0.0669271991074367,0.019790172576904297,44.0,0.0,11.152538689628589,-0.0008445382118225098,0.0965421199798584,0.074297526473121,0.012193024158477783,0.5,65.38671875,131.0,16.0,56.0,4.175572519083969,435.0,64.0
classical_musicnet_2138__300s,classical_musicnet_2138,classical,discovery,300.0,acoustic,0,multiscale_mean,4,299.5,0.1042073518037796,1.8468354493379593,0.055834705834079075,0.01155976951122284,57.25,1.0,8.972603738219508,0.018457844853401184,0.08574950695037842,0.0416484003473503,0.00513128936290741,0.75,,,,,,550.0,64.0
classical_musicnet_2138__300s,classical_musicnet_2138,classical,discovery,300.0,acoustic,4,4_bars,1,299.5,0.14054036140441895,2.1282782554626465,0.06603476826570696,0.016961216926574707,52.0,3.0,8.888635169461057,0.04031139612197876,0.10022896528244019,0.0421440495057113,0.005429327487945557,1.0,7.43017578125,15.0,2.0,7.0,39.93333333333333,585.0,64.0
classical_musicnet_2138__300s,classical_musicnet_2138,classical,discovery,300.0,acoustic,8,8_bars,1,299.5,0.09394651651382446,1.711526095867157,0.054890496113777214,0.0160524845123291,53.0,0.0,9.0864979462004,0.010444343090057373,0.08350217342376709,0.04396221713474089,0.006217837333679199,0.7,14.8603515625,30.0,4.0,14.0,19.966666666666665,571.0,64.0
classical_musicnet_2138__300s,classical_musicnet_2138,classical,discovery,300.0,acoustic,16,16_bars,1,299.5,0.10241580009460449,1.8976582884788513,0.05396956908227151,0.0055733323097229,65.0,1.0,8.904804186949235,0.025242328643798828,0.07717347145080566,0.04228784316575644,0.0037081241607666016,1.0,29.720703125,59.0,7.0,24.5,10.152542372881356,550.0,64.0
classical_musicnet_2138__300s,classical_musicnet_2138,classical,discovery,300.0,acoustic,32,32_bars,1,299.5,0.07992672920227051,1.6498791575431824,0.048443989874560604,0.0076520442962646484,59.0,0.0,9.010477650267344,-0.0021666884422302246,0.08209341764450073,0.038199491583192594,0.005169868469238281,0.3,59.44140625,119.0,15.0,52.5,5.033613445378151,494.0,64.0
classical_musicnet_2138__300s,classical_musicnet_2138,classical,discovery,300.0,rhythm,0,multiscale_mean,4,299.5,0.08060845732688904,1.8236724138259888,0.044904448391807496,0.006600543856620789,66.0,0.0,10.995880902450152,-0.008869260549545288,0.08947771787643433,0.04583719101651706,0.008943721652030945,0.375,,,,,,550.0,64.0
classical_musicnet_2138__300s,classical_musicnet_2138,classical,discovery,300.0,rhythm,4,4_bars,1,299.5,0.0953066349029541,1.6406004428863525,0.05809253271642337,0.011034131050109863,63.0,0.0,10.828115232881238,0.004407763481140137,0.09089887142181396,0.051412517142141186,0.014749109745025635,0.8,7.43017578125,15.0,2.0,7.0,39.93333333333333,585.0,64.0
classical_musicnet_2138__300s,classical_musicnet_2138,classical,discovery,300.0,rhythm,8,8_bars,1,299.5,0.0763859748840332,1.8527660369873047,0.04122807378757915,0.004773378372192383,65.0,0.0,10.888344309619336,-0.012653350830078125,0.08903932571411133,0.04463050407848819,0.007108211517333984,0.3,14.8603515625,30.0,4.0,14.0,19.966666666666665,571.0,64.0
classical_musicnet_2138__300s,classical_musicnet_2138,classical,discovery,300.0,rhythm,16,16_bars,1,299.5,0.0806015133857727,2.186401844024658,0.03686491282746269,0.009538114070892334,74.0,0.0,10.987997451312317,-0.011107444763183594,0.0917089581489563,0.0461329505544034,0.010946452617645264,0.2,29.720703125,59.0,7.0,24.5,10.152542372881356,550.0,64.0
classical_musicnet_2138__300s,classical_musicnet_2138,classical,discovery,300.0,rhythm,32,32_bars,1,299.5,0.07013970613479614,1.6149213314056396,0.043432274235764796,0.0010565519332885742,62.0,0.0,11.279066615987714,-0.01612401008605957,0.08626371622085571,0.04117279229103546,0.0029711127281188965,0.2,59.44140625,119.0,15.0,52.5,5.033613445378151,494.0,64.0
classical_musicnet_2149__300s,classical_musicnet_2149,classical,discovery,300.0,acoustic,0,multiscale_mean,4,299.5,0.09441722929477692,1.748001679778099,0.05558052655727111,0.012797176837921143,63.75,0.25,9.400388331099716,0.014782652258872986,0.07963457703590393,0.03526840594587743,0.006003022193908691,0.825,,,,,,546.5,64.0
classical_musicnet_2149__300s,classical_musicnet_2149,classical,discovery,300.0,acoustic,4,4_bars,1,299.5,0.09282302856445312,1.7158467769622803,0.054097504398840424,0.005534112453460693,62.0,0.0,9.458307178560723,0.014157116413116455,0.07866591215133667,0.035827456397568645,0.0074089765548706055,1.0,8.17333984375,16.0,2.0,7.0,37.4375,585.0,64.0
classical_musicnet_2149__300s,classical_musicnet_2149,classical,discovery,300.0,acoustic,8,8_bars,1,299.5,0.09370726346969604,1.2699123620986938,0.07379033881899749,0.004029631614685059,50.0,0.0,9.299933786555204,0.012275218963623047,0.081432044506073,0.03322621630373736,0.0057312846183776855,0.8,16.3466796875,33.0,4.0,14.0,18.151515151515152,571.0,64.0
classical_musicnet_2149__300s,classical_musicnet_2149,classical,discovery,300.0,acoustic,16,16_bars,1,299.5,0.07602006196975708,1.8270824551582336,0.04160735152107484,0.0018913745880126953,65.0,0.0,9.518384358594748,-0.0016181468963623047,0.07763820886611938,0.03393884133419607,0.0041201114654541016,0.5,32.693359375,65.0,8.0,28.0,9.215384615384615,543.0,64.0
classical_musicnet_2149__300s,classical_musicnet_2149,classical,discovery,300.0,acoustic,32,32_bars,1,299.5,0.11511856317520142,2.1791651248931885,0.05282691149017169,0.03973358869552612,78.0,1.0,9.324928000688192,0.034316420555114746,0.08080214262008667,0.03808110974800765,0.006751716136932373,1.0,65.38671875,131.0,16.0,56.0,4.572519083969466,487.0,64.0
classical_musicnet_2149__300s,classical_musicnet_2149,classical,discovery,300.0,rhythm,0,multiscale_mean,4,299.5,0.09324012696743011,1.829412117600441,0.05197120466024523,0.014730989933013916,62.75,0.25,12.238612811626144,0.00578664243221283,0.08745348453521729,0.04955098182462364,0.008502274751663208,0.575,,,,,,546.5,64.0
classical_musicnet_2149__300s,classical_musicnet_2149,classical,discovery,300.0,rhythm,4,4_bars,1,299.5,0.08561933040618896,1.3002497553825378,0.06584837263130226,0.021374285221099854,47.0,0.0,12.333832249883853,-0.018300294876098633,0.1039196252822876,0.052106070225969005,0.01287001371383667,0.2,8.17333984375,16.0,2.0,7.0,37.4375,585.0,64.0
