segment_id,track_id,group,split,scale_seconds,source_relative_path,output_relative_path,source_duration_seconds,start_seconds,requested_duration_seconds,actual_duration_seconds,sample_rate,channels,dtype,target_lufs,measured_lufs_before,measured_lufs_after,peak_before,peak_after,peak_limited,limiter_gain_db,limited_sample_fraction,used_full_track,padding_applied,sha256,status,processed_at,config_sha256,error
classical_musicnet_1742__180s,classical_musicnet_1742,classical,discovery,180.0,classical_music/classical_musicnet_1742.wav,features/audio/180s/classical/discovery/classical_musicnet_1742__180s.wav,924.0,372.0,180.0,180.0,22050,1,float32,-15.0,-29.17291723916395,-15.002089199050165,0.3254028558731079,0.8713253140449524,True,0.3279811554632612,0.0013020912068531,False,False,24082bb8ece36265cfea3ae792a41767057f1f832f1fe24e9febd9a1d0b0b1c8,verified_existing,2026-07-18,11ad09ff644382dbc2cfeccf6d6d7b3a55178d0f54719444e1de1fdf0fbd7b77,
classical_musicnet_1742__300s,classical_musicnet_1742,classical,discovery,300.0,classical_music/classical_musicnet_1742.wav,features/audio/300s/classical/discovery/classical_musicnet_1742__300s.wav,924.0,312.0,300.0,300.0,22050,1,float32,-15.0,-29.315787183509,-15.00308907113008,0.3254028558731079,0.8771709203720093,True,0.5571563436952527,0.0013124716553287,False,False,218548a7b4ddaca9decec94e3ec953bf06e82d689de4164ff4ef5406f681ad4e,verified_existing,2026-07-18,11ad09ff644382dbc2cfeccf6d6d7b3a55178d0f54719444e1de1fdf0fbd7b77,
classical_musicnet_1763__180s,classical_musicnet_1763,classical,discovery,180.0,classical_music/classical_musicnet_1763.wav,features/audio/180s/classical/discovery/classical_musicnet_1763__180s.wav,600.0,210.0,180.0,180.0,22050,1,float32,-15.0,-27.82146277125929,-15.182971565399887,0.4079766273498535,0.8605183959007263,True,0.0,0.0011637692113882,False,False,0934c5e9bad4581a2e1f83396850f1ff77f1e3e1c12dfcbb2d24b7f881dfa73a,verified_existing,2026-07-18,11ad09ff644382dbc2cfeccf6d6d7b3a55178d0f54719444e1de1fdf0fbd7b77,
classical_musicnet_1763__300s,classical_musicnet_1763,classical,discovery,300.0,classical_music/classical_musicnet_1763.wav,features/audio/300s/classical/discovery/classical_musicnet_1763__300s.wav,600.0,150.0,300.0,300.0,22050,1,float32,-15.0,-29.065625308355337,-15.139937050937998,0.4079766273498535,0.8605175614356995,True,0.0,0.0012749811035525,False,False,191d14209cdf19995bd21593be9e438ec3a6488166f6a2d559f1242f5ab0f78b,verified_existing,2026-07-18,11ad09ff644382dbc2cfeccf6d6d7b3a55178d0f54719444e1de1fdf0fbd7b77,
classical_musicnet_1764__180s,classical_musicnet_1764,classical,discovery,180.0,classical_music/classical_musicnet_1764.wav,features/audio/180s/classical/discovery/classical_musicnet_1764__180s.wav,438.0,129.0,180.0,180.0,22050,1,float32,-15.0,-28.989553625242376,-15.002801425435909,0.4435761570930481,0.8756956458091736,True,0.4795609587297296,0.0015175107079868,False,False,c5af9a1e8a8c091158c23b668eadf6c5db75816940c78f7ae2a1affb598da101,verified_existing,2026-07-18,11ad09ff644382dbc2cfeccf6d6d7b3a55178d0f54719444e1de1fdf0fbd7b77,
classical_musicnet_1764__300s,classical_musicnet_1764,classical,discovery,300.0,classical_music/classical_musicnet_1764.wav,features/audio/300s/classical/discovery/classical_musicnet_1764__300s.wav,438.0,69.0,300.0,300.0,22050,1,float32,-15.0,-28.628974896849712,-15.014644267609304,0.4506350755691528,0.8852744698524475,True,1.070318941940748,0.0022950869236583,False,False,94488ec739bfbad1609a04aed764d96f078583f5001bcb764b16f2874e7bda87,verified_existing,2026-07-18,11ad09ff644382dbc2cfeccf6d6d7b3a55178d0f54719444e1de1fdf0fbd7b77,
classical_musicnet_1765__180s,classical_musicnet_1765,classical,discovery,180.0,classical_music/classical_musicnet_1765.wav,features/audio/180s/classical/discovery/classical_musicnet_1765__180s.wav,676.0,248.0,180.0,180.0,22050,1,float32,-15.0,-27.210515522393084,-15.002759313097256,0.402601420879364,0.8734101057052612,True,0.3986999734654244,0.0015563114134542,False,False,891d644dae481c5369a768eb2fa8a2e9f2ef98e015c89d347751c44a6267d98c,verified_existing,2026-07-18,11ad09ff644382dbc2cfeccf6d6d7b3a55178d0f54719444e1de1fdf0fbd7b77,
classical_musicnet_1765__300s,classical_musicnet_1765,classical,discovery,300.0,classical_music/classical_musicnet_1765.wav,features/audio/300s/classical/discovery/classical_musicnet_1765__300s.wav,676.0,188.0,300.0,300.0,22050,1,float32,-15.0,-27.58464900878221,-15.16283919489362,0.402601420879364,0.8605389595031738,True,0.0,0.0010517006802721,False,False,00c12e497afda048198629b343447f38a8736ac66385260fc477ddba2a020db5,verified_existing,2026-07-18,11ad09ff644382dbc2cfeccf6d6d7b3a55178d0f54719444e1de1fdf0fbd7b77,
classical_musicnet_1766__180s,classical_musicnet_1766,classical,discovery,180.0,classical_music/classical_musicnet_1766.wav,features/audio/180s/classical/discovery/classical_musicnet_1766__180s.wav,427.0,123.5,180.0,180.0,22050,1,float32,-15.0,-27.590185445264066,-15.197772175922164,0.4274690151214599,0.8606317639350891,True,0.0,0.0010551776266061,False,False,55d0c554491a5bddb5db6cff703973a878ad06fa43913a74e9cf05d529f1c813,verified_existing,2026-07-18,11ad09ff644382dbc2cfeccf6d6d7b3a55178d0f54719444e1de1fdf0fbd7b77,
classical_musicnet_1766__300s,classical_musicnet_1766,classical,discovery,300.0,classical_music/classical_musicnet_1766.wav,features/audio/300s/classical/discovery/classical_musicnet_1766__300s.wav,427.0,63.5,300.0,300.0,22050,1,float32,-15.0,-27.584162736845943,-15.004243418139852,0.4335876703262329,0.8777976632118225,True,0.5608587337107753,0.0017534391534391,False,False,4e4fafda0225a7dbc549ad42db22332af672526b8445716efc9674039c50b984,verified_existing,2026-07-18,11ad09ff644382dbc2cfeccf6d6d7b3a55178d0f54719444e1de1fdf0fbd7b77,
classical_musicnet_1805__180s,classical_musicnet_1805,classical,discovery,180.0,classical_music/classical_musicnet_1805.wav,features/audio/180s/classical/discovery/classical_musicnet_1805__180s.wav,356.0,88.0,180.0,180.0,22050,1,float32,-15.0,-34.629672771223284,-15.000998994529777,0.1915311217308044,0.8675791621208191,True,0.2067353547933574,0.0013749055177626,False,False,892b4e0902f9f5dc80fbdcb84925406ce6db311fa4ca128df82221e3ec2ef78b,verified_existing,2026-07-18,11ad09ff644382dbc2cfeccf6d6d7b3a55178d0f54719444e1de1fdf0fbd7b77,
classical_musicnet_1805__300s,classical_musicnet_1805,classical,discovery,300.0,classical_music/classical_musicnet_1805.wav,features/audio/300s/classical/discovery/classical_musicnet_1805__300s.wav,356.0,28.0,300.0,300.0,22050,1,float32,-15.0,-34.4317508767626,-15.11610256256723,0.1915311217308044,0.8595214486122131,True,0.0,0.0010780045351473,False,False,227d742e372ac495af7b0d6f4675e2e85dd80d3cf693b7968badc88f23d7bd25,verified_existing,2026-07-18,11ad09ff644382dbc2cfeccf6d6d7b3a55178d0f54719444e1de1fdf0fbd7b77,
classical_musicnet_1807__180s,classical_musicnet_1807,classical,discovery,180.0,classical_music/classical_musicnet_1807.wav,features/audio/180s/classical/discovery/classical_musicnet_1807__180s.wav,444.0,132.0,180.0,180.0,22050,1,float32,-15.0,-34.01459750332507,-14.961044033278403,0.1674843728542328,0.8599606156349182,True,0.0,0.0012055933484504,False,False,5ec11f9dc7ee6317b55effed552cd926a6c8a5c361348dc3ec023b10fcb9ebd5,verified_existing,2026-07-18,11ad09ff644382dbc2cfeccf6d6d7b3a55178d0f54719444e1de1fdf0fbd7b77,
classical_musicnet_1807__300s,classical_musicnet_1807,classical,discovery,300.0,classical_music/classical_musicnet_1807.wav,features/audio/300s/classical/discovery/classical_musicnet_1807__300s.wav,444.0,72.0,300.0,300.0,22050,1,float32,-15.0,-34.00500017334658,-15.190951304850968,0.1674843728542328,0.8599606156349182,True,0.0,0.001008767951625,False,False,a344280a2fc588d0c96f4969fc053ed219ead8de37757e439751c1039e7aa52c,verified_existing,2026-07-18,11ad09ff644382dbc2cfeccf6d6d7b3a55178d0f54719444e1de1fdf0fbd7b77,
classical_musicnet_1811__180s,classical_musicnet_1811,classical,discovery,180.0,classical_music/classical_musicnet_1811.wav,features/audio/180s/classical/discovery/classical_musicnet_1811__180s.wav,489.0,154.5,180.0,180.0,22050,1,float32,-15.0,-26.620917599321643,-14.990159843658471,0.3062809705734253,0.8602333068847656,True,0.0,0.0003910304862685,False,False,4c53f7403636f11539ea1535772d22d352c715f62df95fbd6aa65d8dc9761e2b,verified_existing,2026-07-18,11ad09ff644382dbc2cfeccf6d6d7b3a55178d0f54719444e1de1fdf0fbd7b77,
classical_musicnet_1811__300s,classical_musicnet_1811,classical,discovery,300.0,classical_music/classical_musicnet_1811.wav,features/audio/300s/classical/discovery/classical_musicnet_1811__300s.wav,489.0,94.5,300.0,300.0,22050,1,float32,-15.0,-27.117773712128223,-14.983665336762114,0.3062809705734253,0.8604111075401306,True,0.0,0.0003371126228269,False,False,8e75a9cd09c5cc26f855e7f8fbca222d992743805bc603b14f933c3f826e58c3,verified_existing,2026-07-18,11ad09ff644382dbc2cfeccf6d6d7b3a55178d0f54719444e1de1fdf0fbd7b77,
classical_musicnet_1812__180s,classical_musicnet_1812,classical,discovery,180.0,classical_music/classical_musicnet_1812.wav,features/audio/180s/classical/discovery/classical_musicnet_1812__180s.wav,466.0,143.0,180.0,180.0,22050,1,float32,-15.0,-27.08604607593035,-14.94640042666061,0.4563075006008148,0.8599742650985718,True,0.0,0.0007309145880574,False,False,077d7152908a700ab277e17319c474e5f8fbab8fba457fec3442ae58fe88e823,verified_existing,2026-07-18,11ad09ff644382dbc2cfeccf6d6d7b3a55178d0f54719444e1de1fdf0fbd7b77,
classical_musicnet_1812__300s,classical_musicnet_1812,classical,discovery,300.0,classical_music/classical_musicnet_1812.wav,features/audio/300s/classical/discovery/classical_musicnet_1812__300s.wav,466.0,83.0,300.0,300.0,22050,1,float32,-15.0,-27.695144279252677,-15.015243984322307,0.4563075006008148,0.8602204322814941,True,0.0,0.0008408163265306,False,False,c755c27a4e31c7dcc07093ab87cea60730b067f0483119fb6ffea735665a45dc,verified_existing,2026-07-18,11ad09ff644382dbc2cfeccf6d6d7b3a55178d0f54719444e1de1fdf0fbd7b77,
classical_musicnet_1813__180s,classical_musicnet_1813,classical,discovery,180.0,classical_music/classical_musicnet_1813.wav,features/audio/180s/classical/discovery/classical_musicnet_1813__180s.wav,591.0,205.5,180.0,180.0,22050,1,float32,-15.0,-28.50258054989932,-14.939701755381778,0.4276067018508911,0.8602602481842041,True,0.0,0.0010891912320483,False,False,e20b748c098d125bba30e20d2ffce9c21f0224e1e7878dd606650f81db3e2709,verified_existing,2026-07-18,11ad09ff644382dbc2cfeccf6d6d7b3a55178d0f54719444e1de1fdf0fbd7b77,
classical_musicnet_1813__300s,classical_musicnet_1813,classical,discovery,300.0,classical_music/classical_musicnet_1813.wav,features/audio/300s/classical/discovery/classical_musicnet_1813__300s.wav,591.0,145.5,300.0,300.0,22050,1,float32,-15.0,-28.49870741522901,-15.025138138546607,0.4276067018508911,0.8603399991989136,True,0.0,0.0008653061224489,False,False,e96fa641c46216afe612dbc4551ea1a79c917ca6c6d380764431b1fd98e052c9,verified_existing,2026-07-18,11ad09ff644382dbc2cfeccf6d6d7b3a55178d0f54719444e1de1fdf0fbd7b77,
classical_musicnet_1817__180s,classical_musicnet_1817,classical,discovery,180.0,classical_music/classical_musicnet_1817.wav,features/audio/180s/classical/discovery/classical_musicnet_1817__180s.wav,250.0,35.0,180.0,180.0,22050,1,float32,-15.0,-20.85008099244152,-14.982202556462523,0.5739028453826904,0.8594011068344116,True,0.0,0.0006187956664147,False,False,e0268d7977aeb871177da34eb4f28ef42b1d3cf99aa8a3b9297d8d2bd71c4a1c,verified_existing,2026-07-18,11ad09ff644382dbc2cfeccf6d6d7b3a55178d0f54719444e1de1fdf0fbd7b77,
classical_musicnet_1817__300s,classical_musicnet_1817,classical,discovery,300.0,classical_music/classical_musicnet_1817.wav,features/audio/300s/classical/discovery/classical_musicnet_1817__300s.wav,250.0,0.0,250.0,250.0,22050,1,float32,-15.0,-21.012642990913683,-14.99656197640778,0.5739028453826904,0.8594022989273071,True,0.0,0.0006505215419501,True,False,e5c25f02d4b7b87f019622736a83a79fdf6d0439d821c587f3e95c9994c2302b,verified_existing,2026-07-18,11ad09ff644382dbc2cfeccf6d6d7b3a55178d0f54719444e1de1fdf0fbd7b77,
classical_musicnet_1818__180s,classical_musicnet_1818,classical,discovery,180.0,classical_music/classical_musicnet_1818.wav,features/audio/180s/classical/discovery/classical_musicnet_1818__180s.wav,407.0,113.5,180.0,180.0,22050,1,float32,-15.0,-24.56387281032256,-15.069887231270156,0.4679280519485473,0.8594992756843567,True,0.0,0.0005333837238599,False,False,c46716b3f371d0ac87859840cd6fdeb45902cf37cf67c93973b37b5787ded2f1,verified_existing,2026-07-18,11ad09ff644382dbc2cfeccf6d6d7b3a55178d0f54719444e1de1fdf0fbd7b77,
classical_musicnet_1818__300s,classical_musicnet_1818,classical,discovery,300.0,classical_music/classical_musicnet_1818.wav,features/audio/300s/classical/discovery/classical_musicnet_1818__300s.wav,407.0,53.5,300.0,300.0,22050,1,float32,-15.0,-24.08571811437209,-15.13799968352428,0.4679280519485473,0.8595035076141357,True,0.0,0.0005322751322751,False,False,6887b8fa77e6273a0a399027e2d273a220d930d6997dd0908a5bae7a651bfd5c,verified_existing,2026-07-18,11ad09ff644382dbc2cfeccf6d6d7b3a55178d0f54719444e1de1fdf0fbd7b77,
classical_musicnet_1819__180s,classical_musicnet_1819,classical,discovery,180.0,classical_music/classical_musicnet_1819.wav,features/audio/180s/classical/discovery/classical_musicnet_1819__180s.wav,177.0,0.0,177.0,177.0,22050,1,float32,-15.0,-24.230718651068845,-15.001766047550715,0.6589460372924805,0.8685646057128906,True,0.2386790286704805,0.0018076533815032,True,False,1db923111052eea9102c6b62195fbf42d0ad93500229bec37527d2cee61251df,verified_existing,2026-07-18,11ad09ff644382dbc2cfeccf6d6d7b3a55178d0f54719444e1de1fdf0fbd7b77,
classical_musicnet_1819__300s,classical_musicnet_1819,classical,discovery,300.0,classical_music/classical_musicnet_1819.wav,features/audio/300s/classical/discovery/classical_musicnet_1819__300s.wav,177.0,0.0,177.0,177.0,22050,1,float32,-15.0,-24.230718651068845,-15.001766047550715,0.6589460372924805,0.8685646057128906,True,0.2386790286704805,0.0018076533815032,True,False,1db923111052eea9102c6b62195fbf42d0ad93500229bec37527d2cee61251df,verified_existing,2026-07-18,11ad09ff644382dbc2cfeccf6d6d7b3a55178d0f54719444e1de1fdf0fbd7b77,
classical_musicnet_1828__180s,classical_musicnet_1828,classical,discovery,180.0,classical_music/classical_musicnet_1828.wav,features/audio/180s/classical/discovery/classical_musicnet_1828__180s.wav,265.0,42.5,180.0,180.0,22050,1,float32,-15.0,-33.1613714588927,-15.05047006555676,0.2144771218299865,0.8597347736358643,True,0.0,0.000936255983875,False,False,50aa2cd4e32f91d8754b3bbbea999db4d48a2f47e8150eb84c12f448ca128027,verified_existing,2026-07-18,11ad09ff644382dbc2cfeccf6d6d7b3a55178d0f54719444e1de1fdf0fbd7b77,
classical_musicnet_1828__300s,classical_musicnet_1828,classical,discovery,300.0,classical_music/classical_musicnet_1828.wav,features/audio/300s/classical/discovery/classical_musicnet_1828__300s.wav,265.0,0.0,265.0,265.0,22050,1,float32,-15.0,-33.96969965695937,-15.123844340237062,0.2144771218299865,0.8597790598869324,True,0.0,0.0010687545458434,True,False,5a8949f785961205cd1d851a1bf6549e9c3a455490967154c6f360381c705f25,verified_existing,2026-07-18,11ad09ff644382dbc2cfeccf6d6d7b3a55178d0f54719444e1de1fdf0fbd7b77,
classical_musicnet_1829__180s,classical_musicnet_1829,classical,discovery,180.0,classical_music/classical_musicnet_1829.wav,features/audio/180s/classical/discovery/classical_musicnet_1829__180s.wav,421.0,120.5,180.0,180.0,22050,1,float32,-15.0,-30.30026471109208,-14.97472262611302,0.3399234414100647,0.8596509099006653,True,0.0,0.0009611992945326,False,False,93822ba61dedd6a3f8c706a29147720af59a08d3a31219755512a1e83acb38a2,verified_existing,2026-07-18,11ad09ff644382dbc2cfeccf6d6d7b3a55178d0f54719444e1de1fdf0fbd7b77,
classical_musicnet_1829__300s,classical_musicnet_1829,classical,discovery,300.0,classical_music/classical_musicnet_1829.wav,features/audio/300s/classical/discovery/classical_musicnet_1829__300s.wav,421.0,60.5,300.0,300.0,22050,1,float32,-15.0,-29.94800743056165,-15.04597214061617,0.3399234414100647,0.8605379462242126,True,0.0,0.0009750566893424,False,False,8e73a4500867324dc5d3af4b096e669a8e983ac09022eb52b9e4991e86313ec6,verified_existing,2026-07-18,11ad09ff644382dbc2cfeccf6d6d7b3a55178d0f54719444e1de1fdf0fbd7b77,
classical_musicnet_1835__180s,classical_musicnet_1835,classical,discovery,180.0,classical_music/classical_musicnet_1835.wav,features/audio/180s/classical/discovery/classical_musicnet_1835__180s.wav,236.0,28.0,180.0,180.0,22050,1,float32,-15.0,-22.788549557811347,-15.18756439295497,0.6167827844619751,0.8611415028572083,True,0.0,0.0007364575459813,False,False,d44126fc88a4d680e0d5ce2aba09146d1fb8b9eb7ea16cf6ae02a87cfaf3a2a1,verified_existing,2026-07-18,11ad09ff644382dbc2cfeccf6d6d7b3a55178d0f54719444e1de1fdf0fbd7b77,
classical_musicnet_1835__300s,classical_musicnet_1835,classical,discovery,300.0,classical_music/classical_musicnet_1835.wav,features/audio/300s/classical/discovery/classical_musicnet_1835__300s.wav,236.0,0.0,236.0,236.0,22050,1,float32,-15.0,-22.075510156849443,-15.192101782341902,0.6857834458351135,0.859596848487854,True,0.0,0.00071543871786,True,False,3b75410dee49557381d2836df9b10bc145fac969a1be6f4d2f0dcd29a09e3533,verified_existing,2026-07-18,11ad09ff644382dbc2cfeccf6d6d7b3a55178d0f54719444e1de1fdf0fbd7b77,
classical_musicnet_1859__180s,classical_musicnet_1859,classical,discovery,180.0,classical_music/classical_musicnet_1859.wav,features/audio/180s/classical/discovery/classical_musicnet_1859__180s.wav,392.0,106.0,180.0,180.0,22050,1,float32,-15.0,-31.435499272195187,-15.001151503631954,0.3024496138095855,0.8701862692832947,True,0.2870384711715381,0.0007314184933232,False,False,5661aa33deb8c137bf3cfa3a933be8355d66415d102351dc8040747caff64c4b,verified_existing,2026-07-18,11ad09ff644382dbc2cfeccf6d6d7b3a55178d0f54719444e1de1fdf0fbd7b77,
classical_musicnet_1859__300s,classical_musicnet_1859,classical,discovery,300.0,classical_music/classical_musicnet_1859.wav,features/audio/300s/classical/discovery/classical_musicnet_1859__300s.wav,392.0,46.0,300.0,300.0,22050,1,float32,-15.0,-31.232305800296334,-15.002897733606911,0.3024496138095855,0.8713757991790771,True,0.3104119843211101,0.0008374905517762,False,False,adbd3520783dfef39beab655e42b9a2284933b6ab3f5063ee5319de33dd8a813,verified_existing,2026-07-18,11ad09ff644382dbc2cfeccf6d6d7b3a55178d0f54719444e1de1fdf0fbd7b77,
classical_musicnet_1872__180s,classical_musicnet_1872,classical,discovery,180.0,classical_music/classical_musicnet_1872.wav,features/audio/180s/classical/discovery/classical_musicnet_1872__180s.wav,509.0,164.5,180.0,180.0,22050,1,float32,-15.0,-35.88781671675346,-14.918877951905833,0.1516916155815124,0.8596904873847961,True,0.0,0.0011516754850088,False,False,cd439df84178b076398ccec82c9f721238f9a53d6ef365dc231440a60543d120,verified_existing,2026-07-18,11ad09ff644382dbc2cfeccf6d6d7b3a55178d0f54719444e1de1fdf0fbd7b77,
classical_musicnet_1872__300s,classical_musicnet_1872,classical,discovery,300.0,classical_music/classical_musicnet_1872.wav,features/audio/300s/classical/discovery/classical_musicnet_1872__300s.wav,509.0,104.5,300.0,300.0,22050,1,float32,-15.0,-34.78391755427194,-15.072140713839076,0.1800950169563293,0.859906017780304,True,0.0,0.0010772486772486,False,False,c98a883ce85b69f1343ec081db3a4fa18a4a27ae2836dba580ba7d8813ff3303,verified_existing,2026-07-18,11ad09ff644382dbc2cfeccf6d6d7b3a55178d0f54719444e1de1fdf0fbd7b77,
classical_musicnet_1873__180s,classical_musicnet_1873,classical,discovery,180.0,classical_music/classical_musicnet_1873.wav,features/audio/180s/classical/discovery/classical_musicnet_1873__180s.wav,366.0,93.0,180.0,180.0,22050,1,float32,-15.0,-28.496024711646577,-15.001440805710285,0.3631892800331116,0.8691835999488831,True,0.2504478827540684,0.0015857898715041,False,False,a748fd03be3484bb0f2cdd99219dcef33f5e09eb3f90218554970d156adbea11,verified_existing,2026-07-18,11ad09ff644382dbc2cfeccf6d6d7b3a55178d0f54719444e1de1fdf0fbd7b77,
classical_musicnet_1873__300s,classical_musicnet_1873,classical,discovery,300.0,classical_music/classical_musicnet_1873.wav,features/audio/300s/classical/discovery/classical_musicnet_1873__300s.wav,366.0,33.0,300.0,300.0,22050,1,float32,-15.0,-28.27207990348392,-15.069843502843042,0.3631892800331116,0.8598763942718506,True,0.0,0.0012414210128495,False,False,f7119822dc32c8b5f4daf58784820724fa0684fbb5f4c2d8d2e247d30c27be3b,verified_existing,2026-07-18,11ad09ff644382dbc2cfeccf6d6d7b3a55178d0f54719444e1de1fdf0fbd7b77,
classical_musicnet_1876__180s,classical_musicnet_1876,classical,discovery,180.0,classical_music/classical_musicnet_1876.wav,features/audio/180s/classical/discovery/classical_musicnet_1876__180s.wav,356.0,88.0,180.0,180.0,22050,1,float32,-15.0,-33.742745077126386,-15.178327804425097,0.2341559678316116,0.8606458306312561,True,0.0,0.0010990173847316,False,False,ba0288eec2df13edb1a7a0354e8d1911348174ceda184dd1d0b04a3ed91b42eb,verified_existing,2026-07-18,11ad09ff644382dbc2cfeccf6d6d7b3a55178d0f54719444e1de1fdf0fbd7b77,
