segment_id,track_id,group,split,scale_seconds,input_relative_path,input_sha256,acoustic_relative_path,acoustic_sha256,chroma_relative_path,chroma_sha256,rhythm_relative_path,rhythm_sha256,modulation_relative_path,modulation_sha256,structure_relative_path,structure_sha256,sidecar_relative_path,config_sha256,model_sha256,acoustic_windows,pitch_steps,rhythm_windows,modulation_windows,structure_blocks,structure_boundaries,invalid_acoustic_windows,uncertain_pitch_steps,invalid_rhythm_values,invalid_modulation_windows,status,processed_at,error
classical_musicnet_1742__180s,classical_musicnet_1742,classical,discovery,180.0,features/audio/180s/classical/discovery/classical_musicnet_1742__180s.wav,24082bb8ece36265cfea3ae792a41767057f1f832f1fe24e9febd9a1d0b0b1c8,features/acoustic/180s/classical/discovery/classical_musicnet_1742__180s.npz,7112dd52598a6ebc33329404bd36da98b1db1eed4032d163046589734c4854e1,features/chroma/180s/classical/discovery/classical_musicnet_1742__180s.npz,ce2a1c7eb80275996bf6bbd36dc185ac07d69c7404b3ceeba5459ed84cccd0c5,features/four_group/rhythm/180s/classical/discovery/classical_musicnet_1742__180s.npz,fae94e91532d875a12ce1c7bbb09b65b29b46355483b4026e7711af13647c5dc,features/modulation/180s/classical/discovery/classical_musicnet_1742__180s.npz,ac79d67504026e1775970b37eeeafd42aa4240ffa55e4197f35c38fe0f4d3138,features/four_group/structure/180s/classical/discovery/classical_musicnet_1742__180s.npz,b9de7c7c3c02c412f7195dfa70857df959b63f32a4049b129ffec6e62adc8e24,features/manifests/180s/classical/discovery/classical_musicnet_1742__180s.json,173d85773941ec82ea1a596895ffc9530c08837d66c0782102d660781d90d13c,6f8c5d5ac49ef0ff8aec8bb894728c11869fe04d966efde673dbd92e08da1186,359,361,359,88,8,9,0,69,201,0,transformed,2026-08-02,
classical_musicnet_1742__300s,classical_musicnet_1742,classical,discovery,300.0,features/audio/300s/classical/discovery/classical_musicnet_1742__300s.wav,218548a7b4ddaca9decec94e3ec953bf06e82d689de4164ff4ef5406f681ad4e,features/acoustic/300s/classical/discovery/classical_musicnet_1742__300s.npz,f23153b5be3167ece671bae298150dcefd1e55fae095e117eb3b4329042dcf71,features/chroma/300s/classical/discovery/classical_musicnet_1742__300s.npz,ae34528badef9b69ba36a5f896d93c9b3e352bd829d1f13ee3af2b226a2e7a55,features/four_group/rhythm/300s/classical/discovery/classical_musicnet_1742__300s.npz,a023217e297c5d7c15b09c709d6ccaa33c45b2f0a7c9ba0342cdfd890e5ecd75,features/modulation/300s/classical/discovery/classical_musicnet_1742__300s.npz,666d366ff73d5bc39eab8faf0835147ecf1a98812366b807c9c207c12d286f38,features/four_group/structure/300s/classical/discovery/classical_musicnet_1742__300s.npz,0991f91f27f0916fb3da0c5a154cd21c0cd4395fa4c46559d4113b50e40dc977,features/manifests/300s/classical/discovery/classical_musicnet_1742__300s.json,173d85773941ec82ea1a596895ffc9530c08837d66c0782102d660781d90d13c,6f8c5d5ac49ef0ff8aec8bb894728c11869fe04d966efde673dbd92e08da1186,599,598,599,148,11,12,0,104,296,0,transformed,2026-08-02,
classical_musicnet_1763__180s,classical_musicnet_1763,classical,discovery,180.0,features/audio/180s/classical/discovery/classical_musicnet_1763__180s.wav,0934c5e9bad4581a2e1f83396850f1ff77f1e3e1c12dfcbb2d24b7f881dfa73a,features/acoustic/180s/classical/discovery/classical_musicnet_1763__180s.npz,4ff95108a4733da5d1419e63c2d2dc136539a5435bba70447d0838a3bb7fd805,features/chroma/180s/classical/discovery/classical_musicnet_1763__180s.npz,1ccdc2a9319843b5904517ea48aa09c4ce9f689f0a55a62960b3062a474d33c3,features/four_group/rhythm/180s/classical/discovery/classical_musicnet_1763__180s.npz,6e6e381cff6330fc2690cd116b7e438e81e6e38395565aa4f1d9e6c566a3e3c6,features/modulation/180s/classical/discovery/classical_musicnet_1763__180s.npz,379e290322f1c88bb61ad49ba758116c544718ab4f45a795eb413ee71c38ae62,features/four_group/structure/180s/classical/discovery/classical_musicnet_1763__180s.npz,f8d2c69495f2c9e8174eee034f9e240530e63de8e1bb3baf421cd6daa138575b,features/manifests/180s/classical/discovery/classical_musicnet_1763__180s.json,173d85773941ec82ea1a596895ffc9530c08837d66c0782102d660781d90d13c,6f8c5d5ac49ef0ff8aec8bb894728c11869fe04d966efde673dbd92e08da1186,359,369,359,88,7,8,0,77,156,0,transformed,2026-08-02,
classical_musicnet_1763__300s,classical_musicnet_1763,classical,discovery,300.0,features/audio/300s/classical/discovery/classical_musicnet_1763__300s.wav,191d14209cdf19995bd21593be9e438ec3a6488166f6a2d559f1242f5ab0f78b,features/acoustic/300s/classical/discovery/classical_musicnet_1763__300s.npz,bc784cb69e012761c76841d6118863000763915c394ce52630882d58e645c03f,features/chroma/300s/classical/discovery/classical_musicnet_1763__300s.npz,83781d670d58f6fc1a22187fbfef31da40fd6ec64a24adb519952289b1a25abf,features/four_group/rhythm/300s/classical/discovery/classical_musicnet_1763__300s.npz,e223bd00e5b202b6af69fd6494b9294661e5348feb4f89b56f5e0c3eb65ee3c5,features/modulation/300s/classical/discovery/classical_musicnet_1763__300s.npz,026bb0b9c1f871973ea6d5284dea3032546a5ba7391ad48ddf72700a2811648e,features/four_group/structure/300s/classical/discovery/classical_musicnet_1763__300s.npz,df1940dd06a390197832a4b6f9aaa955e06ef977a8456387cf63f13f6de9ae39,features/manifests/300s/classical/discovery/classical_musicnet_1763__300s.json,173d85773941ec82ea1a596895ffc9530c08837d66c0782102d660781d90d13c,6f8c5d5ac49ef0ff8aec8bb894728c11869fe04d966efde673dbd92e08da1186,599,613,599,148,12,13,0,126,285,0,transformed,2026-08-02,
classical_musicnet_1764__180s,classical_musicnet_1764,classical,discovery,180.0,features/audio/180s/classical/discovery/classical_musicnet_1764__180s.wav,c5af9a1e8a8c091158c23b668eadf6c5db75816940c78f7ae2a1affb598da101,features/acoustic/180s/classical/discovery/classical_musicnet_1764__180s.npz,fd6833adfee11065f3e6f6bc86bf4e6fee955ebe22e69a4ff01e15e28fda8fca,features/chroma/180s/classical/discovery/classical_musicnet_1764__180s.npz,e9427b8059ce409eff0baa8509993bd02c36e87fe37e7022861e5eec7cff166e,features/four_group/rhythm/180s/classical/discovery/classical_musicnet_1764__180s.npz,b8573b96edf3de96358b33a24d33561be25ca86e4ca444d8637203960bcc31bd,features/modulation/180s/classical/discovery/classical_musicnet_1764__180s.npz,9de7f7a991a4d991f573a1aa3e781e1f8f9f54bf34aa01dd882b458bf5a46b79,features/four_group/structure/180s/classical/discovery/classical_musicnet_1764__180s.npz,c43e8f7f7c719278109491e916a46a0c5af91950126d456d44abca71ea68fed7,features/manifests/180s/classical/discovery/classical_musicnet_1764__180s.json,173d85773941ec82ea1a596895ffc9530c08837d66c0782102d660781d90d13c,6f8c5d5ac49ef0ff8aec8bb894728c11869fe04d966efde673dbd92e08da1186,359,407,359,88,8,9,0,84,242,0,transformed,2026-08-02,
classical_musicnet_1764__300s,classical_musicnet_1764,classical,discovery,300.0,features/audio/300s/classical/discovery/classical_musicnet_1764__300s.wav,94488ec739bfbad1609a04aed764d96f078583f5001bcb764b16f2874e7bda87,features/acoustic/300s/classical/discovery/classical_musicnet_1764__300s.npz,6f278fa17ee60a4e510936cde2888795f4912787806723ed7a9889d213884bc7,features/chroma/300s/classical/discovery/classical_musicnet_1764__300s.npz,d3becc6f47861c91d2bd97b2b74a18f5017ec786db5045f0558b5403e9d7acfb,features/four_group/rhythm/300s/classical/discovery/classical_musicnet_1764__300s.npz,159f5b40558f05ab4ef3be167b8cde24bf5e72092922e3a095a31e29c2c33691,features/modulation/300s/classical/discovery/classical_musicnet_1764__300s.npz,b3f8b6804fcffec50f2e0f2021337906f602eca9acba2ede1b4b55ce606d6eae,features/four_group/structure/300s/classical/discovery/classical_musicnet_1764__300s.npz,f8c9c7e944051c4d28fcf8c0fc58505184deec461008b5ebe755a84fab696bcb,features/manifests/300s/classical/discovery/classical_musicnet_1764__300s.json,173d85773941ec82ea1a596895ffc9530c08837d66c0782102d660781d90d13c,6f8c5d5ac49ef0ff8aec8bb894728c11869fe04d966efde673dbd92e08da1186,599,623,599,148,14,15,0,117,578,0,transformed,2026-08-02,
classical_musicnet_1765__180s,classical_musicnet_1765,classical,discovery,180.0,features/audio/180s/classical/discovery/classical_musicnet_1765__180s.wav,891d644dae481c5369a768eb2fa8a2e9f2ef98e015c89d347751c44a6267d98c,features/acoustic/180s/classical/discovery/classical_musicnet_1765__180s.npz,7cbd43d078646e4de28a72275985b15d89ce2952c15bb246cbf7116e0b9ded46,features/chroma/180s/classical/discovery/classical_musicnet_1765__180s.npz,9a538c39e8c0d2f7641a266d9283c3aefc7a97cb637905f95d50bad145c8ad30,features/four_group/rhythm/180s/classical/discovery/classical_musicnet_1765__180s.npz,296b10893f8b73d605b106aaf11af9005a08cd13746786ba8beb19b18ecbc8c8,features/modulation/180s/classical/discovery/classical_musicnet_1765__180s.npz,cb3c2d6f0ec12477d0b10ba3d6f32bd15c5bbd6cce7492e122a7228f7ac7ebf7,features/four_group/structure/180s/classical/discovery/classical_musicnet_1765__180s.npz,49aac716f629775c9f5763214166caa0dac0c6c8d73f38b7c1ecda0de551b1df,features/manifests/180s/classical/discovery/classical_musicnet_1765__180s.json,173d85773941ec82ea1a596895ffc9530c08837d66c0782102d660781d90d13c,6f8c5d5ac49ef0ff8aec8bb894728c11869fe04d966efde673dbd92e08da1186,359,349,359,88,9,10,0,75,115,0,transformed,2026-08-02,
classical_musicnet_1765__300s,classical_musicnet_1765,classical,discovery,300.0,features/audio/300s/classical/discovery/classical_musicnet_1765__300s.wav,00c12e497afda048198629b343447f38a8736ac66385260fc477ddba2a020db5,features/acoustic/300s/classical/discovery/classical_musicnet_1765__300s.npz,07a71d005587948b4b72ece6828f37aed4619945605972fd63d57c5037d7b1e8,features/chroma/300s/classical/discovery/classical_musicnet_1765__300s.npz,8d937ad3683200e2927c50e7a2a2059473d72365a741bfa2f840f37c2394945e,features/four_group/rhythm/300s/classical/discovery/classical_musicnet_1765__300s.npz,0edab7a426a9a857eabc6d57b78f9304949e84f61ad245a2d020dee8e18a0640,features/modulation/300s/classical/discovery/classical_musicnet_1765__300s.npz,05426202401c1aa6c47d395e6b971cda0e79352887dcd2be8c74fbe7532619e9,features/four_group/structure/300s/classical/discovery/classical_musicnet_1765__300s.npz,ca3808e5fe3e2117f765bdc9fee50265202e8b5930f4c31ec0b7a6442a5af343,features/manifests/300s/classical/discovery/classical_musicnet_1765__300s.json,173d85773941ec82ea1a596895ffc9530c08837d66c0782102d660781d90d13c,6f8c5d5ac49ef0ff8aec8bb894728c11869fe04d966efde673dbd92e08da1186,599,564,599,148,16,17,0,102,287,0,transformed,2026-08-02,
classical_musicnet_1766__180s,classical_musicnet_1766,classical,discovery,180.0,features/audio/180s/classical/discovery/classical_musicnet_1766__180s.wav,55d0c554491a5bddb5db6cff703973a878ad06fa43913a74e9cf05d529f1c813,features/acoustic/180s/classical/discovery/classical_musicnet_1766__180s.npz,f050ce50ef04e0b8e2a55775b49e0f5196556f9a43a8c9f1b2fe5f1a73df5c3f,features/chroma/180s/classical/discovery/classical_musicnet_1766__180s.npz,bbf0c0e95460d61c110d4bb753f903f75e161b084baedfa6d8515080f4f724fd,features/four_group/rhythm/180s/classical/discovery/classical_musicnet_1766__180s.npz,16cf69aca9d6507c581b315507de3a4551c4f49196dc327e6476bdd06140bb96,features/modulation/180s/classical/discovery/classical_musicnet_1766__180s.npz,2a3fe562fbf2a2ffb3b3cb971ebad5c06c6eac953606e453bada220bd8984d34,features/four_group/structure/180s/classical/discovery/classical_musicnet_1766__180s.npz,1bc7cb1ce8d11d7cdd79435b2d59589bab9a6fd4e951339ac8c59b63c205d209,features/manifests/180s/classical/discovery/classical_musicnet_1766__180s.json,173d85773941ec82ea1a596895ffc9530c08837d66c0782102d660781d90d13c,6f8c5d5ac49ef0ff8aec8bb894728c11869fe04d966efde673dbd92e08da1186,359,387,359,88,9,10,0,93,117,0,transformed,2026-08-02,
classical_musicnet_1766__300s,classical_musicnet_1766,classical,discovery,300.0,features/audio/300s/classical/discovery/classical_musicnet_1766__300s.wav,4e4fafda0225a7dbc549ad42db22332af672526b8445716efc9674039c50b984,features/acoustic/300s/classical/discovery/classical_musicnet_1766__300s.npz,3963cce66d8f477c370ae1929f5cac5e93380d98755375b1f437afdade38c4ba,features/chroma/300s/classical/discovery/classical_musicnet_1766__300s.npz,44220556a73fea1223c4f971cadb16c08eb8c0858e46daa8299cfbf74ba144da,features/four_group/rhythm/300s/classical/discovery/classical_musicnet_1766__300s.npz,7a4b990771348d0ce3a2513cca22d0a2fd9261594d776a804e447f367ed56d15,features/modulation/300s/classical/discovery/classical_musicnet_1766__300s.npz,e0bae27fd0bdef8a1ab219e3a7688d586a0812ed4df19ebdc4768af74c99623c,features/four_group/structure/300s/classical/discovery/classical_musicnet_1766__300s.npz,c718adaa9a4e4cfe1e991c5bb8ee58e7a432a5d9fd59ae79ee3a7f854caff0e9,features/manifests/300s/classical/discovery/classical_musicnet_1766__300s.json,173d85773941ec82ea1a596895ffc9530c08837d66c0782102d660781d90d13c,6f8c5d5ac49ef0ff8aec8bb894728c11869fe04d966efde673dbd92e08da1186,599,680,599,148,14,15,0,156,178,0,transformed,2026-08-02,
