track_id,group,source_dataset,source_track_id,title,creator,artist_key,album_key,composer_key,subpool,duration_seconds,source_url,download_url,license_type,license_url,instrumental_evidence,split,relative_path,sha256,download_status,downloaded_at,error
classical_musopen_e0dc320f51e3,classical,musopen-lossless-dvd,"Musopen DVD (lossless)/Goldberg Variations/Goldberg Variations, BWV. 988 - Variation 17.m4a","Goldberg Variations, BWV. 988 - Variation 17",Musopen Kickstarter Project performers,,goldberg_variations_bwv_988,bach,piano_solo,95.173,https://archive.org/details/musopen-lossless-dvd,https://archive.org/download/musopen-lossless-dvd/Musopen-Lossless-DVD.zip/Musopen%20DVD%20%28lossless%29%2FGoldberg%20Variations%2FGoldberg%20Variations%2C%20BWV.%20988%20-%20Variation%2017.m4a,Public Domain Mark 1.0,https://creativecommons.org/publicdomain/mark/1.0/,curated Musopen piano_solo,discovery,classical_music/classical_musopen_e0dc320f51e3.m4a,3be074e68a330573a7fd5a344a8406183c1d390ce7f5964ad2f1ac4b256b3763,verified,2026-07-16,
classical_musopen_19bfd66ce0b8,classical,musopen-lossless-dvd,"Musopen DVD (lossless)/Goldberg Variations/Goldberg Variations, BWV. 988 - Variation 18. Canon on the sixth.m4a","Goldberg Variations, BWV. 988 - Variation 18. Canon on the sixth",Musopen Kickstarter Project performers,,goldberg_variations_bwv_988,bach,piano_solo,88.693,https://archive.org/details/musopen-lossless-dvd,https://archive.org/download/musopen-lossless-dvd/Musopen-Lossless-DVD.zip/Musopen%20DVD%20%28lossless%29%2FGoldberg%20Variations%2FGoldberg%20Variations%2C%20BWV.%20988%20-%20Variation%2018.%20Canon%20on%20the%20sixth.m4a,Public Domain Mark 1.0,https://creativecommons.org/publicdomain/mark/1.0/,curated Musopen piano_solo,discovery,classical_music/classical_musopen_19bfd66ce0b8.m4a,c091cd08fb8fc4541b5680458411754db5c45bf061eff5bd338fee2b08324bc5,verified,2026-07-16,
classical_musopen_2431e0d1cb75,classical,musopen-lossless-dvd,"Musopen DVD (lossless)/Goldberg Variations/Goldberg Variations, BWV. 988 - Variation 19.m4a","Goldberg Variations, BWV. 988 - Variation 19",Musopen Kickstarter Project performers,,goldberg_variations_bwv_988,bach,piano_solo,71.840,https://archive.org/details/musopen-lossless-dvd,https://archive.org/download/musopen-lossless-dvd/Musopen-Lossless-DVD.zip/Musopen%20DVD%20%28lossless%29%2FGoldberg%20Variations%2FGoldberg%20Variations%2C%20BWV.%20988%20-%20Variation%2019.m4a,Public Domain Mark 1.0,https://creativecommons.org/publicdomain/mark/1.0/,curated Musopen piano_solo,discovery,classical_music/classical_musopen_2431e0d1cb75.m4a,996113302352bd05aee14d7a104dc20b14aa3f965098b518b0eb8bf778c15b96,verified,2026-07-16,
classical_musopen_d70f00840b98,classical,musopen-lossless-dvd,"Musopen DVD (lossless)/Goldberg Variations/Goldberg Variations, BWV. 988 - Variation 2.m4a","Goldberg Variations, BWV. 988 - Variation 2",Musopen Kickstarter Project performers,,goldberg_variations_bwv_988,bach,piano_solo,87.667,https://archive.org/details/musopen-lossless-dvd,https://archive.org/download/musopen-lossless-dvd/Musopen-Lossless-DVD.zip/Musopen%20DVD%20%28lossless%29%2FGoldberg%20Variations%2FGoldberg%20Variations%2C%20BWV.%20988%20-%20Variation%202.m4a,Public Domain Mark 1.0,https://creativecommons.org/publicdomain/mark/1.0/,curated Musopen piano_solo,discovery,classical_music/classical_musopen_d70f00840b98.m4a,afbf58f95410834bfd287cbdc358ce34b69fca7916b07e02a17cedecda6c5c0c,verified,2026-07-16,
classical_musopen_1551871968d3,classical,musopen-lossless-dvd,"Musopen DVD (lossless)/Goldberg Variations/Goldberg Variations, BWV. 988 - Variation 20.m4a","Goldberg Variations, BWV. 988 - Variation 20",Musopen Kickstarter Project performers,,goldberg_variations_bwv_988,bach,piano_solo,106.560,https://archive.org/details/musopen-lossless-dvd,https://archive.org/download/musopen-lossless-dvd/Musopen-Lossless-DVD.zip/Musopen%20DVD%20%28lossless%29%2FGoldberg%20Variations%2FGoldberg%20Variations%2C%20BWV.%20988%20-%20Variation%2020.m4a,Public Domain Mark 1.0,https://creativecommons.org/publicdomain/mark/1.0/,curated Musopen piano_solo,discovery,classical_music/classical_musopen_1551871968d3.m4a,d9c1cb18997c7a590173f50febb2111f6cd2ec934d9d6dc5961f92c6c5e190b7,verified,2026-07-16,
classical_musopen_12241f03c895,classical,musopen-lossless-dvd,"Musopen DVD (lossless)/Goldberg Variations/Goldberg Variations, BWV. 988 - Variation 21. Canon on the seventh.m4a","Goldberg Variations, BWV. 988 - Variation 21. Canon on the seventh",Musopen Kickstarter Project performers,,goldberg_variations_bwv_988,bach,piano_solo,97.933,https://archive.org/details/musopen-lossless-dvd,https://archive.org/download/musopen-lossless-dvd/Musopen-Lossless-DVD.zip/Musopen%20DVD%20%28lossless%29%2FGoldberg%20Variations%2FGoldberg%20Variations%2C%20BWV.%20988%20-%20Variation%2021.%20Canon%20on%20the%20seventh.m4a,Public Domain Mark 1.0,https://creativecommons.org/publicdomain/mark/1.0/,curated Musopen piano_solo,discovery,classical_music/classical_musopen_12241f03c895.m4a,50712e587adb1199490908d19a476c9b61a45e4e195c79f5a9bb6ef7ff3e7db3,verified,2026-07-16,
classical_musopen_c787198261a5,classical,musopen-lossless-dvd,"Musopen DVD (lossless)/Goldberg Variations/Goldberg Variations, BWV. 988 - Variation 22.m4a","Goldberg Variations, BWV. 988 - Variation 22",Musopen Kickstarter Project performers,,goldberg_variations_bwv_988,bach,piano_solo,137.067,https://archive.org/details/musopen-lossless-dvd,https://archive.org/download/musopen-lossless-dvd/Musopen-Lossless-DVD.zip/Musopen%20DVD%20%28lossless%29%2FGoldberg%20Variations%2FGoldberg%20Variations%2C%20BWV.%20988%20-%20Variation%2022.m4a,Public Domain Mark 1.0,https://creativecommons.org/publicdomain/mark/1.0/,curated Musopen piano_solo,discovery,classical_music/classical_musopen_c787198261a5.m4a,67423dd9738765ce2968109eac3402e5da7ca404a8d6ae0b470c4451bc42cada,verified,2026-07-16,
classical_musopen_6288d37e8273,classical,musopen-lossless-dvd,"Musopen DVD (lossless)/Goldberg Variations/Goldberg Variations, BWV. 988 - Variation 23.m4a","Goldberg Variations, BWV. 988 - Variation 23",Musopen Kickstarter Project performers,,goldberg_variations_bwv_988,bach,piano_solo,125.240,https://archive.org/details/musopen-lossless-dvd,https://archive.org/download/musopen-lossless-dvd/Musopen-Lossless-DVD.zip/Musopen%20DVD%20%28lossless%29%2FGoldberg%20Variations%2FGoldberg%20Variations%2C%20BWV.%20988%20-%20Variation%2023.m4a,Public Domain Mark 1.0,https://creativecommons.org/publicdomain/mark/1.0/,curated Musopen piano_solo,discovery,classical_music/classical_musopen_6288d37e8273.m4a,84b7397725906c5d6718c1bb7b826da58d811429991e3e8001bec5d93ca3521d,verified,2026-07-16,
classical_musopen_22818b508e94,classical,musopen-lossless-dvd,"Musopen DVD (lossless)/Goldberg Variations/Goldberg Variations, BWV. 988 - Variation 24. Canon on the octave.m4a","Goldberg Variations, BWV. 988 - Variation 24. Canon on the octave",Musopen Kickstarter Project performers,,goldberg_variations_bwv_988,bach,piano_solo,165.227,https://archive.org/details/musopen-lossless-dvd,https://archive.org/download/musopen-lossless-dvd/Musopen-Lossless-DVD.zip/Musopen%20DVD%20%28lossless%29%2FGoldberg%20Variations%2FGoldberg%20Variations%2C%20BWV.%20988%20-%20Variation%2024.%20Canon%20on%20the%20octave.m4a,Public Domain Mark 1.0,https://creativecommons.org/publicdomain/mark/1.0/,curated Musopen piano_solo,discovery,classical_music/classical_musopen_22818b508e94.m4a,0342003af2d63cc79aba757fe2c523d209f961c7eff359b561a73ce0794a5276,verified,2026-07-16,
classical_musopen_d3fcd3c28c74,classical,musopen-lossless-dvd,"Musopen DVD (lossless)/Goldberg Variations/Goldberg Variations, BWV. 988 - Variation 25.m4a","Goldberg Variations, BWV. 988 - Variation 25",Musopen Kickstarter Project performers,,goldberg_variations_bwv_988,bach,piano_solo,410.507,https://archive.org/details/musopen-lossless-dvd,https://archive.org/download/musopen-lossless-dvd/Musopen-Lossless-DVD.zip/Musopen%20DVD%20%28lossless%29%2FGoldberg%20Variations%2FGoldberg%20Variations%2C%20BWV.%20988%20-%20Variation%2025.m4a,Public Domain Mark 1.0,https://creativecommons.org/publicdomain/mark/1.0/,curated Musopen piano_solo,discovery,classical_music/classical_musopen_d3fcd3c28c74.m4a,d8b1ff05f5a741ba63f64db95f03f355e5d28f1dbac4d8c527aaabcf850ba9ff,verified,2026-07-16,
classical_musopen_90f0e736fe47,classical,musopen-lossless-dvd,"Musopen DVD (lossless)/Goldberg Variations/Goldberg Variations, BWV. 988 - Variation 26.m4a","Goldberg Variations, BWV. 988 - Variation 26",Musopen Kickstarter Project performers,,goldberg_variations_bwv_988,bach,piano_solo,110.160,https://archive.org/details/musopen-lossless-dvd,https://archive.org/download/musopen-lossless-dvd/Musopen-Lossless-DVD.zip/Musopen%20DVD%20%28lossless%29%2FGoldberg%20Variations%2FGoldberg%20Variations%2C%20BWV.%20988%20-%20Variation%2026.m4a,Public Domain Mark 1.0,https://creativecommons.org/publicdomain/mark/1.0/,curated Musopen piano_solo,discovery,classical_music/classical_musopen_90f0e736fe47.m4a,408dccf63fa8cdb2bceabd760b2a049db729b12117bc737be04cd81e7fc52263,verified,2026-07-16,
classical_musopen_738d2a0f7b4c,classical,musopen-lossless-dvd,"Musopen DVD (lossless)/Goldberg Variations/Goldberg Variations, BWV. 988 - Variation 27. Canon on the ninth.m4a","Goldberg Variations, BWV. 988 - Variation 27. Canon on the ninth",Musopen Kickstarter Project performers,,goldberg_variations_bwv_988,bach,piano_solo,93.867,https://archive.org/details/musopen-lossless-dvd,https://archive.org/download/musopen-lossless-dvd/Musopen-Lossless-DVD.zip/Musopen%20DVD%20%28lossless%29%2FGoldberg%20Variations%2FGoldberg%20Variations%2C%20BWV.%20988%20-%20Variation%2027.%20Canon%20on%20the%20ninth.m4a,Public Domain Mark 1.0,https://creativecommons.org/publicdomain/mark/1.0/,curated Musopen piano_solo,discovery,classical_music/classical_musopen_738d2a0f7b4c.m4a,c79d108f5f30233d290673e6fca53eebe7180e215c1ae3dbf481ead9b5add222,verified,2026-07-16,
classical_musopen_6c30622a4e97,classical,musopen-lossless-dvd,"Musopen DVD (lossless)/Goldberg Variations/Goldberg Variations, BWV. 988 - Variation 28.m4a","Goldberg Variations, BWV. 988 - Variation 28",Musopen Kickstarter Project performers,,goldberg_variations_bwv_988,bach,piano_solo,136.600,https://archive.org/details/musopen-lossless-dvd,https://archive.org/download/musopen-lossless-dvd/Musopen-Lossless-DVD.zip/Musopen%20DVD%20%28lossless%29%2FGoldberg%20Variations%2FGoldberg%20Variations%2C%20BWV.%20988%20-%20Variation%2028.m4a,Public Domain Mark 1.0,https://creativecommons.org/publicdomain/mark/1.0/,curated Musopen piano_solo,discovery,classical_music/classical_musopen_6c30622a4e97.m4a,94d43e56a54982d518780f0a1f7a428973ffd9dab3f8bee96636bc0ae3699c6a,verified,2026-07-16,
classical_musopen_4832911d08b7,classical,musopen-lossless-dvd,"Musopen DVD (lossless)/Goldberg Variations/Goldberg Variations, BWV. 988 - Variation 29.m4a","Goldberg Variations, BWV. 988 - Variation 29",Musopen Kickstarter Project performers,,goldberg_variations_bwv_988,bach,piano_solo,118.773,https://archive.org/details/musopen-lossless-dvd,https://archive.org/download/musopen-lossless-dvd/Musopen-Lossless-DVD.zip/Musopen%20DVD%20%28lossless%29%2FGoldberg%20Variations%2FGoldberg%20Variations%2C%20BWV.%20988%20-%20Variation%2029.m4a,Public Domain Mark 1.0,https://creativecommons.org/publicdomain/mark/1.0/,curated Musopen piano_solo,discovery,classical_music/classical_musopen_4832911d08b7.m4a,02aebade2c3a05e83f31ab75e3d42a326608eaab7b58544e7fdead07c7000b70,verified,2026-07-16,
classical_musopen_cc8d87d2b00c,classical,musopen-lossless-dvd,"Musopen DVD (lossless)/Goldberg Variations/Goldberg Variations, BWV. 988 - Variation 3. Canon on the unison.m4a","Goldberg Variations, BWV. 988 - Variation 3. Canon on the unison",Musopen Kickstarter Project performers,,goldberg_variations_bwv_988,bach,piano_solo,113.400,https://archive.org/details/musopen-lossless-dvd,https://archive.org/download/musopen-lossless-dvd/Musopen-Lossless-DVD.zip/Musopen%20DVD%20%28lossless%29%2FGoldberg%20Variations%2FGoldberg%20Variations%2C%20BWV.%20988%20-%20Variation%203.%20Canon%20on%20the%20unison.m4a,Public Domain Mark 1.0,https://creativecommons.org/publicdomain/mark/1.0/,curated Musopen piano_solo,discovery,classical_music/classical_musopen_cc8d87d2b00c.m4a,98f6c2fb8e98bf25a6fa5c84007599fb9b2bf80c2e4f18b4ef0509975992d976,verified,2026-07-16,
classical_musopen_3d194a9bdaa5,classical,musopen-lossless-dvd,"Musopen DVD (lossless)/Goldberg Variations/Goldberg Variations, BWV. 988 - Variation 30. Quodlibet.m4a","Goldberg Variations, BWV. 988 - Variation 30. Quodlibet",Musopen Kickstarter Project performers,,goldberg_variations_bwv_988,bach,piano_solo,102.693,https://archive.org/details/musopen-lossless-dvd,https://archive.org/download/musopen-lossless-dvd/Musopen-Lossless-DVD.zip/Musopen%20DVD%20%28lossless%29%2FGoldberg%20Variations%2FGoldberg%20Variations%2C%20BWV.%20988%20-%20Variation%2030.%20Quodlibet.m4a,Public Domain Mark 1.0,https://creativecommons.org/publicdomain/mark/1.0/,curated Musopen piano_solo,discovery,classical_music/classical_musopen_3d194a9bdaa5.m4a,937184208e5c0b2f137818df8453f8e9e01af62928ff0af4a61741cb6f8b9456,verified,2026-07-16,
classical_musopen_c867a2eeaae9,classical,musopen-lossless-dvd,"Musopen DVD (lossless)/Goldberg Variations/Goldberg Variations, BWV. 988 - Variation 4.m4a","Goldberg Variations, BWV. 988 - Variation 4",Musopen Kickstarter Project performers,,goldberg_variations_bwv_988,bach,piano_solo,53.707,https://archive.org/details/musopen-lossless-dvd,https://archive.org/download/musopen-lossless-dvd/Musopen-Lossless-DVD.zip/Musopen%20DVD%20%28lossless%29%2FGoldberg%20Variations%2FGoldberg%20Variations%2C%20BWV.%20988%20-%20Variation%204.m4a,Public Domain Mark 1.0,https://creativecommons.org/publicdomain/mark/1.0/,curated Musopen piano_solo,discovery,classical_music/classical_musopen_c867a2eeaae9.m4a,e49849611c94ca02b4b13239f34bb5ea7fd7720885e36016d510ed0a72eb997a,verified,2026-07-16,
classical_musopen_6911e41c184d,classical,musopen-lossless-dvd,"Musopen DVD (lossless)/Goldberg Variations/Goldberg Variations, BWV. 988 - Variation 5.m4a","Goldberg Variations, BWV. 988 - Variation 5",Musopen Kickstarter Project performers,,goldberg_variations_bwv_988,bach,piano_solo,77.933,https://archive.org/details/musopen-lossless-dvd,https://archive.org/download/musopen-lossless-dvd/Musopen-Lossless-DVD.zip/Musopen%20DVD%20%28lossless%29%2FGoldberg%20Variations%2FGoldberg%20Variations%2C%20BWV.%20988%20-%20Variation%205.m4a,Public Domain Mark 1.0,https://creativecommons.org/publicdomain/mark/1.0/,curated Musopen piano_solo,discovery,classical_music/classical_musopen_6911e41c184d.m4a,08882f1fb48db9eff6075b13d26853fc4300c803540845aa34ae9eeb6b853be0,verified,2026-07-16,
classical_musopen_4ebac9c72c1e,classical,musopen-lossless-dvd,"Musopen DVD (lossless)/Goldberg Variations/Goldberg Variations, BWV. 988 - Variation 6. Canon on the second.m4a","Goldberg Variations, BWV. 988 - Variation 6. Canon on the second",Musopen Kickstarter Project performers,,goldberg_variations_bwv_988,bach,piano_solo,62.160,https://archive.org/details/musopen-lossless-dvd,https://archive.org/download/musopen-lossless-dvd/Musopen-Lossless-DVD.zip/Musopen%20DVD%20%28lossless%29%2FGoldberg%20Variations%2FGoldberg%20Variations%2C%20BWV.%20988%20-%20Variation%206.%20Canon%20on%20the%20second.m4a,Public Domain Mark 1.0,https://creativecommons.org/publicdomain/mark/1.0/,curated Musopen piano_solo,discovery,classical_music/classical_musopen_4ebac9c72c1e.m4a,356e3e88a72524f8a71c56c2931ae42db11368b624afd8de75f4bab5a7a95f69,verified,2026-07-16,
classical_musopen_af6a2556f0c9,classical,musopen-lossless-dvd,"Musopen DVD (lossless)/Goldberg Variations/Goldberg Variations, BWV. 988 - Variation 7.m4a","Goldberg Variations, BWV. 988 - Variation 7",Musopen Kickstarter Project performers,,goldberg_variations_bwv_988,bach,piano_solo,174.667,https://archive.org/details/musopen-lossless-dvd,https://archive.org/download/musopen-lossless-dvd/Musopen-Lossless-DVD.zip/Musopen%20DVD%20%28lossless%29%2FGoldberg%20Variations%2FGoldberg%20Variations%2C%20BWV.%20988%20-%20Variation%207.m4a,Public Domain Mark 1.0,https://creativecommons.org/publicdomain/mark/1.0/,curated Musopen piano_solo,discovery,classical_music/classical_musopen_af6a2556f0c9.m4a,f3df170bcd8f073b808fe343927d19de46cee8d3deca1a09e15f8fb799c7ef1b,verified,2026-07-16,
classical_musopen_0ddcc98bc949,classical,musopen-lossless-dvd,"Musopen DVD (lossless)/Goldberg Variations/Goldberg Variations, BWV. 988 - Variation 8.m4a","Goldberg Variations, BWV. 988 - Variation 8",Musopen Kickstarter Project performers,,goldberg_variations_bwv_988,bach,piano_solo,103.600,https://archive.org/details/musopen-lossless-dvd,https://archive.org/download/musopen-lossless-dvd/Musopen-Lossless-DVD.zip/Musopen%20DVD%20%28lossless%29%2FGoldberg%20Variations%2FGoldberg%20Variations%2C%20BWV.%20988%20-%20Variation%208.m4a,Public Domain Mark 1.0,https://creativecommons.org/publicdomain/mark/1.0/,curated Musopen piano_solo,discovery,classical_music/classical_musopen_0ddcc98bc949.m4a,c7f8a0353a3c77db1acd36be61b3ac1f8b33f962186062691aac6e3f8f24e395,verified,2026-07-16,
classical_musopen_f1de65f9d30b,classical,musopen-lossless-dvd,"Musopen DVD (lossless)/Goldberg Variations/Goldberg Variations, BWV. 988 - Variation 9. Canon on the third.m4a","Goldberg Variations, BWV. 988 - Variation 9. Canon on the third",Musopen Kickstarter Project performers,,goldberg_variations_bwv_988,bach,piano_solo,99.933,https://archive.org/details/musopen-lossless-dvd,https://archive.org/download/musopen-lossless-dvd/Musopen-Lossless-DVD.zip/Musopen%20DVD%20%28lossless%29%2FGoldberg%20Variations%2FGoldberg%20Variations%2C%20BWV.%20988%20-%20Variation%209.%20Canon%20on%20the%20third.m4a,Public Domain Mark 1.0,https://creativecommons.org/publicdomain/mark/1.0/,curated Musopen piano_solo,discovery,classical_music/classical_musopen_f1de65f9d30b.m4a,dba45f81d8e9e1b524d78e35b6c9c8f8349cafed8cf0d4bbe4f60fdf51497b27,verified,2026-07-16,
