segment_id,track_id,group,split,scale_seconds,pitch3_h0_observed_persistence_z,pitch3_self_transition_ratio_z,pitch3_directed_recurrence_z,focus_logit,focus_probability,focus_target_band_loss
classical_musicnet_1812__300s,classical_musicnet_1812,classical,validation,300.0,1.0792000000000002,-0.8078689968446986,-0.4909290764878443,-8.759291966554603,0.0001569710836802965,0.7825297817689799
classical_musicnet_1813__180s,classical_musicnet_1813,classical,validation,180.0,0.8887529411764706,-0.5960933231696415,-0.44027826953738725,-6.77217939467379,0.001143886121031967,0.5276669577339544
classical_musicnet_1813__300s,classical_musicnet_1813,classical,validation,300.0,0.8887529411764706,-0.5310424445598875,-0.4037607141804008,-6.516672069656464,0.0014763985644043849,0.4883336334770542
classical_musicnet_1817__180s,classical_musicnet_1817,classical,validation,180.0,0.6136627450980398,-0.001752196417244882,0.18677420373283138,-2.970378998327287,0.04878213354502175,0.14404769230335984
classical_musicnet_1817__300s,classical_musicnet_1817,classical,validation,300.0,0.4232156862745099,-0.07331428915006485,0.055961652115357294,-2.084648616930825,0.1105978725282593,0.07782682681786922
classical_musicnet_1818__180s,classical_musicnet_1818,classical,validation,180.0,0.23276862745098073,0.534948908069348,0.4120116942965277,1.4172298537646393,0.8049037775192044,0.025224871992823306
classical_musicnet_1818__300s,classical_musicnet_1818,classical,validation,300.0,0.6559843137254903,0.434375390649101,0.3315054834910211,-1.4548575991074861,0.18925510232505094,0.16254370177623986
classical_musicnet_1819__180s,classical_musicnet_1819,classical,validation,180.0,0.2750901960784316,-0.49152299554520934,-0.10959960566070859,-2.891562184388996,0.05257225410274134,0.1451790616974368
classical_musicnet_1819__300s,classical_musicnet_1819,classical,validation,300.0,0.2750901960784316,-0.49152299554520934,-0.10959960566070859,-2.891562184388996,0.05257225410274134,0.1451790616974368
classical_musicnet_1828__180s,classical_musicnet_1828,classical,validation,180.0,0.8887529411764706,-0.8339380801866226,-0.4628528108176471,-7.763399076499737,0.0004248289266129092,0.6560951171899302
classical_musicnet_1828__300s,classical_musicnet_1828,classical,validation,300.0,0.8887529411764706,-0.7832610501887923,-0.4691795511024858,-7.546479373029848,0.0005276870283534169,0.6298494563621749
classical_musicnet_1829__180s,classical_musicnet_1829,classical,validation,180.0,0.8464313725490198,-0.2823998430710753,-0.02364011514254392,-5.414717991626861,0.00443087273020537,0.30472044258655256
classical_musicnet_1829__300s,classical_musicnet_1829,classical,validation,300.0,1.0368784313725496,-0.5108903627456732,-0.3203218904473166,-7.345876221537247,0.0006448316640536126,0.5534115192481486
classical_musicnet_1835__180s,classical_musicnet_1835,classical,validation,180.0,0.12696470588235326,-0.32892007173672405,0.2927388343359672,-1.5414398241381446,0.17632606419351474,0.055165965136074614
classical_musicnet_1835__300s,classical_musicnet_1835,classical,validation,300.0,0.1904470588235299,-0.18743441076050918,0.3276230355715258,-1.3362344017880818,0.2081299918697245,0.0354543385751554
classical_musicnet_1859__180s,classical_musicnet_1859,classical,validation,180.0,0.46553725490196113,-0.7399779310737196,-0.4381696706116002,-4.890509435986269,0.007461499262123021,0.3919052082541901
classical_musicnet_1859__300s,classical_musicnet_1859,classical,validation,300.0,1.0792000000000006,-0.5439990069203465,-0.47774705661064537,-7.653516041559054,0.0004741483538857394,0.6511298781488841
classical_musicnet_1872__180s,classical_musicnet_1872,classical,validation,180.0,0.6983058823529414,-0.23644323320566246,-0.24931050374958605,-4.233692026705489,0.014291551986278666,0.25315338868170706
classical_musicnet_1872__300s,classical_musicnet_1872,classical,validation,300.0,0.8887529411764706,-0.3819445818433321,-0.3686092032497091,-5.906097134589813,0.002715399401044623,0.4270990321600216
classical_musicnet_1873__180s,classical_musicnet_1873,classical,validation,180.0,0.888752941176471,-0.6437336881378816,-0.4387143331040435,-6.973848188368796,0.0009351685341921283,0.5480778025975143
classical_musicnet_1873__300s,classical_musicnet_1873,classical,validation,300.0,0.9945568627450981,-0.5936216950264265,-0.45783869563061586,-7.37508731293179,0.0006262795076730673,0.6026481366113726
classical_musicnet_1876__180s,classical_musicnet_1876,classical,validation,180.0,1.0368784313725496,-0.44739575637177026,-0.3989021088846689,-7.0377848703962425,0.0008772991176681933,0.5563460349886448
classical_musicnet_1876__300s,classical_musicnet_1876,classical,validation,300.0,1.2273254901960784,-0.5907686952679935,-0.45753487907332396,-8.732390625152291,0.0001612504375841168,0.7802897220768069
classical_musicnet_1893__180s,classical_musicnet_1893,classical,validation,180.0,0.9945568627450985,-0.7685292436100639,-0.4001280562857688,-8.14220252209941,0.00029091091393696795,0.665851503370407
classical_musicnet_1893__300s,classical_musicnet_1893,classical,validation,300.0,1.2273254901960784,-0.8255922487388759,-0.4691295195788505,-9.716514347256469,6.027611562271529e-05,0.9020564710579232
classical_musicnet_2075__180s,classical_musicnet_2075,classical,discovery,180.0,0.08464313725490243,0.405666794867358,0.8435649995928863,1.521670360882626,0.8207843180399799,0.005373345513264156
classical_musicnet_2075__300s,classical_musicnet_2075,classical,discovery,300.0,0.6559843137254903,0.20703805199556904,0.4761489936355842,-2.4877040008293347,0.07672468337384947,0.16254370177623986
classical_musicnet_2076__180s,classical_musicnet_2076,classical,discovery,180.0,0.5078588235294124,0.49978165683824693,0.6332903741389625,-0.4628717698112299,0.386304781738498,0.10089948797129326
classical_musicnet_2076__300s,classical_musicnet_2076,classical,discovery,300.0,0.6559843137254906,0.42924677117814725,0.4146659707512346,-1.5192152738360665,0.17957710339078295,0.16254370177624003
classical_musicnet_2077__180s,classical_musicnet_2077,classical,discovery,180.0,-0.25392941176470557,0.21607198831842733,1.0245760632339724,2.6207977947882597,0.9321881551348375,0.0
classical_musicnet_2077__300s,classical_musicnet_2077,classical,discovery,300.0,0.04232156862745084,0.18733415551577312,0.9064877907344134,0.817725547396197,0.6937533237701531,0.002388153561450708
classical_musicnet_2078__180s,classical_musicnet_2078,classical,discovery,180.0,1.0792000000000002,-0.15597645533722626,-0.28898027859858383,-6.114506497280636,0.0022056905952493504,0.4870596668233615
classical_musicnet_2078__300s,classical_musicnet_2078,classical,discovery,300.0,1.2273254901960788,-0.208280079980448,-0.3424553021304183,-7.178847800586561,0.0007619649079194045,0.6283196239666645
classical_musicnet_2079__180s,classical_musicnet_2079,classical,discovery,180.0,1.0792000000000002,0.011141955521897094,-0.1888492065470174,-5.461343161885574,0.004229878492047675,0.45068560075889924
classical_musicnet_2079__300s,classical_musicnet_2079,classical,discovery,300.0,1.0792000000000002,0.22535686731692084,0.10770467093166476,-4.71054427330766,0.008919602522646414,0.41929712686365667
classical_musicnet_2080__180s,classical_musicnet_2080,classical,discovery,180.0,0.7194666666666673,-0.15686735840514934,-0.15320043551520454,-4.072036832922493,0.016757055651730288,0.2307712299378798
classical_musicnet_2080__300s,classical_musicnet_2080,classical,discovery,300.0,0.592501960784314,-0.09727624123419128,-0.14115131225696806,-3.0801523099349346,0.043933417436062924,0.16286783982593178
classical_musicnet_2081__180s,classical_musicnet_2081,classical,discovery,180.0,0.6983058823529414,-0.07536706969647015,-0.2104239719860913,-3.574532547598708,0.027264345336534802,0.22302472640606688
classical_musicnet_2081__300s,classical_musicnet_2081,classical,discovery,300.0,0.6983058823529414,-0.16623805705620753,-0.25392721343815877,-3.935314926612997,0.01916506812778149,0.24294464731635737
classical_musicnet_2082__180s,classical_musicnet_2082,classical,discovery,180.0,1.0792000000000002,0.28686268521831826,-0.05121318971175231,-4.369554819220466,0.012498679697987283,0.4286674668941673
classical_musicnet_2082__300s,classical_musicnet_2082,classical,discovery,300.0,1.036878431372549,0.3057148858304992,0.0430369431483304,-4.08956017905701,0.016470768120056677,0.3900325134302233
classical_musicnet_2083__180s,classical_musicnet_2083,classical,discovery,180.0,0.6983058823529414,-0.3358658577443929,-0.29532155215258116,-4.629241808575666,0.009667779491769281,0.2867701020997756
classical_musicnet_2083__300s,classical_musicnet_2083,classical,discovery,300.0,0.5078588235294124,-0.4710373651280107,-0.26031863484068335,-4.096914733329596,0.016352050861644454,0.2356719246167561
classical_musicnet_2112__180s,classical_musicnet_2112,classical,holdout,180.0,1.2696470588235296,-0.32967538703127985,-0.3755030197661295,-7.922643215907118,0.0003623117266736991,0.7003053114318739
classical_musicnet_2112__300s,classical_musicnet_2112,classical,holdout,300.0,1.2696470588235296,-0.546320238937601,-0.4847082871625926,-8.77996091530247,0.00015376044977444305,0.8092954674840773
classical_musicnet_2113__180s,classical_musicnet_2113,classical,holdout,180.0,0.5713411764705886,-0.6079039455178116,-0.2701267040150757,-5.042354180651635,0.006417080986914462,0.31576157070333716
classical_musicnet_2113__300s,classical_musicnet_2113,classical,holdout,300.0,0.6983058823529414,-0.7006627272808338,-0.4672169404428323,-6.078995130815134,0.0022852428303422627,0.4798464435148053
classical_musicnet_2114__180s,classical_musicnet_2114,classical,holdout,180.0,1.2696470588235296,-0.8805623580386782,-0.5586197940296406,-10.151238176606507,3.902620542239915e-05,1.0088604454048906
classical_musicnet_2114__300s,classical_musicnet_2114,classical,holdout,300.0,1.2696470588235296,-0.7610294243360388,-0.5510312678843514,-9.651153376807093,6.434716209132384e-05,0.9367879917337892
classical_musicnet_2116__180s,classical_musicnet_2116,classical,holdout,180.0,1.0792000000000002,-0.766851879520245,-0.5121540589860923,-8.575445348554727,0.00018864681153852832,0.7686264884535975
classical_musicnet_2116__300s,classical_musicnet_2116,classical,holdout,300.0,1.0792000000000002,-0.7801517066497347,-0.5166979963629847,-8.629186137090834,0.00017877814553995944,0.7777601379079698
classical_musicnet_2117__180s,classical_musicnet_2117,classical,holdout,180.0,1.2273254901960784,-0.28300496569207867,-0.3888838298827609,-7.470050463368055,0.0005695749366091955,0.6575293126037266
classical_musicnet_2117__300s,classical_musicnet_2117,classical,holdout,300.0,1.2696470588235296,-0.06817690574568727,-0.3036249724556835,-6.8570285740561285,0.0010509297227097871,0.6366154805858694
classical_musicnet_2118__180s,classical_musicnet_2118,classical,holdout,180.0,0.6983058823529414,-1.0028560373831297,-0.42196861636091304,-7.376378722784021,0.0006254717517021274,0.6427720695824295
classical_musicnet_2118__300s,classical_musicnet_2118,classical,holdout,300.0,0.6983058823529414,-0.9303532265598579,-0.4037149447766315,-7.080066635960324,0.0008410091661243098,0.5876254002708063
classical_musicnet_2119__180s,classical_musicnet_2119,classical,holdout,180.0,1.0792000000000006,-0.35172362149113223,-0.41927456513806743,-6.872876607850678,0.0010344229270517822,0.566433519389517
classical_musicnet_2119__300s,classical_musicnet_2119,classical,holdout,300.0,1.0792000000000002,-0.4138517919878538,-0.4160039829779452,-7.136507049461407,0.0007948936235006058,0.5828211970727902
classical_musicnet_2127__180s,classical_musicnet_2127,classical,holdout,180.0,0.48669803921568655,-0.0715509170085621,-0.357838147015008,-2.2379846590481716,0.09639093462233604,0.17256899757618002
classical_musicnet_2127__300s,classical_musicnet_2127,classical,holdout,300.0,0.9945568627450981,-0.23099256552395078,-0.4052898202545452,-5.873144769330932,0.002806113560816396,0.4738533601057416
classical_musicnet_2131__180s,classical_musicnet_2131,classical,holdout,180.0,0.14812549019607868,-0.35324961661358606,-0.16680180588814142,-1.5323447721169872,0.17765087663269044,0.09069002577623099
classical_musicnet_2131__300s,classical_musicnet_2131,classical,holdout,300.0,0.5290196078431374,-0.25031692674993783,-0.18135770979509622,-3.3313420174823527,0.034511485724215356,0.1667095365539191
classical_musicnet_2138__180s,classical_musicnet_2138,classical,holdout,180.0,0.8887529411764706,-0.04836029592990953,-0.32205343936169917,-4.523536088548559,0.010734115657202746,0.3557937918416589
classical_musicnet_2138__300s,classical_musicnet_2138,classical,holdout,300.0,1.0792000000000006,-0.03622331649351436,-0.319286272815834,-5.594020257770004,0.003706254808713316,0.4846166554308506
classical_musicnet_2140__180s,classical_musicnet_2140,classical,holdout,180.0,1.2273254901960788,-0.545124741027075,-0.46847939103520664,-8.534318828498831,0.00019656538906935854,0.7659896056363203
classical_musicnet_2140__300s,classical_musicnet_2140,classical,holdout,300.0,1.2696470588235296,-0.5481398982074079,-0.4901948644814707,-8.784813701501855,0.00015301620465312416,0.812218834503482
classical_musicnet_2147__180s,classical_musicnet_2147,classical,holdout,180.0,0.8887529411764706,-0.5830793698124633,-0.4191010489155443,-6.728191335002936,0.001195265054867695,0.5144821390496165
classical_musicnet_2147__300s,classical_musicnet_2147,classical,holdout,300.0,0.6983058823529414,-0.4351889199279686,-0.4155242602635092,-4.986246673307182,0.006784906933012372,0.3528456034049306
classical_musicnet_2148__180s,classical_musicnet_2148,classical,holdout,180.0,1.2696470588235296,-1.0374903109275317,-0.5811738951022694,-10.801300442117764,2.0372577229228202e-05,1.1238053007273494
classical_musicnet_2148__300s,classical_musicnet_2148,classical,holdout,300.0,1.2696470588235296,-0.9659499774383239,-0.5798411695126526,-10.500351202205993,2.7526022483235245e-05,1.0734548720732626
classical_musicnet_2149__180s,classical_musicnet_2149,classical,holdout,180.0,1.0792000000000002,-0.6403776462332362,-0.5109682856131863,-8.04280387913961,0.0003213032316009847,0.7053468832233064
classical_musicnet_2149__300s,classical_musicnet_2149,classical,holdout,300.0,1.2696470588235296,-0.7374350083581883,-0.5322547549279406,-9.561321461702518,7.03947508808817e-05,0.9161171540853701
classical_musicnet_2150__180s,classical_musicnet_2150,classical,holdout,180.0,0.7617882352941178,-0.6144664256640378,-0.3770685781693119,-6.1353039329244154,0.0021603896940928396,0.4400085902162027
classical_musicnet_2150__300s,classical_musicnet_2150,classical,holdout,300.0,1.2273254901960784,-0.41368612111450026,-0.35770886312179934,-8.037058824965612,0.00032315385042430326,0.6812657445444161
classical_musicnet_2151__180s,classical_musicnet_2151,classical,holdout,180.0,1.0792000000000006,-0.37726396090904774,-0.4543635784560571,-6.9625305183630655,0.0009458025151908705,0.5862858785705857
classical_musicnet_2151__300s,classical_musicnet_2151,classical,holdout,300.0,1.0792000000000002,-0.4760871710071584,-0.4897628190229518,-7.361006128753579,0.0006351550055982788,0.6309915717055488
classical_musicnet_2154__180s,classical_musicnet_2154,classical,holdout,180.0,1.0792000000000006,-0.5277136834791373,-0.29983147226306095,-7.676278674235964,0.0004634823451281452,0.5849118334083963
classical_musicnet_2154__300s,classical_musicnet_2154,classical,holdout,300.0,1.0792000000000006,-0.5204550821739121,-0.39998217078253795,-7.594209578433948,0.0005031044227769649,0.6133307467207335
classical_musicnet_2155__180s,classical_musicnet_2155,classical,holdout,180.0,1.036878431372549,-0.3872186861202695,-0.44703286645293155,-6.759328354858049,0.0011586639665737632,0.5552757984182122
classical_musicnet_2155__300s,classical_musicnet_2155,classical,holdout,300.0,0.9945568627450985,-0.4524392995731016,-0.4403529722299165,-6.788808224231941,0.001125043136276096,0.5429653282859946
classical_musicnet_2156__180s,classical_musicnet_2156,classical,holdout,180.0,0.9945568627450981,-0.6293722475549401,-0.34766903032788615,-7.582434941260385,0.0005090602743927584,0.5800481608586909
classical_musicnet_2156__300s,classical_musicnet_2156,classical,holdout,300.0,0.8464313725490198,-0.7133217533844299,-0.35926808201273686,-7.059135167180914,0.000858782972604462,0.5284727908959327
classical_musicnet_2157__180s,classical_musicnet_2157,classical,holdout,180.0,0.8887529411764706,-0.6583249117701498,-0.5038364915682002,-7.00190431861832,0.0009093194896382964,0.5803359169217384
classical_musicnet_2157__300s,classical_musicnet_2157,classical,holdout,300.0,1.2696470588235296,-0.6795314684540977,-0.4970362115274743,-9.335281791497946,8.824707188595885e-05,0.8723622100459908
classical_musicnet_2158__180s,classical_musicnet_2158,classical,holdout,180.0,0.8041098039215689,-0.3777725271607728,-0.4471354710081441,-5.350271740654349,0.0047244346747698845,0.4032385741424882
classical_musicnet_2158__300s,classical_musicnet_2158,classical,holdout,300.0,1.2273254901960788,-0.278067627618794,-0.4208772084645432,-7.4327927103195846,0.00059118351738189,0.6675955144403205
classical_musicnet_2159__180s,classical_musicnet_2159,classical,holdout,180.0,1.0792000000000002,-0.2532298944661248,-0.3698816380006405,-6.4829811763442216,0.0015269099090125283,0.5270446730737445
classical_musicnet_2159__300s,classical_musicnet_2159,classical,holdout,300.0,0.9945568627450985,-0.3103167687654375,-0.415978827120527,-6.202105039418727,0.002021070101464663,0.49409219625411843
classical_musicnet_2160__180s,classical_musicnet_2160,classical,holdout,180.0,0.888752941176471,-0.19290539228053502,-0.39172547883877123,-5.097176097027298,0.006076833831998343,0.3933660481574941
classical_musicnet_2160__300s,classical_musicnet_2160,classical,holdout,300.0,1.2696470588235296,-0.13590431131548292,-0.44356115474328656,-7.07067678587489,0.0008489365724373986,0.6888129184103923
classical_musicnet_2161__180s,classical_musicnet_2161,classical,holdout,180.0,0.8041098039215689,-0.3263507195398191,-0.3642260129701023,-5.17606797141441,0.0056184342983902884,0.3608909541547085
classical_musicnet_2161__300s,classical_musicnet_2161,classical,holdout,300.0,1.2273254901960784,-0.37424597286049094,-0.39436937475106293,-7.851929239718641,0.0003888495053744563,0.6818715118504213
classical_musicnet_2166__180s,classical_musicnet_2166,classical,holdout,180.0,1.0792000000000006,-0.4377445317272473,-0.44158837631514275,-7.224098391222462,0.0007282785676310493,0.5995605411143896
classical_musicnet_2166__300s,classical_musicnet_2166,classical,holdout,300.0,1.1850039215686277,-0.3138248565511964,-0.4897139572471821,-7.299240686313863,0.0006755951784093773,0.6666515243296217
classical_musicnet_2167__180s,classical_musicnet_2167,classical,holdout,180.0,0.9945568627450985,-0.3868732379557947,-0.3331064397134386,-6.567474496541375,0.0014033699156972784,0.48683635728675756
classical_musicnet_2167__300s,classical_musicnet_2167,classical,holdout,300.0,0.9099137254901964,-0.40444429168946494,-0.30571860151799324,-6.157750601964416,0.002112537654715489,0.42786715291314836
classical_musicnet_2168__180s,classical_musicnet_2168,classical,holdout,180.0,1.2696470588235296,-0.8987928728909215,-0.5408075466397376,-10.237256379088766,3.580968431975685e-05,1.0122581452416899
classical_musicnet_2168__300s,classical_musicnet_2168,classical,holdout,300.0,1.2696470588235296,-0.8273888833608685,-0.5478819012059101,-9.932561827072234,4.856485712204391e-05,0.9723386668496886
classical_musicnet_2169__180s,classical_musicnet_2169,classical,holdout,180.0,1.0792000000000002,-0.6355587142675918,-0.5008373769386891,-8.027691918040963,0.0003261940314075429,0.6989606591589032
classical_musicnet_2169__300s,classical_musicnet_2169,classical,holdout,300.0,1.2273254901960784,-0.656154051861593,-0.5260309341151292,-8.972875296711974,0.00012678699405776998,0.8370390724371971
classical_musicnet_2177__180s,classical_musicnet_2177,classical,holdout,180.0,1.1003607843137255,-0.6646189692082393,-0.44316306697781505,-8.304325967305408,0.00024738286003800813,0.705685325422896
classical_musicnet_2177__300s,classical_musicnet_2177,classical,holdout,300.0,1.1426823529411765,-0.47281077480195066,-0.41412972523477987,-7.759469474069971,0.0004265009063470889,0.6500017284815695
classical_musicnet_2178__180s,classical_musicnet_2178,classical,holdout,180.0,1.2273254901960784,-0.11445963911845623,-0.3363386989823021,-6.786417693179966,0.0011277327673891533,0.6138022668961803
classical_musicnet_2178__300s,classical_musicnet_2178,classical,holdout,300.0,1.2273254901960784,-0.09583833411541035,-0.4151115574021604,-6.6674257620203745,0.001270053031555899,0.6378473007713448
classical_musicnet_2179__180s,classical_musicnet_2179,classical,holdout,180.0,1.2273254901960784,-0.0223394978326815,-0.26674888717829315,-6.433773730683904,0.0016038010367048527,0.5876804839407697
classical_musicnet_2179__300s,classical_musicnet_2179,classical,holdout,300.0,1.2696470588235296,-0.045029326611870445,-0.40317986736762496,-6.708273263196875,0.0012192817916958424,0.6663093719351473
classical_musicnet_2180__180s,classical_musicnet_2180,classical,holdout,180.0,1.0368784313725496,-0.6135683915422709,-0.45103257168490957,-7.711626795758467,0.00044739249293569244,0.6384802976024211
classical_musicnet_2180__300s,classical_musicnet_2180,classical,holdout,300.0,1.0792000000000002,-0.5966135993114398,-0.449539618856819,-7.889848963515148,0.00037438592051292064,0.6616591005963098
classical_musicnet_2186__180s,classical_musicnet_2186,classical,discovery,180.0,0.4232156862745099,-0.14470935634260482,-0.20336104453206758,-2.252411141414906,0.09514168761954908,0.11788190695695576
classical_musicnet_2186__300s,classical_musicnet_2186,classical,discovery,300.0,0.2750901960784316,0.0096679292735824,-0.18086644494933282,-0.7417786596628579,0.3226153223747336,0.0634240705829446
classical_musicnet_2191__180s,classical_musicnet_2191,classical,discovery,180.0,0.08464313725490243,-1.0040307072504073,-0.3822769698787653,-3.792081510255078,0.022051389437842836,0.4523919457438075
classical_musicnet_2191__300s,classical_musicnet_2191,classical,discovery,300.0,0.08464313725490243,-1.0040307072504073,-0.3822769698787653,-3.792081510255078,0.022051389437842836,0.4523919457438075
classical_musicnet_2194__180s,classical_musicnet_2194,classical,discovery,180.0,0.46553725490196113,-0.9731851351105578,-0.39221819260484,-5.897389606334916,0.0027390820129247467,0.5151594301554865
classical_musicnet_2194__300s,classical_musicnet_2194,classical,discovery,300.0,0.46553725490196113,-0.9731851351105578,-0.39221819260484,-5.897389606334916,0.0027390820129247467,0.5151594301554865
classical_musicnet_2195__180s,classical_musicnet_2195,classical,discovery,180.0,0.3174117647058824,-0.7830715761048199,-0.3953581893591836,-4.2229100402803725,0.01444423923063369,0.35689815700304023
classical_musicnet_2195__300s,classical_musicnet_2195,classical,discovery,300.0,0.3174117647058824,-0.7830715761048199,-0.3953581893591836,-4.2229100402803725,0.01444423923063369,0.35689815700304023
classical_musicnet_2196__180s,classical_musicnet_2196,classical,discovery,180.0,-0.38089411764705866,-0.4052996482656091,0.00852778905739144,1.2698646326818852,0.780719574378905,0.07029388459265962
classical_musicnet_2196__300s,classical_musicnet_2196,classical,discovery,300.0,-0.38089411764705866,-0.4052996482656091,0.00852778905739144,1.2698646326818852,0.780719574378905,0.07029388459265962
classical_musicnet_2198__180s,classical_musicnet_2198,classical,discovery,180.0,0.6559843137254903,-1.3626505079074789,-0.4521991852377899,-8.628897204363657,0.0001788297986214557,0.9271662274043878
classical_musicnet_2198__300s,classical_musicnet_2198,classical,discovery,300.0,0.6983058823529414,-1.3666205012824506,-0.4433477748509109,-8.899125448578921,0.0001364896258235332,0.9478549018364498
classical_musicnet_2200__180s,classical_musicnet_2200,classical,discovery,180.0,0.4232156862745099,-0.8792969696885339,-0.41828896339925253,-5.239192578181641,0.005276548454694277,0.449957619451604
classical_musicnet_2200__300s,classical_musicnet_2200,classical,discovery,300.0,0.4232156862745099,-0.8792969696885339,-0.41828896339925253,-5.239192578181641,0.005276548454694277,0.449957619451604
classical_musicnet_2201__180s,classical_musicnet_2201,classical,discovery,180.0,0.5078588235294124,-1.0933572510038172,-0.4841060799568016,-6.605791295870892,0.0013506856932389033,0.6501397775121354
classical_musicnet_2201__300s,classical_musicnet_2201,classical,discovery,300.0,0.5078588235294124,-1.0933572510038172,-0.4841060799568016,-6.605791295870892,0.0013506856932389033,0.6501397775121354
