segment_id,track_id,group,split,scale_seconds,representation,modality,metric,method,loop_score,synthetic_loop_score,shuffled_score,h1_max_lifetime,h1_total_persistence,h1_dominant_persistence,h1_normalized_auc,h1_interval_count,h1_betti_max,widest_cycle_baseline,phase_recurrence_mean,phase_recurrence_q25,transition_concentration,dominant_period_seconds,lag_peak_strength,graph_vertices,graph_edges,complete_cycles
classical_musicnet_1817__180s,classical_musicnet_1817,classical,discovery,180.0,phase_state_rhythm__h1_max_lifetime,rhythm,h1_max_lifetime,phase_state_persistent_path_homology,0.33333333,1.0,0.11793466,0.33333333,1.82982115,0.13352091179038877,0.5039008598497304,8.0,8.0,0.3333333333333333,0.42155765184437377,0.3546286903040672,0.35416666666666663,46.0,0.1509583303600004,17.0,28.0,3.0
classical_musicnet_1817__180s,classical_musicnet_1817,classical,discovery,180.0,phase_state_rhythm__h1_normalized_auc,rhythm,h1_normalized_auc,phase_state_persistent_path_homology,0.5039008598497304,0.4082482904638631,0.09123414720816707,0.33333333,1.82982115,0.13352091179038877,0.5039008598497304,8.0,8.0,0.3333333333333333,0.42155765184437377,0.3546286903040672,0.35416666666666663,46.0,0.1509583303600004,17.0,28.0,3.0
classical_musicnet_1817__300s,classical_musicnet_1817,classical,discovery,300.0,phase_state_acoustic__h1_dominant_persistence,acoustic,h1_dominant_persistence,phase_state_persistent_path_homology,0.2586214816834601,,,0.4,0.94666193,0.2586214816834601,0.2399066053578774,5.0,5.0,0.4,0.4398970014563712,0.2973627027616573,0.2794117647058824,46.0,0.09912910563730648,18.0,36.0,5.0
classical_musicnet_1817__300s,classical_musicnet_1817,classical,discovery,300.0,phase_state_acoustic__h1_max_lifetime,acoustic,h1_max_lifetime,phase_state_persistent_path_homology,0.4,,,0.4,0.94666193,0.2586214816834601,0.2399066053578774,5.0,5.0,0.4,0.4398970014563712,0.2973627027616573,0.2794117647058824,46.0,0.09912910563730648,18.0,36.0,5.0
classical_musicnet_1817__300s,classical_musicnet_1817,classical,discovery,300.0,phase_state_acoustic__h1_normalized_auc,acoustic,h1_normalized_auc,phase_state_persistent_path_homology,0.2399066053578774,,,0.4,0.94666193,0.2586214816834601,0.2399066053578774,5.0,5.0,0.4,0.4398970014563712,0.2973627027616573,0.2794117647058824,46.0,0.09912910563730648,18.0,36.0,5.0
classical_musicnet_1817__300s,classical_musicnet_1817,classical,discovery,300.0,phase_state_rhythm__h1_dominant_persistence,rhythm,h1_dominant_persistence,phase_state_persistent_path_homology,0.1915804822709123,,,0.25,0.5549346,0.1915804822709123,0.1434577970365219,3.0,3.0,0.25,0.45862660413179246,0.3264605452410698,0.24365194704321597,28.0,0.13395168614288822,17.0,38.0,8.0
classical_musicnet_1817__300s,classical_musicnet_1817,classical,discovery,300.0,phase_state_rhythm__h1_max_lifetime,rhythm,h1_max_lifetime,phase_state_persistent_path_homology,0.25,,,0.25,0.5549346,0.1915804822709123,0.1434577970365219,3.0,3.0,0.25,0.45862660413179246,0.3264605452410698,0.24365194704321597,28.0,0.13395168614288822,17.0,38.0,8.0
classical_musicnet_1817__300s,classical_musicnet_1817,classical,discovery,300.0,phase_state_rhythm__h1_normalized_auc,rhythm,h1_normalized_auc,phase_state_persistent_path_homology,0.1434577970365219,,,0.25,0.5549346,0.1915804822709123,0.1434577970365219,3.0,3.0,0.25,0.45862660413179246,0.3264605452410698,0.24365194704321597,28.0,0.13395168614288822,17.0,38.0,8.0
classical_musicnet_1876__180s,classical_musicnet_1876,classical,discovery,180.0,phase_state_acoustic__h1_dominant_persistence,acoustic,h1_dominant_persistence,phase_state_persistent_path_homology,0.1339692842323212,1.0,0.1268276826620607,0.26151433,1.21356126,0.1339692842323212,0.29935655023908253,7.0,5.0,0.0,0.39068126102463124,0.3179412742847558,0.3529411764705882,52.0,0.05821152250733497,18.0,28.0,3.0
classical_musicnet_1876__180s,classical_musicnet_1876,classical,discovery,180.0,phase_state_acoustic__h1_max_lifetime,acoustic,h1_max_lifetime,phase_state_persistent_path_homology,0.26151433,1.0,0.25,0.26151433,1.21356126,0.1339692842323212,0.29935655023908253,7.0,5.0,0.0,0.39068126102463124,0.3179412742847558,0.3529411764705882,52.0,0.05821152250733497,18.0,28.0,3.0
classical_musicnet_1876__180s,classical_musicnet_1876,classical,discovery,180.0,phase_state_acoustic__h1_normalized_auc,acoustic,h1_normalized_auc,phase_state_persistent_path_homology,0.29935655023908253,0.4082482904638631,0.3295006624518576,0.26151433,1.21356126,0.1339692842323212,0.29935655023908253,7.0,5.0,0.0,0.39068126102463124,0.3179412742847558,0.3529411764705882,52.0,0.05821152250733497,18.0,28.0,3.0
classical_musicnet_1876__180s,classical_musicnet_1876,classical,discovery,180.0,phase_state_rhythm__h1_dominant_persistence,rhythm,h1_dominant_persistence,phase_state_persistent_path_homology,0.1752452153310972,1.0,0.15594697553316714,0.33333333,1.23542994,0.1752452153310972,0.32531191374999996,5.0,5.0,0.3333333333333333,0.44736954207914387,0.37901219813470666,0.35555555555555546,54.0,0.09019168459777349,16.0,27.0,3.0
classical_musicnet_1876__180s,classical_musicnet_1876,classical,discovery,180.0,phase_state_rhythm__h1_max_lifetime,rhythm,h1_max_lifetime,phase_state_persistent_path_homology,0.33333333,1.0,0.25,0.33333333,1.23542994,0.1752452153310972,0.32531191374999996,5.0,5.0,0.3333333333333333,0.44736954207914387,0.37901219813470666,0.35555555555555546,54.0,0.09019168459777349,16.0,27.0,3.0
classical_musicnet_1876__180s,classical_musicnet_1876,classical,discovery,180.0,phase_state_rhythm__h1_normalized_auc,rhythm,h1_normalized_auc,phase_state_persistent_path_homology,0.32531191374999996,0.4082482904638631,0.2569180591489969,0.33333333,1.23542994,0.1752452153310972,0.32531191374999996,5.0,5.0,0.3333333333333333,0.44736954207914387,0.37901219813470666,0.35555555555555546,54.0,0.09019168459777349,16.0,27.0,3.0
classical_musicnet_1876__300s,classical_musicnet_1876,classical,discovery,300.0,phase_state_acoustic__h1_dominant_persistence,acoustic,h1_dominant_persistence,phase_state_persistent_path_homology,0.10659685851596173,,,0.2,1.0762279000000001,0.10659685851596173,0.28047715627032627,6.0,6.0,0.2,0.40207405382297806,0.33609586566258004,0.2527777777777778,52.0,0.06709659737875762,18.0,39.0,5.0
classical_musicnet_1876__300s,classical_musicnet_1876,classical,discovery,300.0,phase_state_acoustic__h1_max_lifetime,acoustic,h1_max_lifetime,phase_state_persistent_path_homology,0.2,,,0.2,1.0762279000000001,0.10659685851596173,0.28047715627032627,6.0,6.0,0.2,0.40207405382297806,0.33609586566258004,0.2527777777777778,52.0,0.06709659737875762,18.0,39.0,5.0
classical_musicnet_1876__300s,classical_musicnet_1876,classical,discovery,300.0,phase_state_acoustic__h1_normalized_auc,acoustic,h1_normalized_auc,phase_state_persistent_path_homology,0.28047715627032627,,,0.2,1.0762279000000001,0.10659685851596173,0.28047715627032627,6.0,6.0,0.2,0.40207405382297806,0.33609586566258004,0.2527777777777778,52.0,0.06709659737875762,18.0,39.0,5.0
classical_musicnet_1876__300s,classical_musicnet_1876,classical,discovery,300.0,phase_state_rhythm__h1_dominant_persistence,rhythm,h1_dominant_persistence,phase_state_persistent_path_homology,0.1302969310049802,,,0.2,0.73495557,0.1302969310049802,0.18989769147199756,4.0,4.0,0.2,0.3777088750527688,0.3186525208974565,0.2676470588235294,52.0,0.06476391997673381,17.0,39.0,5.0
classical_musicnet_1876__300s,classical_musicnet_1876,classical,discovery,300.0,phase_state_rhythm__h1_max_lifetime,rhythm,h1_max_lifetime,phase_state_persistent_path_homology,0.2,,,0.2,0.73495557,0.1302969310049802,0.18989769147199756,4.0,4.0,0.2,0.3777088750527688,0.3186525208974565,0.2676470588235294,52.0,0.06476391997673381,17.0,39.0,5.0
classical_musicnet_1876__300s,classical_musicnet_1876,classical,discovery,300.0,phase_state_rhythm__h1_normalized_auc,rhythm,h1_normalized_auc,phase_state_persistent_path_homology,0.18989769147199756,,,0.2,0.73495557,0.1302969310049802,0.18989769147199756,4.0,4.0,0.2,0.3777088750527688,0.3186525208974565,0.2676470588235294,52.0,0.06476391997673381,17.0,39.0,5.0
classical_musicnet_2154__180s,classical_musicnet_2154,classical,discovery,180.0,phase_state_acoustic__h1_dominant_persistence,acoustic,h1_dominant_persistence,phase_state_persistent_path_homology,0.18116860068942675,1.0,0.22740832820619145,0.21428571,0.39708288999999997,0.18116860068942675,0.1215419895362687,5.0,3.0,0.42857142857142855,0.424256979054024,0.33448071526027734,0.25732600732600736,12.0,0.35807241118252287,18.0,48.0,14.0
classical_musicnet_2154__180s,classical_musicnet_2154,classical,discovery,180.0,phase_state_acoustic__h1_max_lifetime,acoustic,h1_max_lifetime,phase_state_persistent_path_homology,0.21428571,1.0,0.23076923,0.21428571,0.39708288999999997,0.18116860068942675,0.1215419895362687,5.0,3.0,0.42857142857142855,0.424256979054024,0.33448071526027734,0.25732600732600736,12.0,0.35807241118252287,18.0,48.0,14.0
classical_musicnet_2154__180s,classical_musicnet_2154,classical,discovery,180.0,phase_state_acoustic__h1_normalized_auc,acoustic,h1_normalized_auc,phase_state_persistent_path_homology,0.1215419895362687,0.4082482904638631,0.06460614867343667,0.21428571,0.39708288999999997,0.18116860068942675,0.1215419895362687,5.0,3.0,0.42857142857142855,0.424256979054024,0.33448071526027734,0.25732600732600736,12.0,0.35807241118252287,18.0,48.0,14.0
classical_musicnet_2154__180s,classical_musicnet_2154,classical,discovery,180.0,phase_state_rhythm__h1_dominant_persistence,rhythm,h1_dominant_persistence,phase_state_persistent_path_homology,0.24999999770833334,1.0,0.11178148654541466,0.27272727,0.36363636,0.24999999770833334,0.09841643113160019,2.0,2.0,0.2727272727272727,0.4210595760926824,0.3199982020734645,0.2212121212121212,16.0,0.1888015671254133,18.0,49.0,11.0
classical_musicnet_2154__180s,classical_musicnet_2154,classical,discovery,180.0,phase_state_rhythm__h1_max_lifetime,rhythm,h1_max_lifetime,phase_state_persistent_path_homology,0.27272727,1.0,0.25,0.27272727,0.36363636,0.24999999770833334,0.09841643113160019,2.0,2.0,0.2727272727272727,0.4210595760926824,0.3199982020734645,0.2212121212121212,16.0,0.1888015671254133,18.0,49.0,11.0
classical_musicnet_2154__180s,classical_musicnet_2154,classical,discovery,180.0,phase_state_rhythm__h1_normalized_auc,rhythm,h1_normalized_auc,phase_state_persistent_path_homology,0.09841643113160019,0.4082482904638631,0.38642829688063685,0.27272727,0.36363636,0.24999999770833334,0.09841643113160019,2.0,2.0,0.2727272727272727,0.4210595760926824,0.3199982020734645,0.2212121212121212,16.0,0.1888015671254133,18.0,49.0,11.0
classical_musicnet_2154__300s,classical_musicnet_2154,classical,discovery,300.0,phase_state_acoustic__h1_dominant_persistence,acoustic,h1_dominant_persistence,phase_state_persistent_path_homology,0.34557595914860884,,,0.375,0.46014493,0.34557595914860884,0.11656605790385553,3.0,3.0,0.375,0.4316596099145048,0.3252511488684133,0.21930354267310792,12.0,0.326529056438591,18.0,51.0,24.0
classical_musicnet_2154__300s,classical_musicnet_2154,classical,discovery,300.0,phase_state_acoustic__h1_max_lifetime,acoustic,h1_max_lifetime,phase_state_persistent_path_homology,0.375,,,0.375,0.46014493,0.34557595914860884,0.11656605790385553,3.0,3.0,0.375,0.4316596099145048,0.3252511488684133,0.21930354267310792,12.0,0.326529056438591,18.0,51.0,24.0
classical_musicnet_2154__300s,classical_musicnet_2154,classical,discovery,300.0,phase_state_acoustic__h1_normalized_auc,acoustic,h1_normalized_auc,phase_state_persistent_path_homology,0.11656605790385553,,,0.375,0.46014493,0.34557595914860884,0.11656605790385553,3.0,3.0,0.375,0.4316596099145048,0.3252511488684133,0.21930354267310792,12.0,0.326529056438591,18.0,51.0,24.0
classical_musicnet_2154__300s,classical_musicnet_2154,classical,discovery,300.0,phase_state_rhythm__h1_dominant_persistence,rhythm,h1_dominant_persistence,phase_state_persistent_path_homology,0.19996268856238889,,,0.23529412,0.41198424,0.19996268856238889,0.10702185348349627,3.0,3.0,0.29411764705882354,0.4114886340233893,0.3035718946424787,0.25199709513435,16.0,0.19503519617050613,18.0,49.0,18.0
classical_musicnet_2154__300s,classical_musicnet_2154,classical,discovery,300.0,phase_state_rhythm__h1_max_lifetime,rhythm,h1_max_lifetime,phase_state_persistent_path_homology,0.23529412,,,0.23529412,0.41198424,0.19996268856238889,0.10702185348349627,3.0,3.0,0.29411764705882354,0.4114886340233893,0.3035718946424787,0.25199709513435,16.0,0.19503519617050613,18.0,49.0,18.0
classical_musicnet_2154__300s,classical_musicnet_2154,classical,discovery,300.0,phase_state_rhythm__h1_normalized_auc,rhythm,h1_normalized_auc,phase_state_persistent_path_homology,0.10702185348349627,,,0.23529412,0.41198424,0.19996268856238889,0.10702185348349627,3.0,3.0,0.29411764705882354,0.4114886340233893,0.3035718946424787,0.25199709513435,16.0,0.19503519617050613,18.0,49.0,18.0
classical_musicnet_2177__180s,classical_musicnet_2177,classical,discovery,180.0,phase_state_acoustic__h1_dominant_persistence,acoustic,h1_dominant_persistence,phase_state_persistent_path_homology,0.2222222222222222,1.0,0.1704739387443593,0.25,0.375,0.2222222222222222,0.10495873863462998,2.0,2.0,0.25,0.3898107441284536,0.2941515548373217,0.22718253968253968,22.0,0.09026708695135488,18.0,45.0,8.0
classical_musicnet_2177__180s,classical_musicnet_2177,classical,discovery,180.0,phase_state_acoustic__h1_max_lifetime,acoustic,h1_max_lifetime,phase_state_persistent_path_homology,0.25,1.0,0.33333333,0.25,0.375,0.2222222222222222,0.10495873863462998,2.0,2.0,0.25,0.3898107441284536,0.2941515548373217,0.22718253968253968,22.0,0.09026708695135488,18.0,45.0,8.0
classical_musicnet_2177__180s,classical_musicnet_2177,classical,discovery,180.0,phase_state_acoustic__h1_normalized_auc,acoustic,h1_normalized_auc,phase_state_persistent_path_homology,0.10495873863462998,0.4082482904638631,0.33259727125,0.25,0.375,0.2222222222222222,0.10495873863462998,2.0,2.0,0.25,0.3898107441284536,0.2941515548373217,0.22718253968253968,22.0,0.09026708695135488,18.0,45.0,8.0
classical_musicnet_2177__180s,classical_musicnet_2177,classical,discovery,180.0,phase_state_rhythm__h1_dominant_persistence,rhythm,h1_dominant_persistence,phase_state_persistent_path_homology,0.10644423624898006,1.0,0.08823240995586985,0.2,1.07891808,0.10644423624898006,0.2840544789158902,9.0,8.0,0.2,0.35827923750762425,0.22805059484414186,0.2911764705882353,30.0,0.18197835976896037,17.0,35.0,5.0
classical_musicnet_2177__180s,classical_musicnet_2177,classical,discovery,180.0,phase_state_rhythm__h1_max_lifetime,rhythm,h1_max_lifetime,phase_state_persistent_path_homology,0.2,1.0,0.25,0.2,1.07891808,0.10644423624898006,0.2840544789158902,9.0,8.0,0.2,0.35827923750762425,0.22805059484414186,0.2911764705882353,30.0,0.18197835976896037,17.0,35.0,5.0
classical_musicnet_2177__180s,classical_musicnet_2177,classical,discovery,180.0,phase_state_rhythm__h1_normalized_auc,rhythm,h1_normalized_auc,phase_state_persistent_path_homology,0.2840544789158902,0.4082482904638631,0.543277849806562,0.2,1.07891808,0.10644423624898006,0.2840544789158902,9.0,8.0,0.2,0.35827923750762425,0.22805059484414186,0.2911764705882353,30.0,0.18197835976896037,17.0,35.0,5.0
classical_musicnet_2177__300s,classical_musicnet_2177,classical,discovery,300.0,phase_state_acoustic__h1_dominant_persistence,acoustic,h1_dominant_persistence,phase_state_persistent_path_homology,0.18749999671874998,,,0.21428571,0.35714285,0.18749999671874998,0.0938923831587721,3.0,2.0,0.2857142857142857,0.4028288867955066,0.310828227786172,0.25104228886430857,20.0,0.1083637100058783,18.0,44.0,14.0
classical_musicnet_2177__300s,classical_musicnet_2177,classical,discovery,300.0,phase_state_acoustic__h1_max_lifetime,acoustic,h1_max_lifetime,phase_state_persistent_path_homology,0.21428571,,,0.21428571,0.35714285,0.18749999671874998,0.0938923831587721,3.0,2.0,0.2857142857142857,0.4028288867955066,0.310828227786172,0.25104228886430857,20.0,0.1083637100058783,18.0,44.0,14.0
classical_musicnet_2177__300s,classical_musicnet_2177,classical,discovery,300.0,phase_state_acoustic__h1_normalized_auc,acoustic,h1_normalized_auc,phase_state_persistent_path_homology,0.0938923831587721,,,0.21428571,0.35714285,0.18749999671874998,0.0938923831587721,3.0,2.0,0.2857142857142857,0.4028288867955066,0.310828227786172,0.25104228886430857,20.0,0.1083637100058783,18.0,44.0,14.0
