segment_id,track_id,group,split,scale_seconds,representation,method,sequence_points,synthetic_loop_score,shuffled_score,loop_score,path_h1_cycle_strength,path_h1_betti_max,path_h1_betti_auc,phase_edge_q25,phase_edge_mean,dominant_period_seconds,lag_peak_strength,h1_max_persistence,h1_best_persistence
classical_musicnet_1873__300s,classical_musicnet_1873,classical,discovery,300.0,path_rhythm_phase,phase_lifted_path_homology,149,,,0.3545158803495481,0.3545158803495481,1.0,0.325,0.35481710953985457,0.37063651161579664,46.0,0.05156213484685712,0.0,0.0
classical_musicnet_1876__180s,classical_musicnet_1876,classical,discovery,180.0,path_acoustic_phase,phase_lifted_path_homology,89,,,0.3164752640692735,0.3164752640692735,1.0,0.275,0.3286064861354685,0.3636704989731218,52.0,0.05821152250733497,0.0,0.0
classical_musicnet_1876__180s,classical_musicnet_1876,classical,discovery,180.0,path_rhythm_phase,phase_lifted_path_homology,89,,,0.3126585449759909,0.3126585449759909,1.0,0.275,0.32516127878940726,0.36493345440485,54.0,0.09019168459777349,0.0,0.0
classical_musicnet_1876__300s,classical_musicnet_1876,classical,discovery,300.0,path_acoustic_phase,phase_lifted_path_homology,149,,,0.3325630838767458,0.3325630838767458,1.0,0.275,0.3438859567362272,0.36484610018709723,52.0,0.06709659737875762,0.0,0.0
classical_musicnet_1876__300s,classical_musicnet_1876,classical,discovery,300.0,path_rhythm_phase,phase_lifted_path_homology,149,,,0.33346075263493846,0.33346075263493846,1.0,0.275,0.3450843496231473,0.37146506479068186,52.0,0.06476391997673381,0.0,0.0
classical_musicnet_1893__180s,classical_musicnet_1893,classical,discovery,180.0,path_acoustic_phase,phase_lifted_path_homology,89,,,0.39834757819480204,0.39834757819480204,1.0,0.325,0.3991445769952508,0.40983040932945425,32.0,0.25606678640067804,0.0,0.0
classical_musicnet_1893__180s,classical_musicnet_1893,classical,discovery,180.0,path_rhythm_phase,phase_lifted_path_homology,89,,,0.3335038269615884,0.3335038269615884,1.0,0.275,0.3495706371781149,0.3984948606211223,32.0,0.2025879670855779,0.0,0.0
classical_musicnet_1893__300s,classical_musicnet_1893,classical,discovery,300.0,path_acoustic_phase,phase_lifted_path_homology,149,,,0.3501292744931656,0.3501292744931656,1.0,0.325,0.35073669258946805,0.37138331160729265,50.0,0.042948802367225314,0.0,0.0
classical_musicnet_1893__300s,classical_musicnet_1893,classical,discovery,300.0,path_rhythm_phase,phase_lifted_path_homology,149,,,0.34152881176829397,0.34152881176829397,1.0,0.275,0.3424801467801406,0.3704326451954736,58.0,0.0906191317470737,0.0,0.0
classical_musicnet_2075__180s,classical_musicnet_2075,classical,discovery,180.0,path_acoustic_phase,phase_lifted_path_homology,89,,,0.3383451462438131,0.3383451462438131,1.0,0.275,0.34162918496912587,0.36464236380272547,50.0,0.1320284055184644,0.0,0.0
classical_musicnet_2075__180s,classical_musicnet_2075,classical,discovery,180.0,path_rhythm_phase,phase_lifted_path_homology,89,,,0.31922612503981246,0.31922612503981246,1.0,0.275,0.33201266761018955,0.3586148444209749,46.0,0.1046928993030729,0.0,0.0
classical_musicnet_2075__300s,classical_musicnet_2075,classical,discovery,300.0,path_acoustic_phase,phase_lifted_path_homology,149,,,0.3742486494850216,0.3742486494850216,1.0,0.325,0.3770190780134265,0.3901927406863126,16.0,0.08950901322656213,0.0,0.0
classical_musicnet_2075__300s,classical_musicnet_2075,classical,discovery,300.0,path_rhythm_phase,phase_lifted_path_homology,149,,,0.3458129588108866,0.3458129588108866,1.0,0.275,0.3547046524412686,0.37789807206131315,42.0,0.09324854220243384,0.0,0.0
