segment_id,track_id,group,split,scale_seconds,source_chroma_relative_path,source_chroma_sha256,pitch_v2_relative_path,pitch_v2_sha256,codebook_sha256,steps,valid_steps,masked_steps,observed_states,median_codebook_distance,status,processed_at,error
classical_musicnet_1742__180s,classical_musicnet_1742,classical,validation,180.0,features/chroma/180s/classical/validation/classical_musicnet_1742__180s.npz,ce2a1c7eb80275996bf6bbd36dc185ac07d69c7404b3ceeba5459ed84cccd0c5,features/pitch_v2/180s/classical/validation/classical_musicnet_1742__180s.npz,125eec7e38750579b11786ec9e14b8907c3eff21eef5c28a19ba2fcaa759ed52,172e7094b7a170b50058cc2cfb72f89054f951dc2bf8506ae0e3381d3977a7c8,361,292,69,15,0.2530381977558136,success,2026-08-04,
classical_musicnet_1742__300s,classical_musicnet_1742,classical,validation,300.0,features/chroma/300s/classical/validation/classical_musicnet_1742__300s.npz,ae34528badef9b69ba36a5f896d93c9b3e352bd829d1f13ee3af2b226a2e7a55,features/pitch_v2/300s/classical/validation/classical_musicnet_1742__300s.npz,77bf02a1b530b5347bbfa69cf30a0bf17ab2dad9d98aeece7c7edff82e5fb09a,172e7094b7a170b50058cc2cfb72f89054f951dc2bf8506ae0e3381d3977a7c8,598,494,104,15,0.25258225202560425,success,2026-08-04,
classical_musicnet_1763__180s,classical_musicnet_1763,classical,validation,180.0,features/chroma/180s/classical/validation/classical_musicnet_1763__180s.npz,1ccdc2a9319843b5904517ea48aa09c4ce9f689f0a55a62960b3062a474d33c3,features/pitch_v2/180s/classical/validation/classical_musicnet_1763__180s.npz,3955dc74e1c758f4015ffb38751383e5a417d87d85c0f2fd4fbcb37fb2a09c67,172e7094b7a170b50058cc2cfb72f89054f951dc2bf8506ae0e3381d3977a7c8,369,292,77,15,0.2501320540904999,success,2026-08-04,
classical_musicnet_1763__300s,classical_musicnet_1763,classical,validation,300.0,features/chroma/300s/classical/validation/classical_musicnet_1763__300s.npz,83781d670d58f6fc1a22187fbfef31da40fd6ec64a24adb519952289b1a25abf,features/pitch_v2/300s/classical/validation/classical_musicnet_1763__300s.npz,ba312301ef9e9a2998b442bbf5e38fc9a395393a65dda8636f9a43d0654c23ac,172e7094b7a170b50058cc2cfb72f89054f951dc2bf8506ae0e3381d3977a7c8,613,487,126,16,0.25478076934814453,success,2026-08-04,
classical_musicnet_1764__180s,classical_musicnet_1764,classical,validation,180.0,features/chroma/180s/classical/validation/classical_musicnet_1764__180s.npz,e9427b8059ce409eff0baa8509993bd02c36e87fe37e7022861e5eec7cff166e,features/pitch_v2/180s/classical/validation/classical_musicnet_1764__180s.npz,c4ba550b8ed5c3028077a3648248e6bda7bfabbb0c3462182a5c80e53dc29d52,172e7094b7a170b50058cc2cfb72f89054f951dc2bf8506ae0e3381d3977a7c8,407,323,84,15,0.24772630631923676,success,2026-08-04,
classical_musicnet_1764__300s,classical_musicnet_1764,classical,validation,300.0,features/chroma/300s/classical/validation/classical_musicnet_1764__300s.npz,d3becc6f47861c91d2bd97b2b74a18f5017ec786db5045f0558b5403e9d7acfb,features/pitch_v2/300s/classical/validation/classical_musicnet_1764__300s.npz,e968c8438c259c84c582aba57ba44b3fbb4a94de56b65539f24b0164c50658d3,172e7094b7a170b50058cc2cfb72f89054f951dc2bf8506ae0e3381d3977a7c8,623,506,117,15,0.2548615634441376,success,2026-08-04,
classical_musicnet_1765__180s,classical_musicnet_1765,classical,validation,180.0,features/chroma/180s/classical/validation/classical_musicnet_1765__180s.npz,9a538c39e8c0d2f7641a266d9283c3aefc7a97cb637905f95d50bad145c8ad30,features/pitch_v2/180s/classical/validation/classical_musicnet_1765__180s.npz,b3068c79393aa526be262fe0ce1f81041634ff83a62953c96882ef6ea8288a30,172e7094b7a170b50058cc2cfb72f89054f951dc2bf8506ae0e3381d3977a7c8,349,274,75,16,0.23111987113952637,success,2026-08-04,
classical_musicnet_1765__300s,classical_musicnet_1765,classical,validation,300.0,features/chroma/300s/classical/validation/classical_musicnet_1765__300s.npz,8d937ad3683200e2927c50e7a2a2059473d72365a741bfa2f840f37c2394945e,features/pitch_v2/300s/classical/validation/classical_musicnet_1765__300s.npz,37cdd3e83508064242e80cf114f1053c2e1375fa9a1bf561e749ae6008808d7e,172e7094b7a170b50058cc2cfb72f89054f951dc2bf8506ae0e3381d3977a7c8,564,462,102,16,0.24338358640670776,success,2026-08-04,
classical_musicnet_1766__180s,classical_musicnet_1766,classical,validation,180.0,features/chroma/180s/classical/validation/classical_musicnet_1766__180s.npz,bbf0c0e95460d61c110d4bb753f903f75e161b084baedfa6d8515080f4f724fd,features/pitch_v2/180s/classical/validation/classical_musicnet_1766__180s.npz,0d45be588792b9095a24d16655041590c1424938e83df308887e79c81b2a2367,172e7094b7a170b50058cc2cfb72f89054f951dc2bf8506ae0e3381d3977a7c8,387,294,93,15,0.2540850341320038,success,2026-08-04,
classical_musicnet_1766__300s,classical_musicnet_1766,classical,validation,300.0,features/chroma/300s/classical/validation/classical_musicnet_1766__300s.npz,44220556a73fea1223c4f971cadb16c08eb8c0858e46daa8299cfbf74ba144da,features/pitch_v2/300s/classical/validation/classical_musicnet_1766__300s.npz,1f77b1f525ae526594abe0d45b8a1328e8a6d73e0da13e42264e124c12df65ca,172e7094b7a170b50058cc2cfb72f89054f951dc2bf8506ae0e3381d3977a7c8,680,524,156,16,0.2526341676712036,success,2026-08-04,
classical_musicnet_1805__180s,classical_musicnet_1805,classical,validation,180.0,features/chroma/180s/classical/validation/classical_musicnet_1805__180s.npz,dade1866319e5fbd0f4c6dad7d93b9b4dbe5088932106ddb1755d975eddf253f,features/pitch_v2/180s/classical/validation/classical_musicnet_1805__180s.npz,b3b23d63caadffa0b722c52d247c3df98f3153f1e3fc3545785b26a947b82e41,172e7094b7a170b50058cc2cfb72f89054f951dc2bf8506ae0e3381d3977a7c8,373,208,165,14,0.23128929734230042,success,2026-08-04,
classical_musicnet_1805__300s,classical_musicnet_1805,classical,validation,300.0,features/chroma/300s/classical/validation/classical_musicnet_1805__300s.npz,23ce645efc0aa628de251112e0c4f739f49b7f2785d04d3fe3a505ef445bcfe1,features/pitch_v2/300s/classical/validation/classical_musicnet_1805__300s.npz,6ddb1cd815af2d04bb515aed3ed77be6c79e161396273de06fb1361f0c3540b2,172e7094b7a170b50058cc2cfb72f89054f951dc2bf8506ae0e3381d3977a7c8,594,346,248,14,0.2350415289402008,success,2026-08-04,
classical_musicnet_1807__180s,classical_musicnet_1807,classical,validation,180.0,features/chroma/180s/classical/validation/classical_musicnet_1807__180s.npz,8ca8ebdc31de058beabea2ac85ad5cd9e23aaf321d95add9953c0517b702f74b,features/pitch_v2/180s/classical/validation/classical_musicnet_1807__180s.npz,709f4ff58119fecbe4af305d85f0b85cce261d5807fe9d93bbab5aae4d418c42,172e7094b7a170b50058cc2cfb72f89054f951dc2bf8506ae0e3381d3977a7c8,381,187,194,15,0.2640891969203949,success,2026-08-04,
classical_musicnet_1807__300s,classical_musicnet_1807,classical,validation,300.0,features/chroma/300s/classical/validation/classical_musicnet_1807__300s.npz,054c9d88c47d9645f8517693158c0f4a3ebb11702427ee15c9cb7e6d9c21aa65,features/pitch_v2/300s/classical/validation/classical_musicnet_1807__300s.npz,c6790f65c764a939ecb2eb27348ff740d46029b175cd569e0382cf5002bb716a,172e7094b7a170b50058cc2cfb72f89054f951dc2bf8506ae0e3381d3977a7c8,659,367,292,16,0.26106569170951843,success,2026-08-04,
classical_musicnet_1811__180s,classical_musicnet_1811,classical,validation,180.0,features/chroma/180s/classical/validation/classical_musicnet_1811__180s.npz,25d0a2a1e471b4a438138dc317b789998a8ae6718e239278b25c8bf6604f722f,features/pitch_v2/180s/classical/validation/classical_musicnet_1811__180s.npz,640c7454321840aff9e1d9488b8379b870e41e8e4a5810baaca507dff61751ae,172e7094b7a170b50058cc2cfb72f89054f951dc2bf8506ae0e3381d3977a7c8,387,339,48,15,0.2857034206390381,success,2026-08-04,
classical_musicnet_1811__300s,classical_musicnet_1811,classical,validation,300.0,features/chroma/300s/classical/validation/classical_musicnet_1811__300s.npz,acdce33a87da5358bf4ef256420fb88a9cfdc98f37ba555a14cdee61c91eb9be,features/pitch_v2/300s/classical/validation/classical_musicnet_1811__300s.npz,379af8712a3e323994b5ac9096a24ee19d9bd527c289a8e1f0ba7c4f4db2264c,172e7094b7a170b50058cc2cfb72f89054f951dc2bf8506ae0e3381d3977a7c8,641,561,80,15,0.29260095953941345,success,2026-08-04,
classical_musicnet_1812__180s,classical_musicnet_1812,classical,validation,180.0,features/chroma/180s/classical/validation/classical_musicnet_1812__180s.npz,58e18574802835f4003736b1a4108998aea5ebeac9442bc1e1276ca3e04260fa,features/pitch_v2/180s/classical/validation/classical_musicnet_1812__180s.npz,e5c2250264b3a3d6350ebfee3bde99d9730e7f874544daf8583a137a73ecb770,172e7094b7a170b50058cc2cfb72f89054f951dc2bf8506ae0e3381d3977a7c8,378,321,57,16,0.23832079768180847,success,2026-08-04,
classical_musicnet_1812__300s,classical_musicnet_1812,classical,validation,300.0,features/chroma/300s/classical/validation/classical_musicnet_1812__300s.npz,06a227875d823287586821c4672b8e9d87ee7efb209afb5b894e10ba34f1f47c,features/pitch_v2/300s/classical/validation/classical_musicnet_1812__300s.npz,0334df0644dcbae4ce332d453ccac3aa122e0e665bba769dea5efddda3a4c4c0,172e7094b7a170b50058cc2cfb72f89054f951dc2bf8506ae0e3381d3977a7c8,626,518,108,16,0.2440854012966156,success,2026-08-04,
classical_musicnet_1813__180s,classical_musicnet_1813,classical,validation,180.0,features/chroma/180s/classical/validation/classical_musicnet_1813__180s.npz,915e879e59051703a0ab45a6c61a5205ca8744ca2a5eb8758517459d50e18a5b,features/pitch_v2/180s/classical/validation/classical_musicnet_1813__180s.npz,cbb78a576b3d4d05ed2ee37dc88b64fa5978b36db967691c203b80ae1b04defb,172e7094b7a170b50058cc2cfb72f89054f951dc2bf8506ae0e3381d3977a7c8,396,299,97,15,0.2342023402452469,success,2026-08-04,
classical_musicnet_1813__300s,classical_musicnet_1813,classical,validation,300.0,features/chroma/300s/classical/validation/classical_musicnet_1813__300s.npz,fac2b75924d20ea3b29c61388fba5d4732240e6c43d4cfc81f70b01fc2d4c926,features/pitch_v2/300s/classical/validation/classical_musicnet_1813__300s.npz,5d76a8e89bf89125c42c9ec38b0d5779ef464484b27b2bdfe3dbf41b14e48981,172e7094b7a170b50058cc2cfb72f89054f951dc2bf8506ae0e3381d3977a7c8,657,521,136,15,0.236890971660614,success,2026-08-04,
classical_musicnet_1817__180s,classical_musicnet_1817,classical,validation,180.0,features/chroma/180s/classical/validation/classical_musicnet_1817__180s.npz,69cb421b859c5b7a401fb43fabce6835552715f924fa1a01fcef14de6569320d,features/pitch_v2/180s/classical/validation/classical_musicnet_1817__180s.npz,7e26cca6e199016267e0591ed404cc5cf550b39d9efb6028cbc2b19e00e6769d,172e7094b7a170b50058cc2cfb72f89054f951dc2bf8506ae0e3381d3977a7c8,388,344,44,14,0.2741086184978485,success,2026-08-04,
classical_musicnet_1817__300s,classical_musicnet_1817,classical,validation,300.0,features/chroma/300s/classical/validation/classical_musicnet_1817__300s.npz,b597f0c936780046e45185d24e442581be2c4019eeab06f2a9620186884cc478,features/pitch_v2/300s/classical/validation/classical_musicnet_1817__300s.npz,77b0f8cca7b1f3c47c738cb89323e1c94fbae919a13e8d14ca2cfb49f3755b65,172e7094b7a170b50058cc2cfb72f89054f951dc2bf8506ae0e3381d3977a7c8,526,455,71,14,0.27706122398376465,success,2026-08-04,
classical_musicnet_1818__180s,classical_musicnet_1818,classical,validation,180.0,features/chroma/180s/classical/validation/classical_musicnet_1818__180s.npz,7b4e279d250bc6183e0f59e40028990d9090cc7cd6ee77a136d902a305996b3f,features/pitch_v2/180s/classical/validation/classical_musicnet_1818__180s.npz,3f0f32eba44022d39e8e6d66edf0a13d976a6cf242e6dc5cc776284680741c9d,172e7094b7a170b50058cc2cfb72f89054f951dc2bf8506ae0e3381d3977a7c8,354,305,49,14,0.2885998487472534,success,2026-08-04,
classical_musicnet_1818__300s,classical_musicnet_1818,classical,validation,300.0,features/chroma/300s/classical/validation/classical_musicnet_1818__300s.npz,926b90c1c1b6407ad992f5fbbd1c6ad6da2c7f07419a90ae624b722cfdfa14a7,features/pitch_v2/300s/classical/validation/classical_musicnet_1818__300s.npz,49539438677092538621950ee16c20a207700d1f6d624fe30a452e629a7efc95,172e7094b7a170b50058cc2cfb72f89054f951dc2bf8506ae0e3381d3977a7c8,564,471,93,16,0.28663089871406555,success,2026-08-04,
classical_musicnet_1819__180s,classical_musicnet_1819,classical,validation,180.0,features/chroma/180s/classical/validation/classical_musicnet_1819__180s.npz,b2fa5692c08144dc2c403befd79b6d61b0d87f8aa6b622b1ac47a090be0a705f,features/pitch_v2/180s/classical/validation/classical_musicnet_1819__180s.npz,8dd6933ee7fd54f46d93717dcc6efe8613e4ad6d7b3b9441bbf095f36563f12a,172e7094b7a170b50058cc2cfb72f89054f951dc2bf8506ae0e3381d3977a7c8,417,374,43,14,0.29429036378860474,success,2026-08-04,
classical_musicnet_1819__300s,classical_musicnet_1819,classical,validation,300.0,features/chroma/300s/classical/validation/classical_musicnet_1819__300s.npz,b2fa5692c08144dc2c403befd79b6d61b0d87f8aa6b622b1ac47a090be0a705f,features/pitch_v2/300s/classical/validation/classical_musicnet_1819__300s.npz,8dd6933ee7fd54f46d93717dcc6efe8613e4ad6d7b3b9441bbf095f36563f12a,172e7094b7a170b50058cc2cfb72f89054f951dc2bf8506ae0e3381d3977a7c8,417,374,43,14,0.29429036378860474,success,2026-08-04,
classical_musicnet_1828__180s,classical_musicnet_1828,classical,validation,180.0,features/chroma/180s/classical/validation/classical_musicnet_1828__180s.npz,5c16287d9767b99d6f3e75a103c69b9889ce8781de80b34d2732cb5d3f7e5a0c,features/pitch_v2/180s/classical/validation/classical_musicnet_1828__180s.npz,bbdcee60d84a4a4b42db99d2bc0f90c37108158944a82d2159c6667a02b25a74,172e7094b7a170b50058cc2cfb72f89054f951dc2bf8506ae0e3381d3977a7c8,353,285,68,15,0.265855610370636,success,2026-08-04,
classical_musicnet_1828__300s,classical_musicnet_1828,classical,validation,300.0,features/chroma/300s/classical/validation/classical_musicnet_1828__300s.npz,3d1fa966dbe6d28ec61c51ee24db141dca7c5afcc4cc068dd5a6bccc750303c7,features/pitch_v2/300s/classical/validation/classical_musicnet_1828__300s.npz,4db25a02dfd0d1bc907435bb3b5379537e7f7203b40c5233a7ae1bab0d0fbfee,172e7094b7a170b50058cc2cfb72f89054f951dc2bf8506ae0e3381d3977a7c8,512,419,93,15,0.2572702467441559,success,2026-08-04,
classical_musicnet_1829__180s,classical_musicnet_1829,classical,validation,180.0,features/chroma/180s/classical/validation/classical_musicnet_1829__180s.npz,2118c02535f85470b5ec0608e2974c820f91e7324c1f39f7483bd3980d626f01,features/pitch_v2/180s/classical/validation/classical_musicnet_1829__180s.npz,4d28591c18badb1272f7551e0b184349fa122b506dcdac7513feb44936979407,172e7094b7a170b50058cc2cfb72f89054f951dc2bf8506ae0e3381d3977a7c8,453,352,101,16,0.264448881149292,success,2026-08-04,
classical_musicnet_1829__300s,classical_musicnet_1829,classical,validation,300.0,features/chroma/300s/classical/validation/classical_musicnet_1829__300s.npz,b1ec223cb6e9203c5bf0b545d6f428ebb02e2c89211370f19d88a727f0515380,features/pitch_v2/300s/classical/validation/classical_musicnet_1829__300s.npz,9c4f31e6b4ec01a442216c0f59ae9ebde711d9b34a81b02946218803e2d7d386,172e7094b7a170b50058cc2cfb72f89054f951dc2bf8506ae0e3381d3977a7c8,755,582,173,16,0.26673567295074463,success,2026-08-04,
classical_musicnet_1835__180s,classical_musicnet_1835,classical,validation,180.0,features/chroma/180s/classical/validation/classical_musicnet_1835__180s.npz,0865e12054fac1a299308919b3d59ef18d7922fdb1bc94f71288915c97c50002,features/pitch_v2/180s/classical/validation/classical_musicnet_1835__180s.npz,06fb3eb7233ee85b5a0fd6617c7b97b45fdf408ebd4dd0312330a9e1b2bc336e,172e7094b7a170b50058cc2cfb72f89054f951dc2bf8506ae0e3381d3977a7c8,451,302,149,15,0.2672157883644104,success,2026-08-04,
classical_musicnet_1835__300s,classical_musicnet_1835,classical,validation,300.0,features/chroma/300s/classical/validation/classical_musicnet_1835__300s.npz,562b1da3defea2f033daa0b039d998e5e9024a6c0b70d59bffc172da1962eed9,features/pitch_v2/300s/classical/validation/classical_musicnet_1835__300s.npz,da428bce6131eb18638dd691edf6af9f5058a3f14a5ca27544e73f691469a7cc,172e7094b7a170b50058cc2cfb72f89054f951dc2bf8506ae0e3381d3977a7c8,587,389,198,15,0.2669810950756073,success,2026-08-04,
classical_musicnet_1859__180s,classical_musicnet_1859,classical,validation,180.0,features/chroma/180s/classical/validation/classical_musicnet_1859__180s.npz,6883fd8afb8a3eeae2f4496329837c3c163ddc655f0b8a569d7955d72a470381,features/pitch_v2/180s/classical/validation/classical_musicnet_1859__180s.npz,cbff2e15d0946d46fe76d0be227451f2342b50f037bb97160c37984b085d9c5d,172e7094b7a170b50058cc2cfb72f89054f951dc2bf8506ae0e3381d3977a7c8,378,254,124,16,0.23110336065292358,success,2026-08-04,
classical_musicnet_1859__300s,classical_musicnet_1859,classical,validation,300.0,features/chroma/300s/classical/validation/classical_musicnet_1859__300s.npz,8136541a2d746a7c9fca9072c24050b0d89d53087c44c67ee5ef0a2c2c223d51,features/pitch_v2/300s/classical/validation/classical_musicnet_1859__300s.npz,588fd7470c18b2f90a9f464b3bd1c1a88899d9407e2564f2acf09d550f5a7eef,172e7094b7a170b50058cc2cfb72f89054f951dc2bf8506ae0e3381d3977a7c8,653,438,215,16,0.22740429639816284,success,2026-08-04,
classical_musicnet_1872__180s,classical_musicnet_1872,classical,validation,180.0,features/chroma/180s/classical/validation/classical_musicnet_1872__180s.npz,ca987954116ca1de32f0e9d31c262bbb839919565ecb79b82e46feecaa697802,features/pitch_v2/180s/classical/validation/classical_musicnet_1872__180s.npz,1de715d9e847f2ec00c84542a8ec154a8a4b99120ab9828c12d871631020cf3e,172e7094b7a170b50058cc2cfb72f89054f951dc2bf8506ae0e3381d3977a7c8,372,309,63,15,0.26300570368766785,success,2026-08-04,
classical_musicnet_1872__300s,classical_musicnet_1872,classical,validation,300.0,features/chroma/300s/classical/validation/classical_musicnet_1872__300s.npz,e09a2669bc07f0a4215bdf450e2430af4794c729c9d665743401bb3a52bdbc80,features/pitch_v2/300s/classical/validation/classical_musicnet_1872__300s.npz,3c0f3e01c54e7e372def327b848d3a1e29a80d0aa7efef40ce7cd4be21025e54,172e7094b7a170b50058cc2cfb72f89054f951dc2bf8506ae0e3381d3977a7c8,623,522,101,16,0.25435054302215576,success,2026-08-04,
classical_musicnet_1873__180s,classical_musicnet_1873,classical,validation,180.0,features/chroma/180s/classical/validation/classical_musicnet_1873__180s.npz,e158559b65065ec40617e0ed2acb0dd9c68184c093b3dcff9d9b06c1849b20d7,features/pitch_v2/180s/classical/validation/classical_musicnet_1873__180s.npz,cc8e4b6d2606c389dfb3ef7d9a202a51d1ee9abd66195033d104607e7df20f23,172e7094b7a170b50058cc2cfb72f89054f951dc2bf8506ae0e3381d3977a7c8,484,404,80,15,0.26241427659988403,success,2026-08-04,
classical_musicnet_1873__300s,classical_musicnet_1873,classical,validation,300.0,features/chroma/300s/classical/validation/classical_musicnet_1873__300s.npz,7f384e6c1d7c1b42a7be8067da73887ae192975aaec04a6b1eebfe23117d4179,features/pitch_v2/300s/classical/validation/classical_musicnet_1873__300s.npz,b42cddce1c684384077a1f6d71548a57403a52bcf5904983d37cb2e62d5f2398,172e7094b7a170b50058cc2cfb72f89054f951dc2bf8506ae0e3381d3977a7c8,806,663,143,16,0.25586289167404175,success,2026-08-04,
classical_musicnet_1876__180s,classical_musicnet_1876,classical,validation,180.0,features/chroma/180s/classical/validation/classical_musicnet_1876__180s.npz,26cf5c121910c6e1aa3f396b91c3cf5baf6ed568d117c0eb9f9a6ecd6d2f45d0,features/pitch_v2/180s/classical/validation/classical_musicnet_1876__180s.npz,1aae9d1247d89d079825a6e847568e3085eebe27023cd676b027a261a1a494bc,172e7094b7a170b50058cc2cfb72f89054f951dc2bf8506ae0e3381d3977a7c8,342,286,56,16,0.23462429642677307,success,2026-08-04,
classical_musicnet_1876__300s,classical_musicnet_1876,classical,validation,300.0,features/chroma/300s/classical/validation/classical_musicnet_1876__300s.npz,822e32c3beb110355bb64aacf71e98f863313fdd9890b21c22ed23b65513a294,features/pitch_v2/300s/classical/validation/classical_musicnet_1876__300s.npz,72208ad682b61eb431417b2be2b9b1dc259ad55fffcfcec18b9521eba0347088,172e7094b7a170b50058cc2cfb72f89054f951dc2bf8506ae0e3381d3977a7c8,567,460,107,16,0.24212822318077087,success,2026-08-04,
classical_musicnet_1893__180s,classical_musicnet_1893,classical,validation,180.0,features/chroma/180s/classical/validation/classical_musicnet_1893__180s.npz,9b4b28d628c77222f6f156a4a195e2e6f391cca64841ed8a59bd604b25eddaf0,features/pitch_v2/180s/classical/validation/classical_musicnet_1893__180s.npz,45c4fcf56673ea75314dd42604a5f7e55fb8b5bba28c0991ff5e2488030b0856,172e7094b7a170b50058cc2cfb72f89054f951dc2bf8506ae0e3381d3977a7c8,359,297,62,16,0.2390781044960022,success,2026-08-04,
classical_musicnet_1893__300s,classical_musicnet_1893,classical,validation,300.0,features/chroma/300s/classical/validation/classical_musicnet_1893__300s.npz,a04d3d1f1663302e110e5e02238dfc9ae450f387cb2b7b10f7b672b88b8e6d7a,features/pitch_v2/300s/classical/validation/classical_musicnet_1893__300s.npz,7a0589bd4f126d3c278ba4279f596d0e007a8a79b9613abb68ae608c2064e41c,172e7094b7a170b50058cc2cfb72f89054f951dc2bf8506ae0e3381d3977a7c8,615,521,94,16,0.24334542453289032,success,2026-08-04,
classical_musicnet_2075__180s,classical_musicnet_2075,classical,discovery,180.0,features/chroma/180s/classical/discovery/classical_musicnet_2075__180s.npz,ab8ddf444816c3cbda31fc60f73e463dc068cfad7a77dfbc66dff8d6bfbd3c3f,features/pitch_v2/180s/classical/discovery/classical_musicnet_2075__180s.npz,9c164bcd5c58bfa22186b5b0b6b46d4c9d057ba7939ff37827b72c93630fa350,172e7094b7a170b50058cc2cfb72f89054f951dc2bf8506ae0e3381d3977a7c8,389,317,72,14,0.28113090991973877,success,2026-08-04,
