track,group,scale,name,path_h1,path_h1_q25,path_h1_mean,period,lag_peak
classical_musicnet_2150,classical,180.0,acoustic_2s,0.36233339077651927,0.37632067133293834,0.3945754135926386,10,0.08187682814077935
classical_musicnet_2150,classical,180.0,rhythm_2s,0.38975949834913237,0.41618914718841127,0.43632863331057437,8,0.2273409438047327
classical_musicnet_2150,classical,180.0,chroma_4beat,0.35096779465675354,0.3571138381958008,0.3684120178222656,8,0.02409607172012329
classical_musicnet_2150,classical,300.0,acoustic_2s,0.3760662122684144,0.38811519856346194,0.3989379201824803,8,0.06587063518809999
classical_musicnet_2150,classical,300.0,rhythm_2s,0.40231598068674823,0.4118046730110426,0.43043236890161496,9,0.16649193702931142
classical_musicnet_2150,classical,300.0,chroma_4beat,0.3613920211791992,0.36409682035446167,0.37501782178878784,10,0.02133423089981079
classical_musicnet_2168,classical,180.0,acoustic_2s,0.3514560405954521,0.37609851585332904,0.38163042265087077,16,0.023388382056756418
classical_musicnet_2168,classical,180.0,rhythm_2s,0.3223760392314291,0.3512536510816294,0.3700570146128914,16,0.102836708786338
classical_musicnet_2168,classical,180.0,chroma_4beat,0.35809972882270813,0.3593007028102875,0.3685976564884186,21,0.013524949550628662
classical_musicnet_2168,classical,300.0,acoustic_2s,0.3573775922567958,0.37603018703348867,0.39455858672975974,10,0.09278131366860887
classical_musicnet_2168,classical,300.0,rhythm_2s,0.2878291073851446,0.32598349024034706,0.3513602788622172,32,0.07875193435163608
classical_musicnet_2168,classical,300.0,chroma_4beat,0.36763033270835876,0.3690224587917328,0.37071913480758667,18,0.007707118988037109
classical_musicnet_2180,classical,180.0,acoustic_2s,0.3146992500970708,0.31730363793099226,0.3468825222985419,9,0.08728359445515088
classical_musicnet_2180,classical,180.0,rhythm_2s,0.3031097478542821,0.3343063286258042,0.341936621413714,20,0.08604700591984127
classical_musicnet_2180,classical,180.0,chroma_4beat,0.3542492389678955,0.3633594810962677,0.36911672353744507,21,0.020737290382385254
classical_musicnet_2180,classical,300.0,acoustic_2s,0.3605984273229084,0.36994489469956005,0.3836848303118542,11,0.05127682527586952
classical_musicnet_2180,classical,300.0,rhythm_2s,0.3636139757972609,0.3756400407247179,0.3888510205473298,10,0.06181193582334954
classical_musicnet_2180,classical,300.0,chroma_4beat,0.35141241550445557,0.3596598505973816,0.3638252317905426,15,0.01364278793334961
classical_musicnet_2194,classical,180.0,acoustic_2s,0.2186706587431029,0.2661659415563895,0.3561587849737453,10,0.0917048831576408
classical_musicnet_2194,classical,180.0,rhythm_2s,0.21400645127036455,0.3360784771727422,0.3823424491824273,11,0.027364768626365166
classical_musicnet_2194,classical,180.0,chroma_4beat,0.34857845306396484,0.3505207300186157,0.36467254161834717,8,0.016049683094024658
classical_musicnet_2194,classical,300.0,acoustic_2s,0.2186706587431029,0.2661659415563895,0.3561587849737453,10,0.0917048831576408
classical_musicnet_2194,classical,300.0,rhythm_2s,0.21400645127036455,0.3360784771727422,0.3823424491824273,11,0.027364768626365166
classical_musicnet_2194,classical,300.0,chroma_4beat,0.34857845306396484,0.3505207300186157,0.36467254161834717,8,0.016049683094024658
classical_musicnet_2209,classical,180.0,acoustic_2s,0.362640702502636,0.37381608021982116,0.3949146024126481,9,0.08475764953019604
classical_musicnet_2209,classical,180.0,rhythm_2s,0.43043973869973917,0.4682534778609444,0.47957996057514746,8,0.23861050533436345
classical_musicnet_2209,classical,180.0,chroma_4beat,0.35360002517700195,0.357867032289505,0.36693131923675537,11,0.0032706260681152344
classical_musicnet_2209,classical,300.0,acoustic_2s,0.362640702502636,0.37381608021982116,0.3949146024126481,9,0.08475764953019604
classical_musicnet_2209,classical,300.0,rhythm_2s,0.43043973869973917,0.4682534778609444,0.47957996057514746,8,0.23861050533436345
classical_musicnet_2209,classical,300.0,chroma_4beat,0.35360002517700195,0.357867032289505,0.36693131923675537,11,0.0032706260681152344
classical_musicnet_2214,classical,180.0,acoustic_2s,0.3380928145516592,0.3534248898666029,0.3678677790069166,9,0.08160527599582346
classical_musicnet_2214,classical,180.0,rhythm_2s,0.32270738292928114,0.38248649945514523,0.40609713479987536,9,0.11552906362799964
classical_musicnet_2214,classical,180.0,chroma_4beat,0.35724541544914246,0.35745882987976074,0.37098073959350586,8,0.007883310317993164
classical_musicnet_2214,classical,300.0,acoustic_2s,0.3380928145516592,0.3534248898666029,0.3678677790069166,9,0.08160527599582346
classical_musicnet_2214,classical,300.0,rhythm_2s,0.32270738292928114,0.38248649945514523,0.40609713479987536,9,0.11552906362799964
classical_musicnet_2214,classical,300.0,chroma_4beat,0.35724541544914246,0.35745882987976074,0.37098073959350586,8,0.007883310317993164
classical_musicnet_2247,classical,180.0,acoustic_2s,0.2524269085649664,0.2527651407731488,0.3378905020022501,10,0.01188423116831383
classical_musicnet_2247,classical,180.0,rhythm_2s,0.1369874336544312,0.2797300675077083,0.3373227891277029,10,0.01098964323524576
classical_musicnet_2247,classical,180.0,chroma_4beat,0.3521888852119446,0.3523314595222473,0.3624000549316406,10,0.011292338371276855
classical_musicnet_2247,classical,300.0,acoustic_2s,0.2524269085649664,0.2527651407731488,0.3378905020022501,10,0.01188423116831383
classical_musicnet_2247,classical,300.0,rhythm_2s,0.1369874336544312,0.2797300675077083,0.3373227891277029,10,0.01098964323524576
classical_musicnet_2247,classical,300.0,chroma_4beat,0.3521888852119446,0.3523314595222473,0.3624000549316406,10,0.011292338371276855
classical_musicnet_2248,classical,180.0,acoustic_2s,0.27868119594406016,0.2809082166321259,0.3563846204621689,10,0.03399391998809809
classical_musicnet_2248,classical,180.0,rhythm_2s,0.31502622859055734,0.32053583580185024,0.4136250249649596,9,0.10535093688740693
classical_musicnet_2248,classical,180.0,chroma_4beat,0.3321087062358856,0.34468773007392883,0.3595300316810608,15,0.01259702444076538
classical_musicnet_2248,classical,300.0,acoustic_2s,0.27868119594406016,0.2809082166321259,0.3563846204621689,10,0.03399391998809809
classical_musicnet_2248,classical,300.0,rhythm_2s,0.31502622859055734,0.32053583580185024,0.4136250249649596,9,0.10535093688740693
classical_musicnet_2248,classical,300.0,chroma_4beat,0.3321087062358856,0.34468773007392883,0.3595300316810608,15,0.01259702444076538
classical_musicnet_2282,classical,180.0,acoustic_2s,0.2603428556409579,0.32950019732343616,0.35253369494154585,16,0.05829836379723874
classical_musicnet_2282,classical,180.0,rhythm_2s,0.3699667736071657,0.3832686492087575,0.3942846762823061,22,0.11770502112292003
classical_musicnet_2282,classical,180.0,chroma_4beat,0.32872068881988525,0.35829252004623413,0.3652797043323517,8,0.013151109218597412
classical_musicnet_2282,classical,300.0,acoustic_2s,0.36484123243510147,0.3666067670501017,0.3859216752312722,18,0.06138519898217676
classical_musicnet_2282,classical,300.0,rhythm_2s,0.37438889280372456,0.38620718529523634,0.4038476685621173,8,0.09289190699910166
classical_musicnet_2282,classical,300.0,chroma_4beat,0.34735730290412903,0.352675199508667,0.377003014087677,18,0.013587117195129395
classical_musicnet_2284,classical,180.0,acoustic_2s,0.3699207085982822,0.38162640044657936,0.3867322537380093,14,0.10004258346430839
classical_musicnet_2284,classical,180.0,rhythm_2s,0.31754674596721516,0.32792668865221086,0.3647602439756399,14,0.08264175129440354
classical_musicnet_2284,classical,180.0,chroma_4beat,0.3641771376132965,0.3671806752681732,0.37415212392807007,16,0.015412867069244385
classical_musicnet_2284,classical,300.0,acoustic_2s,0.32730910553351505,0.34356960355974014,0.362852484114135,13,0.04501283420963498
classical_musicnet_2284,classical,300.0,rhythm_2s,0.2872144621427098,0.3019762992272318,0.34443857620267926,17,0.10995666019898032
classical_musicnet_2284,classical,300.0,chroma_4beat,0.3585543632507324,0.36225980520248413,0.3684459626674652,14,0.016927003860473633
classical_musopen_0ddcc98bc949,classical,180.0,acoustic_2s,0.35488090893297414,0.37509431253811215,0.4303035141630485,12,0.3610214749746161
classical_musopen_0ddcc98bc949,classical,180.0,rhythm_2s,0.38325013280720677,0.38349689690076944,0.42897044974372944,12,0.5986147239733207
classical_musopen_0ddcc98bc949,classical,180.0,chroma_4beat,0.35506671667099,0.35732540488243103,0.3642251491546631,13,0.014715075492858887
classical_musopen_0ddcc98bc949,classical,300.0,acoustic_2s,0.35488090893297414,0.37509431253811215,0.4303035141630485,12,0.3610214749746161
classical_musopen_0ddcc98bc949,classical,300.0,rhythm_2s,0.38325013280720677,0.38349689690076944,0.42897044974372944,12,0.5986147239733207
classical_musopen_0ddcc98bc949,classical,300.0,chroma_4beat,0.35506671667099,0.35732540488243103,0.3642251491546631,13,0.014715075492858887
classical_musopen_208080de49cd,classical,180.0,acoustic_2s,0.3282707261306365,0.3405912697990376,0.36969365692602435,12,0.06522519835000429
classical_musopen_208080de49cd,classical,180.0,rhythm_2s,0.3000837105581095,0.30271588437363967,0.3431793595686266,12,0.06780500694735614
classical_musopen_208080de49cd,classical,180.0,chroma_4beat,0.36075103282928467,0.36316874623298645,0.366308331489563,16,0.016468822956085205
classical_musopen_208080de49cd,classical,300.0,acoustic_2s,0.32207381720755507,0.3348346057795066,0.363908688802619,8,0.09507309070323733
classical_musopen_208080de49cd,classical,300.0,rhythm_2s,0.3776372892314052,0.390122364384829,0.41454191936482077,9,0.16077079737189726
classical_musopen_208080de49cd,classical,300.0,chroma_4beat,0.36403408646583557,0.3650527596473694,0.3702191710472107,17,0.016485989093780518
classical_musopen_25c64baa9139,classical,180.0,acoustic_2s,0.32121749675442696,0.3320106768225309,0.3526030794524365,8,0.03763022363707269
classical_musopen_25c64baa9139,classical,180.0,rhythm_2s,0.2889170760503122,0.3239310223628047,0.3526942372252152,21,0.1278222878142634
classical_musopen_25c64baa9139,classical,180.0,chroma_4beat,0.35166823863983154,0.3559175133705139,0.36276471614837646,22,0.01678568124771118
classical_musopen_25c64baa9139,classical,300.0,acoustic_2s,0.3712366344822219,0.3852728934068716,0.40294515937620734,24,0.1314592236659653
classical_musopen_25c64baa9139,classical,300.0,rhythm_2s,0.36159975779013454,0.37978984788376646,0.3840749635017538,25,0.11791411163838261
classical_musopen_25c64baa9139,classical,300.0,chroma_4beat,0.34764528274536133,0.3497368097305298,0.36171239614486694,19,0.019786059856414795
classical_musopen_4832911d08b7,classical,180.0,acoustic_2s,0.358763470564374,0.4276883236646451,0.4646085250491727,14,0.5510125559785706
classical_musopen_4832911d08b7,classical,180.0,rhythm_2s,0.4076605364832551,0.43931520756678594,0.46804650824035277,14,0.346675867853266
classical_musopen_4832911d08b7,classical,180.0,chroma_4beat,0.3771314322948456,0.3827785551548004,0.3908786177635193,16,0.02944701910018921
classical_musopen_4832911d08b7,classical,300.0,acoustic_2s,0.358763470564374,0.4276883236646451,0.4646085250491727,14,0.5510125559785706
classical_musopen_4832911d08b7,classical,300.0,rhythm_2s,0.4076605364832551,0.43931520756678594,0.46804650824035277,14,0.346675867853266
classical_musopen_4832911d08b7,classical,300.0,chroma_4beat,0.3771314322948456,0.3827785551548004,0.3908786177635193,16,0.02944701910018921
classical_musopen_5b78471c4c9d,classical,180.0,acoustic_2s,0.3718248072101851,0.5129292492057475,0.5302927382681677,14,0.6347081681465647
classical_musopen_5b78471c4c9d,classical,180.0,rhythm_2s,0.2649215083997505,0.34937990876558095,0.3802147344798278,14,0.2479631017531736
classical_musopen_5b78471c4c9d,classical,180.0,chroma_4beat,0.3491319417953491,0.3520408570766449,0.3646498918533325,10,0.005810439586639404
classical_musopen_5b78471c4c9d,classical,300.0,acoustic_2s,0.3718248072101851,0.5129292492057475,0.5302927382681677,14,0.6347081681465647
classical_musopen_5b78471c4c9d,classical,300.0,rhythm_2s,0.2649215083997505,0.34937990876558095,0.3802147344798278,14,0.2479631017531736
classical_musopen_5b78471c4c9d,classical,300.0,chroma_4beat,0.3491319417953491,0.3520408570766449,0.3646498918533325,10,0.005810439586639404
classical_musopen_5f1728c240a1,classical,180.0,acoustic_2s,0.3491103596837423,0.35530719089792984,0.36493447130096157,11,0.08105728267148504
classical_musopen_5f1728c240a1,classical,180.0,rhythm_2s,0.34517140918079303,0.3562991643471212,0.3763993133947623,11,0.05761314033414866
classical_musopen_5f1728c240a1,classical,180.0,chroma_4beat,0.3591929078102112,0.36068129539489746,0.37838518619537354,21,0.017072618007659912
classical_musopen_5f1728c240a1,classical,300.0,acoustic_2s,0.32089190095911085,0.3507102469328978,0.3705637823947563,8,0.10899014866892842
classical_musopen_5f1728c240a1,classical,300.0,rhythm_2s,0.362917133095399,0.38727045395117604,0.3910286791979367,11,0.17493508875095332
classical_musopen_5f1728c240a1,classical,300.0,chroma_4beat,0.3481673300266266,0.3650732636451721,0.3706883490085602,21,0.010361671447753906
classical_musopen_6911e41c184d,classical,180.0,acoustic_2s,0.35232825535597967,0.41475011635737774,0.4542486864794605,9,0.07041303285978606
classical_musopen_6911e41c184d,classical,180.0,rhythm_2s,0.32050194334709653,0.3647585038993325,0.4000162460788717,8,0.05309980291451111
classical_musopen_6911e41c184d,classical,180.0,chroma_4beat,0.3631341755390167,0.376691997051239,0.3897576928138733,12,0.04736822843551636
classical_musopen_6911e41c184d,classical,300.0,acoustic_2s,0.35232825535597967,0.41475011635737774,0.4542486864794605,9,0.07041303285978606
classical_musopen_6911e41c184d,classical,300.0,rhythm_2s,0.32050194334709653,0.3647585038993325,0.4000162460788717,8,0.05309980291451111
classical_musopen_6911e41c184d,classical,300.0,chroma_4beat,0.3631341755390167,0.376691997051239,0.3897576928138733,12,0.04736822843551636
classical_musopen_9d607b626772,classical,180.0,acoustic_2s,0.23274552774092414,0.29498394035972897,0.33860734903170775,22,0.11872893666064366
classical_musopen_9d607b626772,classical,180.0,rhythm_2s,0.2621581600690404,0.2977041948094009,0.33877318032130055,22,0.0973051035066772
classical_musopen_9d607b626772,classical,180.0,chroma_4beat,0.3273671567440033,0.34609323740005493,0.35597485303878784,18,0.01580345630645752
classical_musopen_9d607b626772,classical,300.0,acoustic_2s,0.37248554827824637,0.3745183693307649,0.3862626340282299,8,0.18336171890797903
classical_musopen_9d607b626772,classical,300.0,rhythm_2s,0.3705001780755484,0.38152989274627747,0.4028178969139923,8,0.18426442010938526
classical_musopen_9d607b626772,classical,300.0,chroma_4beat,0.3484603762626648,0.3546048402786255,0.36605775356292725,8,0.009817719459533691
classical_musopen_d3fcd3c28c74,classical,180.0,acoustic_2s,0.35690764778227113,0.3600025995728999,0.38148701562043286,11,0.15698200642501048
classical_musopen_d3fcd3c28c74,classical,180.0,rhythm_2s,0.28918199706565384,0.324327899488701,0.3750766279728206,14,0.07706922142483874
classical_musopen_d3fcd3c28c74,classical,180.0,chroma_4beat,0.3579908311367035,0.3656318187713623,0.36962178349494934,21,0.011541783809661865
classical_musopen_d3fcd3c28c74,classical,300.0,acoustic_2s,0.3234942284279987,0.3429713641418483,0.36018545526442025,15,0.11989079883354359
classical_musopen_d3fcd3c28c74,classical,300.0,rhythm_2s,0.33912766664076394,0.3608400559362005,0.3787209433723747,11,0.10415362921490923
classical_musopen_d3fcd3c28c74,classical,300.0,chroma_4beat,0.3570702373981476,0.36224326491355896,0.3654175400733948,14,0.013118326663970947
classical_musopen_d80a81db9e9a,classical,180.0,acoustic_2s,0.33433593589187033,0.3620858964015202,0.41346468965841,22,0.18491053129705737
classical_musopen_d80a81db9e9a,classical,180.0,rhythm_2s,0.34344887617426895,0.37451609065936986,0.3918663527917577,22,0.21083185465562138
classical_musopen_d80a81db9e9a,classical,180.0,chroma_4beat,0.33051958680152893,0.369011789560318,0.37092486023902893,12,0.019551873207092285
classical_musopen_d80a81db9e9a,classical,300.0,acoustic_2s,0.3313129255630243,0.38542488615344717,0.42637458807304174,23,0.26077945262315416
classical_musopen_d80a81db9e9a,classical,300.0,rhythm_2s,0.3866544584564668,0.39846314431000274,0.4099459932815456,10,0.13018495584808698
classical_musopen_d80a81db9e9a,classical,300.0,chroma_4beat,0.3631014823913574,0.36901065707206726,0.3793370723724365,25,0.027534067630767822
focus_brainfm_04c480937ba9,focus,180.0,acoustic_2s,0.4034932171140714,0.4102795548420843,0.41756975790331263,14,0.21575481729593649
focus_brainfm_04c480937ba9,focus,180.0,rhythm_2s,0.35832176673042143,0.38422238416806836,0.3977402467560413,9,0.13876238742908442
focus_brainfm_04c480937ba9,focus,180.0,chroma_4beat,0.3579690456390381,0.3634599447250366,0.3788754343986511,15,0.013507306575775146
focus_brainfm_04c480937ba9,focus,300.0,acoustic_2s,0.41242891980824603,0.41325483869492896,0.4266309533361663,14,0.10197438426580496
focus_brainfm_04c480937ba9,focus,300.0,rhythm_2s,0.3938713672812097,0.4024504296548706,0.41402735273958646,9,0.14746145481488449
focus_brainfm_04c480937ba9,focus,300.0,chroma_4beat,0.3651735484600067,0.3693076968193054,0.3805273771286011,12,0.03521662950515747
focus_brainfm_103f135c5e1c,focus,180.0,acoustic_2s,0.36504263396259784,0.36835281918680574,0.3796105208152207,8,0.1721646499577867
focus_brainfm_103f135c5e1c,focus,180.0,rhythm_2s,0.3511359057802269,0.37383846143745747,0.388506514997729,9,0.09868945889286596
focus_brainfm_103f135c5e1c,focus,180.0,chroma_4beat,0.35530194640159607,0.35998934507369995,0.38058900833129883,8,0.1007264256477356
focus_brainfm_103f135c5e1c,focus,300.0,acoustic_2s,0.4022012939038049,0.40645816329704576,0.4126679152764422,8,0.20177171521862847
focus_brainfm_103f135c5e1c,focus,300.0,rhythm_2s,0.3359856176602981,0.3641700102605327,0.3872684907377346,24,0.154372273565216
focus_brainfm_103f135c5e1c,focus,300.0,chroma_4beat,0.35964322090148926,0.3764761984348297,0.38994139432907104,8,0.11536252498626709
focus_brainfm_1149181b1db8,focus,180.0,acoustic_2s,0.3327972181685678,0.3440695435978657,0.3873510150783259,9,0.24228815504172707
focus_brainfm_1149181b1db8,focus,180.0,rhythm_2s,0.3164560212372104,0.35102230868943995,0.3801880346988157,9,0.30964412946504816
focus_brainfm_1149181b1db8,focus,180.0,chroma_4beat,0.32818859815597534,0.34263649582862854,0.3872787356376648,8,0.0688353180885315
focus_brainfm_1149181b1db8,focus,300.0,acoustic_2s,0.3784488934165683,0.40582975734518095,0.4244191419837922,9,0.3014376322977952
focus_brainfm_1149181b1db8,focus,300.0,rhythm_2s,0.36638091092255837,0.3887113969241611,0.4350677007764773,9,0.3672651091130199
focus_brainfm_1149181b1db8,focus,300.0,chroma_4beat,0.3580712378025055,0.3641793131828308,0.3995106816291809,8,0.07110482454299927
focus_brainfm_17ebf83a164b,focus,180.0,acoustic_2s,0.4762047966230202,0.48974767938681824,0.4961051936861033,11,0.3061635584213216
focus_brainfm_17ebf83a164b,focus,180.0,rhythm_2s,0.4325990977176687,0.45416462690476217,0.46722532247809134,8,0.26714940086654515
focus_brainfm_17ebf83a164b,focus,180.0,chroma_4beat,0.32890528440475464,0.3366782069206238,0.3603943884372711,16,0.02410486340522766
focus_brainfm_17ebf83a164b,focus,300.0,acoustic_2s,0.4726864230834458,0.49160130653340706,0.49693473635376195,11,0.4589294891492417
focus_brainfm_17ebf83a164b,focus,300.0,rhythm_2s,0.4179696124397314,0.43241730723623306,0.45591280665218115,8,0.5348259745142647
focus_brainfm_17ebf83a164b,focus,300.0,chroma_4beat,0.36320972442626953,0.36342817544937134,0.37395673990249634,8,0.017037689685821533
focus_brainfm_1bc6037aa4b4,focus,180.0,acoustic_2s,0.39650271143858296,0.4130480358541353,0.4239401383634722,11,0.08268398243661146
focus_brainfm_1bc6037aa4b4,focus,180.0,rhythm_2s,0.3870392698046379,0.41413270151132564,0.4279366833561554,10,0.3371054986682003
focus_brainfm_1bc6037aa4b4,focus,180.0,chroma_4beat,0.3447311222553253,0.3655860722064972,0.370575487613678,14,0.015409231185913086
focus_brainfm_1bc6037aa4b4,focus,300.0,acoustic_2s,0.4759159617283564,0.4923099840164782,0.5062808375224324,12,0.26545943868180377
focus_brainfm_1bc6037aa4b4,focus,300.0,rhythm_2s,0.47547817219382144,0.47805486709872125,0.49763456272616735,15,0.4953051275466904
focus_brainfm_1bc6037aa4b4,focus,300.0,chroma_4beat,0.35526061058044434,0.37166309356689453,0.3742469847202301,8,0.01509559154510498
focus_brainfm_20a78cdf11cf,focus,180.0,acoustic_2s,0.5104860149154112,0.5307616282932486,0.549898769320872,11,0.360589259043137
focus_brainfm_20a78cdf11cf,focus,180.0,rhythm_2s,0.4283946575529959,0.5071050766706999,0.5500654491181398,8,0.48628254095172074
focus_brainfm_20a78cdf11cf,focus,180.0,chroma_4beat,0.34193411469459534,0.3472655117511749,0.361747682094574,8,0.09167730808258057
focus_brainfm_20a78cdf11cf,focus,300.0,acoustic_2s,0.4797263485060171,0.5086386683143778,0.5103971505272928,11,0.36088108382222617
focus_brainfm_20a78cdf11cf,focus,300.0,rhythm_2s,0.5239625598773181,0.5452871842260574,0.5856608874781197,8,0.5144730084872629
focus_brainfm_20a78cdf11cf,focus,300.0,chroma_4beat,0.3398413062095642,0.35611626505851746,0.3689115047454834,8,0.059568166732788086
focus_brainfm_324210fd433f,focus,180.0,acoustic_2s,0.4429720591748433,0.44689259658198366,0.45663724138340467,8,0.2190509115837308
focus_brainfm_324210fd433f,focus,180.0,rhythm_2s,0.45340103502697765,0.45987504263001766,0.5046796298402006,16,0.2470977005126993
focus_brainfm_324210fd433f,focus,180.0,chroma_4beat,0.36364036798477173,0.3720422089099884,0.3840552568435669,8,0.041692495346069336
focus_brainfm_324210fd433f,focus,300.0,acoustic_2s,0.5191722283101645,0.523088673237363,0.5368796802080915,11,0.30167015646102957
focus_brainfm_324210fd433f,focus,300.0,rhythm_2s,0.4598900352878059,0.5155025981483757,0.5333513284920997,16,0.30214656336317247
focus_brainfm_324210fd433f,focus,300.0,chroma_4beat,0.3837302625179291,0.3845732808113098,0.3893207907676697,8,0.04028385877609253
focus_brainfm_35c8a717d3c1,focus,180.0,acoustic_2s,0.3645023815147049,0.3758483613698618,0.3929177611055152,8,0.21256198278699356
focus_brainfm_35c8a717d3c1,focus,180.0,rhythm_2s,0.35230362082380323,0.3733329006870605,0.3950433666746889,11,0.2702764862918108
focus_brainfm_35c8a717d3c1,focus,180.0,chroma_4beat,0.3371410369873047,0.34413349628448486,0.369670033454895,17,0.01997309923171997
focus_brainfm_35c8a717d3c1,focus,300.0,acoustic_2s,0.35181418506273004,0.36567649327568014,0.3943404533802935,8,0.12976374024406923
focus_brainfm_35c8a717d3c1,focus,300.0,rhythm_2s,0.32192583774714545,0.37263228269762094,0.4104837326171249,30,0.30648159854018475
focus_brainfm_35c8a717d3c1,focus,300.0,chroma_4beat,0.36408549547195435,0.3750850558280945,0.39243027567863464,21,0.04893702268600464
focus_brainfm_3e6a6293cea0,focus,180.0,acoustic_2s,0.4199265155182272,0.42277720495811816,0.4543224104106294,11,0.4202226664138068
focus_brainfm_3e6a6293cea0,focus,180.0,rhythm_2s,0.36078073862492804,0.3668590730401128,0.393219495624284,15,0.15404841718125795
focus_brainfm_3e6a6293cea0,focus,180.0,chroma_4beat,0.3390633165836334,0.34199607372283936,0.3526001274585724,10,0.021328747272491455
focus_brainfm_3e6a6293cea0,focus,300.0,acoustic_2s,0.435675268862721,0.4401148812372898,0.4693771026684689,11,0.4089557812090563
focus_brainfm_3e6a6293cea0,focus,300.0,rhythm_2s,0.3188502200493074,0.35184583138151243,0.42025118777122406,22,0.28745979857655113
focus_brainfm_3e6a6293cea0,focus,300.0,chroma_4beat,0.38884294033050537,0.39431291818618774,0.41325947642326355,8,0.06920763850212097
focus_brainfm_4190db21f2d6,focus,180.0,acoustic_2s,0.4294405069138437,0.4439918843117905,0.4667872238177744,11,0.22465602096719461
focus_brainfm_4190db21f2d6,focus,180.0,rhythm_2s,0.4289931991568676,0.43211093040695897,0.44198401306321833,10,0.309608473231208
focus_brainfm_4190db21f2d6,focus,180.0,chroma_4beat,0.3808559477329254,0.3821265697479248,0.4000786542892456,16,0.06688064336776733
focus_brainfm_4190db21f2d6,focus,300.0,acoustic_2s,0.4353127777315858,0.4522782044997552,0.46421741663165017,11,0.301352664251197
focus_brainfm_4190db21f2d6,focus,300.0,rhythm_2s,0.493633320152329,0.50780996059402,0.5129341560725331,10,0.44650624193532207
focus_brainfm_4190db21f2d6,focus,300.0,chroma_4beat,0.3332517743110657,0.34095925092697144,0.3692965507507324,8,0.05186665058135986
focus_brainfm_4689167a66fb,focus,180.0,acoustic_2s,0.4443743650785573,0.4581199029453315,0.4713514579446727,11,0.3640516647951555
focus_brainfm_4689167a66fb,focus,180.0,rhythm_2s,0.49317351946938637,0.4941477456106485,0.5023143663302229,8,0.34079048192720485
focus_brainfm_4689167a66fb,focus,180.0,chroma_4beat,0.3641566336154938,0.3647252321243286,0.37632638216018677,8,0.05978250503540039
