segment_id,track_id,group,split,scale_seconds,representation,method,sequence_points,synthetic_loop_score,shuffled_score,loop_score,h1_max_persistence,h1_best_persistence,dominant_period_seconds,lag_peak_strength,path_h1_cycle_strength,path_h1_betti_max,path_h1_betti_auc,phase_edge_q25,phase_edge_mean
classical_musicnet_1742__180s,classical_musicnet_1742,classical,discovery,180.0,path_rhythm_phase,phase_lifted_path_homology,89,1.0,0.2982796745241805,0.3667563289050002,0.0,0.0,26.0,0.14242518825836215,0.3667563289050002,1.0,0.325,0.3801902870858224,0.4307433481467456
classical_musicnet_1742__180s,classical_musicnet_1742,classical,discovery,180.0,sw_acoustic_novelty,sliding_window_homology,358,0.2871476411819458,0.15795093774795532,0.1877652406692505,0.1877652406692505,0.1877652406692505,5.0,0.375014313611442,0.0,0.0,0.0,0.0,0.0
classical_musicnet_1742__180s,classical_musicnet_1742,classical,discovery,180.0,sw_loudness,sliding_window_homology,359,0.42411649227142334,0.18511414527893066,0.3037935197353363,0.3037935197353363,0.35625606775283813,5.0,0.20223093312357743,0.0,0.0,0.0,0.0,0.0
classical_musicnet_1742__180s,classical_musicnet_1742,classical,discovery,180.0,sw_modulation,sliding_window_homology,88,0.4611109495162964,0.15200453996658325,0.28129082918167114,0.28129082918167114,0.28129082918167114,28.0,0.07479624280170927,0.0,0.0,0.0,0.0,0.0
classical_musicnet_1742__180s,classical_musicnet_1742,classical,discovery,180.0,sw_onset,sliding_window_homology,359,0.877638041973114,0.15532028675079346,0.2819697856903076,0.2819697856903076,0.2819697856903076,4.0,0.2029067274983219,0.0,0.0,0.0,0.0,0.0
classical_musicnet_1742__180s,classical_musicnet_1742,classical,discovery,180.0,sw_tonal_novelty,sliding_window_homology,360,0.3922678828239441,0.10974299907684326,0.17197686433792114,0.17197686433792114,0.18165796995162964,23.962783813476562,0.17840544018624357,0.0,0.0,0.0,0.0,0.0
classical_musicnet_1742__300s,classical_musicnet_1742,classical,discovery,300.0,path_acoustic_phase,phase_lifted_path_homology,149,,,0.4224838968523827,0.0,0.0,28.0,0.2330923466615924,0.4224838968523827,1.0,0.375,0.4255785025468276,0.44939546910022404
classical_musicnet_1742__300s,classical_musicnet_1742,classical,discovery,300.0,path_chroma_phase,phase_lifted_path_homology,149,,,0.41101445536111847,0.0,0.0,25.9603271484375,0.030487429011860745,0.41101445536111847,1.0,0.375,0.4132525879200419,0.42059265264261403
classical_musicnet_1742__300s,classical_musicnet_1742,classical,discovery,300.0,path_rhythm_phase,phase_lifted_path_homology,149,,,0.42365800240968027,0.0,0.0,28.0,0.11056985068943759,0.42365800240968027,1.0,0.375,0.42540886775661957,0.4564805974284469
classical_musicnet_1742__300s,classical_musicnet_1742,classical,discovery,300.0,sw_acoustic_novelty,sliding_window_homology,598,,,0.15895140171051025,0.15895140171051025,0.18110918998718262,5.0,0.4116646980638733,0.0,0.0,0.0,0.0,0.0
classical_musicnet_1742__300s,classical_musicnet_1742,classical,discovery,300.0,sw_loudness,sliding_window_homology,599,,,0.3127768635749817,0.3127768635749817,0.3127768635749817,5.0,0.1963925332368759,0.0,0.0,0.0,0.0,0.0
classical_musicnet_1742__300s,classical_musicnet_1742,classical,discovery,300.0,sw_modulation,sliding_window_homology,148,,,0.2230784296989441,0.2230784296989441,0.2230784296989441,26.0,0.06412653523137385,0.0,0.0,0.0,0.0,0.0
classical_musicnet_1742__300s,classical_musicnet_1742,classical,discovery,300.0,sw_onset,sliding_window_homology,599,,,0.19480624794960022,0.19480624794960022,0.19480624794960022,4.0,0.15705688884882896,0.0,0.0,0.0,0.0,0.0
classical_musicnet_1742__300s,classical_musicnet_1742,classical,discovery,300.0,sw_tonal_novelty,sliding_window_homology,597,,,0.1348721981048584,0.1348721981048584,0.17208409309387207,9.485504150390625,0.1636825053025025,0.0,0.0,0.0,0.0,0.0
classical_musicnet_1813__180s,classical_musicnet_1813,classical,discovery,180.0,path_acoustic_phase,phase_lifted_path_homology,89,1.0,0.3360426998989653,0.41003623741393896,0.0,0.0,18.0,0.21353570914311626,0.41003623741393896,1.0,0.375,0.4138099580270624,0.4466082208422111
classical_musicnet_1813__180s,classical_musicnet_1813,classical,discovery,180.0,path_chroma_phase,phase_lifted_path_homology,99,0.9999999736419466,0.36149762717965744,0.3665066777051145,0.0,0.0,45.2789306640625,0.03328701442255222,0.3665066777051145,1.0,0.325,0.3714462031342527,0.38355139900587565
classical_musicnet_1813__180s,classical_musicnet_1813,classical,discovery,180.0,path_rhythm_phase,phase_lifted_path_homology,89,1.0,0.32494254716451076,0.3979143858241041,0.0,0.0,14.0,0.1339026547593809,0.3979143858241041,1.0,0.325,0.4057230631395408,0.42432962406479574
classical_musicnet_1813__180s,classical_musicnet_1813,classical,discovery,180.0,sw_acoustic_novelty,sliding_window_homology,358,0.4215009808540344,0.1459355354309082,0.15656951069831848,0.15656951069831848,0.15656951069831848,4.0,0.2375727256008101,0.0,0.0,0.0,0.0,0.0
classical_musicnet_1813__180s,classical_musicnet_1813,classical,discovery,180.0,sw_loudness,sliding_window_homology,359,0.5931636393070221,0.10529357194900513,0.11649757623672485,0.11649757623672485,0.17122071981430054,18.0,0.14088014858600173,0.0,0.0,0.0,0.0,0.0
classical_musicnet_1813__180s,classical_musicnet_1813,classical,discovery,180.0,sw_modulation,sliding_window_homology,88,0.3198283314704895,0.15602916479110718,0.28281301259994507,0.28281301259994507,0.28281301259994507,16.0,0.15719960674421457,0.0,0.0,0.0,0.0,0.0
classical_musicnet_1813__180s,classical_musicnet_1813,classical,discovery,180.0,sw_onset,sliding_window_homology,359,0.45331406593322754,0.16087877750396729,0.2530733644962311,0.2530733644962311,0.2530733644962311,4.0,0.145625353985053,0.0,0.0,0.0,0.0,0.0
classical_musicnet_1813__180s,classical_musicnet_1813,classical,discovery,180.0,sw_tonal_novelty,sliding_window_homology,395,0.17827928066253662,0.14793723821640015,0.1390635371208191,0.1390635371208191,0.17161566019058228,18.111572265625,0.11645918658391452,0.0,0.0,0.0,0.0,0.0
classical_musicnet_1813__300s,classical_musicnet_1813,classical,discovery,300.0,path_acoustic_phase,phase_lifted_path_homology,149,,,0.39958359812738126,0.0,0.0,18.0,0.230563311231622,0.39958359812738126,1.0,0.325,0.4092606947408981,0.44472695944214363
classical_musicnet_1813__300s,classical_musicnet_1813,classical,discovery,300.0,path_chroma_phase,phase_lifted_path_homology,164,,,0.3887437231908799,0.0,0.0,45.2789306640625,0.032502654092677885,0.3887437231908799,1.0,0.325,0.3892443821706953,0.3913481403616262
classical_musicnet_1813__300s,classical_musicnet_1813,classical,discovery,300.0,path_rhythm_phase,phase_lifted_path_homology,149,,,0.38881351387064444,0.0,0.0,14.0,0.11413294403149887,0.38881351387064444,1.0,0.325,0.3986721457081695,0.4184881200331146
classical_musicnet_1813__300s,classical_musicnet_1813,classical,discovery,300.0,sw_acoustic_novelty,sliding_window_homology,598,,,0.17153090238571167,0.17153090238571167,0.17153090238571167,4.0,0.17700086401400555,0.0,0.0,0.0,0.0,0.0
classical_musicnet_1813__300s,classical_musicnet_1813,classical,discovery,300.0,sw_loudness,sliding_window_homology,599,,,0.1675882339477539,0.1675882339477539,0.1694115400314331,18.5,0.2035693674495634,0.0,0.0,0.0,0.0,0.0
classical_musicnet_1813__300s,classical_musicnet_1813,classical,discovery,300.0,sw_modulation,sliding_window_homology,148,,,0.1596052646636963,0.1596052646636963,0.1596052646636963,16.0,0.10546087635837192,0.0,0.0,0.0,0.0,0.0
classical_musicnet_1813__300s,classical_musicnet_1813,classical,discovery,300.0,sw_onset,sliding_window_homology,599,,,0.15017569065093994,0.15017569065093994,0.19090360403060913,18.5,0.15706258268589984,0.0,0.0,0.0,0.0,0.0
classical_musicnet_1813__300s,classical_musicnet_1813,classical,discovery,300.0,sw_tonal_novelty,sliding_window_homology,656,,,0.17448991537094116,0.17448991537094116,0.18292468786239624,18.564361572265625,0.124883076993755,0.0,0.0,0.0,0.0,0.0
classical_musicnet_1859__180s,classical_musicnet_1859,classical,discovery,180.0,path_acoustic_phase,phase_lifted_path_homology,89,1.0,0.35987611045360257,0.3697189845999491,0.0,0.0,34.0,0.13833577641277017,0.3697189845999491,1.0,0.325,0.3842007505503412,0.4297418420692854
classical_musicnet_1859__180s,classical_musicnet_1859,classical,discovery,180.0,path_chroma_phase,phase_lifted_path_homology,94,0.9999999716364986,0.34502640408838503,0.384792910688285,0.0,0.0,33.436614990234375,0.04789165138335311,0.384792910688285,1.0,0.325,0.38714167780073583,0.3977631426146724
classical_musicnet_1859__180s,classical_musicnet_1859,classical,discovery,180.0,path_rhythm_phase,phase_lifted_path_homology,89,1.0,0.3113112986327952,0.3813698688081371,0.0,0.0,34.0,0.1718354843741694,0.3813698688081371,1.0,0.325,0.38633941546817413,0.4120864315961146
classical_musicnet_1859__180s,classical_musicnet_1859,classical,discovery,180.0,sw_acoustic_novelty,sliding_window_homology,358,0.247125506401062,0.1441320776939392,0.15581482648849487,0.15581482648849487,0.16192245483398438,32.0,0.2063133980398295,0.0,0.0,0.0,0.0,0.0
classical_musicnet_1859__180s,classical_musicnet_1859,classical,discovery,180.0,sw_loudness,sliding_window_homology,359,0.8479245007038116,0.1507645845413208,0.1109015941619873,0.1109015941619873,0.22891712188720703,11.0,0.18623635669867045,0.0,0.0,0.0,0.0,0.0
classical_musicnet_1859__180s,classical_musicnet_1859,classical,discovery,180.0,sw_modulation,sliding_window_homology,88,0.46628984808921814,0.10573026537895203,0.3032088875770569,0.3032088875770569,0.3032088875770569,32.0,0.26196820164606166,0.0,0.0,0.0,0.0,0.0
classical_musicnet_1859__180s,classical_musicnet_1859,classical,discovery,180.0,sw_onset,sliding_window_homology,359,0.8167965114116669,0.16069090366363525,0.15136969089508057,0.15136969089508057,0.15263038873672485,12.0,0.24982266656625404,0.0,0.0,0.0,0.0,0.0
classical_musicnet_1859__180s,classical_musicnet_1859,classical,discovery,180.0,sw_tonal_novelty,sliding_window_homology,377,0.3541601300239563,0.14843475818634033,0.17141377925872803,0.17141377925872803,0.1722097396850586,11.609935760498047,0.210381213203682,0.0,0.0,0.0,0.0,0.0
classical_musicnet_1859__300s,classical_musicnet_1859,classical,discovery,300.0,path_acoustic_phase,phase_lifted_path_homology,149,,,0.4086873946875832,0.0,0.0,62.0,0.14585654368996526,0.4086873946875832,1.0,0.375,0.41675634305951786,0.4459487187545492
classical_musicnet_1859__300s,classical_musicnet_1859,classical,discovery,300.0,path_chroma_phase,phase_lifted_path_homology,163,,,0.3694996538607251,0.0,0.0,33.436614990234375,0.02951288916374728,0.3694996538607251,1.0,0.325,0.37379984855672943,0.38684284833428045
classical_musicnet_1859__300s,classical_musicnet_1859,classical,discovery,300.0,path_rhythm_phase,phase_lifted_path_homology,149,,,0.36574118708689013,0.0,0.0,60.0,0.09378810073861832,0.36574118708689013,1.0,0.325,0.3685445601742313,0.39154865699585567
classical_musicnet_1859__300s,classical_musicnet_1859,classical,discovery,300.0,sw_acoustic_novelty,sliding_window_homology,598,,,0.20604687929153442,0.20604687929153442,0.20604687929153442,6.0,0.15616065574728513,0.0,0.0,0.0,0.0,0.0
classical_musicnet_1859__300s,classical_musicnet_1859,classical,discovery,300.0,sw_loudness,sliding_window_homology,599,,,0.14746424555778503,0.14746424555778503,0.1559811234474182,5.5,0.16315132383415254,0.0,0.0,0.0,0.0,0.0
classical_musicnet_1859__300s,classical_musicnet_1859,classical,discovery,300.0,sw_modulation,sliding_window_homology,148,,,0.22638732194900513,0.22638732194900513,0.22638732194900513,32.0,0.03562297031785028,0.0,0.0,0.0,0.0,0.0
classical_musicnet_1859__300s,classical_musicnet_1859,classical,discovery,300.0,sw_onset,sliding_window_homology,599,,,0.1161699891090393,0.1161699891090393,0.1645318865776062,12.0,0.20841057590960851,0.0,0.0,0.0,0.0,0.0
classical_musicnet_1859__300s,classical_musicnet_1859,classical,discovery,300.0,sw_tonal_novelty,sliding_window_homology,652,,,0.12556493282318115,0.12556493282318115,0.16188210248947144,11.609935760498047,0.17485496026957284,0.0,0.0,0.0,0.0,0.0
classical_musicnet_2140__180s,classical_musicnet_2140,classical,discovery,180.0,path_acoustic_phase,phase_lifted_path_homology,89,1.0,0.3632758664285443,0.33848012217080914,0.0,0.0,48.0,0.07882142347739185,0.33848012217080914,1.0,0.275,0.3420329370325703,0.374130554582958
classical_musicnet_2140__180s,classical_musicnet_2140,classical,discovery,180.0,path_chroma_phase,phase_lifted_path_homology,88,0.9999999800726059,0.3673732278378146,0.3721860004419035,0.0,0.0,49.0404052734375,0.028120062216673736,0.3721860004419035,1.0,0.325,0.37392205896819986,0.38221541074249066
classical_musicnet_2140__180s,classical_musicnet_2140,classical,discovery,180.0,path_rhythm_phase,phase_lifted_path_homology,89,1.0,0.3601542217960153,0.26194138205993367,0.0,0.0,50.0,0.10409584202466915,0.26194138205993367,1.0,0.225,0.2920452769906075,0.3556967386306276
classical_musicnet_2140__180s,classical_musicnet_2140,classical,discovery,180.0,sw_acoustic_novelty,sliding_window_homology,358,0.615348219871521,0.13872212171554565,0.1733679175376892,0.1733679175376892,0.1733679175376892,7.5,0.15069835568755613,0.0,0.0,0.0,0.0,0.0
classical_musicnet_2140__180s,classical_musicnet_2140,classical,discovery,180.0,sw_loudness,sliding_window_homology,359,0.7827828228473663,0.14871424436569214,0.18499568104743958,0.18499568104743958,0.18499568104743958,4.0,0.5101462706751054,0.0,0.0,0.0,0.0,0.0
classical_musicnet_2140__180s,classical_musicnet_2140,classical,discovery,180.0,sw_modulation,sliding_window_homology,88,0.49176090955734253,0.10712087154388428,0.12476837635040283,0.12476837635040283,0.12476837635040283,32.0,0.11479117776516794,0.0,0.0,0.0,0.0,0.0
classical_musicnet_2140__180s,classical_musicnet_2140,classical,discovery,180.0,sw_onset,sliding_window_homology,359,0.9202333688735962,0.14148759841918945,0.15179941058158875,0.15179941058158875,0.15179941058158875,4.0,0.3729039312602031,0.0,0.0,0.0,0.0,0.0
classical_musicnet_2140__180s,classical_musicnet_2140,classical,discovery,180.0,sw_tonal_novelty,sliding_window_homology,352,0.16553416848182678,0.1452794075012207,0.12306129932403564,0.12306129932403564,0.16935545206069946,18.390151977539062,0.14282056349188732,0.0,0.0,0.0,0.0,0.0
classical_musicnet_2140__300s,classical_musicnet_2140,classical,discovery,300.0,path_acoustic_phase,phase_lifted_path_homology,149,,,0.3451557874148052,0.0,0.0,18.0,0.03719763683127586,0.3451557874148052,1.0,0.275,0.3465472966327113,0.3533099346477699
classical_musicnet_2140__300s,classical_musicnet_2140,classical,discovery,300.0,path_chroma_phase,phase_lifted_path_homology,148,,,0.3707282199320949,0.0,0.0,32.693359375,0.03072284192637681,0.3707282199320949,1.0,0.325,0.37077969715856124,0.37659219818402123
classical_musicnet_2140__300s,classical_musicnet_2140,classical,discovery,300.0,path_rhythm_phase,phase_lifted_path_homology,149,,,0.3468219966309676,0.0,0.0,32.0,0.07791887791890284,0.3468219966309676,1.0,0.275,0.35209409659324814,0.37486999378294755
classical_musicnet_2140__300s,classical_musicnet_2140,classical,discovery,300.0,sw_acoustic_novelty,sliding_window_homology,598,,,0.20035189390182495,0.20035189390182495,0.20035189390182495,7.0,0.20332001759390272,0.0,0.0,0.0,0.0,0.0
classical_musicnet_2140__300s,classical_musicnet_2140,classical,discovery,300.0,sw_loudness,sliding_window_homology,599,,,0.4449925422668457,0.4449925422668457,0.4449925422668457,4.0,0.5578535407207549,0.0,0.0,0.0,0.0,0.0
classical_musicnet_2140__300s,classical_musicnet_2140,classical,discovery,300.0,sw_modulation,sliding_window_homology,148,,,0.47352880239486694,0.47352880239486694,0.47352880239486694,32.0,0.19324494460002103,0.0,0.0,0.0,0.0,0.0
classical_musicnet_2140__300s,classical_musicnet_2140,classical,discovery,300.0,sw_onset,sliding_window_homology,599,,,0.469788521528244,0.469788521528244,0.469788521528244,4.0,0.42430663346809794,0.0,0.0,0.0,0.0,0.0
classical_musicnet_2140__300s,classical_musicnet_2140,classical,discovery,300.0,sw_tonal_novelty,sliding_window_homology,591,,,0.11119985580444336,0.11119985580444336,0.14510709047317505,17.879180908203125,0.1153735718245831,0.0,0.0,0.0,0.0,0.0
classical_musicnet_2159__180s,classical_musicnet_2159,classical,discovery,180.0,path_acoustic_phase,phase_lifted_path_homology,89,1.0,0.32648130628930283,0.3545114427488918,0.0,0.0,46.0,0.13069370687614512,0.3545114427488918,1.0,0.325,0.35719499770558844,0.3712174063614682
classical_musicnet_2159__180s,classical_musicnet_2159,classical,discovery,180.0,path_chroma_phase,phase_lifted_path_homology,93,0.999999979984663,0.36923518813755035,0.4011700872447716,0.0,0.0,19.040451049804688,0.06336447028002418,0.4011700872447716,1.0,0.375,0.402422011954195,0.40930339690138284
classical_musicnet_2159__180s,classical_musicnet_2159,classical,discovery,180.0,path_rhythm_phase,phase_lifted_path_homology,89,1.0,0.3398052682485426,0.338776601716535,0.0,0.0,56.0,0.12437727291957912,0.338776601716535,1.0,0.275,0.34206479207125606,0.36348453415077614
classical_musicnet_2159__180s,classical_musicnet_2159,classical,discovery,180.0,sw_acoustic_novelty,sliding_window_homology,358,0.2759109437465668,0.14968520402908325,0.12349599599838257,0.12349599599838257,0.15155255794525146,28.0,0.18004038927508786,0.0,0.0,0.0,0.0,0.0
classical_musicnet_2159__180s,classical_musicnet_2159,classical,discovery,180.0,sw_loudness,sliding_window_homology,359,0.7951720356941223,0.11637979745864868,0.23012512922286987,0.23012512922286987,0.23012512922286987,4.0,0.25049679534600705,0.0,0.0,0.0,0.0,0.0
classical_musicnet_2159__180s,classical_musicnet_2159,classical,discovery,180.0,sw_modulation,sliding_window_homology,88,0.7887217104434967,0.2045697569847107,0.12085375189781189,0.12085375189781189,0.12085375189781189,16.0,0.3605857353937946,0.0,0.0,0.0,0.0,0.0
classical_musicnet_2159__180s,classical_musicnet_2159,classical,discovery,180.0,sw_onset,sliding_window_homology,359,0.029151350259780884,0.1516871452331543,0.11329787969589233,0.11329787969589233,0.11329787969589233,8.0,0.2589203066513023,0.0,0.0,0.0,0.0,0.0
classical_musicnet_2159__180s,classical_musicnet_2159,classical,discovery,180.0,sw_tonal_novelty,sliding_window_homology,374,0.47696220874786377,0.15962624549865723,0.1419791579246521,0.1419791579246521,0.1419791579246521,6.188146591186523,0.14452432708082397,0.0,0.0,0.0,0.0,0.0
classical_musicnet_2159__300s,classical_musicnet_2159,classical,discovery,300.0,path_acoustic_phase,phase_lifted_path_homology,149,,,0.3228854674490981,0.0,0.0,24.0,0.08828309789250821,0.3228854674490981,1.0,0.275,0.32633255192186644,0.3611944044043202
classical_musicnet_2159__300s,classical_musicnet_2159,classical,discovery,300.0,path_chroma_phase,phase_lifted_path_homology,149,,,0.36324252279312796,0.0,0.0,63.9013671875,0.021931833351762298,0.36324252279312796,1.0,0.325,0.3640640347166135,0.3704659154189706
classical_musicnet_2159__300s,classical_musicnet_2159,classical,discovery,300.0,path_rhythm_phase,phase_lifted_path_homology,149,,,0.32686876939774584,0.0,0.0,58.0,0.04428595980749983,0.32686876939774584,1.0,0.275,0.330107636973774,0.34472562273615875
classical_musicnet_2159__300s,classical_musicnet_2159,classical,discovery,300.0,sw_acoustic_novelty,sliding_window_homology,598,,,0.36778849363327026,0.36778849363327026,0.36778849363327026,5.0,0.16795298320118165,0.0,0.0,0.0,0.0,0.0
classical_musicnet_2159__300s,classical_musicnet_2159,classical,discovery,300.0,sw_loudness,sliding_window_homology,599,,,0.17083248496055603,0.17083248496055603,0.17083248496055603,4.0,0.2400725085908925,0.0,0.0,0.0,0.0,0.0
classical_musicnet_2159__300s,classical_musicnet_2159,classical,discovery,300.0,sw_modulation,sliding_window_homology,148,,,0.2000085711479187,0.2000085711479187,0.2000085711479187,16.0,0.1955454565917998,0.0,0.0,0.0,0.0,0.0
classical_musicnet_2159__300s,classical_musicnet_2159,classical,discovery,300.0,sw_onset,sliding_window_homology,599,,,0.16076183319091797,0.16076183319091797,0.16076183319091797,7.0,0.27238829643433016,0.0,0.0,0.0,0.0,0.0
classical_musicnet_2159__300s,classical_musicnet_2159,classical,discovery,300.0,sw_tonal_novelty,sliding_window_homology,595,,,0.14635193347930908,0.14635193347930908,0.15663158893585205,31.95068359375,0.1266309986606156,0.0,0.0,0.0,0.0,0.0
classical_musicnet_2167__180s,classical_musicnet_2167,classical,discovery,180.0,path_acoustic_phase,phase_lifted_path_homology,89,1.0,0.35332626640195636,0.33920057971851764,0.0,0.0,14.0,0.10618466584683661,0.33920057971851764,1.0,0.275,0.3553027725705922,0.38820418198364953
classical_musicnet_2167__180s,classical_musicnet_2167,classical,discovery,180.0,path_chroma_phase,phase_lifted_path_homology,94,0.9999999777434506,0.3722963391840657,0.35049763372697296,0.0,0.0,13.328262329101562,0.030925683081122313,0.35049763372697296,1.0,0.325,0.35273402458019637,0.38208095253443286
classical_musicnet_2167__180s,classical_musicnet_2167,classical,discovery,180.0,path_rhythm_phase,phase_lifted_path_homology,89,1.0,0.32950722172454533,0.34924357786060684,0.0,0.0,54.0,0.07855965792372555,0.34924357786060684,1.0,0.275,0.3513132545986272,0.3730112780517741
classical_musicnet_2167__180s,classical_musicnet_2167,classical,discovery,180.0,sw_acoustic_novelty,sliding_window_homology,358,0.340046226978302,0.19425314664840698,0.14683163166046143,0.14683163166046143,0.15391772985458374,5.5,0.18311774397449854,0.0,0.0,0.0,0.0,0.0
classical_musicnet_2167__180s,classical_musicnet_2167,classical,discovery,180.0,sw_loudness,sliding_window_homology,359,0.9201896339654922,0.1647239327430725,0.17569959163665771,0.17569959163665771,0.1885824203491211,11.5,0.23051186782999586,0.0,0.0,0.0,0.0,0.0
classical_musicnet_2167__180s,classical_musicnet_2167,classical,discovery,180.0,sw_modulation,sliding_window_homology,88,0.45396679639816284,0.14851713180541992,0.20270633697509766,0.20270633697509766,0.20270633697509766,30.0,0.08583320411338094,0.0,0.0,0.0,0.0,0.0
classical_musicnet_2167__180s,classical_musicnet_2167,classical,discovery,180.0,sw_onset,sliding_window_homology,359,0.871623694896698,0.1697448492050171,0.1499972939491272,0.1499972939491272,0.25488871335983276,11.0,0.2880676742527851,0.0,0.0,0.0,0.0,0.0
classical_musicnet_2167__180s,classical_musicnet_2167,classical,discovery,180.0,sw_tonal_novelty,sliding_window_homology,377,0.4129897356033325,0.16961610317230225,0.15481436252593994,0.15481436252593994,0.15481436252593994,4.760093688964844,0.14148726584827717,0.0,0.0,0.0,0.0,0.0
classical_musicnet_2167__300s,classical_musicnet_2167,classical,discovery,300.0,path_acoustic_phase,phase_lifted_path_homology,96,,,0.397257750385706,0.0,0.0,12.0,0.10191007848780664,0.397257750385706,1.0,0.325,0.398403827762624,0.4071721282535176
