track_id,composer_key,album_key,subpool,old_split,new_split
classical_musicnet_2112,brahms,musicnet_brahms_op38,mixed_chamber,discovery,holdout
classical_musicnet_2113,brahms,musicnet_brahms_op38,mixed_chamber,discovery,holdout
classical_musicnet_2114,brahms,musicnet_brahms_op38,mixed_chamber,discovery,holdout
classical_musicnet_2116,brahms,musicnet_brahms_op120no1,mixed_chamber,discovery,holdout
classical_musicnet_2117,brahms,musicnet_brahms_op120no1,mixed_chamber,discovery,holdout
classical_musicnet_2118,brahms,musicnet_brahms_op120no1,mixed_chamber,discovery,holdout
classical_musicnet_2119,brahms,musicnet_brahms_op120no1,mixed_chamber,discovery,holdout
classical_musicnet_2127,brahms,musicnet_brahms_op11,mixed_chamber,discovery,holdout
classical_musicnet_2131,brahms,musicnet_brahms_op11,mixed_chamber,discovery,holdout
classical_musicnet_2138,brahms,musicnet_brahms_op51no1,string_chamber,discovery,holdout
classical_musicnet_2140,brahms,musicnet_brahms_op51no1,string_chamber,discovery,holdout
classical_musicnet_2147,brahms,musicnet_brahms_op36,string_chamber,discovery,holdout
classical_musicnet_2148,brahms,musicnet_brahms_op25,mixed_chamber,discovery,holdout
classical_musicnet_2149,brahms,musicnet_brahms_op25,mixed_chamber,discovery,holdout
classical_musicnet_2150,brahms,musicnet_brahms_op25,mixed_chamber,discovery,holdout
classical_musicnet_2151,brahms,musicnet_brahms_op25,mixed_chamber,discovery,holdout
classical_musicnet_2154,brahms,musicnet_brahms_op18,string_chamber,discovery,holdout
classical_musicnet_2155,brahms,musicnet_brahms_op18,string_chamber,discovery,holdout
classical_musicnet_2156,brahms,musicnet_brahms_op18,string_chamber,discovery,holdout
classical_musicnet_2157,brahms,musicnet_brahms_op18,string_chamber,discovery,holdout
classical_musicnet_2158,brahms,musicnet_brahms_op40,mixed_chamber,discovery,holdout
classical_musicnet_2159,brahms,musicnet_brahms_op40,mixed_chamber,discovery,holdout
classical_musicnet_2160,brahms,musicnet_brahms_op40,mixed_chamber,discovery,holdout
classical_musicnet_2161,brahms,musicnet_brahms_op40,mixed_chamber,discovery,holdout
classical_musicnet_2166,faure,musicnet_faure_op45,mixed_chamber,discovery,holdout
classical_musicnet_2167,faure,musicnet_faure_op45,mixed_chamber,discovery,holdout
classical_musicnet_2168,faure,musicnet_faure_op45,mixed_chamber,discovery,holdout
classical_musicnet_2169,faure,musicnet_faure_op45,mixed_chamber,discovery,holdout
classical_musicnet_2177,ravel,musicnet_ravel_35,string_chamber,discovery,holdout
classical_musicnet_2178,ravel,musicnet_ravel_35,string_chamber,discovery,holdout
classical_musicnet_2179,ravel,musicnet_ravel_35,string_chamber,discovery,holdout
classical_musicnet_2180,ravel,musicnet_ravel_35,string_chamber,discovery,holdout
classical_musicnet_2313,beethoven,musicnet_beethoven_op132,string_chamber,validation,discovery
classical_musicnet_2314,beethoven,musicnet_beethoven_op132,string_chamber,validation,discovery
classical_musicnet_2315,beethoven,musicnet_beethoven_op132,string_chamber,validation,discovery
classical_musicnet_2325,beethoven,musicnet_beethoven_op57,piano_solo,validation,discovery
classical_musicnet_2335,beethoven,musicnet_beethoven_op30no3,mixed_chamber,validation,discovery
classical_musicnet_2336,beethoven,musicnet_beethoven_op30no3,mixed_chamber,validation,discovery
classical_musicnet_2341,beethoven,musicnet_beethoven_op30no3,mixed_chamber,validation,discovery
classical_musicnet_2345,beethoven,musicnet_beethoven_op27no2,piano_solo,validation,discovery
classical_musicnet_2350,beethoven,musicnet_beethoven_op27no2,piano_solo,validation,discovery
classical_musicnet_2359,beethoven,musicnet_beethoven_op28,piano_solo,validation,discovery
classical_musicnet_2364,beethoven,musicnet_beethoven_op28,piano_solo,validation,discovery
classical_musicnet_2371,beethoven,musicnet_beethoven_op14no1,piano_solo,validation,discovery
classical_musicnet_2372,beethoven,musicnet_beethoven_op14no1,piano_solo,validation,discovery
classical_musicnet_2374,beethoven,musicnet_beethoven_op49no1,piano_solo,validation,discovery
classical_musicnet_2381,beethoven,musicnet_beethoven_op130,string_chamber,validation,discovery
classical_musicnet_2382,beethoven,musicnet_beethoven_op130,string_chamber,validation,discovery
classical_musicnet_2383,beethoven,musicnet_beethoven_op130,string_chamber,validation,discovery
classical_musicnet_2389,beethoven,musicnet_beethoven_op31no2,piano_solo,validation,discovery
classical_musicnet_2390,beethoven,musicnet_beethoven_op31no2,piano_solo,validation,discovery
classical_musicnet_2393,beethoven,musicnet_beethoven_op31no2,piano_solo,validation,discovery
classical_musicnet_2398,beethoven,musicnet_beethoven_op47,mixed_chamber,validation,discovery
classical_musicnet_2404,beethoven,musicnet_beethoven_op110,piano_solo,validation,discovery
classical_musicnet_2406,beethoven,musicnet_beethoven_op110,piano_solo,validation,discovery
classical_musicnet_2411,beethoven,musicnet_beethoven_op27no1,piano_solo,validation,discovery
classical_musicnet_2423,beethoven,musicnet_beethoven_op2no1,piano_solo,validation,discovery
classical_musicnet_2432,beethoven,musicnet_beethoven_op135,string_chamber,validation,discovery
classical_musicnet_2433,beethoven,musicnet_beethoven_op135,string_chamber,validation,discovery
classical_musicnet_2442,beethoven,musicnet_beethoven_op106,piano_solo,validation,discovery
classical_musicnet_2444,beethoven,musicnet_beethoven_op106,piano_solo,validation,discovery
classical_musicnet_2462,beethoven,musicnet_beethoven_op23,mixed_chamber,validation,discovery
classical_musicnet_2463,beethoven,musicnet_beethoven_op23,mixed_chamber,validation,discovery
classical_musicnet_2466,beethoven,musicnet_beethoven_op23,mixed_chamber,validation,discovery
classical_musicnet_2472,beethoven,musicnet_beethoven_op2no3,piano_solo,validation,discovery
classical_musicnet_2476,beethoven,musicnet_beethoven_op2no3,piano_solo,validation,discovery
classical_musicnet_2477,beethoven,musicnet_beethoven_op2no3,piano_solo,validation,discovery
classical_musicnet_2478,beethoven,musicnet_beethoven_op2no3,piano_solo,validation,discovery
classical_musicnet_2481,beethoven,musicnet_beethoven_op18no5,string_chamber,validation,discovery
classical_musicnet_2482,beethoven,musicnet_beethoven_op18no5,string_chamber,validation,discovery
classical_musicnet_2483,beethoven,musicnet_beethoven_op18no5,string_chamber,validation,discovery
classical_musicnet_2486,beethoven,musicnet_beethoven_op7,piano_solo,validation,discovery
classical_musicnet_2491,beethoven,musicnet_beethoven_op7,piano_solo,validation,discovery
classical_musicnet_2492,beethoven,musicnet_beethoven_op7,piano_solo,validation,discovery
classical_musicnet_2494,beethoven,musicnet_beethoven_op95,string_chamber,validation,discovery
classical_musicnet_2497,beethoven,musicnet_beethoven_op95,string_chamber,validation,discovery
classical_musicnet_2505,beethoven,musicnet_beethoven_op103,mixed_chamber,validation,discovery
classical_musicnet_2507,beethoven,musicnet_beethoven_op103,mixed_chamber,validation,discovery
classical_musicnet_2509,beethoven,musicnet_beethoven_op2no2,piano_solo,validation,discovery
classical_musicnet_2514,beethoven,musicnet_beethoven_op2no2,piano_solo,validation,discovery
classical_musicnet_2516,beethoven,musicnet_beethoven_op2no2,piano_solo,validation,discovery
classical_musicnet_2521,beethoven,musicnet_beethoven_op69,mixed_chamber,validation,discovery
classical_musicnet_2527,beethoven,musicnet_beethoven_op10no1,piano_solo,validation,discovery
classical_musicnet_2528,beethoven,musicnet_beethoven_op10no1,piano_solo,validation,discovery
classical_musicnet_2529,beethoven,musicnet_beethoven_op10no1,piano_solo,validation,discovery
classical_musicnet_2530,beethoven,musicnet_beethoven_op111,piano_solo,validation,discovery
classical_musicnet_2532,beethoven,musicnet_beethoven_op111,piano_solo,validation,discovery
classical_musicnet_2533,beethoven,musicnet_beethoven_op111,piano_solo,validation,discovery
classical_musicnet_2538,beethoven,musicnet_beethoven_op49no2,piano_solo,validation,discovery
classical_musicnet_2555,beethoven,musicnet_beethoven_op109,piano_solo,validation,discovery
classical_musicnet_2557,beethoven,musicnet_beethoven_op109,piano_solo,validation,discovery
classical_musicnet_2582,beethoven,musicnet_beethoven_op54,piano_solo,validation,discovery
classical_musicnet_2586,beethoven,musicnet_beethoven_op102no1,mixed_chamber,validation,discovery
classical_musicnet_2590,beethoven,musicnet_beethoven_op26,piano_solo,validation,discovery
classical_musicnet_2603,beethoven,musicnet_beethoven_op81no1,piano_solo,validation,discovery
classical_musicnet_2608,beethoven,musicnet_beethoven_op31no1,piano_solo,validation,discovery
classical_musicnet_2619,beethoven,musicnet_beethoven_op10no2,piano_solo,validation,discovery
classical_musicnet_2622,beethoven,musicnet_beethoven_op59no1,string_chamber,validation,discovery
classical_musicnet_2628,beethoven,musicnet_beethoven_op96,mixed_chamber,validation,discovery
classical_musicnet_2629,beethoven,musicnet_beethoven_op96,mixed_chamber,validation,discovery
classical_musicnet_2633,beethoven,musicnet_beethoven_op14no2,piano_solo,validation,discovery
classical_musicnet_2677,beethoven,musicnet_beethoven_op14no1,piano_solo,validation,discovery
classical_musicnet_2678,beethoven,musicnet_beethoven_op14no2,piano_solo,validation,discovery
classical_musopen_00d18099ad17,mendelssohn,mendelssohn_quartet_in_f_minor_op_80,string_quartet,discovery,holdout
classical_musopen_05c904fe5b10,schubert,schubert_sonata_d_664,piano_solo,discovery,validation
classical_musopen_0b7876dd110e,mozart,mozart_quartet_d_minor_k421,string_quartet,discovery,validation
classical_musopen_124b2ee448a3,dvorak,dvorak_american_in_f_major,string_quartet,discovery,holdout
classical_musopen_1da5c488f898,mozart,mozart_quartet_d_minor_k421,string_quartet,discovery,validation
classical_musopen_208080de49cd,mendelssohn,mendelssohn_quartet_in_f_minor_op_80,string_quartet,discovery,holdout
classical_musopen_215977f7d168,schubert,schubert_sonata_d_958,piano_solo,discovery,validation
classical_musopen_25c64baa9139,mozart,mozart_quartet_d_minor_k421,string_quartet,discovery,validation
classical_musopen_26b6da893e99,mendelssohn,mendelssohn_quartet_in_f_minor_op_80,string_quartet,discovery,holdout
classical_musopen_281136d63fb7,schubert,schubert_sonata_d_958,piano_solo,discovery,validation
classical_musopen_2873bce09ec4,schubert,schubert_sonata_d_959,piano_solo,discovery,validation
classical_musopen_28b2abb46028,schubert,schubert_sonata_d_568,piano_solo,discovery,validation
classical_musopen_2bb770b12fae,mendelssohn,mendelssohn_quartet_in_f_minor_op_80,string_quartet,discovery,holdout
classical_musopen_2ca1fc27dc8e,suk,suk_meditation,string_quartet,discovery,holdout
classical_musopen_33730045e3a6,schubert,schubert_sonata_d_664,piano_solo,discovery,validation
classical_musopen_373729be509d,schubert,schubert_sonata_d_850,piano_solo,discovery,validation
classical_musopen_40a2fd43125a,schubert,schubert_sonata_d_959,piano_solo,discovery,validation
classical_musopen_414d9c796be3,mozart,mozart_quartet_in_c_major_k_465,string_quartet,discovery,validation
classical_musopen_5118ccc9f4d0,dvorak,dvorak_quartet_in_f_major_op_51,string_quartet,discovery,holdout
classical_musopen_53427878778a,schubert,schubert_sonata_d_845,piano_solo,discovery,validation
classical_musopen_631eca7e6359,schubert,schubert_sonata_d_568,piano_solo,discovery,validation
classical_musopen_66e009cc7ce8,schubert,schubert_sonata_d_845,piano_solo,discovery,validation
classical_musopen_715f07ea34cd,dvorak,dvorak_american_in_f_major,string_quartet,discovery,holdout
classical_musopen_7c2a6aff83ae,schubert,schubert_sonata_d_568,piano_solo,discovery,validation
classical_musopen_85b8d83993e5,schubert,schubert_sonata_d_784,piano_solo,discovery,validation
classical_musopen_88dae15b633b,dvorak,dvorak_american_in_f_major,string_quartet,discovery,holdout
classical_musopen_8b402eee923c,mozart,mozart_quartet_in_c_major_k_465,string_quartet,discovery,validation
classical_musopen_8c1a75b7bf5d,haydn,haydn_quartet_in_d_major_op_64,string_quartet,validation,discovery
classical_musopen_8f00b775156a,beethoven,beethoven_string_quartet_in_b_flat_major_op_18,string_quartet,validation,discovery
classical_musopen_909c6ffb1fa0,beethoven,beethoven_string_quartet_in_b_flat_major_op_18,string_quartet,validation,discovery
classical_musopen_97fae7a3dfae,mozart,mozart_quartet_d_minor_k421,string_quartet,discovery,validation
classical_musopen_9a95a1b73779,dvorak,dvorak_quartet_in_f_major_op_51,string_quartet,discovery,holdout
classical_musopen_9e03803778c4,schubert,schubert_sonata_d_850,piano_solo,discovery,validation
classical_musopen_9e92b1162c06,schubert,schubert_sonata_d_845,piano_solo,discovery,validation
classical_musopen_a1e65e9cab92,schubert,schubert_sonata_d_568,piano_solo,discovery,validation
classical_musopen_ad4d8a90f9bc,schubert,schubert_sonata_d_664,piano_solo,discovery,validation
classical_musopen_b5e0f49dce63,schubert,schubert_sonata_d_784,piano_solo,discovery,validation
classical_musopen_baea77fb0fba,schubert,schubert_sonata_d_784,piano_solo,discovery,validation
classical_musopen_bb045bab8875,haydn,haydn_quartet_in_d_major_op_64,string_quartet,validation,discovery
classical_musopen_bb26f6675995,mozart,mozart_quartet_in_c_major_k_465,string_quartet,discovery,validation
classical_musopen_c6602c75c700,haydn,haydn_quartet_in_d_major_op_64,string_quartet,validation,discovery
classical_musopen_cd013009d6d8,beethoven,beethoven_string_quartet_in_b_flat_major_op_18,string_quartet,validation,discovery
classical_musopen_d80a81db9e9a,schubert,schubert_sonata_d_845,piano_solo,discovery,validation
classical_musopen_d89f306017d2,schubert,schubert_sonata_d_958,piano_solo,discovery,validation
classical_musopen_d9826478969c,schubert,schubert_sonata_d_959,piano_solo,discovery,validation
classical_musopen_dbfd3cb8056d,haydn,haydn_quartet_in_d_major_op_64,string_quartet,validation,discovery
classical_musopen_e09675b49c01,mozart,mozart_quartet_in_c_major_k_465,string_quartet,discovery,validation
classical_musopen_e0aa0ba751f5,beethoven,beethoven_string_quartet_in_b_flat_major_op_18,string_quartet,validation,discovery
classical_musopen_e542fa316458,schubert,schubert_sonata_d_959,piano_solo,discovery,validation
classical_musopen_e92198fc7b0d,dvorak,dvorak_quartet_in_f_major_op_51,string_quartet,discovery,holdout
classical_musopen_f0ef963b9b80,dvorak,dvorak_quartet_in_f_major_op_51,string_quartet,discovery,holdout
classical_musopen_f6b26962c493,schubert,schubert_sonata_d_850,piano_solo,discovery,validation
classical_musopen_f88042497771,dvorak,dvorak_american_in_f_major,string_quartet,discovery,holdout
classical_musopen_fcb18467286d,schubert,schubert_sonata_d_850,piano_solo,discovery,validation
classical_musopen_fe9f4f266c55,schubert,schubert_sonata_d_958,piano_solo,discovery,validation
