segment_id,track_id,group,split,scale_seconds,source_modulation_relative_path,source_modulation_sha256,feature_relative_path,feature_sha256,model_set_sha256,windows,valid_windows,masked_windows,status,processed_at,error,observed_states_k8,state_coverage_k8,state_counts_k8,observed_states_k10,state_coverage_k10,state_counts_k10,observed_states_k12,state_coverage_k12,state_counts_k12
classical_musicnet_1742__180s,classical_musicnet_1742,classical,validation,180.0,features/modulation/180s/classical/validation/classical_musicnet_1742__180s.npz,ed71511474e2fc24540bf2ae3a9032382eca1788d560093fe50044fe1e6f9310,features/modulation_smp_prototype/180s/classical/validation/classical_musicnet_1742__180s.npz,8529a8a54b04c9010f43ae06c2556e32f6ac4d2af1de707cb8c491c5d7ab9daa,9206ebd71c402c83ac776297b32de0c81f3f225ed9c4e8e218e980f94c1d6943,88,88,0,success,2026-08-05,,6,0.75,"[9,16,45,16,1,0,0,1]",6,0.6,"[6,34,11,0,28,0,8,1,0,0]",8,0.6666666666666666,"[6,14,12,0,1,0,40,13,1,0,0,1]"
classical_musicnet_1742__300s,classical_musicnet_1742,classical,validation,300.0,features/modulation/300s/classical/validation/classical_musicnet_1742__300s.npz,c1814a52e6cef6718d9b1b3c57ea49f325a7487274cbb6ec491371e274dd1851,features/modulation_smp_prototype/300s/classical/validation/classical_musicnet_1742__300s.npz,0ea66d8601a14babc8b73910bd921471a58242ed6d0cb9bde26c66376306547c,9206ebd71c402c83ac776297b32de0c81f3f225ed9c4e8e218e980f94c1d6943,148,148,0,success,2026-08-05,,5,0.625,"[11,35,70,28,4,0,0,0]",6,0.6,"[8,54,22,0,49,0,14,1,0,0]",7,0.5833333333333334,"[10,26,20,0,1,0,61,27,3,0,0,0]"
classical_musicnet_1763__180s,classical_musicnet_1763,classical,validation,180.0,features/modulation/180s/classical/validation/classical_musicnet_1763__180s.npz,935ba573063f15a49c5c996d76d66078c2308fb68ec7aea355719d30ea266b26,features/modulation_smp_prototype/180s/classical/validation/classical_musicnet_1763__180s.npz,73be40e04ca1a04cacd54ca7aa91d2f675327de443dd005e2902d158a9773ac3,9206ebd71c402c83ac776297b32de0c81f3f225ed9c4e8e218e980f94c1d6943,88,88,0,success,2026-08-05,,5,0.625,"[8,39,25,14,2,0,0,0]",6,0.6,"[5,32,29,3,12,0,7,0,0,0]",7,0.5833333333333334,"[6,40,14,2,0,0,15,9,2,0,0,0]"
classical_musicnet_1763__300s,classical_musicnet_1763,classical,validation,300.0,features/modulation/300s/classical/validation/classical_musicnet_1763__300s.npz,8f03d8ff49647a02257e223897954802e75f0c30000f9d8a7d505b8512178e7a,features/modulation_smp_prototype/300s/classical/validation/classical_musicnet_1763__300s.npz,51d9b42a3bb999d7716a8e92e6037916b644d39d8f7de09ceb6eef9184951aa3,9206ebd71c402c83ac776297b32de0c81f3f225ed9c4e8e218e980f94c1d6943,148,148,0,success,2026-08-05,,5,0.625,"[19,67,40,18,4,0,0,0]",6,0.6,"[10,59,48,3,17,0,11,0,0,0]",8,0.6666666666666666,"[11,69,23,2,3,0,27,10,3,0,0,0]"
classical_musicnet_1764__180s,classical_musicnet_1764,classical,validation,180.0,features/modulation/180s/classical/validation/classical_musicnet_1764__180s.npz,ebbe496ebb3eb816ae755d060bcd2efa354ea4bd154eb0b97921037768d3933f,features/modulation_smp_prototype/180s/classical/validation/classical_musicnet_1764__180s.npz,090a7b809adf27d1e45658c28a5788f90978a53f42a63caf9fb82b221c517da8,9206ebd71c402c83ac776297b32de0c81f3f225ed9c4e8e218e980f94c1d6943,88,88,0,success,2026-08-05,,4,0.5,"[20,41,16,11,0,0,0,0]",6,0.6,"[14,35,24,5,8,0,2,0,0,0]",7,0.5833333333333334,"[15,38,15,5,1,0,12,2,0,0,0,0]"
classical_musicnet_1764__300s,classical_musicnet_1764,classical,validation,300.0,features/modulation/300s/classical/validation/classical_musicnet_1764__300s.npz,0d9b904920d7f59e718ef65de12b0c7c751461857ccf247603d02ca856408c03,features/modulation_smp_prototype/300s/classical/validation/classical_musicnet_1764__300s.npz,574b0a436ce8800db43fe1efe01b331dcdf27bbedbfdd744a34640ba8c14bb66,9206ebd71c402c83ac776297b32de0c81f3f225ed9c4e8e218e980f94c1d6943,148,148,0,success,2026-08-05,,5,0.625,"[46,67,22,12,1,0,0,0]",6,0.6,"[27,51,52,5,9,0,4,0,0,0]",7,0.5833333333333334,"[33,68,20,5,1,0,19,2,0,0,0,0]"
classical_musicnet_1765__180s,classical_musicnet_1765,classical,validation,180.0,features/modulation/180s/classical/validation/classical_musicnet_1765__180s.npz,2f9924c7e63a25e3c4a5e4e9894ee3d4e0efcd7e45437cf8082e79c30d527b51,features/modulation_smp_prototype/180s/classical/validation/classical_musicnet_1765__180s.npz,a6cb5371716549c488feb13339769c7335cb6d680d3e9c41a592afb160574c52,9206ebd71c402c83ac776297b32de0c81f3f225ed9c4e8e218e980f94c1d6943,88,88,0,success,2026-08-05,,5,0.625,"[6,32,23,25,2,0,0,0]",5,0.5,"[2,36,21,0,18,0,11,0,0,0]",8,0.6666666666666666,"[3,28,26,0,5,1,20,4,1,0,0,0]"
classical_musicnet_1765__300s,classical_musicnet_1765,classical,validation,300.0,features/modulation/300s/classical/validation/classical_musicnet_1765__300s.npz,2cc9a5e39eb678c6ab76b2568bfa70c0ac62378fcd1bc6c41027d901a001fdc6,features/modulation_smp_prototype/300s/classical/validation/classical_musicnet_1765__300s.npz,eec6baed992cf78b9f13791fc4f46fcfa612f208134f55819e1f6bc24b5f4537,9206ebd71c402c83ac776297b32de0c81f3f225ed9c4e8e218e980f94c1d6943,148,148,0,success,2026-08-05,,5,0.625,"[16,60,45,25,2,0,0,0]",7,0.7,"[9,57,45,2,24,0,10,1,0,0]",9,0.75,"[9,60,34,1,5,1,33,4,1,0,0,0]"
classical_musicnet_1766__180s,classical_musicnet_1766,classical,validation,180.0,features/modulation/180s/classical/validation/classical_musicnet_1766__180s.npz,157e0c7faca70f8b09a48cdd664a8803550a07048ed5031579061666a176d7c7,features/modulation_smp_prototype/180s/classical/validation/classical_musicnet_1766__180s.npz,f9d1d522f00d1295c3e62c42099c182acb352a0a8d1a9377dab302eaa92ac60b,9206ebd71c402c83ac776297b32de0c81f3f225ed9c4e8e218e980f94c1d6943,88,88,0,success,2026-08-05,,5,0.625,"[8,31,42,5,2,0,0,0]",5,0.5,"[5,37,22,0,19,0,5,0,0,0]",7,0.5833333333333334,"[6,31,7,0,1,0,40,1,2,0,0,0]"
classical_musicnet_1766__300s,classical_musicnet_1766,classical,validation,300.0,features/modulation/300s/classical/validation/classical_musicnet_1766__300s.npz,c5de4fcd753e7bc9828de111a9396e2fbaefe056aad20efa84bae417d8a2898f,features/modulation_smp_prototype/300s/classical/validation/classical_musicnet_1766__300s.npz,f6a7f75bc0c3e3121fe80013b64d10c006ec2d1c197ea619dc8618644d99ca76,9206ebd71c402c83ac776297b32de0c81f3f225ed9c4e8e218e980f94c1d6943,148,148,0,success,2026-08-05,,5,0.625,"[13,62,64,7,2,0,0,0]",5,0.5,"[10,55,48,0,30,0,5,0,0,0]",7,0.5833333333333334,"[10,57,14,0,1,0,61,2,3,0,0,0]"
classical_musicnet_1805__180s,classical_musicnet_1805,classical,validation,180.0,features/modulation/180s/classical/validation/classical_musicnet_1805__180s.npz,3b3f5855f32141c14a0f6d473a9187c3b5f3b6e88672b75b7d5536cc879b5e92,features/modulation_smp_prototype/180s/classical/validation/classical_musicnet_1805__180s.npz,a3e00fa48977cccdcbc42ac72c61ca1ee28283f4b78c9cefebe530e167c75e02,9206ebd71c402c83ac776297b32de0c81f3f225ed9c4e8e218e980f94c1d6943,88,88,0,success,2026-08-05,,5,0.625,"[30,34,22,1,1,0,0,0]",5,0.5,"[23,28,32,0,4,0,1,0,0,0]",5,0.4166666666666667,"[25,34,2,0,0,0,26,0,1,0,0,0]"
classical_musicnet_1805__300s,classical_musicnet_1805,classical,validation,300.0,features/modulation/300s/classical/validation/classical_musicnet_1805__300s.npz,8f3c1b2b654973d33cf104d59e43eca972acb8770088d147d3ec2736c5e748ed,features/modulation_smp_prototype/300s/classical/validation/classical_musicnet_1805__300s.npz,4415cec905cd150e7c1e6340ab80e3996c2be71bdeedfdf8d1d2ebbb9c6c6c38,9206ebd71c402c83ac776297b32de0c81f3f225ed9c4e8e218e980f94c1d6943,148,148,0,success,2026-08-05,,5,0.625,"[51,66,29,1,1,0,0,0]",5,0.5,"[37,38,66,0,6,0,1,0,0,0]",5,0.4166666666666667,"[43,63,4,0,0,0,37,0,1,0,0,0]"
classical_musicnet_1807__180s,classical_musicnet_1807,classical,validation,180.0,features/modulation/180s/classical/validation/classical_musicnet_1807__180s.npz,a67edef35dc80440bbe77b996812562e9498dd8bf7496f5bf84dd5f012906573,features/modulation_smp_prototype/180s/classical/validation/classical_musicnet_1807__180s.npz,d86cabafa539116d6677e1dfbc7db631ba7e95d2b192b0a30047aa9d69b6de3f,9206ebd71c402c83ac776297b32de0c81f3f225ed9c4e8e218e980f94c1d6943,88,88,0,success,2026-08-05,,4,0.5,"[48,26,12,2,0,0,0,0]",5,0.5,"[41,12,27,0,7,0,1,0,0,0]",5,0.4166666666666667,"[42,31,4,0,1,0,10,0,0,0,0,0]"
classical_musicnet_1807__300s,classical_musicnet_1807,classical,validation,300.0,features/modulation/300s/classical/validation/classical_musicnet_1807__300s.npz,ff159603610babb297665f9bc74128f3e31b32ca76c8f85b6479590fd31339b5,features/modulation_smp_prototype/300s/classical/validation/classical_musicnet_1807__300s.npz,231772c8e49a2201a537194ba0ef77c1f6c80cfd3860a8c26bcceb130bdd8433,9206ebd71c402c83ac776297b32de0c81f3f225ed9c4e8e218e980f94c1d6943,148,148,0,success,2026-08-05,,4,0.5,"[72,52,22,2,0,0,0,0]",4,0.4,"[62,23,51,0,12,0,0,0,0,0]",5,0.4166666666666667,"[64,57,6,0,0,0,20,1,0,0,0,0]"
classical_musicnet_1811__180s,classical_musicnet_1811,classical,validation,180.0,features/modulation/180s/classical/validation/classical_musicnet_1811__180s.npz,de60b5ab77ebbacbe70dcb832101f098db62c371c6225ec749f0432de806f42e,features/modulation_smp_prototype/180s/classical/validation/classical_musicnet_1811__180s.npz,4c445539cda6305db4758c53ac7a251af7b5c5490a2ec65aad168ba9ce894623,9206ebd71c402c83ac776297b32de0c81f3f225ed9c4e8e218e980f94c1d6943,88,88,0,success,2026-08-05,,5,0.625,"[63,15,6,3,1,0,0,0]",5,0.5,"[60,7,14,0,6,0,0,1,0,0]",6,0.5,"[62,14,1,0,0,1,7,3,0,0,0,0]"
classical_musicnet_1811__300s,classical_musicnet_1811,classical,validation,300.0,features/modulation/300s/classical/validation/classical_musicnet_1811__300s.npz,5073c0953f07d277c776440d7aa2e19c35b9716c83fc2b3a7c9459dd896da60d,features/modulation_smp_prototype/300s/classical/validation/classical_musicnet_1811__300s.npz,07efe4d705709ba60237fba903bfd2389b0eb5a2f1aebbd17a35e16153b116d4,9206ebd71c402c83ac776297b32de0c81f3f225ed9c4e8e218e980f94c1d6943,148,148,0,success,2026-08-05,,5,0.625,"[108,27,9,3,1,0,0,0]",7,0.7,"[99,12,26,1,8,0,1,1,0,0]",6,0.5,"[100,32,1,0,0,0,11,3,1,0,0,0]"
classical_musicnet_1812__180s,classical_musicnet_1812,classical,validation,180.0,features/modulation/180s/classical/validation/classical_musicnet_1812__180s.npz,ebcc165c03fd11d7c0b85147645420318bb25df80eab64aa8c21cdec9c1eee60,features/modulation_smp_prototype/180s/classical/validation/classical_musicnet_1812__180s.npz,fcf5cd797647a923aca56f15fccc8435fd1cc11276d2eae7a3c97018fe66c08a,9206ebd71c402c83ac776297b32de0c81f3f225ed9c4e8e218e980f94c1d6943,88,88,0,success,2026-08-05,,3,0.375,"[58,25,5,0,0,0,0,0]",4,0.4,"[53,11,23,0,1,0,0,0,0,0]",4,0.3333333333333333,"[55,25,1,0,0,0,7,0,0,0,0,0]"
classical_musicnet_1812__300s,classical_musicnet_1812,classical,validation,300.0,features/modulation/300s/classical/validation/classical_musicnet_1812__300s.npz,7ce64744317f7d8a202bacf61966b50c027c61f7f071f0792adc102c736f9d9c,features/modulation_smp_prototype/300s/classical/validation/classical_musicnet_1812__300s.npz,cd37eb16a88b3695b8ff0e14848edc52cc81c9735bbfe2c7c9b0bb66e6cdc034,9206ebd71c402c83ac776297b32de0c81f3f225ed9c4e8e218e980f94c1d6943,148,148,0,success,2026-08-05,,3,0.375,"[94,47,7,0,0,0,0,0]",4,0.4,"[84,15,47,0,2,0,0,0,0,0]",4,0.3333333333333333,"[89,47,1,0,0,0,11,0,0,0,0,0]"
classical_musicnet_1813__180s,classical_musicnet_1813,classical,validation,180.0,features/modulation/180s/classical/validation/classical_musicnet_1813__180s.npz,bc8e9122fe84dbefa5307080afba13056e015ee8e1ed530258780f38a7427e36,features/modulation_smp_prototype/180s/classical/validation/classical_musicnet_1813__180s.npz,40ab3e567eb268dcf53e5c1d43c925c87a7937ea25f350b237075a85858e487f,9206ebd71c402c83ac776297b32de0c81f3f225ed9c4e8e218e980f94c1d6943,88,88,0,success,2026-08-05,,5,0.625,"[25,41,18,2,2,0,0,0]",6,0.6,"[22,17,35,0,11,0,1,2,0,0]",6,0.5,"[23,37,3,0,0,0,21,2,2,0,0,0]"
classical_musicnet_1813__300s,classical_musicnet_1813,classical,validation,300.0,features/modulation/300s/classical/validation/classical_musicnet_1813__300s.npz,9a39a098dea7a528176bea5defe6c31db73b4ef7abb33389747458af9b90c3b9,features/modulation_smp_prototype/300s/classical/validation/classical_musicnet_1813__300s.npz,6d453148d9c8c28f5fdf4110ea7087c6cab13639275b998d6eb42207f29f604f,9206ebd71c402c83ac776297b32de0c81f3f225ed9c4e8e218e980f94c1d6943,148,148,0,success,2026-08-05,,6,0.75,"[59,54,29,4,1,0,0,1]",6,0.6,"[52,27,50,0,16,0,1,2,0,0]",7,0.5833333333333334,"[54,53,6,0,0,0,31,2,1,0,0,1]"
classical_musicnet_1817__180s,classical_musicnet_1817,classical,validation,180.0,features/modulation/180s/classical/validation/classical_musicnet_1817__180s.npz,25146dca66f9ffa6d3dd94778fe434c1ba52d01f55fd9ec83492b8ecb9f8d2fb,features/modulation_smp_prototype/180s/classical/validation/classical_musicnet_1817__180s.npz,bea971d3b253a21ce66d0ad251c06c2535e477c1bc0dbe1c9a103173b5f93f32,9206ebd71c402c83ac776297b32de0c81f3f225ed9c4e8e218e980f94c1d6943,88,88,0,success,2026-08-05,,3,0.375,"[73,13,2,0,0,0,0,0]",3,0.3,"[64,2,22,0,0,0,0,0,0,0]",3,0.25,"[67,19,0,0,0,0,2,0,0,0,0,0]"
classical_musicnet_1817__300s,classical_musicnet_1817,classical,validation,300.0,features/modulation/300s/classical/validation/classical_musicnet_1817__300s.npz,b5da2988987957c324418738c83a5d24ca5e24e11280f5eb0c9d3c93a88ec6d5,features/modulation_smp_prototype/300s/classical/validation/classical_musicnet_1817__300s.npz,812d29839cd7d51aa082849a9e20a4c58e907bc645a75a97d7526a04b3db184a,9206ebd71c402c83ac776297b32de0c81f3f225ed9c4e8e218e980f94c1d6943,123,123,0,success,2026-08-05,,3,0.375,"[102,19,2,0,0,0,0,0]",3,0.3,"[88,3,32,0,0,0,0,0,0,0]",4,0.3333333333333333,"[96,25,1,0,0,0,1,0,0,0,0,0]"
classical_musicnet_1818__180s,classical_musicnet_1818,classical,validation,180.0,features/modulation/180s/classical/validation/classical_musicnet_1818__180s.npz,f89b607db54edd5cf775780578b146d06f872b1f6513a625d602ae96bbc6a67e,features/modulation_smp_prototype/180s/classical/validation/classical_musicnet_1818__180s.npz,61dbcbefefeac65ec2ba6a98afd0fa9ad51d1ba33cef63dc12a160cee499de12,9206ebd71c402c83ac776297b32de0c81f3f225ed9c4e8e218e980f94c1d6943,88,88,0,success,2026-08-05,,2,0.25,"[74,14,0,0,0,0,0,0]",3,0.3,"[67,0,20,1,0,0,0,0,0,0]",2,0.16666666666666666,"[69,19,0,0,0,0,0,0,0,0,0,0]"
classical_musicnet_1818__300s,classical_musicnet_1818,classical,validation,300.0,features/modulation/300s/classical/validation/classical_musicnet_1818__300s.npz,6d95282df59bc0bf0d6360545bf63c373f006e9531a88d4dca224b159cf05d41,features/modulation_smp_prototype/300s/classical/validation/classical_musicnet_1818__300s.npz,ee5067a125f02a1ecd774324851897f5eb80c88a20508c8f83e5fe26492560c5,9206ebd71c402c83ac776297b32de0c81f3f225ed9c4e8e218e980f94c1d6943,148,148,0,success,2026-08-05,,5,0.625,"[117,26,3,1,1,0,0,0]",6,0.6,"[101,4,38,1,3,0,1,0,0,0]",6,0.5,"[106,36,1,1,0,0,2,2,0,0,0,0]"
classical_musicnet_1819__180s,classical_musicnet_1819,classical,validation,180.0,features/modulation/180s/classical/validation/classical_musicnet_1819__180s.npz,9506014abce763d608ea6451bfa9771376a60fd37e1efbddbb8b35cd3da17006,features/modulation_smp_prototype/180s/classical/validation/classical_musicnet_1819__180s.npz,012775507b41be9d38f2d10afeb69e47b9b289ec4122286fe7040b131ab76cda,9206ebd71c402c83ac776297b32de0c81f3f225ed9c4e8e218e980f94c1d6943,87,87,0,success,2026-08-05,,3,0.375,"[83,3,0,0,0,0,0,1]",3,0.3,"[75,0,11,0,0,0,0,0,0,1]",3,0.25,"[80,6,0,0,0,0,0,0,0,0,0,1]"
classical_musicnet_1819__300s,classical_musicnet_1819,classical,validation,300.0,features/modulation/300s/classical/validation/classical_musicnet_1819__300s.npz,9506014abce763d608ea6451bfa9771376a60fd37e1efbddbb8b35cd3da17006,features/modulation_smp_prototype/300s/classical/validation/classical_musicnet_1819__300s.npz,012775507b41be9d38f2d10afeb69e47b9b289ec4122286fe7040b131ab76cda,9206ebd71c402c83ac776297b32de0c81f3f225ed9c4e8e218e980f94c1d6943,87,87,0,success,2026-08-05,,3,0.375,"[83,3,0,0,0,0,0,1]",3,0.3,"[75,0,11,0,0,0,0,0,0,1]",3,0.25,"[80,6,0,0,0,0,0,0,0,0,0,1]"
classical_musicnet_1828__180s,classical_musicnet_1828,classical,validation,180.0,features/modulation/180s/classical/validation/classical_musicnet_1828__180s.npz,7c5615f88e1037aa6cc8d817e130c9b837df16885aebbd5c4d629d02d18e2ee1,features/modulation_smp_prototype/180s/classical/validation/classical_musicnet_1828__180s.npz,106833269fc1204432770c1571017066f78d12ba263e2380593499c69f1f492a,9206ebd71c402c83ac776297b32de0c81f3f225ed9c4e8e218e980f94c1d6943,88,88,0,success,2026-08-05,,4,0.5,"[41,38,5,4,0,0,0,0]",4,0.4,"[24,14,46,0,4,0,0,0,0,0]",4,0.3333333333333333,"[27,50,4,0,0,0,7,0,0,0,0,0]"
classical_musicnet_1828__300s,classical_musicnet_1828,classical,validation,300.0,features/modulation/300s/classical/validation/classical_musicnet_1828__300s.npz,5fa9a88095a290a2698904c08705a41b3dbd64f07ca077a59d599abc242d3aff,features/modulation_smp_prototype/300s/classical/validation/classical_musicnet_1828__300s.npz,9d235441d9aa9277201a032ab0f12de780d044b72f4b96dc43a0c3bdd892efad,9206ebd71c402c83ac776297b32de0c81f3f225ed9c4e8e218e980f94c1d6943,131,131,0,success,2026-08-05,,5,0.625,"[65,51,12,2,1,0,0,0]",5,0.5,"[33,18,73,0,6,0,0,1,0,0]",5,0.4166666666666667,"[44,66,4,0,0,0,16,0,1,0,0,0]"
classical_musicnet_1829__180s,classical_musicnet_1829,classical,validation,180.0,features/modulation/180s/classical/validation/classical_musicnet_1829__180s.npz,4a5e6eb5777b56ee13053b0cb79c9a4e2e4e84ea268d450dc2cf4eb09bd18806,features/modulation_smp_prototype/180s/classical/validation/classical_musicnet_1829__180s.npz,2a50ff3156b8bf2b54d7f530de9d53317cf1d12f366c0235e3e140680c4d43e9,9206ebd71c402c83ac776297b32de0c81f3f225ed9c4e8e218e980f94c1d6943,88,88,0,success,2026-08-05,,4,0.5,"[36,43,8,1,0,0,0,0]",4,0.4,"[20,16,50,0,2,0,0,0,0,0]",4,0.3333333333333333,"[25,51,0,0,0,0,11,1,0,0,0,0]"
classical_musicnet_1829__300s,classical_musicnet_1829,classical,validation,300.0,features/modulation/300s/classical/validation/classical_musicnet_1829__300s.npz,d007dec85f8f408df2299d4da12d84b1a71b4273def3369b8dbd68ecfb835112,features/modulation_smp_prototype/300s/classical/validation/classical_musicnet_1829__300s.npz,4e06415058861197d73f40d402f4d32e3e67d36c6cfd26f391b85e91527e0803,9206ebd71c402c83ac776297b32de0c81f3f225ed9c4e8e218e980f94c1d6943,148,148,0,success,2026-08-05,,4,0.5,"[71,69,7,1,0,0,0,0]",4,0.4,"[39,14,91,0,4,0,0,0,0,0]",5,0.4166666666666667,"[50,84,1,0,0,0,12,1,0,0,0,0]"
