segment_id,track_id,group,split,scale_seconds,source_chroma_relative_path,source_chroma_sha256,pitch_v2_relative_path,pitch_v2_sha256,codebook_sha256,steps,valid_steps,masked_steps,observed_states,median_codebook_distance,status,processed_at,error
classical_musicnet_1765__180s,classical_musicnet_1765,classical,discovery,180.0,features/chroma/180s/classical/discovery/classical_musicnet_1765__180s.npz,9a538c39e8c0d2f7641a266d9283c3aefc7a97cb637905f95d50bad145c8ad30,features/four_group/pitch_v2/180s/classical/discovery/classical_musicnet_1765__180s.npz,a6fd290d6263fc302a77db71740bb71c43c750d43bcb886b05eb3c3958234767,1dfbce0fd5fbde0a2e225aea1718a264076ab7cd79c3a8cbd8e544b4aff3fc3f,349,274,75,16,0.23286738991737366,success,2026-08-02,
classical_musicnet_1765__300s,classical_musicnet_1765,classical,discovery,300.0,features/chroma/300s/classical/discovery/classical_musicnet_1765__300s.npz,8d937ad3683200e2927c50e7a2a2059473d72365a741bfa2f840f37c2394945e,features/four_group/pitch_v2/300s/classical/discovery/classical_musicnet_1765__300s.npz,1ec506766e22a95d83eee8b2184647db3d0f13a46c2cff8e1eedcde9ce971a08,1dfbce0fd5fbde0a2e225aea1718a264076ab7cd79c3a8cbd8e544b4aff3fc3f,564,462,102,16,0.23528985679149628,success,2026-08-02,
classical_musicnet_1766__180s,classical_musicnet_1766,classical,discovery,180.0,features/chroma/180s/classical/discovery/classical_musicnet_1766__180s.npz,bbf0c0e95460d61c110d4bb753f903f75e161b084baedfa6d8515080f4f724fd,features/four_group/pitch_v2/180s/classical/discovery/classical_musicnet_1766__180s.npz,91a7d1bfc201b4136f4ccc3068fd62369025c910e7784d8c45dbbbe1cf9c41e2,1dfbce0fd5fbde0a2e225aea1718a264076ab7cd79c3a8cbd8e544b4aff3fc3f,387,294,93,15,0.24514949321746826,success,2026-08-02,
classical_musicnet_1766__300s,classical_musicnet_1766,classical,discovery,300.0,features/chroma/300s/classical/discovery/classical_musicnet_1766__300s.npz,44220556a73fea1223c4f971cadb16c08eb8c0858e46daa8299cfbf74ba144da,features/four_group/pitch_v2/300s/classical/discovery/classical_musicnet_1766__300s.npz,7588ef037b745c983b7ea1f11bd258a25660571071d86aef4877ad24029f2c55,1dfbce0fd5fbde0a2e225aea1718a264076ab7cd79c3a8cbd8e544b4aff3fc3f,680,524,156,16,0.24172747135162354,success,2026-08-02,
classical_musicnet_1805__180s,classical_musicnet_1805,classical,discovery,180.0,features/chroma/180s/classical/discovery/classical_musicnet_1805__180s.npz,dade1866319e5fbd0f4c6dad7d93b9b4dbe5088932106ddb1755d975eddf253f,features/four_group/pitch_v2/180s/classical/discovery/classical_musicnet_1805__180s.npz,546de9dfc120d1d2d2d464b55aeedeae020489eefd2c14c9a01dc4e1618e0479,1dfbce0fd5fbde0a2e225aea1718a264076ab7cd79c3a8cbd8e544b4aff3fc3f,373,208,165,15,0.21867920458316803,success,2026-08-02,
classical_musicnet_1805__300s,classical_musicnet_1805,classical,discovery,300.0,features/chroma/300s/classical/discovery/classical_musicnet_1805__300s.npz,23ce645efc0aa628de251112e0c4f739f49b7f2785d04d3fe3a505ef445bcfe1,features/four_group/pitch_v2/300s/classical/discovery/classical_musicnet_1805__300s.npz,6ac3db7826f2225d139fcfa832310330aaad1ae743e0098d2a2913a5ff39dc73,1dfbce0fd5fbde0a2e225aea1718a264076ab7cd79c3a8cbd8e544b4aff3fc3f,594,346,248,16,0.2190580666065216,success,2026-08-02,
classical_musicnet_1807__180s,classical_musicnet_1807,classical,discovery,180.0,features/chroma/180s/classical/discovery/classical_musicnet_1807__180s.npz,8ca8ebdc31de058beabea2ac85ad5cd9e23aaf321d95add9953c0517b702f74b,features/four_group/pitch_v2/180s/classical/discovery/classical_musicnet_1807__180s.npz,b34e0158c614e52b4c07ca2b1ee17ef6b225831ce54318953fd7846f15ffdd2d,1dfbce0fd5fbde0a2e225aea1718a264076ab7cd79c3a8cbd8e544b4aff3fc3f,381,187,194,15,0.24446237087249756,success,2026-08-02,
classical_musicnet_1807__300s,classical_musicnet_1807,classical,discovery,300.0,features/chroma/300s/classical/discovery/classical_musicnet_1807__300s.npz,054c9d88c47d9645f8517693158c0f4a3ebb11702427ee15c9cb7e6d9c21aa65,features/four_group/pitch_v2/300s/classical/discovery/classical_musicnet_1807__300s.npz,d8224c999f65393500c716672062a3663e6deec547950ce250a50fbf2017b9f6,1dfbce0fd5fbde0a2e225aea1718a264076ab7cd79c3a8cbd8e544b4aff3fc3f,659,367,292,16,0.24307870864868164,success,2026-08-02,
classical_musicnet_1811__180s,classical_musicnet_1811,classical,discovery,180.0,features/chroma/180s/classical/discovery/classical_musicnet_1811__180s.npz,25d0a2a1e471b4a438138dc317b789998a8ae6718e239278b25c8bf6604f722f,features/four_group/pitch_v2/180s/classical/discovery/classical_musicnet_1811__180s.npz,f2d757d12366cf3e227de1c89a55c530bb7af15620b68b56d8dae355cb790565,1dfbce0fd5fbde0a2e225aea1718a264076ab7cd79c3a8cbd8e544b4aff3fc3f,387,339,48,15,0.32662904262542725,success,2026-08-02,
classical_musicnet_1811__300s,classical_musicnet_1811,classical,discovery,300.0,features/chroma/300s/classical/discovery/classical_musicnet_1811__300s.npz,acdce33a87da5358bf4ef256420fb88a9cfdc98f37ba555a14cdee61c91eb9be,features/four_group/pitch_v2/300s/classical/discovery/classical_musicnet_1811__300s.npz,c5e6767cd8f31699fda6f877ce2eb4ac59c436125bd4cdc43ea2af7a4de53e3d,1dfbce0fd5fbde0a2e225aea1718a264076ab7cd79c3a8cbd8e544b4aff3fc3f,641,561,80,15,0.3270522356033325,success,2026-08-02,
classical_musicnet_1812__180s,classical_musicnet_1812,classical,discovery,180.0,features/chroma/180s/classical/discovery/classical_musicnet_1812__180s.npz,58e18574802835f4003736b1a4108998aea5ebeac9442bc1e1276ca3e04260fa,features/four_group/pitch_v2/180s/classical/discovery/classical_musicnet_1812__180s.npz,6de384e4ceab01fb9678aaee1e35de1bb18879fdf3659bbcb81cd5b8ad482881,1dfbce0fd5fbde0a2e225aea1718a264076ab7cd79c3a8cbd8e544b4aff3fc3f,378,321,57,16,0.2577037215232849,success,2026-08-02,
classical_musicnet_1812__300s,classical_musicnet_1812,classical,discovery,300.0,features/chroma/300s/classical/discovery/classical_musicnet_1812__300s.npz,06a227875d823287586821c4672b8e9d87ee7efb209afb5b894e10ba34f1f47c,features/four_group/pitch_v2/300s/classical/discovery/classical_musicnet_1812__300s.npz,fc6c68c31fcc6cd294c8af264c1bd69a2584bacf64809c3c4b23b14701e81bb5,1dfbce0fd5fbde0a2e225aea1718a264076ab7cd79c3a8cbd8e544b4aff3fc3f,626,518,108,16,0.2599199414253235,success,2026-08-02,
classical_musicnet_1813__180s,classical_musicnet_1813,classical,discovery,180.0,features/chroma/180s/classical/discovery/classical_musicnet_1813__180s.npz,915e879e59051703a0ab45a6c61a5205ca8744ca2a5eb8758517459d50e18a5b,features/four_group/pitch_v2/180s/classical/discovery/classical_musicnet_1813__180s.npz,215dee25fb1cd1409e0af85e7d64cdbe20aa77a3657262d49a5efea9ae0a50d8,1dfbce0fd5fbde0a2e225aea1718a264076ab7cd79c3a8cbd8e544b4aff3fc3f,396,299,97,15,0.2332533746957779,success,2026-08-02,
classical_musicnet_1813__300s,classical_musicnet_1813,classical,discovery,300.0,features/chroma/300s/classical/discovery/classical_musicnet_1813__300s.npz,fac2b75924d20ea3b29c61388fba5d4732240e6c43d4cfc81f70b01fc2d4c926,features/four_group/pitch_v2/300s/classical/discovery/classical_musicnet_1813__300s.npz,dcd011773bab259e626772412df68bdd5fa0e00744caedc44d64a4d50c24f3ae,1dfbce0fd5fbde0a2e225aea1718a264076ab7cd79c3a8cbd8e544b4aff3fc3f,657,521,136,15,0.2354278862476349,success,2026-08-02,
classical_musicnet_1817__180s,classical_musicnet_1817,classical,discovery,180.0,features/chroma/180s/classical/discovery/classical_musicnet_1817__180s.npz,69cb421b859c5b7a401fb43fabce6835552715f924fa1a01fcef14de6569320d,features/four_group/pitch_v2/180s/classical/discovery/classical_musicnet_1817__180s.npz,49df2491f76e3858bc5317912ad53767faf3633249bc8326862a8baffe790f29,1dfbce0fd5fbde0a2e225aea1718a264076ab7cd79c3a8cbd8e544b4aff3fc3f,388,344,44,14,0.283261239528656,success,2026-08-02,
classical_musicnet_1817__300s,classical_musicnet_1817,classical,discovery,300.0,features/chroma/300s/classical/discovery/classical_musicnet_1817__300s.npz,b597f0c936780046e45185d24e442581be2c4019eeab06f2a9620186884cc478,features/four_group/pitch_v2/300s/classical/discovery/classical_musicnet_1817__300s.npz,3dbbbaaffcd3ae904d16000c690a3704a60844067ee8e3310b35d1730ec864f2,1dfbce0fd5fbde0a2e225aea1718a264076ab7cd79c3a8cbd8e544b4aff3fc3f,526,455,71,14,0.286580890417099,success,2026-08-02,
classical_musicnet_1818__180s,classical_musicnet_1818,classical,discovery,180.0,features/chroma/180s/classical/discovery/classical_musicnet_1818__180s.npz,7b4e279d250bc6183e0f59e40028990d9090cc7cd6ee77a136d902a305996b3f,features/four_group/pitch_v2/180s/classical/discovery/classical_musicnet_1818__180s.npz,7c81b7c8ee267ee1c5fe8505e1ad284f7fb2d388d88c42a4625e336956e3a3a7,1dfbce0fd5fbde0a2e225aea1718a264076ab7cd79c3a8cbd8e544b4aff3fc3f,354,305,49,15,0.2974095940589905,success,2026-08-02,
classical_musicnet_1818__300s,classical_musicnet_1818,classical,discovery,300.0,features/chroma/300s/classical/discovery/classical_musicnet_1818__300s.npz,926b90c1c1b6407ad992f5fbbd1c6ad6da2c7f07419a90ae624b722cfdfa14a7,features/four_group/pitch_v2/300s/classical/discovery/classical_musicnet_1818__300s.npz,8735fe747e967971061b9a4aa76678ffa214f9e781d05e5ffcdbb66146035d5e,1dfbce0fd5fbde0a2e225aea1718a264076ab7cd79c3a8cbd8e544b4aff3fc3f,564,471,93,16,0.2939033806324005,success,2026-08-02,
classical_musicnet_1819__180s,classical_musicnet_1819,classical,discovery,180.0,features/chroma/180s/classical/discovery/classical_musicnet_1819__180s.npz,b2fa5692c08144dc2c403befd79b6d61b0d87f8aa6b622b1ac47a090be0a705f,features/four_group/pitch_v2/180s/classical/discovery/classical_musicnet_1819__180s.npz,095874472b64fa8fa52bca7db146e9e8441e11f89c7f91e269311b576e76c941,1dfbce0fd5fbde0a2e225aea1718a264076ab7cd79c3a8cbd8e544b4aff3fc3f,417,374,43,14,0.3015480935573578,success,2026-08-02,
classical_musicnet_1819__300s,classical_musicnet_1819,classical,discovery,300.0,features/chroma/300s/classical/discovery/classical_musicnet_1819__300s.npz,b2fa5692c08144dc2c403befd79b6d61b0d87f8aa6b622b1ac47a090be0a705f,features/four_group/pitch_v2/300s/classical/discovery/classical_musicnet_1819__300s.npz,095874472b64fa8fa52bca7db146e9e8441e11f89c7f91e269311b576e76c941,1dfbce0fd5fbde0a2e225aea1718a264076ab7cd79c3a8cbd8e544b4aff3fc3f,417,374,43,14,0.3015480935573578,success,2026-08-02,
classical_musicnet_1828__180s,classical_musicnet_1828,classical,discovery,180.0,features/chroma/180s/classical/discovery/classical_musicnet_1828__180s.npz,5c16287d9767b99d6f3e75a103c69b9889ce8781de80b34d2732cb5d3f7e5a0c,features/four_group/pitch_v2/180s/classical/discovery/classical_musicnet_1828__180s.npz,afb30bfd209b274e7c7d1147748a1ee22fb8a6444b2571f66146cb0fa099af63,1dfbce0fd5fbde0a2e225aea1718a264076ab7cd79c3a8cbd8e544b4aff3fc3f,353,285,68,15,0.26191115379333496,success,2026-08-02,
classical_musicnet_1828__300s,classical_musicnet_1828,classical,discovery,300.0,features/chroma/300s/classical/discovery/classical_musicnet_1828__300s.npz,3d1fa966dbe6d28ec61c51ee24db141dca7c5afcc4cc068dd5a6bccc750303c7,features/four_group/pitch_v2/300s/classical/discovery/classical_musicnet_1828__300s.npz,86f19cf46b8dbd344284d65a210466fa18331e7d193207d8533fec914d2be3d7,1dfbce0fd5fbde0a2e225aea1718a264076ab7cd79c3a8cbd8e544b4aff3fc3f,512,419,93,15,0.26478075981140137,success,2026-08-02,
classical_musicnet_1829__180s,classical_musicnet_1829,classical,discovery,180.0,features/chroma/180s/classical/discovery/classical_musicnet_1829__180s.npz,2118c02535f85470b5ec0608e2974c820f91e7324c1f39f7483bd3980d626f01,features/four_group/pitch_v2/180s/classical/discovery/classical_musicnet_1829__180s.npz,f9c4dd824585288556c1e73d41381c6b6b631c2ec02e6eee8280a3d903b7ed04,1dfbce0fd5fbde0a2e225aea1718a264076ab7cd79c3a8cbd8e544b4aff3fc3f,453,352,101,16,0.25352510809898376,success,2026-08-02,
classical_musicnet_1829__300s,classical_musicnet_1829,classical,discovery,300.0,features/chroma/300s/classical/discovery/classical_musicnet_1829__300s.npz,b1ec223cb6e9203c5bf0b545d6f428ebb02e2c89211370f19d88a727f0515380,features/four_group/pitch_v2/300s/classical/discovery/classical_musicnet_1829__300s.npz,02a2c8fce7876e52a7144ab5dc730976075212e9df315dafce39cd445c50980c,1dfbce0fd5fbde0a2e225aea1718a264076ab7cd79c3a8cbd8e544b4aff3fc3f,755,582,173,16,0.26295116543769836,success,2026-08-02,
classical_musicnet_1835__180s,classical_musicnet_1835,classical,discovery,180.0,features/chroma/180s/classical/discovery/classical_musicnet_1835__180s.npz,0865e12054fac1a299308919b3d59ef18d7922fdb1bc94f71288915c97c50002,features/four_group/pitch_v2/180s/classical/discovery/classical_musicnet_1835__180s.npz,6f70ae82515f1087f4645febc2280647694a7bb15f711662520f16727df11769,1dfbce0fd5fbde0a2e225aea1718a264076ab7cd79c3a8cbd8e544b4aff3fc3f,451,302,149,15,0.25615543127059937,success,2026-08-02,
classical_musicnet_1835__300s,classical_musicnet_1835,classical,discovery,300.0,features/chroma/300s/classical/discovery/classical_musicnet_1835__300s.npz,562b1da3defea2f033daa0b039d998e5e9024a6c0b70d59bffc172da1962eed9,features/four_group/pitch_v2/300s/classical/discovery/classical_musicnet_1835__300s.npz,2e6a914c6d6316772cacb7a317615a30b51931a1ac3d1c7ae21a3108bef7f94c,1dfbce0fd5fbde0a2e225aea1718a264076ab7cd79c3a8cbd8e544b4aff3fc3f,587,389,198,15,0.2566811144351959,success,2026-08-02,
classical_musicnet_1859__180s,classical_musicnet_1859,classical,discovery,180.0,features/chroma/180s/classical/discovery/classical_musicnet_1859__180s.npz,6883fd8afb8a3eeae2f4496329837c3c163ddc655f0b8a569d7955d72a470381,features/four_group/pitch_v2/180s/classical/discovery/classical_musicnet_1859__180s.npz,8faeb1afc35d2e9bdba0e717877f5d4c3814128e48cedcfb7a2702da9e9d8339,1dfbce0fd5fbde0a2e225aea1718a264076ab7cd79c3a8cbd8e544b4aff3fc3f,378,254,124,16,0.2366347312927246,success,2026-08-02,
classical_musicnet_1859__300s,classical_musicnet_1859,classical,discovery,300.0,features/chroma/300s/classical/discovery/classical_musicnet_1859__300s.npz,8136541a2d746a7c9fca9072c24050b0d89d53087c44c67ee5ef0a2c2c223d51,features/four_group/pitch_v2/300s/classical/discovery/classical_musicnet_1859__300s.npz,5ca4f286b7da50a46cc67e472f649b1cf0e92b514bd1c208ae755599385bb61b,1dfbce0fd5fbde0a2e225aea1718a264076ab7cd79c3a8cbd8e544b4aff3fc3f,653,438,215,16,0.2344038188457489,success,2026-08-02,
classical_musicnet_1872__180s,classical_musicnet_1872,classical,discovery,180.0,features/chroma/180s/classical/discovery/classical_musicnet_1872__180s.npz,ca987954116ca1de32f0e9d31c262bbb839919565ecb79b82e46feecaa697802,features/four_group/pitch_v2/180s/classical/discovery/classical_musicnet_1872__180s.npz,44a4fd953cdabe1f381802cb363c6f672e002a19093e97e3649f84960a9e57c3,1dfbce0fd5fbde0a2e225aea1718a264076ab7cd79c3a8cbd8e544b4aff3fc3f,372,309,63,16,0.25685933232307434,success,2026-08-02,
classical_musicnet_1872__300s,classical_musicnet_1872,classical,discovery,300.0,features/chroma/300s/classical/discovery/classical_musicnet_1872__300s.npz,e09a2669bc07f0a4215bdf450e2430af4794c729c9d665743401bb3a52bdbc80,features/four_group/pitch_v2/300s/classical/discovery/classical_musicnet_1872__300s.npz,019bd8c59b39242df79edce20d1816491c5032585395661cdb5ea63ee6ec7ef6,1dfbce0fd5fbde0a2e225aea1718a264076ab7cd79c3a8cbd8e544b4aff3fc3f,623,522,101,16,0.24697324633598328,success,2026-08-02,
classical_musicnet_1873__180s,classical_musicnet_1873,classical,discovery,180.0,features/chroma/180s/classical/discovery/classical_musicnet_1873__180s.npz,e158559b65065ec40617e0ed2acb0dd9c68184c093b3dcff9d9b06c1849b20d7,features/four_group/pitch_v2/180s/classical/discovery/classical_musicnet_1873__180s.npz,80176dd95ac2f03f046332711841aa2fa5430e48135a8a4ac1fec896995f6127,1dfbce0fd5fbde0a2e225aea1718a264076ab7cd79c3a8cbd8e544b4aff3fc3f,484,404,80,16,0.2533709406852722,success,2026-08-02,
classical_musicnet_1873__300s,classical_musicnet_1873,classical,discovery,300.0,features/chroma/300s/classical/discovery/classical_musicnet_1873__300s.npz,7f384e6c1d7c1b42a7be8067da73887ae192975aaec04a6b1eebfe23117d4179,features/four_group/pitch_v2/300s/classical/discovery/classical_musicnet_1873__300s.npz,67d1ca46ef84b625ce2debd5b4ded20c7f57ee50a605b5029234a0b5bc1b9dbb,1dfbce0fd5fbde0a2e225aea1718a264076ab7cd79c3a8cbd8e544b4aff3fc3f,806,663,143,16,0.24704790115356445,success,2026-08-02,
classical_musicnet_1876__180s,classical_musicnet_1876,classical,discovery,180.0,features/chroma/180s/classical/discovery/classical_musicnet_1876__180s.npz,26cf5c121910c6e1aa3f396b91c3cf5baf6ed568d117c0eb9f9a6ecd6d2f45d0,features/four_group/pitch_v2/180s/classical/discovery/classical_musicnet_1876__180s.npz,838bc1441a52d21b7ddbe2d2d9a5138efed10ea16b404682b1e766e519bd5b78,1dfbce0fd5fbde0a2e225aea1718a264076ab7cd79c3a8cbd8e544b4aff3fc3f,342,286,56,16,0.2344481199979782,success,2026-08-02,
classical_musicnet_1876__300s,classical_musicnet_1876,classical,discovery,300.0,features/chroma/300s/classical/discovery/classical_musicnet_1876__300s.npz,822e32c3beb110355bb64aacf71e98f863313fdd9890b21c22ed23b65513a294,features/four_group/pitch_v2/300s/classical/discovery/classical_musicnet_1876__300s.npz,a259fe0f1b8f22b73335412477d71b6965913477e3c9752224cc5935ed0f5ab0,1dfbce0fd5fbde0a2e225aea1718a264076ab7cd79c3a8cbd8e544b4aff3fc3f,567,460,107,16,0.24409684538841248,success,2026-08-02,
