segment_id,track_id,group,split,scale_seconds,view,threshold,vertex_count,edge_count,h0_betti,h0_allowed_path_count,h0_omega_dimension,h0_cycle_dimension,h0_boundary_rank,h1_betti,h1_allowed_path_count,h1_omega_dimension,h1_cycle_dimension,h1_boundary_rank
classical_musicnet_1727__300s,classical_musicnet_1727,classical,discovery,300.0,rhythm,0.7,6,1,5,6,6,6,1,0,1,1,0,0
classical_musicnet_1727__300s,classical_musicnet_1727,classical,discovery,300.0,rhythm,0.6,6,2,5,6,6,6,1,0,2,2,1,1
classical_musicnet_1727__300s,classical_musicnet_1727,classical,discovery,300.0,rhythm,0.5,6,3,4,6,6,6,2,0,3,3,1,1
classical_musicnet_1727__300s,classical_musicnet_1727,classical,discovery,300.0,rhythm,0.4,6,5,2,6,6,6,4,0,5,5,1,1
classical_musicnet_1727__300s,classical_musicnet_1727,classical,discovery,300.0,rhythm,0.3,6,10,1,6,6,6,5,0,10,10,5,5
classical_musicnet_1727__300s,classical_musicnet_1727,classical,discovery,300.0,rhythm,0.2,6,11,1,6,6,6,5,0,11,11,6,6
classical_musicnet_1727__300s,classical_musicnet_1727,classical,discovery,300.0,rhythm,0.15,6,13,1,6,6,6,5,0,13,13,8,8
classical_musicnet_1727__300s,classical_musicnet_1727,classical,discovery,300.0,rhythm,0.1,6,17,1,6,6,6,5,0,17,17,12,12
classical_musicnet_1727__300s,classical_musicnet_1727,classical,discovery,300.0,rhythm,0.075,6,20,1,6,6,6,5,0,20,20,15,15
classical_musicnet_1727__300s,classical_musicnet_1727,classical,discovery,300.0,rhythm,0.05,6,24,1,6,6,6,5,0,24,24,19,19
classical_musicnet_1727__300s,classical_musicnet_1727,classical,discovery,300.0,structure,0.95,2,2,1,2,2,2,1,0,2,2,1,1
classical_musicnet_1727__300s,classical_musicnet_1727,classical,discovery,300.0,structure,0.9,2,2,1,2,2,2,1,0,2,2,1,1
classical_musicnet_1727__300s,classical_musicnet_1727,classical,discovery,300.0,structure,0.8,2,2,1,2,2,2,1,0,2,2,1,1
classical_musicnet_1727__300s,classical_musicnet_1727,classical,discovery,300.0,structure,0.7,2,2,1,2,2,2,1,0,2,2,1,1
classical_musicnet_1727__300s,classical_musicnet_1727,classical,discovery,300.0,structure,0.6,2,2,1,2,2,2,1,0,2,2,1,1
classical_musicnet_1727__300s,classical_musicnet_1727,classical,discovery,300.0,structure,0.5,2,2,1,2,2,2,1,0,2,2,1,1
classical_musicnet_1727__300s,classical_musicnet_1727,classical,discovery,300.0,structure,0.4,2,2,1,2,2,2,1,0,2,2,1,1
classical_musicnet_1727__300s,classical_musicnet_1727,classical,discovery,300.0,structure,0.3,2,2,1,2,2,2,1,0,2,2,1,1
classical_musicnet_1727__300s,classical_musicnet_1727,classical,discovery,300.0,structure,0.2,2,2,1,2,2,2,1,0,2,2,1,1
classical_musicnet_1727__300s,classical_musicnet_1727,classical,discovery,300.0,structure,0.15,2,2,1,2,2,2,1,0,2,2,1,1
classical_musicnet_1727__300s,classical_musicnet_1727,classical,discovery,300.0,structure,0.1,2,2,1,2,2,2,1,0,2,2,1,1
classical_musicnet_1727__300s,classical_musicnet_1727,classical,discovery,300.0,structure,0.075,2,2,1,2,2,2,1,0,2,2,1,1
classical_musicnet_1727__300s,classical_musicnet_1727,classical,discovery,300.0,structure,0.05,2,2,1,2,2,2,1,0,2,2,1,1
classical_musicnet_1728__180s,classical_musicnet_1728,classical,discovery,180.0,pitch_v2,0.95,15,1,14,15,15,15,1,0,1,1,0,0
classical_musicnet_1728__180s,classical_musicnet_1728,classical,discovery,180.0,pitch_v2,0.9,15,1,14,15,15,15,1,0,1,1,0,0
classical_musicnet_1728__180s,classical_musicnet_1728,classical,discovery,180.0,pitch_v2,0.8,15,1,14,15,15,15,1,0,1,1,0,0
classical_musicnet_1728__180s,classical_musicnet_1728,classical,discovery,180.0,pitch_v2,0.7,15,1,14,15,15,15,1,0,1,1,0,0
classical_musicnet_1728__180s,classical_musicnet_1728,classical,discovery,180.0,pitch_v2,0.6,15,2,13,15,15,15,2,0,2,2,0,0
classical_musicnet_1728__180s,classical_musicnet_1728,classical,discovery,180.0,pitch_v2,0.5,15,8,7,15,15,15,8,0,8,8,0,0
classical_musicnet_1728__180s,classical_musicnet_1728,classical,discovery,180.0,pitch_v2,0.4,15,8,7,15,15,15,8,0,8,8,0,0
classical_musicnet_1728__180s,classical_musicnet_1728,classical,discovery,180.0,pitch_v2,0.3,15,13,3,15,15,15,12,0,13,13,1,1
classical_musicnet_1728__180s,classical_musicnet_1728,classical,discovery,180.0,pitch_v2,0.2,15,27,1,15,15,15,14,4,27,27,13,9
classical_musicnet_1728__180s,classical_musicnet_1728,classical,discovery,180.0,pitch_v2,0.15,15,34,1,15,15,15,14,2,34,34,20,18
classical_musicnet_1728__180s,classical_musicnet_1728,classical,discovery,180.0,pitch_v2,0.1,15,48,1,15,15,15,14,0,48,48,34,34
classical_musicnet_1728__180s,classical_musicnet_1728,classical,discovery,180.0,pitch_v2,0.075,15,57,1,15,15,15,14,0,57,57,43,43
classical_musicnet_1728__180s,classical_musicnet_1728,classical,discovery,180.0,pitch_v2,0.05,15,66,1,15,15,15,14,0,66,66,52,52
classical_musicnet_1728__180s,classical_musicnet_1728,classical,discovery,180.0,rhythm,0.95,8,0,8,8,8,8,0,0,0,0,0,0
classical_musicnet_1728__180s,classical_musicnet_1728,classical,discovery,180.0,rhythm,0.9,8,0,8,8,8,8,0,0,0,0,0,0
classical_musicnet_1728__180s,classical_musicnet_1728,classical,discovery,180.0,rhythm,0.8,8,0,8,8,8,8,0,0,0,0,0,0
classical_musicnet_1728__180s,classical_musicnet_1728,classical,discovery,180.0,rhythm,0.7,8,0,8,8,8,8,0,0,0,0,0,0
classical_musicnet_1728__180s,classical_musicnet_1728,classical,discovery,180.0,rhythm,0.6,8,0,8,8,8,8,0,0,0,0,0,0
classical_musicnet_1728__180s,classical_musicnet_1728,classical,discovery,180.0,rhythm,0.5,8,1,7,8,8,8,1,0,1,1,0,0
classical_musicnet_1728__180s,classical_musicnet_1728,classical,discovery,180.0,rhythm,0.4,8,3,5,8,8,8,3,0,3,3,0,0
classical_musicnet_1728__180s,classical_musicnet_1728,classical,discovery,180.0,rhythm,0.3,8,8,2,8,8,8,6,0,8,8,2,2
classical_musicnet_1728__180s,classical_musicnet_1728,classical,discovery,180.0,rhythm,0.2,8,14,1,8,8,8,7,0,14,14,7,7
classical_musicnet_1728__180s,classical_musicnet_1728,classical,discovery,180.0,rhythm,0.15,8,21,1,8,8,8,7,0,21,21,14,14
classical_musicnet_1728__180s,classical_musicnet_1728,classical,discovery,180.0,rhythm,0.1,8,31,1,8,8,8,7,0,31,31,24,24
classical_musicnet_1728__180s,classical_musicnet_1728,classical,discovery,180.0,rhythm,0.075,8,36,1,8,8,8,7,0,36,36,29,29
classical_musicnet_1728__180s,classical_musicnet_1728,classical,discovery,180.0,rhythm,0.05,8,37,1,8,8,8,7,0,37,37,30,30
classical_musicnet_1728__180s,classical_musicnet_1728,classical,discovery,180.0,structure,0.95,3,3,1,3,3,3,2,1,3,3,1,0
classical_musicnet_1728__180s,classical_musicnet_1728,classical,discovery,180.0,structure,0.9,3,3,1,3,3,3,2,1,3,3,1,0
classical_musicnet_1728__180s,classical_musicnet_1728,classical,discovery,180.0,structure,0.8,3,3,1,3,3,3,2,1,3,3,1,0
classical_musicnet_1728__180s,classical_musicnet_1728,classical,discovery,180.0,structure,0.7,3,3,1,3,3,3,2,1,3,3,1,0
classical_musicnet_1728__180s,classical_musicnet_1728,classical,discovery,180.0,structure,0.6,3,3,1,3,3,3,2,1,3,3,1,0
classical_musicnet_1728__180s,classical_musicnet_1728,classical,discovery,180.0,structure,0.5,3,3,1,3,3,3,2,1,3,3,1,0
classical_musicnet_1728__180s,classical_musicnet_1728,classical,discovery,180.0,structure,0.4,3,3,1,3,3,3,2,1,3,3,1,0
classical_musicnet_1728__180s,classical_musicnet_1728,classical,discovery,180.0,structure,0.3,3,3,1,3,3,3,2,1,3,3,1,0
classical_musicnet_1728__180s,classical_musicnet_1728,classical,discovery,180.0,structure,0.2,3,3,1,3,3,3,2,1,3,3,1,0
classical_musicnet_1728__180s,classical_musicnet_1728,classical,discovery,180.0,structure,0.15,3,3,1,3,3,3,2,1,3,3,1,0
classical_musicnet_1728__180s,classical_musicnet_1728,classical,discovery,180.0,structure,0.1,3,3,1,3,3,3,2,1,3,3,1,0
classical_musicnet_1728__180s,classical_musicnet_1728,classical,discovery,180.0,structure,0.075,3,3,1,3,3,3,2,1,3,3,1,0
classical_musicnet_1728__180s,classical_musicnet_1728,classical,discovery,180.0,structure,0.05,3,3,1,3,3,3,2,1,3,3,1,0
classical_musicnet_1728__300s,classical_musicnet_1728,classical,discovery,300.0,pitch_v2,0.95,15,1,14,15,15,15,1,0,1,1,0,0
classical_musicnet_1728__300s,classical_musicnet_1728,classical,discovery,300.0,pitch_v2,0.9,15,1,14,15,15,15,1,0,1,1,0,0
classical_musicnet_1728__300s,classical_musicnet_1728,classical,discovery,300.0,pitch_v2,0.8,15,1,14,15,15,15,1,0,1,1,0,0
classical_musicnet_1728__300s,classical_musicnet_1728,classical,discovery,300.0,pitch_v2,0.7,15,3,12,15,15,15,3,0,3,3,0,0
classical_musicnet_1728__300s,classical_musicnet_1728,classical,discovery,300.0,pitch_v2,0.6,15,3,12,15,15,15,3,0,3,3,0,0
classical_musicnet_1728__300s,classical_musicnet_1728,classical,discovery,300.0,pitch_v2,0.5,15,4,11,15,15,15,4,0,4,4,0,0
classical_musicnet_1728__300s,classical_musicnet_1728,classical,discovery,300.0,pitch_v2,0.4,15,4,11,15,15,15,4,0,4,4,0,0
classical_musicnet_1728__300s,classical_musicnet_1728,classical,discovery,300.0,pitch_v2,0.3,15,10,6,15,15,15,9,0,10,10,1,1
classical_musicnet_1728__300s,classical_musicnet_1728,classical,discovery,300.0,pitch_v2,0.2,15,27,1,15,15,15,14,4,27,27,13,9
classical_musicnet_1728__300s,classical_musicnet_1728,classical,discovery,300.0,pitch_v2,0.15,15,37,1,15,15,15,14,1,37,37,23,22
classical_musicnet_1728__300s,classical_musicnet_1728,classical,discovery,300.0,pitch_v2,0.1,15,53,1,15,15,15,14,0,53,53,39,39
classical_musicnet_1728__300s,classical_musicnet_1728,classical,discovery,300.0,pitch_v2,0.075,15,57,1,15,15,15,14,0,57,57,43,43
classical_musicnet_1728__300s,classical_musicnet_1728,classical,discovery,300.0,pitch_v2,0.05,15,68,1,15,15,15,14,0,68,68,54,54
classical_musicnet_1728__300s,classical_musicnet_1728,classical,discovery,300.0,rhythm,0.95,8,0,8,8,8,8,0,0,0,0,0,0
classical_musicnet_1728__300s,classical_musicnet_1728,classical,discovery,300.0,rhythm,0.9,8,0,8,8,8,8,0,0,0,0,0,0
classical_musicnet_1728__300s,classical_musicnet_1728,classical,discovery,300.0,rhythm,0.8,8,0,8,8,8,8,0,0,0,0,0,0
classical_musicnet_1728__300s,classical_musicnet_1728,classical,discovery,300.0,rhythm,0.7,8,0,8,8,8,8,0,0,0,0,0,0
classical_musicnet_1728__300s,classical_musicnet_1728,classical,discovery,300.0,rhythm,0.6,8,0,8,8,8,8,0,0,0,0,0,0
classical_musicnet_1728__300s,classical_musicnet_1728,classical,discovery,300.0,rhythm,0.5,8,3,5,8,8,8,3,0,3,3,0,0
classical_musicnet_1728__300s,classical_musicnet_1728,classical,discovery,300.0,rhythm,0.4,8,5,3,8,8,8,5,0,5,5,0,0
classical_musicnet_1728__300s,classical_musicnet_1728,classical,discovery,300.0,rhythm,0.3,8,9,1,8,8,8,7,0,9,9,2,2
classical_musicnet_1728__300s,classical_musicnet_1728,classical,discovery,300.0,rhythm,0.2,8,16,1,8,8,8,7,0,16,16,9,9
classical_musicnet_1728__300s,classical_musicnet_1728,classical,discovery,300.0,rhythm,0.15,8,21,1,8,8,8,7,0,21,21,14,14
classical_musicnet_1728__300s,classical_musicnet_1728,classical,discovery,300.0,rhythm,0.1,8,31,1,8,8,8,7,0,31,31,24,24
classical_musicnet_1728__300s,classical_musicnet_1728,classical,discovery,300.0,rhythm,0.075,8,32,1,8,8,8,7,0,32,32,25,25
classical_musicnet_1728__300s,classical_musicnet_1728,classical,discovery,300.0,rhythm,0.05,8,38,1,8,8,8,7,0,38,38,31,31
classical_musicnet_1728__300s,classical_musicnet_1728,classical,discovery,300.0,structure,0.95,5,3,2,5,5,5,3,0,3,3,0,0
classical_musicnet_1728__300s,classical_musicnet_1728,classical,discovery,300.0,structure,0.9,5,3,2,5,5,5,3,0,3,3,0,0
classical_musicnet_1728__300s,classical_musicnet_1728,classical,discovery,300.0,structure,0.8,5,3,2,5,5,5,3,0,3,3,0,0
classical_musicnet_1728__300s,classical_musicnet_1728,classical,discovery,300.0,structure,0.7,5,3,2,5,5,5,3,0,3,3,0,0
classical_musicnet_1728__300s,classical_musicnet_1728,classical,discovery,300.0,structure,0.6,5,3,2,5,5,5,3,0,3,3,0,0
classical_musicnet_1728__300s,classical_musicnet_1728,classical,discovery,300.0,structure,0.5,5,3,2,5,5,5,3,0,3,3,0,0
classical_musicnet_1728__300s,classical_musicnet_1728,classical,discovery,300.0,structure,0.4,5,3,2,5,5,5,3,0,3,3,0,0
classical_musicnet_1728__300s,classical_musicnet_1728,classical,discovery,300.0,structure,0.3,5,6,1,5,5,5,4,1,6,6,2,1
classical_musicnet_1728__300s,classical_musicnet_1728,classical,discovery,300.0,structure,0.2,5,6,1,5,5,5,4,1,6,6,2,1
classical_musicnet_1728__300s,classical_musicnet_1728,classical,discovery,300.0,structure,0.15,5,6,1,5,5,5,4,1,6,6,2,1
classical_musicnet_1728__300s,classical_musicnet_1728,classical,discovery,300.0,structure,0.1,5,6,1,5,5,5,4,1,6,6,2,1
classical_musicnet_1728__300s,classical_musicnet_1728,classical,discovery,300.0,structure,0.075,5,6,1,5,5,5,4,1,6,6,2,1
classical_musicnet_1728__300s,classical_musicnet_1728,classical,discovery,300.0,structure,0.05,5,6,1,5,5,5,4,1,6,6,2,1
classical_musicnet_1729__180s,classical_musicnet_1729,classical,discovery,180.0,pitch_v2,0.95,15,2,13,15,15,15,2,0,2,2,0,0
classical_musicnet_1729__180s,classical_musicnet_1729,classical,discovery,180.0,pitch_v2,0.9,15,2,13,15,15,15,2,0,2,2,0,0
classical_musicnet_1729__180s,classical_musicnet_1729,classical,discovery,180.0,pitch_v2,0.8,15,3,12,15,15,15,3,0,3,3,0,0
classical_musicnet_1729__180s,classical_musicnet_1729,classical,discovery,180.0,pitch_v2,0.7,15,3,12,15,15,15,3,0,3,3,0,0
classical_musicnet_1729__180s,classical_musicnet_1729,classical,discovery,180.0,pitch_v2,0.6,15,4,11,15,15,15,4,0,4,4,0,0
classical_musicnet_1729__180s,classical_musicnet_1729,classical,discovery,180.0,pitch_v2,0.5,15,6,9,15,15,15,6,0,6,6,0,0
classical_musicnet_1729__180s,classical_musicnet_1729,classical,discovery,180.0,pitch_v2,0.4,15,10,5,15,15,15,10,0,10,10,0,0
classical_musicnet_1729__180s,classical_musicnet_1729,classical,discovery,180.0,pitch_v2,0.3,15,13,2,15,15,15,13,0,13,13,0,0
classical_musicnet_1729__180s,classical_musicnet_1729,classical,discovery,180.0,pitch_v2,0.2,15,24,1,15,15,15,14,3,24,24,10,7
classical_musicnet_1729__180s,classical_musicnet_1729,classical,discovery,180.0,pitch_v2,0.15,15,32,1,15,15,15,14,1,32,32,18,17
classical_musicnet_1729__180s,classical_musicnet_1729,classical,discovery,180.0,pitch_v2,0.1,15,50,1,15,15,15,14,0,50,50,36,36
classical_musicnet_1729__180s,classical_musicnet_1729,classical,discovery,180.0,pitch_v2,0.075,15,56,1,15,15,15,14,0,56,56,42,42
classical_musicnet_1729__180s,classical_musicnet_1729,classical,discovery,180.0,pitch_v2,0.05,15,61,1,15,15,15,14,0,61,61,47,47
classical_musicnet_1729__180s,classical_musicnet_1729,classical,discovery,180.0,rhythm,0.95,8,1,7,8,8,8,1,0,1,1,0,0
classical_musicnet_1729__180s,classical_musicnet_1729,classical,discovery,180.0,rhythm,0.9,8,1,7,8,8,8,1,0,1,1,0,0
classical_musicnet_1729__180s,classical_musicnet_1729,classical,discovery,180.0,rhythm,0.8,8,2,6,8,8,8,2,0,2,2,0,0
classical_musicnet_1729__180s,classical_musicnet_1729,classical,discovery,180.0,rhythm,0.7,8,2,6,8,8,8,2,0,2,2,0,0
classical_musicnet_1729__180s,classical_musicnet_1729,classical,discovery,180.0,rhythm,0.6,8,5,3,8,8,8,5,0,5,5,0,0
classical_musicnet_1729__180s,classical_musicnet_1729,classical,discovery,180.0,rhythm,0.5,8,5,3,8,8,8,5,0,5,5,0,0
classical_musicnet_1729__180s,classical_musicnet_1729,classical,discovery,180.0,rhythm,0.4,8,5,3,8,8,8,5,0,5,5,0,0
classical_musicnet_1729__180s,classical_musicnet_1729,classical,discovery,180.0,rhythm,0.3,8,10,1,8,8,8,7,0,10,10,3,3
classical_musicnet_1729__180s,classical_musicnet_1729,classical,discovery,180.0,rhythm,0.2,8,14,1,8,8,8,7,0,14,14,7,7
classical_musicnet_1729__180s,classical_musicnet_1729,classical,discovery,180.0,rhythm,0.15,8,18,1,8,8,8,7,0,18,18,11,11
classical_musicnet_1729__180s,classical_musicnet_1729,classical,discovery,180.0,rhythm,0.1,8,22,1,8,8,8,7,0,22,22,15,15
classical_musicnet_1729__180s,classical_musicnet_1729,classical,discovery,180.0,rhythm,0.075,8,23,1,8,8,8,7,0,23,23,16,16
classical_musicnet_1729__180s,classical_musicnet_1729,classical,discovery,180.0,rhythm,0.05,8,25,1,8,8,8,7,0,25,25,18,18
classical_musicnet_1729__180s,classical_musicnet_1729,classical,discovery,180.0,structure,0.95,3,2,1,3,3,3,2,0,2,2,0,0
classical_musicnet_1729__180s,classical_musicnet_1729,classical,discovery,180.0,structure,0.9,3,2,1,3,3,3,2,0,2,2,0,0
classical_musicnet_1729__180s,classical_musicnet_1729,classical,discovery,180.0,structure,0.8,3,2,1,3,3,3,2,0,2,2,0,0
classical_musicnet_1729__180s,classical_musicnet_1729,classical,discovery,180.0,structure,0.7,3,2,1,3,3,3,2,0,2,2,0,0
classical_musicnet_1729__180s,classical_musicnet_1729,classical,discovery,180.0,structure,0.6,3,3,1,3,3,3,2,0,3,3,1,1
classical_musicnet_1729__180s,classical_musicnet_1729,classical,discovery,180.0,structure,0.5,3,3,1,3,3,3,2,0,3,3,1,1
classical_musicnet_1729__180s,classical_musicnet_1729,classical,discovery,180.0,structure,0.4,3,3,1,3,3,3,2,0,3,3,1,1
classical_musicnet_1729__180s,classical_musicnet_1729,classical,discovery,180.0,structure,0.3,3,4,1,3,3,3,2,0,4,4,2,2
classical_musicnet_1729__180s,classical_musicnet_1729,classical,discovery,180.0,structure,0.2,3,4,1,3,3,3,2,0,4,4,2,2
classical_musicnet_1729__180s,classical_musicnet_1729,classical,discovery,180.0,structure,0.15,3,4,1,3,3,3,2,0,4,4,2,2
classical_musicnet_1729__180s,classical_musicnet_1729,classical,discovery,180.0,structure,0.1,3,4,1,3,3,3,2,0,4,4,2,2
classical_musicnet_1729__180s,classical_musicnet_1729,classical,discovery,180.0,structure,0.075,3,4,1,3,3,3,2,0,4,4,2,2
classical_musicnet_1729__180s,classical_musicnet_1729,classical,discovery,180.0,structure,0.05,3,4,1,3,3,3,2,0,4,4,2,2
classical_musicnet_1729__300s,classical_musicnet_1729,classical,discovery,300.0,pitch_v2,0.95,16,2,14,16,16,16,2,0,2,2,0,0
classical_musicnet_1729__300s,classical_musicnet_1729,classical,discovery,300.0,pitch_v2,0.9,16,2,14,16,16,16,2,0,2,2,0,0
classical_musicnet_1729__300s,classical_musicnet_1729,classical,discovery,300.0,pitch_v2,0.8,16,2,14,16,16,16,2,0,2,2,0,0
