segment_id,track_id,group,split,scale_seconds,pitch_whitened_00,pitch_whitened_01,pitch_whitened_02,pitch_whitened_03,pitch_whitened_04,pitch_whitened_05,pitch_whitened_06,pitch_whitened_07,pitch_whitened_08,pitch_whitened_09,pitch_whitened_10,pitch_whitened_11,pitch_whitened_12,pitch_whitened_13,pitch_whitened_14,pitch_whitened_15,path_acoustic_phase__loop_score,path_chroma_phase__loop_score,pitch_block_l2_norm,phase_block_l2_norm,joint_l2_norm,focus_logit,focus_probability,focus_band_loss,predicted_group
classical_musicnet_1742__180s,classical_musicnet_1742,classical,validation,180.0,-3.4272850023296665e-14,3.91519199861707e-13,4.968344212967809e-13,0.1197773004217321,-0.205712476950279,-0.09059042949763485,-0.09174137099145839,0.02551374793550631,-0.12944280664516503,0.3838880709113763,0.1049665803897878,-0.17776219239593152,-0.16738413750569933,0.019710893622516223,-0.040753732439463945,0.04081774496791408,0.3621960713148971,0.06277583410685586,0.7904607217608214,0.5198592106017889,0.6689849592831492,-0.48947490853443154,0.3800172735863405,4.521860920118463,classical
classical_musicnet_1742__300s,classical_musicnet_1742,classical,validation,300.0,-8.740200986732815e-14,9.990400289915394e-13,1.2629868369889793e-12,0.3071740380212016,0.1916766075512818,0.007404158895164958,0.212413845831301,-0.23493867747738958,0.1252244836433172,0.4736092698887183,0.02006945367161738,-0.24934164378585497,-0.11218810553023281,-0.20589131586024023,0.1247246168965184,-0.0365463474262602,0.36881702498776336,0.108096523502747,1.100814859842753,0.5435271038581322,0.868105715992882,-1.0698456711997633,0.2554324343508101,7.326969423414002,classical
classical_musicnet_1763__180s,classical_musicnet_1763,classical,validation,180.0,-8.028745084854604e-14,9.175917240703483e-13,1.161026041093688e-12,0.2818804647341822,0.057141032644868466,-0.13287219055844213,0.27128375019650425,0.10816281982088018,-0.09205316750589634,0.0706959093760327,0.041805676563209694,-0.006352775685616298,0.16018817243361017,-0.08214334953941782,-0.2812450058969613,0.06949463487188351,-0.20916167512055245,-0.06877657803158152,0.7965759090355274,0.3113802306665269,0.6047688925968814,-4.0833039923597445,0.016572422280603193,32.72178464508027,classical
classical_musicnet_1763__300s,classical_musicnet_1763,classical,validation,300.0,-1.1451576402671498e-13,1.3090140910205373e-12,1.6544561109656238e-12,0.4026331740809102,0.31402708943978963,0.011624938878517269,0.2277926336176839,-0.052359000813419924,0.08360567761184026,0.27918441773178554,0.07671557256291979,-0.0867764554495069,0.0638949240364466,-0.25008971707560423,-0.09395548834577819,0.02677248813806973,-0.10115564891943517,-0.044857494896303154,0.9899633148922917,0.15649063969888993,0.708701871433222,-4.395184897147757,0.01218626208256016,36.38715643638726,classical
classical_musicnet_1764__180s,classical_musicnet_1764,classical,validation,180.0,-5.1098577268883626e-14,5.840324035975965e-13,7.387336519385009e-13,0.17936233805487065,0.014509149599450074,0.09124948712804512,-0.12220916615434926,-0.003908569461130219,-0.015463664710283435,0.030642644596766057,0.12116702725894843,0.04802130421662284,-0.06181994427812411,-0.07890632167280477,-0.008159620959396176,-0.004747416592355177,0.5874418913780749,0.0491395115705514,0.40978240830882645,0.8336697995528475,0.656858796411324,-2.051898212500377,0.11386071794117614,13.607909971219764,classical
classical_musicnet_1764__300s,classical_musicnet_1764,classical,validation,300.0,-6.954444219702661e-14,7.945955165587741e-13,1.0070636094467152e-12,0.24383677433770914,-0.09321442657693793,-0.5356142773106137,0.3419639680586123,0.08124430414864499,-0.19669332402047832,0.1892689932673377,0.07589770019236812,0.08414158690604315,0.028627021257448655,-0.19595169642343668,-0.026019160373103443,0.08263882906675112,0.12293193253998976,-0.24664998204544383,1.1069254517166032,0.3897395891644429,0.8298135040537946,-2.8391424848515645,0.05524527720828703,20.03577867828995,classical
classical_musicnet_1765__180s,classical_musicnet_1765,classical,validation,180.0,-4.388418953641864e-14,5.014741341031903e-13,6.351330312012881e-13,0.15348430961821963,-0.2009890552407094,0.33765937424746,-0.25318154722047614,-0.4365723137640443,0.15555215360443395,-0.07527953365342664,-0.0959510048822914,0.19776105452932707,-0.07803523868409873,0.2775051154807889,0.08572063877133891,-0.1434239957482289,0.10655839619793685,-0.11282612165100986,1.1152226113272081,0.21947403275597302,0.8037071369191787,-2.5981931742028146,0.06925479514373045,17.936792278789547,classical
classical_musicnet_1765__300s,classical_musicnet_1765,classical,validation,300.0,-9.100712203469116e-14,1.0400884813138254e-12,1.3161535545425603e-12,0.3194143422397289,0.024015229322368218,-0.09274029973944878,0.22411990453347705,-0.08972882826976518,-0.006455135956343871,0.079399315321857,-0.04112632952913009,0.1633509433430145,0.12112863244319019,0.003972084439923201,0.13439172666327603,0.027066103153019674,-0.15946312515823124,0.017203077443723576,0.6894729430623585,0.22682342982489473,0.51323571949573,-4.378322878999735,0.012390921543380425,36.184011416121756,classical
classical_musicnet_1766__180s,classical_musicnet_1766,classical,validation,180.0,-5.440499006894445e-14,6.217497426223981e-13,7.870062137872373e-13,0.19072475759455038,-0.0727407722415981,0.103277130626417,0.018734348795011194,-0.15433332837919458,0.023890632136264446,0.17214931074937637,0.09141943636540452,0.015737562949342598,-0.014928337540571459,-0.015442130087939081,-0.012594620232501597,-0.027660469719252026,-0.07622264204530821,-0.1482728098885809,0.4831137408627095,0.235774117801859,0.38012387535881387,-1.9658064411222331,0.12284003008109291,12.980155602698504,classical
classical_musicnet_1766__300s,classical_musicnet_1766,classical,validation,300.0,-9.503629930425239e-14,1.0863375922243726e-12,1.3731045854923522e-12,0.3340777550725322,0.22927131394130568,0.05183681071037483,0.041509709061923,-0.11226161988268442,0.09028083148367055,0.25295718470937517,0.1243346820569846,0.0023386589068499905,0.11899980730883686,-0.016225352980843058,0.05490904563344811,0.005820192287788167,-0.35398410520364104,-0.295153836444641,0.7566527690917344,0.6517983336965695,0.7061743696792648,-3.703001601327446,0.024056449845870815,28.51553017314018,classical
classical_musicnet_1805__180s,classical_musicnet_1805,classical,validation,180.0,-8.300702938294945e-15,9.443029782763304e-14,1.2299381636662853e-13,0.027537812334756873,-0.6149685921885897,0.18915515382214937,0.1670842315945956,0.0559065818434564,-0.22090916215656078,-0.17033646752221718,-0.15020916035677315,0.0810483432882186,0.10434220459723359,0.1921949115521543,-0.22992793744049658,0.0543196332584653,-0.18557487824929805,-0.2648703104257043,1.1457379400214482,0.45737143938433844,0.8723256446904141,-2.285355892308681,0.09234306340177309,15.384811894536462,classical
classical_musicnet_1805__300s,classical_musicnet_1805,classical,validation,300.0,-4.457561812331977e-14,5.095326933832499e-13,6.440491599312276e-13,0.1567345723687975,0.11579296509416213,-0.023330953796468625,-0.07970099838499334,0.024140408895730808,-0.01369144468324645,-0.07514352593240195,-0.06084962529922371,-0.061039245788318784,0.23136881723857955,0.2714809762912028,-0.13339612108268473,0.00384079454878245,-0.08880574372257258,-0.11364163136033809,0.6383702331794696,0.20396509748659558,0.4738767327071075,-2.4703072035720486,0.07796614819131706,16.869905602327304,classical
classical_musicnet_1807__180s,classical_musicnet_1807,classical,validation,180.0,-2.557199077214555e-14,2.9200526673128816e-13,3.715611922161185e-13,0.08858948970911745,-0.4417841340754733,0.3698303518920399,-0.029575487765138377,0.09115732600542685,-0.15123699416287192,0.0683399281541733,-0.03439755126484898,-0.12697996564263592,-0.1350250583123602,0.07625517636697408,-0.25254017629286074,0.05061373481391307,-0.1260893455574169,-0.47375042031206094,0.9840885753115429,0.6933079890048175,0.8512068760520578,-2.724809629027088,0.061525172763973665,19.02531223467809,classical
classical_musicnet_1807__300s,classical_musicnet_1807,classical,validation,300.0,-6.953026803339989e-14,7.945634250042355e-13,1.0060734719417676e-12,0.24373844214066595,-0.1030208635741232,-0.006866562806541462,0.04989450174844026,0.016730896159781863,-0.08211713308193576,0.2121732542968455,0.2540313161889997,0.058233614038637214,0.02088955672993989,-0.10007774799812498,-0.2708331914935699,0.044476870721121005,-0.24205535211003656,-0.13563847406884852,0.7460600190953003,0.3923992587476166,0.5960632224681198,-3.294865864303494,0.03574774090359488,24.32322061842456,classical
classical_musicnet_1811__180s,classical_musicnet_1811,classical,validation,180.0,-5.946058980350288e-14,6.796082489114951e-13,8.595716301218788e-13,0.20894874594665572,0.10243397960746138,-0.14926693359519833,-0.06228706173177526,0.013575745262826623,-0.03893472069263485,0.3729283730663455,0.16533598268770675,-0.19086542912392432,-0.03645964633943003,-0.037387099859938745,0.007783600988486385,0.03291250518225027,-0.1653358851626422,0.08849453870850946,0.7599011733147696,0.26520647919591367,0.569115221116364,-1.752463332184346,0.14773676914347628,11.48840650371016,classical
classical_musicnet_1811__300s,classical_musicnet_1811,classical,validation,300.0,-7.164522221321307e-14,8.190621301344017e-13,1.0344646715813591e-12,0.25215547348155354,0.287847231870256,0.07450626544409165,-0.12087929611839889,-0.19203334401960373,0.1458559113364825,0.38222484902391896,0.24742244864990687,-0.08976609993126121,-0.00040516886066385666,-0.06312552305396754,0.2297101068159307,-0.04488074756158795,0.005841029075847691,-0.09118195672274268,0.998889201174571,0.12921506763882468,0.7122064903972999,-0.95776122362022,0.27732665903445747,6.732743567930552,classical
classical_musicnet_1812__180s,classical_musicnet_1812,classical,validation,180.0,-7.813893001850004e-14,8.929890986768837e-13,1.1304137397045516e-12,0.2742497628338433,0.010863764316477545,-0.14581089706240244,0.0599307382372991,0.11258789340918603,1.192575261176566,0.007975272329806053,0.10437044127949842,0.3355162720541428,0.07538145480971721,-0.024255185473143204,0.056877068785496865,-0.07501463702146847,-0.2280634942910232,-0.3773844600033726,1.8296207746182853,0.6235895895222574,1.3668167680920789,-5.013649149382873,0.006602718884092894,44.2310258433077,classical
classical_musicnet_1812__300s,classical_musicnet_1812,classical,validation,300.0,-1.1362656715336271e-13,1.298986890014036e-12,1.6407061043267327e-12,0.3998937264859883,0.4596122833360661,0.07958392269405605,0.04798501197629003,-0.11152597264153706,0.16790730284897865,0.07339793645816788,0.11900427103956315,0.13490825754612118,0.08133992209599292,-0.24570747704792037,0.08823263205560682,-0.024894427180438845,-0.11177905469819448,-0.2672414972764396,1.0330228450036185,0.4096646797950129,0.7857993853939185,-5.175938454710118,0.005619157937389564,46.41601948090458,classical
classical_musicnet_1813__180s,classical_musicnet_1813,classical,validation,180.0,-7.938986535181106e-14,9.074687202758455e-13,1.147154407513294e-12,0.2791115848888891,0.202777833695518,-0.06461442543879704,0.09216448722457199,0.04804532820682591,-0.0059167227127320116,0.02607507339287663,0.009089130989534584,-0.007254789364846244,0.1072321782847944,-0.04710555315186611,-0.12419550674927693,0.02657934734746411,0.19679307113169198,-0.18828175252602042,0.5739313844539938,0.3851688751176886,0.48874957617408915,-3.6766018507638294,0.024684106165543247,28.234278129158962,classical
classical_musicnet_1813__300s,classical_musicnet_1813,classical,validation,300.0,-9.082791322481666e-14,1.0382992859566511e-12,1.311835991136586e-12,0.3196183945005359,0.3481255425989844,-0.08359222866125922,0.09931139801885643,-6.24151742636494e-08,0.05606224639123803,0.04060715753903603,0.029359244024986252,0.05175682636166048,0.23903599499302733,0.045478085271497305,0.04536669413916269,0.01935839220114478,0.08327635750185941,-0.040204774700204594,0.7876163081203145,0.13077748756931912,0.5645538947133468,-3.5657366850609185,0.0274985929328768,27.06838431955468,classical
classical_musicnet_1817__180s,classical_musicnet_1817,classical,validation,180.0,-3.6546203667285634e-14,4.175837712840812e-13,5.291506980572532e-13,0.1279276041171643,-0.12483090644303325,0.01605345819942217,0.06396545503896284,0.004460748451248911,-0.07794551635376995,0.1331840234597718,0.013113332645221689,0.026694097905389666,0.034403111095069855,0.08645027970315072,0.11342771105924286,0.024185827264948487,-0.16523006746993865,0.27414396160382076,0.40773389632168694,0.4526718168385517,0.4307892199031792,-1.601400348107685,0.1677859878915507,10.487184097244171,classical
classical_musicnet_1817__300s,classical_musicnet_1817,classical,validation,300.0,-3.30182350955035e-14,3.773424853449658e-13,4.776061393815853e-13,0.11583117931355094,-0.02095823573078673,-0.012286245918518367,-0.09338325869606084,-0.01919563942187034,-0.03768796456513284,0.10053049760545194,-0.006547477677449025,0.0002089212382534479,0.03500615274665084,0.161406994986043,0.30654419187135507,0.007465666871623952,-0.1696245166860437,0.005860167833069915,0.5585129728282504,0.2400284076021239,0.42985484600819684,-1.5300353484441347,0.1779885139459038,10.030061342655255,classical
classical_musicnet_1818__180s,classical_musicnet_1818,classical,validation,180.0,-1.7726749586745468e-15,2.0038996965831632e-14,2.713725950435902e-14,0.005567049381948757,-0.275105560847442,-0.07004018730871436,-0.24866106937702978,0.08832103967398924,-0.17386774278564338,0.23271948197700343,-0.02394860047639568,-0.12955185734154173,0.08782284935598268,0.44575660634568304,0.1820124037796559,0.06640840154646528,-0.6476051087622112,-0.1516300875215732,0.9959403469414606,0.9406211355659785,0.9686757185300217,-0.7803532127118329,0.3142437656285572,5.843557203334755,classical
classical_musicnet_1818__300s,classical_musicnet_1818,classical,validation,300.0,-4.135902873928263e-14,4.725133746427727e-13,5.992660726207341e-13,0.1447505292751699,-0.17545180249906764,-0.17952891022414139,-0.2405372293311049,0.09294074605577718,-0.1664683240311753,0.3835717019277641,0.20509643290572052,0.04106864578273617,-0.04362945830284476,0.27628627106305137,0.2681415080102438,0.08345703001405895,-0.4049802859769969,-0.31908427371457504,1.0258221410874886,0.729141695093578,0.8899322099658085,-2.0324395264531345,0.11583883103676544,13.464726704092998,classical
classical_musicnet_1819__180s,classical_musicnet_1819,classical,validation,180.0,-2.4347808285982742e-14,2.7821263335671814e-13,3.5246124710601614e-13,0.08547308746398365,-0.00901034727887967,-0.22586946485700432,-0.20015801857894785,0.12140402138964575,-0.12981840261890248,-0.09166375429787947,-0.037425516824884236,0.10110057238484396,0.1197094783148223,0.2610530887825824,0.29850920660356783,0.043438974802377996,0.05010894989662623,-0.00781070695966053,0.804433764683575,0.07172048525982361,0.571076837986314,-2.121967727429842,0.10697993775967267,14.129777184238963,classical
classical_musicnet_1819__300s,classical_musicnet_1819,classical,validation,300.0,-2.4347808285982742e-14,2.7821263335671814e-13,3.5246124710601614e-13,0.08547308746398365,-0.00901034727887967,-0.22586946485700432,-0.20015801857894785,0.12140402138964575,-0.12981840261890248,-0.09166375429787947,-0.037425516824884236,0.10110057238484396,0.1197094783148223,0.2610530887825824,0.29850920660356783,0.043438974802377996,0.05010894989662623,-0.00781070695966053,0.804433764683575,0.07172048525982361,0.571076837986314,-2.121967727429842,0.10697993775967267,14.129777184238963,classical
classical_musicnet_1828__180s,classical_musicnet_1828,classical,validation,180.0,-7.71906884688603e-14,8.823218651576545e-13,1.1154427489124398e-12,0.27132630935683305,0.17680203881886833,-0.03578595902110008,0.08419127428267574,0.05392774038665221,-0.00948726196647558,-0.022088446069519124,-0.08128726502643352,-0.012243356324725885,0.002092636365555117,-0.09233208038903,0.024479834905891153,0.023073479897859746,-0.20386296464843973,-0.1731392956654598,0.516043797749414,0.37825209598568654,0.4524244960837129,-4.88455735747869,0.007505708791034452,42.53060420347143,classical
classical_musicnet_1828__300s,classical_musicnet_1828,classical,validation,300.0,-8.94845107329785e-14,1.0230196399806549e-12,1.2919483401803913e-12,0.31489451532301116,0.35394276709096095,0.196207946289846,0.03408790956589701,-0.0654225598969584,0.13533586365345632,-0.029738699347639164,0.022627626093912626,0.07807271086294222,0.10907444981699133,-0.06764500096984077,0.1336823728269739,-0.02358950848271677,-0.1256481991945581,-0.23508839112599342,0.8112727785571132,0.37697220481898513,0.6325628681932989,-4.349812679184048,0.01274470617170149,35.84182859725634,classical
classical_musicnet_1829__180s,classical_musicnet_1829,classical,validation,180.0,-7.566381427613544e-14,8.648795627491519e-13,1.093335188582909e-12,0.265875935388778,0.1361510560959875,0.10035603169585391,-0.13692523298124626,-0.08212279531874127,0.05935931476085748,0.24170482473367716,0.05525909322961998,0.0015429662137477413,-0.14333349982817872,-0.04032903875279783,0.25793633162357293,-0.007678255015504225,-0.5537149433478874,-0.06995009274239306,0.7463951475184213,0.7892949435558594,0.7681445906083999,-4.328851369744785,0.013011158868647397,35.591285448729295,classical
classical_musicnet_1829__300s,classical_musicnet_1829,classical,validation,300.0,-9.461806542896811e-14,1.08151420616862e-12,1.3673335020843905e-12,0.3325808047488795,0.2132067432311,-0.0739046103767342,0.06844229170017006,-0.07071240947848545,0.04860096607086719,0.109022271841771,-0.035746804379909014,0.07419400470929355,0.176797434065568,0.1090884190811228,0.10939860869147004,0.019911467605335964,-0.05035649929552153,-0.1075622706831619,0.7039406546625101,0.16796082338341672,0.5117339560153882,-4.161136194815585,0.01535052265228601,33.61828894668493,classical
classical_musicnet_1835__180s,classical_musicnet_1835,classical,validation,180.0,-2.2998797411981975e-14,2.630170147930881e-13,3.3155079616237137e-13,0.08104260992591586,0.11114321819407186,0.24589794512707822,-0.641149321310828,0.028271507960722194,0.029169970496526573,0.03822540731622421,0.15754747378463638,0.1063251856859082,-0.15049005348110933,0.20564071683638563,0.32514454556697586,-0.03058749625168291,-0.09588174743019466,0.30695244866437,1.1843027492820593,0.4547815194823122,0.8970505092857605,-2.4539025237466143,0.07915363314986613,16.73541686365827,classical
classical_musicnet_1835__300s,classical_musicnet_1835,classical,validation,300.0,-2.4063525582378103e-14,2.7490170414930324e-13,3.487511990513446e-13,0.08441426874688225,-0.04738288810388688,-0.3780315821939765,-0.3657088759762993,-0.03292483576997595,-0.09992369750818192,0.09310885229614127,0.10322719298813758,0.1772309471000186,-0.062353021591220116,0.19276496133134655,0.11189307568126443,-0.016115317365161013,-0.3111925802841197,-0.18061113207626195,0.8962728043482749,0.5088441864731428,0.7287754612779699,-2.477635723683627,0.07744094646835185,16.930160157126043,classical
classical_musicnet_1859__180s,classical_musicnet_1859,classical,validation,180.0,-3.7002424105097634e-14,4.226946109109749e-13,5.365674055286583e-13,0.12967453315427066,-0.10981890954444944,-0.4660835374705137,-0.34316505618316495,0.41883006070996454,0.9701481842484965,-0.05578762248597018,0.11153188566636607,0.1902199846000055,0.05294185488448428,0.29955710647367767,-0.16998459402285626,0.00163951601218619,-0.053908887199416965,-0.06651332255631247,1.8185972228192917,0.12108005778458754,1.2887894008020004,-4.57814712871283,0.010169435003445453,38.62795265614166,classical
classical_musicnet_1859__300s,classical_musicnet_1859,classical,validation,300.0,-8.634686540013973e-14,9.869724269685018e-13,1.2478402996745028e-12,0.30329157538577095,0.11727206533663546,0.1753782994775726,0.019702587154667123,-0.010097486612432269,0.033680691666156115,0.06488840921235983,0.036962805608376406,0.032919407072249454,0.11788132692077154,0.0458754101157222,-0.09527078617446227,0.0252344531956475,0.18806150476164568,-0.1683514580940897,0.5839433327478737,0.356957540936231,0.4839465372806871,-3.8954486228574607,0.019929008551258568,30.607897702700964,classical
classical_musicnet_1872__180s,classical_musicnet_1872,classical,validation,180.0,-5.73828472515395e-14,6.558451610744861e-13,8.296503123082346e-13,0.2015678649160467,0.06806037925925165,-0.11258368581708757,-0.06325419526487616,0.10986042301401201,-0.0843067181532356,0.10085384005159521,0.07405507935960763,-0.0034683738396803273,0.11458296652270597,0.12589095365306777,0.04906611284697052,0.05994019218470997,-0.05885697516604253,-0.17485559326672612,0.5133433824257555,0.2609161628659862,0.4071846462755105,-2.8440086034059306,0.054991847711079005,20.07936515817995,classical
classical_musicnet_1872__300s,classical_musicnet_1872,classical,validation,300.0,-9.204933129952507e-14,1.0523186124566216e-12,1.3291417826733667e-12,0.3238872881840927,0.3407232639698556,0.15710400478432038,-0.1366645213358761,-0.08243998731576797,0.13162839256776873,0.12886882322933765,0.10986576387162131,0.054043908209284834,0.1666455061443999,0.10653705151505753,0.16063872727822912,-0.004446110909739421,-0.06157464961790239,-0.08056901906372232,0.877519690218893,0.143407142837851,0.62873142729578,-3.675026420833598,0.024722062742765574,28.217538221998563,classical
classical_musicnet_1873__180s,classical_musicnet_1873,classical,validation,180.0,-5.871977735060591e-14,6.710325074898834e-13,8.496018661863289e-13,0.20590739940145594,-0.061936886490662126,-0.05565673323996076,0.08493796019588004,0.14242355107772764,-0.12842425228046214,-0.04982793255617145,-0.033080459421961486,0.06522630967671392,0.1225398509704232,0.09445745317825127,-0.0068084870689039565,0.07497275135690003,-0.07368375296863888,-0.031205206686552155,0.5113912908143702,0.1131641319137282,0.3703560267314246,-3.852014489376992,0.020795284169321245,30.12919070979202,classical
classical_musicnet_1873__300s,classical_musicnet_1873,classical,validation,300.0,-9.757027598374152e-14,1.115357940248986e-12,1.4093516832575589e-12,0.34308840443726824,0.27903937554727193,0.1398925879871923,0.008914289467436025,-0.22728203526128368,0.17633511516822645,0.06608074251741362,-0.09155349194133512,0.04625892802239475,0.17429412290621982,0.14492234011315824,0.15397933431439478,-0.04321183788216768,0.0971473751519068,-0.15851522922185568,0.882971848477805,0.26292466751586,0.6514478743509097,-3.809898779085485,0.021670412177975096,29.668617640399898,classical
classical_musicnet_1876__180s,classical_musicnet_1876,classical,validation,180.0,-8.317808479770051e-14,9.506616133964283e-13,1.2026231390528896e-12,0.2920672737234635,0.0679380064474999,-0.0549101524067831,0.06209380449333091,-0.026280932022762604,-0.014019583996004144,0.1130325218642207,0.06558319748462425,0.04457134313111057,0.07923222256252446,-0.023609335821189542,-0.22597598412842837,0.021841971615903535,-0.5347944555684748,-0.3526982683198094,0.591807977293845,0.9059814326823411,0.7651924719813242,-4.887289625091553,0.007485382474373996,42.56624890418607,classical
classical_musicnet_1876__300s,classical_musicnet_1876,classical,validation,300.0,-1.1264189690654569e-13,1.2876325866291851e-12,1.6271390528649981e-12,0.39604037695089045,0.312212753450151,0.15751730414499862,0.18231544810898556,-0.16800277918360312,0.15945636382468562,0.12661341003929957,0.05630361891783539,0.07612569282405626,0.12193570326770255,-0.17703235393939915,-0.0598657319130461,-0.024547948247304156,-0.27877986219406314,-0.27974323414395896,0.9395936621758787,0.5585239271763793,0.7729117760875442,-4.920914230911868,0.007239665825904341,43.00613230473516,classical
