track_id,group,scale,name,strength,q25,mean,period,peak,loop,shuffle
classical_musicnet_2138,classical,300.0,acoustic_2s,0.0,0.0,0.0,4,0.270726488193362,1.0,0.3711951519521765
classical_musicnet_2138,classical,300.0,rhythm_2s,0.3592351981138766,0.3685391423076388,0.3810573052719363,13,0.08911550722567707,1.0,0.339046400550838
classical_musicnet_2138,classical,300.0,chroma_4beat,0.3661397695541382,0.3662760257720947,0.36802589893341064,12,0.013173282146453857,0.37840571999549866,0.3477763533592224
classical_musicnet_2211,classical,180.0,acoustic_2s,0.3091925809718729,0.3132257697555614,0.35334999589154104,14,0.19483771570161612,1.0,0.31382616650936657
classical_musicnet_2211,classical,180.0,rhythm_2s,0.3946098335424429,0.40088210246200207,0.41764757679602904,12,0.3017348518734937,1.0,0.35757097125333454
classical_musicnet_2211,classical,180.0,chroma_4beat,0.0,0.0,0.0919170081615448,5,0.021033763885498047,0.3635610342025757,0.3425368070602417
classical_musicnet_2211,classical,300.0,acoustic_2s,0.0,0.0,0.09595453570225522,5,0.064179197863661,1.0,0.2642306879291317
classical_musicnet_2211,classical,300.0,rhythm_2s,0.3747251812442055,0.4181865097821341,0.4342289637838288,12,0.18021851231315766,1.0,0.2953879349535692
classical_musicnet_2211,classical,300.0,chroma_4beat,0.3442170023918152,0.35404202342033386,0.36294716596603394,18,0.012944638729095459,0.3929955065250397,0.34581971168518066
classical_musicnet_2232,classical,180.0,chroma_4beat,0.3270881772041321,0.3327265977859497,0.35766124725341797,10,0.011898934841156006,0.33289095759391785,0.0
classical_musicnet_2232,classical,300.0,chroma_4beat,0.3270881772041321,0.3327265977859497,0.35766124725341797,10,0.011898934841156006,0.33289095759391785,0.0
classical_musicnet_2247,classical,180.0,acoustic_2s,0.0,0.0,0.09476619407162729,5,0.09708501266375325,0.0,0.21393149016786409
classical_musicnet_2247,classical,180.0,rhythm_2s,0.0,0.2830728348455751,0.3003458155003759,7,0.10136331818266986,0.0,0.1153311746226617
classical_musicnet_2247,classical,180.0,chroma_4beat,0.0,0.2691725268959999,0.27510399371385574,7,0.01960134506225586,0.0,0.0
classical_musicnet_2247,classical,300.0,acoustic_2s,0.0,0.0,0.09476619407162729,5,0.09708501266375325,0.0,0.21393149016786409
classical_musicnet_2247,classical,300.0,rhythm_2s,0.0,0.2830728348455751,0.3003458155003759,7,0.10136331818266986,0.0,0.1153311746226617
classical_musicnet_2247,classical,300.0,chroma_4beat,0.0,0.2691725268959999,0.27510399371385574,7,0.01960134506225586,0.0,0.0
classical_musicnet_2300,classical,180.0,acoustic_2s,0.28377710520022437,0.3134202611041863,0.34074797643853466,16,0.03052729955122868,1.0,0.0
classical_musicnet_2300,classical,180.0,rhythm_2s,0.3343740346745105,0.3452415393021063,0.3715507867862542,9,0.11002464306562842,1.0,0.0
classical_musicnet_2300,classical,180.0,chroma_4beat,0.36746746301651,0.36844152212142944,0.37120482325553894,9,0.01637423038482666,0.3736511468887329,0.36464911699295044
classical_musicnet_2300,classical,300.0,acoustic_2s,0.3347043225428179,0.361192037071288,0.3769127053271879,29,0.09282202752427038,1.0,0.0
classical_musicnet_2300,classical,300.0,rhythm_2s,0.3282170737924263,0.3695194637597271,0.3791494055391154,17,0.1085754447530054,1.0,0.27703718441216996
classical_musicnet_2300,classical,300.0,chroma_4beat,0.35426291823387146,0.36607933044433594,0.3675483465194702,19,0.014192819595336914,0.36481285095214844,0.35150083899497986
classical_musopen_124b2ee448a3,classical,180.0,acoustic_2s,0.0,0.0,0.11631131923599575,5,0.3014153366149326,1.0,0.32872307532634765
classical_musopen_124b2ee448a3,classical,180.0,rhythm_2s,0.325796762664235,0.36804325641333757,0.3757770378958035,21,0.123604399802687,1.0,0.29707042163025155
classical_musopen_124b2ee448a3,classical,180.0,chroma_4beat,0.0,0.0,0.09660663828253746,5,0.028264760971069336,0.35835498571395874,0.3677351772785187
classical_musopen_124b2ee448a3,classical,300.0,acoustic_2s,0.0,0.0,0.0,4,0.23578093451273618,1.0,0.35014351219114703
classical_musopen_124b2ee448a3,classical,300.0,rhythm_2s,0.37753506622834104,0.3803336479613505,0.3991551624060712,25,0.1426615188253728,1.0,0.3760490207829391
classical_musopen_124b2ee448a3,classical,300.0,chroma_4beat,0.0,0.0,0.09350717440247536,5,0.02822709083557129,0.3702595829963684,0.36514851450920105
classical_musopen_26a41c433b68,classical,180.0,acoustic_2s,0.45634103766315953,0.47390620033510067,0.5209524854489538,15,0.6364161481090446,0.43172661826029374,0.27064840325010253
classical_musopen_26a41c433b68,classical,180.0,rhythm_2s,0.4354885783137039,0.44678521948934896,0.455590838781117,14,0.3402023437296595,0.24590030752539035,0.2621365188696519
classical_musopen_26a41c433b68,classical,180.0,chroma_4beat,0.3596445620059967,0.3803972005844116,0.38226550817489624,12,0.05502629280090332,0.3530029058456421,0.33828917145729065
classical_musopen_26a41c433b68,classical,300.0,acoustic_2s,0.45634103766315953,0.47390620033510067,0.5209524854489538,15,0.6364161481090446,0.43172661826029374,0.27064840325010253
classical_musopen_26a41c433b68,classical,300.0,rhythm_2s,0.4354885783137039,0.44678521948934896,0.455590838781117,14,0.3402023437296595,0.24590030752539035,0.2621365188696519
classical_musopen_26a41c433b68,classical,300.0,chroma_4beat,0.3596445620059967,0.3803972005844116,0.38226550817489624,12,0.05502629280090332,0.3530029058456421,0.33828917145729065
classical_musopen_26b6da893e99,classical,180.0,acoustic_2s,0.3182989506930908,0.3386395267162832,0.36455215323851453,16,0.10697266332440902,1.0,0.28482373775974484
classical_musopen_26b6da893e99,classical,180.0,rhythm_2s,0.32830731987482364,0.35260200041505885,0.36095915254386807,16,0.08741378607020112,1.0,0.30534299185692226
classical_musopen_26b6da893e99,classical,180.0,chroma_4beat,0.33741122484207153,0.3443562090396881,0.3630504608154297,14,0.02418583631515503,0.3341067433357239,0.0
classical_musopen_26b6da893e99,classical,300.0,acoustic_2s,0.0,0.0,0.09954834911045779,5,0.08054233247637899,1.0,0.31604657662064584
classical_musopen_26b6da893e99,classical,300.0,rhythm_2s,0.34961482861160564,0.36231597120790404,0.37590010981867605,16,0.09468938579439423,1.0,0.3295207239469476
classical_musopen_26b6da893e99,classical,300.0,chroma_4beat,0.3646954596042633,0.36767205595970154,0.37068694829940796,12,0.010955333709716797,0.35198795795440674,0.3505234122276306
classical_musopen_6288d37e8273,classical,180.0,acoustic_2s,0.47038479919776044,0.5124459269806905,0.5340760863784122,15,0.22901602815194966,0.4257371145155394,0.27562947263881116
classical_musopen_6288d37e8273,classical,180.0,rhythm_2s,0.0,0.0,0.0,4,0.15427782247770283,0.34110070452505625,0.0
classical_musopen_6288d37e8273,classical,180.0,chroma_4beat,0.0,0.0,0.09065002202987671,5,0.02112138271331787,0.34022781252861023,0.0
classical_musopen_6288d37e8273,classical,300.0,acoustic_2s,0.47038479919776044,0.5124459269806905,0.5340760863784122,15,0.22901602815194966,0.4257371145155394,0.27562947263881116
classical_musopen_6288d37e8273,classical,300.0,rhythm_2s,0.0,0.0,0.0,4,0.15427782247770283,0.34110070452505625,0.0
classical_musopen_6288d37e8273,classical,300.0,chroma_4beat,0.0,0.0,0.09065002202987671,5,0.02112138271331787,0.34022781252861023,0.0
classical_musopen_b5e0f49dce63,classical,180.0,acoustic_2s,0.0,0.0,0.11259524524276751,5,0.33778355716704356,1.0,0.3095744463568881
classical_musopen_b5e0f49dce63,classical,180.0,rhythm_2s,0.0,0.0,0.0,4,0.3126219728997368,1.0,0.36743900567287324
classical_musopen_b5e0f49dce63,classical,180.0,chroma_4beat,0.3581344485282898,0.36433395743370056,0.36572811007499695,17,0.011513710021972656,0.38776111602783203,0.34412163496017456
classical_musopen_b5e0f49dce63,classical,300.0,acoustic_2s,0.0,0.0,0.11381233524369518,5,0.38330497739765934,1.0,0.35884813514822655
classical_musopen_b5e0f49dce63,classical,300.0,rhythm_2s,0.0,0.0,0.0,4,0.33485983028584276,1.0,0.38011235352260186
classical_musopen_b5e0f49dce63,classical,300.0,chroma_4beat,0.0,0.0,0.0934341549873352,5,0.019223153591156006,0.3814414441585541,0.363591730594635
classical_musopen_baea77fb0fba,classical,180.0,acoustic_2s,0.0,0.0,0.0,4,0.1732680965986504,1.0,0.3893689915426299
classical_musopen_baea77fb0fba,classical,180.0,rhythm_2s,0.0,0.0,0.0,4,0.24341549894569647,1.0,0.30364870717029646
classical_musopen_baea77fb0fba,classical,180.0,chroma_4beat,0.0,0.0,0.0,4,0.01948648691177368,0.3707813024520874,0.0
classical_musopen_baea77fb0fba,classical,300.0,acoustic_2s,0.0,0.0,0.0,4,0.4030473620302839,1.0,0.3287176286334729
classical_musopen_baea77fb0fba,classical,300.0,rhythm_2s,0.0,0.0,0.0,4,0.4558704287374724,1.0,0.36347917731971047
classical_musopen_baea77fb0fba,classical,300.0,chroma_4beat,0.0,0.0,0.0,4,0.022532284259796143,0.37231045961380005,0.3538479804992676
focus_brainfm_11c947e4659b,focus,180.0,acoustic_2s,0.0,0.0,0.14164052504273963,5,0.5494987676206047,1.0,0.36424974571140717
focus_brainfm_11c947e4659b,focus,180.0,rhythm_2s,0.4393287719474269,0.4399982179984278,0.46555898944413243,16,0.3064583334798069,1.0,0.0
focus_brainfm_11c947e4659b,focus,180.0,chroma_4beat,0.4133942127227783,0.42680320143699646,0.44374722242355347,16,0.12170878052711487,0.43886837363243103,0.3706742525100708
focus_brainfm_11c947e4659b,focus,300.0,acoustic_2s,0.0,0.0,0.13684696327773577,5,0.5159060013366332,1.0,0.3139596333989103
focus_brainfm_11c947e4659b,focus,300.0,rhythm_2s,0.36980428261610165,0.3703910538464298,0.4223931844350726,8,0.1464194582791497,1.0,0.2967209181074189
focus_brainfm_11c947e4659b,focus,300.0,chroma_4beat,0.416967511177063,0.42282775044441223,0.43712204694747925,16,0.10601106286048889,0.4383429288864136,0.3630662262439728
focus_brainfm_1a667b5f8aae,focus,180.0,acoustic_2s,0.4855082476495284,0.49450814947989186,0.509464862512095,8,0.3996733382195927,1.0,0.2898267908675164
focus_brainfm_1a667b5f8aae,focus,180.0,rhythm_2s,0.0,0.0,0.0,4,0.291691932222924,1.0,0.0
focus_brainfm_1a667b5f8aae,focus,180.0,chroma_4beat,0.38822099566459656,0.392767995595932,0.40820053219795227,8,0.05082046985626221,0.39773884415626526,0.0
focus_brainfm_1a667b5f8aae,focus,300.0,acoustic_2s,0.5060022021490581,0.507038435059187,0.5234053523836206,8,0.4029347456510628,1.0,0.3579133177813673
focus_brainfm_1a667b5f8aae,focus,300.0,rhythm_2s,0.0,0.0,0.14017539711214402,5,0.4698838343988596,1.0,0.0
focus_brainfm_1a667b5f8aae,focus,300.0,chroma_4beat,0.37565624713897705,0.3917200565338135,0.4137367010116577,8,0.060941100120544434,0.39778295159339905,0.3705950677394867
focus_brainfm_1d302872b7d7,focus,180.0,acoustic_2s,0.34461161871025725,0.41897299145864725,0.4467035920269083,22,0.31827985013753635,1.0,0.24399659945183547
focus_brainfm_1d302872b7d7,focus,180.0,rhythm_2s,0.4021020413241099,0.4104791859337919,0.46284937008139876,15,0.22422764039892973,1.0,0.30161676802044957
focus_brainfm_1d302872b7d7,focus,180.0,chroma_4beat,0.0,0.0,0.0,4,0.04353833198547363,0.4057329595088959,0.0
focus_brainfm_1d302872b7d7,focus,300.0,acoustic_2s,0.4533225347838143,0.4585897684968162,0.47284973886063786,22,0.2790724914291861,1.0,0.33994893289329653
focus_brainfm_1d302872b7d7,focus,300.0,rhythm_2s,0.45741240646503717,0.4704080656526242,0.4901606587849745,30,0.27088681480509735,1.0,0.3273806025397911
focus_brainfm_1d302872b7d7,focus,300.0,chroma_4beat,0.3829994201660156,0.3867933452129364,0.39510655403137207,8,0.039808034896850586,0.4177720844745636,0.33699068427085876
focus_brainfm_20d48c0030ee,focus,180.0,acoustic_2s,0.0,0.0,0.0,4,0.19237461172779113,1.0,0.3551256327868927
focus_brainfm_20d48c0030ee,focus,180.0,rhythm_2s,0.0,0.0,0.23455669433640947,6,0.16317540151998922,1.0,0.36044233912198675
focus_brainfm_20d48c0030ee,focus,180.0,chroma_4beat,0.0,0.0,0.0,4,0.06381833553314209,0.420840322971344,0.3553113043308258
focus_brainfm_20d48c0030ee,focus,300.0,acoustic_2s,0.4477895832908243,0.4483038821447965,0.4661736671971759,23,0.26657152542661233,1.0,0.35277727904513195
focus_brainfm_20d48c0030ee,focus,300.0,rhythm_2s,0.0,0.0,0.255263664262547,6,0.12251153202079967,1.0,0.34075258621408716
focus_brainfm_20d48c0030ee,focus,300.0,chroma_4beat,0.39771273732185364,0.40744930505752563,0.4157049059867859,32,0.07488733530044556,0.48228082060813904,0.36472582817077637
focus_brainfm_34c5d8df2184,focus,180.0,acoustic_2s,0.4049997688795057,0.40779639919967253,0.4396593271579712,11,0.31534352134863086,1.0,0.0
focus_brainfm_34c5d8df2184,focus,180.0,rhythm_2s,0.32644619235021244,0.3293538592311891,0.3961329561520637,15,0.2606073670406841,1.0,0.31199575139277563
focus_brainfm_34c5d8df2184,focus,180.0,chroma_4beat,0.3351697027683258,0.3542114794254303,0.36744725704193115,16,0.056360721588134766,0.3620223104953766,0.3445931673049927
focus_brainfm_34c5d8df2184,focus,300.0,acoustic_2s,0.4192619048221675,0.42596338253928245,0.4598898480666451,11,0.3931495118322885,1.0,0.35572794216123765
focus_brainfm_34c5d8df2184,focus,300.0,rhythm_2s,0.3913908511011072,0.39908380522758463,0.4318927912926663,30,0.25210065787148794,1.0,0.3559801571141745
focus_brainfm_34c5d8df2184,focus,300.0,chroma_4beat,0.40411466360092163,0.4197576940059662,0.43994590640068054,8,0.09538048505783081,0.4557811915874481,0.3547182083129883
focus_brainfm_45d6269177c9,focus,180.0,acoustic_2s,0.0,0.0,0.0,4,0.2957135423609849,1.0,0.32096187449618097
focus_brainfm_45d6269177c9,focus,180.0,rhythm_2s,0.30563168923401773,0.35104655573060795,0.3750379986736061,18,0.12429442800650725,1.0,0.2964525104842093
focus_brainfm_45d6269177c9,focus,180.0,chroma_4beat,0.0,0.0,0.0,4,0.06047651171684265,0.4098131060600281,0.31610235571861267
focus_brainfm_45d6269177c9,focus,300.0,acoustic_2s,0.0,0.0,0.0,4,0.2998788732524681,1.0,0.35572366358859464
focus_brainfm_45d6269177c9,focus,300.0,rhythm_2s,0.3540273438017693,0.35434020343387307,0.37197172346760454,18,0.09641323404533808,1.0,0.3171260876379546
focus_brainfm_45d6269177c9,focus,300.0,chroma_4beat,0.0,0.0,0.09488821029663086,5,0.05015525221824646,0.44557705521583557,0.30357813835144043
focus_brainfm_4c21a6991c14,focus,180.0,acoustic_2s,0.38656604868884853,0.40252179967090335,0.44736762272658,22,0.21636025677479553,1.0,0.31926676873213927
focus_brainfm_4c21a6991c14,focus,180.0,rhythm_2s,0.0,0.0,0.18126404135122132,6,0.15441302956772596,1.0,0.33888121332941695
focus_brainfm_4c21a6991c14,focus,180.0,chroma_4beat,0.0,0.0,0.1903141252696514,6,0.06479412317276001,0.3122190237045288,0.3325148820877075
focus_brainfm_4c21a6991c14,focus,300.0,acoustic_2s,0.0,0.0,0.11441209819929407,5,0.21106855135685842,1.0,0.0
focus_brainfm_4c21a6991c14,focus,300.0,rhythm_2s,0.34964293289045467,0.3516477141851638,0.3755187836701439,15,0.10476994258068406,1.0,0.2915823784408036
focus_brainfm_4c21a6991c14,focus,300.0,chroma_4beat,0.0,0.0,0.19256789237260818,6,0.03021305799484253,0.3110728859901428,0.35732799768447876
focus_brainfm_5c2ea7efbd03,focus,180.0,acoustic_2s,0.0,0.0,0.25165974804870495,6,0.3082459499125477,1.0,0.3176973096208756
focus_brainfm_5c2ea7efbd03,focus,180.0,rhythm_2s,0.0,0.0,0.25773960194156303,6,0.462993878338541,1.0,0.3246651873505717
focus_brainfm_5c2ea7efbd03,focus,180.0,chroma_4beat,0.0,0.0,0.0,4,0.013812482357025146,0.0,0.33219125866889954
focus_brainfm_5c2ea7efbd03,focus,300.0,acoustic_2s,0.0,0.0,0.2590700358444437,6,0.4300926575449364,1.0,0.3116452806672048
focus_brainfm_5c2ea7efbd03,focus,300.0,rhythm_2s,0.0,0.0,0.2614228180673479,6,0.4641193256343277,1.0,0.37312490816631677
focus_brainfm_5c2ea7efbd03,focus,300.0,chroma_4beat,0.0,0.0,0.0,4,0.01614558696746826,0.3323795795440674,0.3537101149559021
focus_brainfm_5ddfc60155f3,focus,180.0,acoustic_2s,0.0,0.0,0.12319482343162863,5,0.36078532618240966,1.0,0.28166520778598414
focus_brainfm_5ddfc60155f3,focus,180.0,rhythm_2s,0.0,0.0,0.0,4,0.13838454093218433,1.0,0.1959457192748062
focus_brainfm_5ddfc60155f3,focus,180.0,chroma_4beat,0.35677570104599,0.38607728481292725,0.4017890691757202,8,0.13285720348358154,0.3523849546909332,0.0
focus_brainfm_5ddfc60155f3,focus,300.0,acoustic_2s,0.0,0.0,0.1255357430879488,5,0.5117973790298216,1.0,0.31037405285323755
focus_brainfm_5ddfc60155f3,focus,300.0,rhythm_2s,0.17668378618519143,0.28502207375296906,0.3694519678536374,32,0.1913455964213976,1.0,0.3477263484924979
focus_brainfm_5ddfc60155f3,focus,300.0,chroma_4beat,0.0,0.0,0.0,4,0.058958470821380615,0.36985859274864197,0.3654960095882416
focus_brainfm_605fe5e55118,focus,180.0,acoustic_2s,0.0,0.0,0.0,4,0.2737868973042834,1.0,0.32125644783118645
focus_brainfm_605fe5e55118,focus,180.0,rhythm_2s,0.0,0.0,0.0,4,0.34073467949977654,1.0,0.3158049893576735
focus_brainfm_605fe5e55118,focus,180.0,chroma_4beat,0.0,0.0,0.0,4,0.044621288776397705,0.36146825551986694,0.3588297665119171
focus_brainfm_605fe5e55118,focus,300.0,acoustic_2s,0.0,0.0,0.0,4,0.3504848471405895,1.0,0.3845516410893206
focus_brainfm_605fe5e55118,focus,300.0,rhythm_2s,0.0,0.0,0.0,4,0.4802557523489056,1.0,0.30289266987047814
focus_brainfm_605fe5e55118,focus,300.0,chroma_4beat,0.41152068972587585,0.4135337471961975,0.4198054075241089,20,0.048448145389556885,0.3562680780887604,0.37286075949668884
focus_brainfm_6b04cef70c17,focus,180.0,acoustic_2s,0.0,0.0,0.13702413388157209,5,0.6589952685275431,1.0,0.36363675366228687
focus_brainfm_6b04cef70c17,focus,180.0,rhythm_2s,0.4621802728602666,0.46358866384199826,0.4908438564275135,9,0.5134932628467788,1.0,0.34892635570473873
focus_brainfm_6b04cef70c17,focus,180.0,chroma_4beat,0.0,0.0,0.0,4,0.07658231258392334,0.394075870513916,0.3268278241157532
focus_brainfm_6b04cef70c17,focus,300.0,acoustic_2s,0.0,0.0,0.1380183371673011,5,0.5930126913097983,1.0,0.3479505280119929
focus_brainfm_6b04cef70c17,focus,300.0,rhythm_2s,0.44876719581098934,0.48560403812248215,0.4942510520458304,9,0.5630477150114019,1.0,0.3893868781620265
focus_brainfm_6b04cef70c17,focus,300.0,chroma_4beat,0.0,0.0,0.0,4,0.09403342008590698,0.39374104142189026,0.34762459993362427
focus_brainfm_74a3c33305de,focus,180.0,acoustic_2s,0.0,0.0,0.12138673249189363,5,0.3201224260607356,1.0,0.0
focus_brainfm_74a3c33305de,focus,180.0,rhythm_2s,0.44706966562706985,0.5014689573683904,0.5375267009843758,8,0.3368912662372193,1.0,0.32083207538486996
focus_brainfm_74a3c33305de,focus,180.0,chroma_4beat,0.35997501015663147,0.37164509296417236,0.38819968700408936,8,0.050129473209381104,0.39000311493873596,0.35433870553970337
focus_brainfm_74a3c33305de,focus,300.0,acoustic_2s,0.0,0.0,0.12435871027166713,5,0.30691406735275506,1.0,0.3167742097463733
focus_brainfm_74a3c33305de,focus,300.0,rhythm_2s,0.45843575207594034,0.5148316197284922,0.5312555600736051,8,0.6046741342368834,1.0,0.3825659971341873
focus_brainfm_74a3c33305de,focus,300.0,chroma_4beat,0.36835190653800964,0.38438645005226135,0.4038301408290863,8,0.06358498334884644,0.4086180627346039,0.0
focus_brainfm_823b5f5a9bd8,focus,180.0,acoustic_2s,0.3727714160891171,0.39982099234464885,0.4491409683522975,11,0.3957785058018526,1.0,0.35984124170045534
focus_brainfm_823b5f5a9bd8,focus,180.0,rhythm_2s,0.0,0.0,0.2431983603541805,6,0.3273033218163246,1.0,0.2919882957436152
focus_brainfm_823b5f5a9bd8,focus,180.0,chroma_4beat,0.342193603515625,0.34447598457336426,0.40541306138038635,16,0.06315544247627258,0.38608837127685547,0.3381364345550537
focus_brainfm_823b5f5a9bd8,focus,300.0,acoustic_2s,0.3830904098287093,0.4289570240188188,0.4829589666158908,23,0.43279827448509334,1.0,0.3183542554972947
focus_brainfm_823b5f5a9bd8,focus,300.0,rhythm_2s,0.0,0.0,0.0,4,0.2549043926749781,1.0,0.0
focus_brainfm_823b5f5a9bd8,focus,300.0,chroma_4beat,0.3459452688694,0.3652913272380829,0.41496527194976807,16,0.08985355496406555,0.3861575126647949,0.0
focus_brainfm_856adfeebbbe,focus,180.0,acoustic_2s,0.0,0.0,0.09920775473455604,5,0.228203057591023,1.0,0.3274461358577982
focus_brainfm_856adfeebbbe,focus,180.0,rhythm_2s,0.0,0.0,0.0,4,0.2790972737761106,1.0,0.2976931114482663
focus_brainfm_856adfeebbbe,focus,180.0,chroma_4beat,0.0,0.0,0.18583261594176292,6,0.02325606346130371,0.365007609128952,0.33058586716651917
focus_brainfm_856adfeebbbe,focus,300.0,acoustic_2s,0.0,0.0,0.0,4,0.2560387751026487,1.0,0.23877605338291005
focus_brainfm_856adfeebbbe,focus,300.0,rhythm_2s,0.0,0.0,0.0,4,0.14531516870131567,1.0,0.34064904719688255
focus_brainfm_856adfeebbbe,focus,300.0,chroma_4beat,0.0,0.0,0.0,4,0.029580354690551758,0.39578893780708313,0.0
focus_brainfm_93196de7204f,focus,180.0,acoustic_2s,0.0,0.0,0.12660560857959194,5,0.48230847245878017,1.0,0.0
focus_brainfm_93196de7204f,focus,180.0,rhythm_2s,0.0,0.0,0.0,4,0.5309324486488285,1.0,0.27328612562313115
focus_brainfm_93196de7204f,focus,180.0,chroma_4beat,0.0,0.0,0.0,4,0.04864269495010376,0.38166865706443787,0.0
focus_brainfm_93196de7204f,focus,300.0,acoustic_2s,0.0,0.0,0.12420938001599366,5,0.40352530729239744,1.0,0.34055891206861305
focus_brainfm_93196de7204f,focus,300.0,rhythm_2s,0.0,0.0,0.12476669069653151,5,0.534538174759208,1.0,0.30112121611542836
focus_brainfm_93196de7204f,focus,300.0,chroma_4beat,0.0,0.0,0.0,4,0.03557777404785156,0.3100998103618622,0.34566476941108704
pop_jamendo_0010326,pop,180.0,acoustic_2s,0.0,0.0,0.0,4,0.07548686014434569,1.0,0.0
pop_jamendo_0010326,pop,180.0,rhythm_2s,0.3497051507272835,0.36634870599731506,0.3826783194855157,9,0.12489443054190863,1.0,0.3289587974938557
pop_jamendo_0010326,pop,180.0,chroma_4beat,0.0,0.0,0.09573911502957344,5,0.01851952075958252,0.34676748514175415,0.3298362195491791
pop_jamendo_0010326,pop,300.0,acoustic_2s,0.0,0.0,0.0,4,0.12527678675159926,1.0,0.29055102270779926
pop_jamendo_0010326,pop,300.0,rhythm_2s,0.0,0.0,0.0,4,0.07852387775434355,1.0,0.3517465988604447
pop_jamendo_0010326,pop,300.0,chroma_4beat,0.0,0.0,0.09626078978180885,5,0.031630098819732666,0.3704136610031128,0.35640618205070496
pop_jamendo_0106778,pop,180.0,acoustic_2s,0.0,0.0,0.24248389771052445,6,0.25795885908025973,1.0,0.29706984551522586
pop_jamendo_0106778,pop,180.0,rhythm_2s,0.37385868215782836,0.4062868970488763,0.44695128880124224,15,0.40569810377367954,1.0,0.0
pop_jamendo_0106778,pop,180.0,chroma_4beat,0.0,0.0,0.10204612836241722,5,0.046938419342041016,0.45213383436203003,0.33771470189094543
pop_jamendo_0106778,pop,300.0,acoustic_2s,0.0,0.0,0.22739633198942721,6,0.2834595568906849,1.0,0.31819237874001105
pop_jamendo_0106778,pop,300.0,rhythm_2s,0.4250948106563402,0.45003955635541537,0.4800551431435013,15,0.4160986394338644,1.0,0.24721167628695317
pop_jamendo_0106778,pop,300.0,chroma_4beat,0.0,0.0,0.1913747936487198,6,0.043111205101013184,0.4608203172683716,0.0
pop_jamendo_0106878,pop,180.0,acoustic_2s,0.0,0.0,0.0,4,0.2532848578740985,1.0,0.290891001982203
pop_jamendo_0106878,pop,180.0,rhythm_2s,0.0,0.0,0.0,4,0.1961038913245804,1.0,0.32323907222636883
pop_jamendo_0106878,pop,180.0,chroma_4beat,0.0,0.0,0.0,4,0.026504874229431152,0.339616060256958,0.37014704942703247
