segment_id,track_id,group,split,scale_seconds,acoustic_novelty_delay__h0_max_persistence,rhythm__h0_total_persistence,path_acoustic_phase__loop_score,path_rhythm_phase__loop_score,path_chroma_phase__loop_score,pitch__h0_observed_persistence,pitch__path_entropy,rhythm__edge_density,rhythm__reciprocity,core_distance,core_inside_r90,core_shell_loss,support_band_loss
classical_musicnet_1742__180s,classical_musicnet_1742,classical,validation,180.0,1.0559709072113037,11.624967902898788,0.4374786312331796,0.3668362464654324,0.4042085477423922,5.65,1.1542257707586092,0.5714285714285714,0.8333333333333334,0.4667716938868278,True,0.0,2.1530671111111133
classical_musicnet_1742__300s,classical_musicnet_1742,classical,validation,300.0,2.273090362548828,10.464584414847195,0.4384723769770308,0.4248027942446755,0.4110144553611184,6.449999999999999,1.3810015128463862,0.625,0.8571428571428571,1.8305537187563334,True,0.0,5.360144067297659
classical_musicnet_1763__180s,classical_musicnet_1763,classical,validation,180.0,0.9114797115325928,11.390998005867004,0.351722959650171,0.3911270810590306,0.3844530326350695,6.75,1.7956139166618876,0.5,0.8333333333333334,1.1016602999211498,True,0.0,11.828528470368266
classical_musicnet_1763__300s,classical_musicnet_1763,classical,validation,300.0,1.2185430526733398,12.833683043718338,0.3679336951651313,0.3773963635271787,0.3880450139644201,7.199999999999999,1.7962031510862435,0.5,0.7777777777777778,0.846586801489418,True,0.0,14.158839993926494
classical_musicnet_1764__180s,classical_musicnet_1764,classical,validation,180.0,1.0555052757263184,10.590162105858326,0.4712860079446908,0.3432102461894094,0.402160751191229,5.75,1.6155835046909806,0.8392857142857143,0.851063829787234,1.0710930861889243,True,0.0,5.374303660842389
classical_musicnet_1764__300s,classical_musicnet_1764,classical,validation,300.0,1.4259865283966064,8.923027850687504,0.4015672306538047,0.2829188894096568,0.3577413922852987,6.549999999999999,1.6148702793394965,0.6527777777777778,0.8085106382978723,1.7037812701081703,True,0.0,7.960290017365285
classical_musicnet_1765__180s,classical_musicnet_1765,classical,validation,180.0,1.131186604499817,10.10156048834324,0.3991097097503751,0.3374456638569662,0.3778380157737404,5.699999999999999,1.6953284669128914,0.6428571428571429,0.7777777777777778,0.5625128050654427,True,0.0,6.052728443006787
classical_musicnet_1765__300s,classical_musicnet_1765,classical,validation,300.0,0.9882578253746032,10.973802618682384,0.3591822661097572,0.373354875435161,0.3973647866276707,6.999999999999999,1.8849184506820216,0.6785714285714286,0.8947368421052632,0.7702486276825722,True,0.0,14.942587613134545
classical_musicnet_1766__180s,classical_musicnet_1766,classical,validation,180.0,1.2671549320220947,11.11378499865532,0.3716759158008256,0.3287430122873984,0.3725149086288484,6.0,1.4973411468686162,0.4888888888888889,0.8636363636363636,0.7057861005661733,True,0.0,4.492658921783646
classical_musicnet_1766__300s,classical_musicnet_1766,classical,validation,300.0,0.9920515418052672,10.862877741456032,0.3299864122251302,0.3120832950528096,0.3504574617760022,6.65,1.7289090552138633,0.5555555555555556,0.8,1.2555185737638943,True,0.0,10.142632839383921
classical_musicnet_1805__180s,classical_musicnet_1805,classical,validation,180.0,1.097430944442749,11.26514357328415,0.3552631262424777,0.3333820620838987,0.3550052054930883,5.999999999999999,1.527854920580959,0.2857142857142857,0.5,0.7898625749657068,True,0.0,4.861330535742649
classical_musicnet_1805__300s,classical_musicnet_1805,classical,validation,300.0,1.6375550031661987,12.085201174020767,0.3697873051332305,0.384590095003148,0.3777155488868098,5.3,1.728505777728803,0.5178571428571429,0.7586206896551724,0.9699240235584973,True,0.0,5.5988189978714455
classical_musicnet_1807__180s,classical_musicnet_1807,classical,validation,180.0,1.542918086051941,12.021428264677525,0.3641913710020709,0.356699101534971,0.3236372199168403,6.199999999999999,1.371627212418057,0.6428571428571429,0.7777777777777778,0.774191018308108,True,0.0,4.315024857650969
classical_musicnet_1807__300s,classical_musicnet_1807,classical,validation,300.0,1.3268760442733765,10.373279944062231,0.3467859138523917,0.3263326414970268,0.3744122346307088,6.65,1.5799236414894786,0.5952380952380952,0.88,0.9677261480033001,True,0.0,7.965653656858493
classical_musicnet_1811__180s,classical_musicnet_1811,classical,validation,180.0,1.5546945333480835,13.749143429100512,0.3583008175228323,0.3497530810321573,0.4080707821859846,5.75,1.3477815345411357,0.4285714285714285,0.6666666666666666,1.055533195482259,True,0.0,2.693816663672475
classical_musicnet_1811__300s,classical_musicnet_1811,classical,validation,300.0,1.296636700630188,11.833899641409516,0.3839929365701536,0.3372027197954262,0.3810883676317952,5.65,1.4143956026329614,0.375,0.7619047619047619,0.5562696294157096,True,0.0,2.7598317101927003
classical_musicnet_1812__180s,classical_musicnet_1812,classical,validation,180.0,0.949953019618988,10.666405990719795,0.3488859661776629,0.3377112664951781,0.3381087081530769,6.45,1.8669186883905549,0.7333333333333333,1.0,0.8932740317288445,True,0.0,12.19301699339581
classical_musicnet_1812__300s,classical_musicnet_1812,classical,validation,300.0,0.9809172749519348,11.911039344966412,0.3663392172697323,0.3657387421088894,0.3546491191478019,6.749999999999999,2.013355881189523,0.5714285714285714,0.9166666666666666,0.7041759957590388,True,0.0,16.86604198384307
classical_musicnet_1813__180s,classical_musicnet_1813,classical,validation,180.0,0.914682924747467,10.374284580349922,0.412653124882654,0.4033899706338056,0.3665066777051145,6.299999999999999,1.8351167297687887,0.5892857142857143,0.9090909090909092,0.7313049188892238,True,0.0,10.666537570339063
classical_musicnet_1813__300s,classical_musicnet_1813,classical,validation,300.0,0.8292999267578125,11.180631905794144,0.3956152846259066,0.3906135675904521,0.3887437231908799,6.299999999999999,1.9302383837543404,0.5694444444444444,0.8292682926829268,0.7253822982490558,True,0.0,12.796499105523463
classical_musicnet_1817__180s,classical_musicnet_1817,classical,validation,180.0,1.0985937118530271,9.945095419883728,0.3583166998091228,0.3336242385576526,0.4359501643961299,5.65,1.4339592101995244,0.6388888888888888,0.782608695652174,0.8254532373139364,True,0.0,2.892173187648061
classical_musicnet_1817__300s,classical_musicnet_1817,classical,validation,300.0,0.9754692912101746,12.326936334371569,0.3576571324082858,0.3403624798955504,0.3956613969403843,5.199999999999999,1.4564515598059278,0.5,0.8444444444444444,0.8308015892430529,True,0.0,1.9917550916351918
classical_musicnet_1818__180s,classical_musicnet_1818,classical,validation,180.0,2.535631895065308,11.224071472883224,0.2859165339253584,0.3061271964579551,0.3720107388616817,4.75,1.1541996951290523,0.625,0.8571428571428571,2.4318995024865995,True,0.0,0.3786351111111116
classical_musicnet_1818__300s,classical_musicnet_1818,classical,validation,300.0,1.1362661123275757,12.158160239458084,0.3223323430230043,0.3424642725534327,0.3468637753712746,5.749999999999999,1.2901947001394474,0.7678571428571429,0.9302325581395348,1.166019941810946,True,0.0,2.5265334152396726
classical_musicnet_1819__180s,classical_musicnet_1819,classical,validation,180.0,0.8412570357322693,11.873791754245758,0.3906371543185835,0.3822396103848084,0.3936084116008689,4.85,1.6345541865611746,0.5138888888888888,0.7567567567567568,0.7190957674345566,True,0.0,3.3527763345905335
classical_musicnet_1819__300s,classical_musicnet_1819,classical,validation,300.0,0.8412570357322693,11.873791754245758,0.3906371543185835,0.3822396103848084,0.3936084116008689,4.85,1.6345541865611746,0.5138888888888888,0.7567567567567568,0.7190957674345566,True,0.0,3.3527763345905335
classical_musicnet_1828__180s,classical_musicnet_1828,classical,validation,180.0,1.2535864114761353,12.834794282913208,0.3525182485526052,0.3742879923086298,0.3687806537608024,6.299999999999999,1.8497423542754432,0.5694444444444444,0.7317073170731707,0.9812812948804001,True,0.0,10.973970822416423
classical_musicnet_1828__300s,classical_musicnet_1828,classical,validation,300.0,0.7346068620681763,11.844420611858368,0.3642575831132208,0.3534473680230904,0.3594776218257615,6.299999999999999,1.9466921519194689,0.6805555555555556,0.7755102040816326,0.8897881109862407,True,0.0,13.196217316850205
classical_musicnet_1829__180s,classical_musicnet_1829,classical,validation,180.0,0.8132436275482178,13.341840013861656,0.3000086053821243,0.3090643210071568,0.3842768033495608,6.199999999999999,1.5862753838812085,0.4222222222222222,0.6842105263157895,1.7207201823586693,True,0.0,6.167774139897945
classical_musicnet_1829__300s,classical_musicnet_1829,classical,validation,300.0,0.8499302268028259,12.062231302261353,0.3755581917594671,0.3386397951148292,0.3786284998525012,6.65,1.900187485253259,0.5555555555555556,0.8,0.7514578020655106,True,0.0,13.580171701167664
classical_musicnet_1835__180s,classical_musicnet_1835,classical,validation,180.0,1.075597047805786,12.647093519568443,0.3687252604618198,0.3817545062088317,0.4408770870670043,4.5,1.4656275366629914,0.6904761904761905,0.9655172413793104,0.8778399216414462,True,0.0,1.1965263407523534
classical_musicnet_1835__300s,classical_musicnet_1835,classical,validation,300.0,0.8772225975990295,11.45185163617134,0.3364090361948381,0.3517632471611507,0.3676585916511566,4.65,1.4589183727431707,0.5892857142857143,0.8484848484848485,1.0575460000241035,True,0.0,1.1979781870255866
classical_musicnet_1859__180s,classical_musicnet_1859,classical,validation,180.0,1.2728281021118164,12.60379995405674,0.3750250102067141,0.3844941670614576,0.384792910688285,5.3,1.715084459642458,0.4555555555555555,0.8780487804878049,0.8196728600286968,True,0.0,5.371884180607161
classical_musicnet_1859__300s,classical_musicnet_1859,classical,validation,300.0,0.943472146987915,11.78294637799263,0.411342595109134,0.3676627636536177,0.3694996538607251,6.75,1.8525758717218688,0.6527777777777778,0.8085106382978723,0.39557055086424137,True,0.0,12.990282936780144
classical_musicnet_1872__180s,classical_musicnet_1872,classical,validation,180.0,0.783413827419281,12.900902539491652,0.3742823465966081,0.3626518558273895,0.3685229135746719,5.85,1.644865054038683,0.5833333333333334,0.8095238095238095,0.9058452231484894,True,0.0,5.738715079046754
classical_musicnet_1872__300s,classical_musicnet_1872,classical,validation,300.0,0.8260911107063293,12.4821795001626,0.3738744480440511,0.3327779562523332,0.3826821358253819,6.299999999999999,1.8542644737442668,0.4555555555555555,0.7804878048780488,0.8617600037905631,True,0.0,11.070502203534218
classical_musicnet_1873__180s,classical_musicnet_1873,classical,validation,180.0,0.9419219493865968,11.639146864414217,0.3720569802726086,0.3824105574288721,0.3900952081158845,6.3,1.789679407221338,0.375,0.7619047619047619,0.7789061173377682,True,0.0,9.757945547274245
classical_musicnet_1873__300s,classical_musicnet_1873,classical,validation,300.0,1.0209550857543943,12.104232043027878,0.3976971999259803,0.3565903636995603,0.3709767819872699,6.549999999999999,1.9442811696918347,0.5178571428571429,0.7586206896551724,0.40133542748396545,True,0.0,14.178876011528786
classical_musicnet_1876__180s,classical_musicnet_1876,classical,validation,180.0,0.7748876810073853,11.764591567218304,0.3028484008453419,0.3534369655081568,0.3418158878605359,6.65,1.786719665862632,0.5178571428571429,0.7586206896551724,1.5585696602419716,True,0.0,11.191097443848742
classical_musicnet_1876__300s,classical_musicnet_1876,classical,validation,300.0,0.8075936436653137,12.22213053703308,0.341273894376922,0.334844663433587,0.3527717058222739,7.099999999999999,1.9451137574006376,0.4722222222222222,0.8235294117647058,1.1125246892161864,True,0.0,16.885572153027297
classical_musicnet_1893__180s,classical_musicnet_1893,classical,validation,180.0,0.8372477293014526,10.56789743900299,0.3890704111914823,0.3349813206097571,0.3653560650273985,6.55,1.795313712075805,0.625,0.7428571428571429,0.7097558446630816,True,0.0,10.908597337372887
classical_musicnet_1893__300s,classical_musicnet_1893,classical,validation,300.0,0.8115003705024719,10.63694916665554,0.3411470771600063,0.3419879779659056,0.3702503579597368,7.099999999999999,2.007554363582826,0.6111111111111112,0.7727272727272727,1.0474186718489225,True,0.0,18.483059873074435
classical_musicnet_2075__180s,classical_musicnet_2075,classical,discovery,180.0,1.1409534215927124,11.070684760808945,0.3450845599147041,0.3210082415884015,0.3671088817798393,4.4,1.192743475329139,0.5,0.8571428571428571,0.9927172657919658,True,0.0,0.0806560000000004
classical_musicnet_2075__300s,classical_musicnet_2075,classical,discovery,300.0,0.8658786416053772,11.00232756137848,0.3664142112757317,0.3434169270752445,0.3585977125707616,5.749999999999999,1.4155266052400082,0.5178571428571429,0.896551724137931,0.7363596697379945,True,0.0,3.0539041908580082
classical_musicnet_2076__180s,classical_musicnet_2076,classical,discovery,180.0,0.6601508259773254,9.096996366977692,0.3314565298441312,0.3563925977974042,0.3465903041953245,5.4,1.2488743407764136,0.7666666666666667,0.8695652173913043,1.3337043440156557,True,0.0,1.5356764426745357
classical_musicnet_2076__300s,classical_musicnet_2076,classical,discovery,300.0,0.7875941395759583,11.207273714244366,0.3446526085029471,0.3396791959958269,0.348158455193137,5.75,1.3554186980137548,0.5535714285714286,0.9032258064516128,1.0328627191463722,True,0.0,2.7265876359199113
classical_musicnet_2077__180s,classical_musicnet_2077,classical,discovery,180.0,0.965050220489502,11.271411761641502,0.3440397953455038,0.3092529851287827,0.3557528493566542,3.6,1.175423356939534,0.5476190476190477,0.782608695652174,1.1695394922849685,True,0.0,0.0
classical_musicnet_2077__300s,classical_musicnet_2077,classical,discovery,300.0,1.0637346506118774,11.09602938592434,0.3517957333963513,0.358994386275122,0.3891072995131286,4.299999999999999,1.2789068208242718,0.5535714285714286,0.8387096774193549,0.7626378622551323,True,0.0,0.08408476853933503
classical_musicnet_2078__180s,classical_musicnet_2078,classical,discovery,180.0,1.512285590171814,11.64218408614397,0.3199235592098169,0.3448493413291296,0.3575345364821923,6.749999999999999,1.6543470403534586,0.5357142857142857,0.9333333333333332,1.2116009571165918,True,0.0,9.428789704006936
classical_musicnet_2078__300s,classical_musicnet_2078,classical,discovery,300.0,0.933262586593628,10.709389179944992,0.3471428563257318,0.3665543105174969,0.3685557913267446,7.1,1.7743578042614536,0.5892857142857143,0.8484848484848485,0.9104523567269475,True,0.0,13.195529700486913
classical_musicnet_2079__180s,classical_musicnet_2079,classical,discovery,180.0,1.317768692970276,14.52559533715248,0.3383430937988692,0.3649276330139417,0.3506788240148911,6.749999999999999,1.5556093415866916,0.5238095238095238,0.8181818181818182,1.355740468657243,True,0.0,8.148193039004362
classical_musicnet_2079__300s,classical_musicnet_2079,classical,discovery,300.0,1.2692103385925293,12.01179887354374,0.3222951657898467,0.3345655108469261,0.3618638919677157,6.749999999999999,1.4618143747932186,0.5476190476190477,0.8695652173913043,1.16064584577127,True,0.0,7.243455436515099
classical_musicnet_2080__180s,classical_musicnet_2080,classical,discovery,180.0,2.554696559906006,13.68781803548336,0.3336431866479066,0.3090753513226106,0.3638503385293822,5.9,1.540569317533788,0.5,0.7857142857142857,2.228849013841882,True,0.0,4.593140352420381
classical_musicnet_2080__300s,classical_musicnet_2080,classical,discovery,300.0,1.5042641162872314,11.15647203847766,0.3324455792377173,0.2535733678184206,0.3646958175615955,5.6,1.572074823016112,0.6428571428571429,0.8148148148148148,2.0247886844124,True,0.0,4.060948273939312
classical_musicnet_2081__180s,classical_musicnet_2081,classical,discovery,180.0,1.5373530387878418,11.942121878266336,0.3427339365176739,0.352474287150888,0.3521701469706084,5.85,1.5972337434831492,0.6904761904761905,0.9655172413793104,0.9762016927733795,True,0.0,5.1690510947714765
classical_musicnet_2081__300s,classical_musicnet_2081,classical,discovery,300.0,1.7633949518203735,9.50334405899048,0.3945039648634641,0.3283937100979166,0.3302056665192799,5.85,1.7134858430993194,0.5,0.9285714285714286,1.1635578780892246,True,0.0,6.800520973927164
classical_musicnet_2082__180s,classical_musicnet_2082,classical,discovery,180.0,1.5690407752990725,12.600868113338947,0.2873376074810321,0.3966832050365488,0.3884025403111122,6.749999999999999,1.3932064466077525,0.5333333333333333,0.75,1.9852792360743863,True,0.0,6.771551098126266
classical_musicnet_2082__300s,classical_musicnet_2082,classical,discovery,300.0,1.2909504175186155,12.2325359582901,0.3402250431153225,0.3585345611999995,0.3691864497773831,6.649999999999999,1.4376362892894723,0.5,0.7857142857142857,0.9592820855109334,True,0.0,6.59283267908515
classical_musicnet_2083__180s,classical_musicnet_2083,classical,discovery,180.0,1.264548420906067,9.299284979701042,0.341699733342521,0.3977536150043692,0.388847504394139,5.85,1.5665306046506933,0.7333333333333333,0.8181818181818182,1.1941511928775286,True,0.0,4.72416406029844
classical_musicnet_2083__300s,classical_musicnet_2083,classical,discovery,300.0,0.8113602995872498,10.39028162509203,0.31445945062013,0.3158720557841697,0.3405882297717882,5.4,1.6064883462201789,0.5714285714285714,0.8333333333333334,1.4699797469501856,True,0.0,3.9855413485711613
classical_musicnet_2112__180s,classical_musicnet_2112,classical,holdout,180.0,1.6828844547271729,9.740317396819592,0.3496193179846932,0.3638828534937489,0.3779965614822752,7.199999999999999,1.669515768840132,0.625,0.8444444444444444,1.0405080517272902,True,0.0,11.968966758700672
classical_musicnet_2112__300s,classical_musicnet_2112,classical,holdout,300.0,0.882611870765686,10.518801771104336,0.3887693620528571,0.4105085412173977,0.3870228046676985,7.199999999999999,1.922513942525216,0.7361111111111112,0.8679245283018868,0.9871238998498549,True,0.0,16.886796824833986
classical_musicnet_2113__180s,classical_musicnet_2113,classical,holdout,180.0,1.4631974697113037,11.19217100739479,0.4109850205190056,0.339935227095244,0.4087797100533806,5.55,1.7270585875034086,0.625,0.8444444444444444,0.635747460701963,True,0.0,6.167771596176845
classical_musicnet_2113__300s,classical_musicnet_2113,classical,holdout,300.0,0.865892767906189,13.408847838640211,0.3609933951566186,0.3620200951268986,0.4012695391369525,5.85,1.9215932844613492,0.5444444444444444,0.7755102040816326,1.0379566615640445,True,0.0,10.997221882424434
classical_musicnet_2114__180s,classical_musicnet_2114,classical,holdout,180.0,1.0920518636703491,11.077991835772991,0.3126566821520942,0.3104713512112433,0.3797398396133528,7.199999999999999,2.070531658969952,0.5222222222222223,0.723404255319149,1.4059796114445038,True,0.0,20.775550741111385
classical_musicnet_2114__300s,classical_musicnet_2114,classical,holdout,300.0,0.6623998284339905,12.304211020469666,0.3728876862590861,0.3494129679306895,0.3769692344956707,7.199999999999999,2.09162960414419,0.6944444444444444,0.84,0.9368884154724838,True,0.0,21.39064545552872
classical_musicnet_2116__180s,classical_musicnet_2116,classical,holdout,180.0,2.6434032917022705,10.3160699903965,0.3591317343663145,0.3742476144923246,0.3550817014173917,6.749999999999999,1.843298093304224,0.5357142857142857,0.8,2.0761387762783112,True,0.0,12.793520810329467
classical_musicnet_2116__300s,classical_musicnet_2116,classical,holdout,300.0,0.8351654410362244,10.707010835409164,0.3116747075185732,0.3469721207482519,0.3544348366790599,6.749999999999999,2.0251576075678743,0.625,0.9714285714285714,1.3776462772299582,True,0.0,17.278901606263847
classical_musicnet_2117__180s,classical_musicnet_2117,classical,holdout,180.0,0.8477815985679626,10.410493865609167,0.3572381070255065,0.3610276830697447,0.3557725646141441,7.099999999999999,1.7137405144418525,0.4861111111111111,0.6857142857142857,0.8291581382329036,True,0.0,12.124602208683875
classical_musicnet_2117__300s,classical_musicnet_2117,classical,holdout,300.0,1.5487980842590332,12.165989980101584,0.343467427116758,0.3409553872572113,0.3941590801654039,7.199999999999999,1.670948039109458,0.4861111111111111,0.7428571428571429,1.001361313757971,True,0.0,11.990667198276448
classical_musicnet_2118__180s,classical_musicnet_2118,classical,holdout,180.0,0.8792506456375122,12.763514146208763,0.3316460455434691,0.3231970071994506,0.373258634079292,5.85,1.8754514421565447,0.4583333333333333,0.8484848484848485,1.255224875201796,True,0.0,9.939096232348973
classical_musicnet_2118__300s,classical_musicnet_2118,classical,holdout,300.0,0.9326887726783752,11.962521642446518,0.2785354664262893,0.3743807875665847,0.3740047590905049,5.85,1.866044374315812,0.6428571428571429,0.8333333333333334,1.9133196936812227,True,0.0,9.732278375279941
classical_musicnet_2119__180s,classical_musicnet_2119,classical,holdout,180.0,1.3218462467193604,10.063507303595545,0.3567894720839844,0.3530990073888416,0.3421852733784545,6.75,1.7499661036125604,0.6071428571428571,0.8823529411764706,0.7173733901832605,True,0.0,10.977351071745343
classical_musicnet_2119__300s,classical_musicnet_2119,classical,holdout,300.0,1.9301111698150637,11.105436980724336,0.3671776599819072,0.3208523484955276,0.361265398757112,6.749999999999999,1.8554414474109624,0.4888888888888889,0.8636363636363636,1.3142774425897699,True,0.0,13.051648771646018
classical_musicnet_2127__180s,classical_musicnet_2127,classical,holdout,180.0,1.2486741542816162,13.03802327811718,0.3507497116219014,0.3114573878908933,0.3593865190790778,5.35,1.4986744605472635,0.5535714285714286,0.7741935483870968,1.1152365861451365,True,0.0,2.6701095073755026
classical_musicnet_2127__300s,classical_musicnet_2127,classical,holdout,300.0,1.3339086771011353,11.85137002170086,0.3414752536287692,0.3480431024029803,0.3595200873914858,6.549999999999999,1.689599857745128,0.7857142857142857,0.8484848484848485,0.9030342440070765,True,0.0,9.101726201012688
classical_musicnet_2131__180s,classical_musicnet_2131,classical,holdout,180.0,1.8239893913269043,12.009258151054382,0.3802067701655517,0.3754542826127345,0.339609346899094,4.55,1.363392570467203,0.5277777777777778,0.8421052631578947,1.0118626168157503,True,0.0,0.5045567871090428
classical_musicnet_2131__300s,classical_musicnet_2131,classical,holdout,300.0,2.9246716499328613,10.550700545310974,0.368467013002782,0.3885519828759372,0.350785890287087,5.449999999999999,1.41865896564006,0.5972222222222222,0.8837209302325582,2.447861660812548,True,0.0,2.2677772285610116
classical_musicnet_2138__180s,classical_musicnet_2138,classical,holdout,180.0,1.1184557676315308,11.661275163292885,0.3782559931259857,0.3423070105747545,0.3738719628007617,6.299999999999999,1.58740385100803,0.7,0.8571428571428571,0.5096412876340434,True,0.0,6.5670206339472825
classical_musicnet_2138__300s,classical_musicnet_2138,classical,holdout,300.0,1.1233922243118286,12.06146277487278,0.3869347093517494,0.3597635958539718,0.3487229343881411,6.75,1.712143308835374,0.5555555555555556,0.75,0.4092909774176298,True,0.0,10.325886201600945
classical_musicnet_2140__180s,classical_musicnet_2140,classical,holdout,180.0,0.8129085302352905,11.537923023104668,0.3429880780031782,0.3518799328882824,0.3721860004419035,7.1,1.84042367205328,0.4861111111111111,0.8571428571428571,1.0268118730658031,True,0.0,14.505347227072562
classical_musicnet_2140__300s,classical_musicnet_2140,classical,holdout,300.0,1.837735652923584,13.91627775132656,0.3581464677563212,0.3489739031816016,0.3707282199320949,7.199999999999999,1.9861724613299017,0.6111111111111112,0.8636363636363636,1.288265735271607,True,0.0,18.467730063372237
classical_musicnet_2147__180s,classical_musicnet_2147,classical,holdout,180.0,1.4471386671066284,10.685214694589376,0.2978447121289448,0.3866287882296579,0.33983250675498,6.299999999999999,1.809984096228157,0.5,0.7555555555555555,1.6410538381383355,True,0.0,10.155273733331775
classical_musicnet_2147__300s,classical_musicnet_2147,classical,holdout,300.0,0.8120411038398743,12.262192130088806,0.3166428850359454,0.3521480543600715,0.3537527095423782,5.85,1.8342459031141407,0.6111111111111112,0.8181818181818182,1.389815343006868,True,0.0,9.055506611557847
classical_musicnet_2148__180s,classical_musicnet_2148,classical,holdout,180.0,1.0769269466400146,10.142809353768826,0.3420534148541479,0.3795216124025136,0.3454162791739137,7.199999999999999,2.140182682337005,0.6111111111111112,0.8636363636363636,1.0034311151933046,True,0.0,22.863805243078833
classical_musicnet_2148__300s,classical_musicnet_2148,classical,holdout,300.0,0.8835315108299255,9.9914188683033,0.3557939821678868,0.3471036849557603,0.3674161062221024,7.199999999999999,2.2476310748580253,0.6527777777777778,0.8936170212765957,0.8516346046783652,True,0.0,26.409576680970318
classical_musicnet_2149__180s,classical_musicnet_2149,classical,holdout,180.0,0.9416911602020264,12.11490184813738,0.356544623914864,0.336761961604094,0.3499240985736564,6.749999999999999,1.86097945753716,0.6607142857142857,0.8648648648648649,0.8577552452191505,True,0.0,13.171037461838736
classical_musicnet_2149__300s,classical_musicnet_2149,classical,holdout,300.0,1.2665152549743652,11.315768152475355,0.3596488583974168,0.3316570662591853,0.3680226730615394,7.199999999999999,2.060535029586834,0.6388888888888888,0.8695652173913043,0.7571695512472181,True,0.0,20.489403810227017
classical_musicnet_2150__180s,classical_musicnet_2150,classical,holdout,180.0,1.2371692657470703,10.926885485649109,0.3561503820346725,0.4201369151342531,0.3571145805314138,5.999999999999999,1.6777921608935584,0.5138888888888888,0.7567567567567568,1.3408341477430774,True,0.0,6.718261683554232
classical_musicnet_2150__300s,classical_musicnet_2150,classical,holdout,300.0,1.0094867944717407,10.597099602222444,0.4065062920220001,0.4286140508213454,0.3750936322091033,7.099999999999999,1.8639785492305356,0.6527777777777778,0.7659574468085106,1.1426050057629085,True,0.0,15.008319910705556
classical_musicnet_2151__180s,classical_musicnet_2151,classical,holdout,180.0,1.5571951866149902,12.147227510809898,0.4400226755452167,0.399348617595109,0.4196093508468643,6.75,1.754362141746302,0.6388888888888888,0.8695652173913043,0.9536070127614865,True,0.0,11.056231895040419
classical_musicnet_2151__300s,classical_musicnet_2151,classical,holdout,300.0,1.064109206199646,12.255446672439575,0.4272342386034279,0.3955205207184278,0.3899891534957199,6.749999999999999,1.9240863287402143,0.6,0.8148148148148148,0.7163700131855761,True,0.0,14.605322718448706
