segment_id,track_id,group,split,scale_seconds,source_relative_path,output_relative_path,source_duration_seconds,start_seconds,requested_duration_seconds,actual_duration_seconds,sample_rate,channels,dtype,target_lufs,measured_lufs_before,measured_lufs_after,peak_before,peak_after,peak_limited,limiter_gain_db,limited_sample_fraction,used_full_track,padding_applied,sha256,status,processed_at,config_sha256,error
focus_jamendo_1068406__180s,focus_jamendo_1068406,focus,validation,180.0,focus_music/focus_jamendo_1068406.mp3,features/audio/180s/focus/validation/focus_jamendo_1068406__180s.wav,219.507,19.753500000000003,180.0,180.0,22050,1,float32,-15.0,-17.72108119613917,-15.004673068507797,0.8539550304412842,0.8594266772270203,True,0.0,0.0003139329805996473,False,False,bdbb87a2332053e2447d3803df4a110cee4c85f74e7365db0919a9640d3798b6,verified_existing,2026-08-01,11ad09ff644382dbc2cfeccf6d6d7b3a55178d0f54719444e1de1fdf0fbd7b77,
focus_jamendo_1068406__300s,focus_jamendo_1068406,focus,validation,300.0,focus_music/focus_jamendo_1068406.mp3,features/audio/300s/focus/validation/focus_jamendo_1068406__300s.wav,219.507,0.0,219.507,219.4293424036281,22050,1,float32,-15.0,-18.01206058160134,-15.028378443634546,0.8530580401420593,0.8595436811447144,True,0.0,0.0003228328604169504,True,False,f12e19862b3723100c3fbd8a67f8159c56ec5925631aca916832752caa0350ca,verified_existing,2026-08-01,11ad09ff644382dbc2cfeccf6d6d7b3a55178d0f54719444e1de1fdf0fbd7b77,
focus_jamendo_1077172__180s,focus_jamendo_1077172,focus,holdout,180.0,focus_music/focus_jamendo_1077172.mp3,features/audio/180s/focus/holdout/focus_jamendo_1077172__180s.wav,136.333,0.0,136.333,136.2808163265306,22050,1,float32,-15.0,-19.979984435881153,-14.99909874304865,0.9324557781219482,0.8560289740562439,True,-0.2050011377691412,0.0010179727599940367,True,False,5e9131281f23423da720acfa38356befbfb06825c6e20949d5297ee6ebb84c90,verified_existing,2026-08-01,11ad09ff644382dbc2cfeccf6d6d7b3a55178d0f54719444e1de1fdf0fbd7b77,
focus_jamendo_1077172__300s,focus_jamendo_1077172,focus,holdout,300.0,focus_music/focus_jamendo_1077172.mp3,features/audio/300s/focus/holdout/focus_jamendo_1077172__300s.wav,136.333,0.0,136.333,136.2808163265306,22050,1,float32,-15.0,-19.979984435881153,-14.99909874304865,0.9324557781219482,0.8560289740562439,True,-0.2050011377691412,0.0010179727599940367,True,False,5e9131281f23423da720acfa38356befbfb06825c6e20949d5297ee6ebb84c90,verified_existing,2026-08-01,11ad09ff644382dbc2cfeccf6d6d7b3a55178d0f54719444e1de1fdf0fbd7b77,
focus_jamendo_1077186__180s,focus_jamendo_1077186,focus,holdout,180.0,focus_music/focus_jamendo_1077186.mp3,features/audio/180s/focus/holdout/focus_jamendo_1077186__180s.wav,394.397,107.1985,180.0,180.0,22050,1,float32,-15.0,-21.103879793895175,-15.006787066880104,1.1944255828857422,0.8803680539131165,True,0.5411067238873297,0.0026679264298311916,False,False,b04779acd239081a3ab375de1ad4c61ccef13316bac62860c5c77291f14ff60f,verified_existing,2026-08-01,11ad09ff644382dbc2cfeccf6d6d7b3a55178d0f54719444e1de1fdf0fbd7b77,
focus_jamendo_1077186__300s,focus_jamendo_1077186,focus,holdout,300.0,focus_music/focus_jamendo_1077186.mp3,features/audio/300s/focus/holdout/focus_jamendo_1077186__300s.wav,394.397,47.198499999999996,300.0,300.0,22050,1,float32,-15.0,-20.710810163786274,-15.00472918654554,1.1944255828857422,0.8784523606300354,True,0.43884047270920234,0.002146787603930461,False,False,df901f3d5c9fe496a5ea126dbddb2b791fe6121e2116b31e7cc022a7b435996f,verified_existing,2026-08-01,11ad09ff644382dbc2cfeccf6d6d7b3a55178d0f54719444e1de1fdf0fbd7b77,
focus_jamendo_1081641__180s,focus_jamendo_1081641,focus,discovery,180.0,focus_music/focus_jamendo_1081641.mp3,features/audio/180s/focus/discovery/focus_jamendo_1081641__180s.wav,646.0,233.0,180.0,180.0,22050,1,float32,-15.0,-13.992053597075596,-15.030144040111576,1.2057950496673584,0.8595764636993408,True,0.0,0.00017913832199546484,False,False,371cd3673b743e7ebe9c8d53e2f28c4003a5109f69d915301032449a05d2d2dc,verified_existing,2026-08-01,11ad09ff644382dbc2cfeccf6d6d7b3a55178d0f54719444e1de1fdf0fbd7b77,
focus_jamendo_1081641__300s,focus_jamendo_1081641,focus,discovery,300.0,focus_music/focus_jamendo_1081641.mp3,features/audio/300s/focus/discovery/focus_jamendo_1081641__300s.wav,646.0,173.0,300.0,300.0,22050,1,float32,-15.0,-13.585987829810085,-15.013325530848244,1.2057950496673584,0.8598875999450684,True,0.0,0.00016145124716553287,False,False,6a37cdf76d0b7ba1d4acef4ea6359596c2cbc9c7d73432eb936eaf83b93612ed,verified_existing,2026-08-01,11ad09ff644382dbc2cfeccf6d6d7b3a55178d0f54719444e1de1fdf0fbd7b77,
focus_jamendo_1081643__180s,focus_jamendo_1081643,focus,discovery,180.0,focus_music/focus_jamendo_1081643.mp3,features/audio/180s/focus/discovery/focus_jamendo_1081643__180s.wav,232.0,26.0,180.0,180.0,22050,1,float32,-15.0,-13.319363841058967,-14.987411280069471,1.190858244895935,0.8596200346946716,True,0.0,4.509952128999748e-05,False,False,4c26adb1a70ebc9e62583ee61d665575cf8a3a49816d8d66d7b97da30ba2ff3c,verified_existing,2026-08-01,11ad09ff644382dbc2cfeccf6d6d7b3a55178d0f54719444e1de1fdf0fbd7b77,
focus_jamendo_1081643__300s,focus_jamendo_1081643,focus,discovery,300.0,focus_music/focus_jamendo_1081643.mp3,features/audio/300s/focus/discovery/focus_jamendo_1081643__300s.wav,232.0,0.0,232.0,232.0,22050,1,float32,-15.0,-13.996642552557802,-14.858827177170435,1.190858244895935,0.8597558736801147,True,0.0,0.0001833607006020799,True,False,473277651440d19d40e96f0bbf0bf56761e94c976e69e460b10923eb6bf2a81a,verified_existing,2026-08-01,11ad09ff644382dbc2cfeccf6d6d7b3a55178d0f54719444e1de1fdf0fbd7b77,
focus_jamendo_1089784__180s,focus_jamendo_1089784,focus,validation,180.0,focus_music/focus_jamendo_1089784.mp3,features/audio/180s/focus/validation/focus_jamendo_1089784__180s.wav,165.0,0.0,165.0,165.0,22050,1,float32,-15.0,-13.600186300828506,-15.013104459657956,1.2056431770324707,0.8595108985900879,True,0.0,0.0005087610801896516,True,False,e9a8104163275941052b97fddb1b8dd37bd6e2706d8a91da0e708c51427453f5,verified_existing,2026-08-01,11ad09ff644382dbc2cfeccf6d6d7b3a55178d0f54719444e1de1fdf0fbd7b77,
focus_jamendo_1089784__300s,focus_jamendo_1089784,focus,validation,300.0,focus_music/focus_jamendo_1089784.mp3,features/audio/300s/focus/validation/focus_jamendo_1089784__300s.wav,165.0,0.0,165.0,165.0,22050,1,float32,-15.0,-13.600186300828506,-15.013104459657956,1.2056431770324707,0.8595108985900879,True,0.0,0.0005087610801896516,True,False,41999dfaab1d43959550f88d8274d496cc7e91818c2afc0e24d673cdf16bf3d1,verified_existing,2026-08-01,11ad09ff644382dbc2cfeccf6d6d7b3a55178d0f54719444e1de1fdf0fbd7b77,
focus_jamendo_1092684__180s,focus_jamendo_1092684,focus,discovery,180.0,focus_music/focus_jamendo_1092684.mp3,features/audio/180s/focus/discovery/focus_jamendo_1092684__180s.wav,630.0,225.0,180.0,180.0,22050,1,float32,-15.0,-19.14830916571365,-15.015360398018826,0.7050297260284424,0.8599491715431213,True,0.0,0.0002509448223733938,False,False,c7e977230e5c762384727f58b9f62eaaf7361db18224b34bf721df3120c0d0b1,verified_existing,2026-08-01,11ad09ff644382dbc2cfeccf6d6d7b3a55178d0f54719444e1de1fdf0fbd7b77,
focus_jamendo_1092684__300s,focus_jamendo_1092684,focus,discovery,300.0,focus_music/focus_jamendo_1092684.mp3,features/audio/300s/focus/discovery/focus_jamendo_1092684__300s.wav,630.0,165.0,300.0,300.0,22050,1,float32,-15.0,-19.276937263981736,-15.00023484308032,0.7050297260284424,0.8599488735198975,True,0.0,0.0002816326530612245,False,False,373808dbbd801972133f1cf3ef148368139bf0e46a8452af10c5e39a499f7341,verified_existing,2026-08-01,11ad09ff644382dbc2cfeccf6d6d7b3a55178d0f54719444e1de1fdf0fbd7b77,
focus_jamendo_1093823__180s,focus_jamendo_1093823,focus,holdout,180.0,focus_music/focus_jamendo_1093823.mp3,features/audio/180s/focus/holdout/focus_jamendo_1093823__180s.wav,1124.0,472.0,180.0,180.0,22050,1,float32,-15.0,-20.300663291961598,-14.957791718790808,0.6633810997009277,0.8597207069396973,True,0.0,0.0005593348450491308,False,False,76531f8bf194fbe6e87e94d34e330ef1b696e6e1c45e3d77eebf71a87fa0ad7d,verified_existing,2026-08-01,11ad09ff644382dbc2cfeccf6d6d7b3a55178d0f54719444e1de1fdf0fbd7b77,
focus_jamendo_1093823__300s,focus_jamendo_1093823,focus,holdout,300.0,focus_music/focus_jamendo_1093823.mp3,features/audio/300s/focus/holdout/focus_jamendo_1093823__300s.wav,1124.0,412.0,300.0,300.0,22050,1,float32,-15.0,-20.156217455856797,-14.969317600631667,0.6907247304916382,0.8594810962677002,True,0.0,0.0005300075585789872,False,False,74a3e8f79bfdc1649fdaa57588b995e0724b4ac7921b6b49bfc16119a1be24f6,verified_existing,2026-08-01,11ad09ff644382dbc2cfeccf6d6d7b3a55178d0f54719444e1de1fdf0fbd7b77,
focus_jamendo_1093829__180s,focus_jamendo_1093829,focus,holdout,180.0,focus_music/focus_jamendo_1093829.mp3,features/audio/180s/focus/holdout/focus_jamendo_1093829__180s.wav,1110.0,465.0,180.0,180.0,22050,1,float32,-15.0,-18.325681191304927,-15.01754736218434,0.7538434267044067,0.859415590763092,True,0.0,0.00019576719576719576,False,False,9ad2001161e9700c094bb0da30d69a435d103a864fc3a8ba6651971aabf3c40e,verified_existing,2026-08-01,11ad09ff644382dbc2cfeccf6d6d7b3a55178d0f54719444e1de1fdf0fbd7b77,
focus_jamendo_1093829__300s,focus_jamendo_1093829,focus,holdout,300.0,focus_music/focus_jamendo_1093829.mp3,features/audio/300s/focus/holdout/focus_jamendo_1093829__300s.wav,1110.0,405.0,300.0,300.0,22050,1,float32,-15.0,-18.528788128005733,-14.997375507144207,0.7538434267044067,0.8594127893447876,True,0.0,0.00020256991685563115,False,False,f2d2f6cd9d559058b01f57e233e3539c5a68313afc1d6f2b13d91d9399e23e48,verified_existing,2026-08-01,11ad09ff644382dbc2cfeccf6d6d7b3a55178d0f54719444e1de1fdf0fbd7b77,
focus_jamendo_1097142__180s,focus_jamendo_1097142,focus,validation,180.0,focus_music/focus_jamendo_1097142.mp3,features/audio/180s/focus/validation/focus_jamendo_1097142__180s.wav,263.0,41.5,180.0,180.0,22050,1,float32,-15.0,-25.821463590444306,-14.881438612004217,0.48375409841537476,0.8603952527046204,True,0.0,0.0005479969765684052,False,False,37be1dcfe4fd39db94842fc38f714e686b685a9fdca2f300c7dde975ca77e5ea,verified_existing,2026-08-01,11ad09ff644382dbc2cfeccf6d6d7b3a55178d0f54719444e1de1fdf0fbd7b77,
focus_jamendo_1097142__300s,focus_jamendo_1097142,focus,validation,300.0,focus_music/focus_jamendo_1097142.mp3,features/audio/300s/focus/validation/focus_jamendo_1097142__300s.wav,263.0,0.0,263.0,263.0,22050,1,float32,-15.0,-25.073108750986822,-14.880206250030747,0.48375409841537476,0.8603952527046204,True,0.0,0.00046989645034186046,True,False,0dcfa82e318fe3311e7f3232506911f02fad87d5d691fa05d258c9fe706374e3,verified_existing,2026-08-01,11ad09ff644382dbc2cfeccf6d6d7b3a55178d0f54719444e1de1fdf0fbd7b77,
focus_jamendo_1101389__180s,focus_jamendo_1101389,focus,discovery,180.0,focus_music/focus_jamendo_1101389.mp3,features/audio/180s/focus/discovery/focus_jamendo_1101389__180s.wav,1100.0,460.0,180.0,180.0,22050,1,float32,-15.0,-21.508407901201405,-14.999046140860052,0.6027811169624329,0.8094266653060913,True,-0.8061861399694745,0.0001977828168304359,False,False,955fd38dc80b51c0e07c2e40a7a104ee2bd0fe906687069e053dc3b8eae17f17,verified_existing,2026-08-01,11ad09ff644382dbc2cfeccf6d6d7b3a55178d0f54719444e1de1fdf0fbd7b77,
focus_jamendo_1101389__300s,focus_jamendo_1101389,focus,discovery,300.0,focus_music/focus_jamendo_1101389.mp3,features/audio/300s/focus/discovery/focus_jamendo_1101389__300s.wav,1100.0,400.0,300.0,300.0,22050,1,float32,-15.0,-20.419768628356042,-14.999142354211127,0.7170981168746948,0.8210030794143677,True,-0.6612135072250638,0.00027800453514739226,False,False,0a8175b3ee45fb8b7ad98628e0d28883f2c26dbba8653a263104bd2b61bde423,verified_existing,2026-08-01,11ad09ff644382dbc2cfeccf6d6d7b3a55178d0f54719444e1de1fdf0fbd7b77,
focus_jamendo_1101393__180s,focus_jamendo_1101393,focus,discovery,180.0,focus_music/focus_jamendo_1101393.mp3,features/audio/180s/focus/discovery/focus_jamendo_1101393__180s.wav,1130.0,475.0,180.0,180.0,22050,1,float32,-15.0,-21.530546616483893,-15.134367962086275,0.6610410213470459,0.8594597578048706,True,0.0,0.0005918367346938776,False,False,357475c94bee75b45acde01fd539cbdfb3509d3a3623540274054662a569bdc3,verified_existing,2026-08-01,11ad09ff644382dbc2cfeccf6d6d7b3a55178d0f54719444e1de1fdf0fbd7b77,
focus_jamendo_1101393__300s,focus_jamendo_1101393,focus,discovery,300.0,focus_music/focus_jamendo_1101393.mp3,features/audio/300s/focus/discovery/focus_jamendo_1101393__300s.wav,1130.0,415.0,300.0,300.0,22050,1,float32,-15.0,-21.431812936404103,-15.068596870638135,0.6610410213470459,0.8595733642578125,True,0.0,0.0006204081632653061,False,False,477afb4ed0f29e21c3f62d394ec551bf0e92e11b4e977794ea39dcb212bb36b1,verified_existing,2026-08-01,11ad09ff644382dbc2cfeccf6d6d7b3a55178d0f54719444e1de1fdf0fbd7b77,
focus_jamendo_1106739__180s,focus_jamendo_1106739,focus,discovery,180.0,focus_music/focus_jamendo_1106739.mp3,features/audio/180s/focus/discovery/focus_jamendo_1106739__180s.wav,162.038,0.0,162.038,161.97124716553287,22050,1,float32,-15.0,-12.487474354939248,-15.004092713187655,1.1800391674041748,0.8593423962593079,True,0.0,0.00017751813960989688,True,False,72425e9d46f7a6201ecc5c46dc365890f23fcf37a62c894c3f0d66f39ba489ea,verified_existing,2026-08-01,11ad09ff644382dbc2cfeccf6d6d7b3a55178d0f54719444e1de1fdf0fbd7b77,
focus_jamendo_1106739__300s,focus_jamendo_1106739,focus,discovery,300.0,focus_music/focus_jamendo_1106739.mp3,features/audio/300s/focus/discovery/focus_jamendo_1106739__300s.wav,162.038,0.0,162.038,161.97124716553287,22050,1,float32,-15.0,-12.487474354939248,-15.004092713187655,1.1800391674041748,0.8593423962593079,True,0.0,0.00017751813960989688,True,False,0fba5cc459f1557f027deb5168dd5209e23a4154cf68bde85660557bf84ac02c,verified_existing,2026-08-01,11ad09ff644382dbc2cfeccf6d6d7b3a55178d0f54719444e1de1fdf0fbd7b77,
focus_jamendo_1106747__180s,focus_jamendo_1106747,focus,discovery,180.0,focus_music/focus_jamendo_1106747.mp3,features/audio/180s/focus/discovery/focus_jamendo_1106747__180s.wav,265.718,42.85900000000001,180.0,180.0,22050,1,float32,-15.0,-16.523646541255488,-15.113219929320788,1.0913077592849731,0.859491765499115,True,0.0,0.0017540942302847065,False,False,c7981140eb245bae59d7c6c61c60e209b5112c1165c83fd7b1dc70256d16d213,verified_existing,2026-08-01,11ad09ff644382dbc2cfeccf6d6d7b3a55178d0f54719444e1de1fdf0fbd7b77,
focus_jamendo_1106747__300s,focus_jamendo_1106747,focus,discovery,300.0,focus_music/focus_jamendo_1106747.mp3,features/audio/300s/focus/discovery/focus_jamendo_1106747__300s.wav,265.718,0.0,265.718,265.64498866213154,22050,1,float32,-15.0,-16.6070878839554,-15.001625833858784,1.0913077592849731,0.8685474991798401,True,0.23967743055421487,0.0019202823334025327,True,False,099f6029a73853705ed06d9b3d521c2cb73480338f3fbfea09cef39b567c9c75,verified_existing,2026-08-01,11ad09ff644382dbc2cfeccf6d6d7b3a55178d0f54719444e1de1fdf0fbd7b77,
focus_jamendo_1120647__180s,focus_jamendo_1120647,focus,validation,180.0,focus_music/focus_jamendo_1120647.mp3,features/audio/180s/focus/validation/focus_jamendo_1120647__180s.wav,175.987,0.0,175.987,175.91469387755103,22050,1,float32,-15.0,-13.230354755525804,-15.000182669928963,1.1831556558609009,0.8692691326141357,True,0.2729027879659238,0.0003668547860885984,True,False,d4c71df162d35f936ed44eef5f34e7294279d9f2a3b48ca5ef04997c9ab8efa2,verified_existing,2026-08-01,11ad09ff644382dbc2cfeccf6d6d7b3a55178d0f54719444e1de1fdf0fbd7b77,
focus_jamendo_1120647__300s,focus_jamendo_1120647,focus,validation,300.0,focus_music/focus_jamendo_1120647.mp3,features/audio/300s/focus/validation/focus_jamendo_1120647__300s.wav,175.987,0.0,175.987,175.91469387755103,22050,1,float32,-15.0,-13.230354755525804,-15.000182669928963,1.1831556558609009,0.8692691326141357,True,0.2729027879659238,0.0003668547860885984,True,False,d4c71df162d35f936ed44eef5f34e7294279d9f2a3b48ca5ef04997c9ab8efa2,verified_existing,2026-08-01,11ad09ff644382dbc2cfeccf6d6d7b3a55178d0f54719444e1de1fdf0fbd7b77,
focus_jamendo_1127596__180s,focus_jamendo_1127596,focus,validation,180.0,focus_music/focus_jamendo_1127596.mp3,features/audio/180s/focus/validation/focus_jamendo_1127596__180s.wav,543.0,181.5,180.0,180.0,22050,1,float32,-15.0,-18.65696868194323,-15.02755042762016,0.9099242091178894,0.8595554828643799,True,0.0,0.0006041824137062232,False,False,6aa4b1d2dce9fa2bb9a339670a92a6ac38d9d9317799d2477820d013949b1352,verified_existing,2026-08-01,11ad09ff644382dbc2cfeccf6d6d7b3a55178d0f54719444e1de1fdf0fbd7b77,
